705408942	20161109	201611	2016	2016.8466											IGOEUREEC	THE EU	EUR	EEC				IGO			1	042	042	04	1	1.9	3	1	3	0.74349442379183	0								1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20171109173000	http://www.bournemouthecho.co.uk/news/15651817.Priti_Patel_s_replacement_was_sawn_in_half_in_Bournemouth_hotel_ballrooms/
705408943	20161109	201611	2016	2016.8466	BEL	BRUSSELS	BEL								GOV	MINIST						GOV			1	010	010	01	1	0.0	3	1	3	0.8421052631579	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	1	Yemen	YM	YM		15.5	47.5	YM	1	Yemen	YM	YM		15.5	47.5	YM	20171109173000	https://nationalyemen.com/2017/11/09/yemeni-info-min-we-continue-to-count-on-kuwaits-role/
705408944	20161109	201611	2016	2016.8466	BEL	BRUSSELS	BEL								KWT	KUWAIT	KWT								1	043	043	04	1	2.8	3	1	3	0.8421052631579	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	1	Kuwait	KU	KU		29.5	47.75	KU	1	Yemen	YM	YM		15.5	47.5	YM	20171109173000	https://nationalyemen.com/2017/11/09/yemeni-info-min-we-continue-to-count-on-kuwaits-role/
705408945	20161109	201611	2016	2016.8466	BEL	BRUSSELS	BEL								KWT	KUWAIT	KWT								1	051	051	05	1	3.4	3	1	3	0.8421052631579	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	1	Kuwait	KU	KU		29.5	47.75	KU	1	Kuwait	KU	KU		29.5	47.75	KU	20171109173000	https://nationalyemen.com/2017/11/09/yemeni-info-min-we-continue-to-count-on-kuwaits-role/
705408946	20161109	201611	2016	2016.8466	BEL	BRUSSELS	BEL								YEM	YEMENI	YEM								1	043	043	04	1	2.8	1	1	1	0.8421052631579	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	1	Yemen	YM	YM		15.5	47.5	YM	1	Yemen	YM	YM		15.5	47.5	YM	20171109173000	https://nationalyemen.com/2017/11/09/yemeni-info-min-we-continue-to-count-on-kuwaits-role/
705408947	20161109	201611	2016	2016.8466	BEL	BRUSSELS	BEL								YEM	YEMENI	YEM								1	051	051	05	1	3.4	1	1	1	0.8421052631579	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	1	Yemen	YM	YM		15.5	47.5	YM	1	Kuwait	KU	KU		29.5	47.75	KU	20171109173000	https://nationalyemen.com/2017/11/09/yemeni-info-min-we-continue-to-count-on-kuwaits-role/
705408948	20161109	201611	2016	2016.8466	GBRGOVEDU	MICHAEL GOVE	GBR					GOV	EDU		IGOEUREEC	THE EU	EUR	EEC				IGO			1	042	042	04	1	1.9	3	1	3	0.74349442379183	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20171109173000	http://www.bournemouthecho.co.uk/news/15651817.Priti_Patel_s_replacement_was_sawn_in_half_in_Bournemouth_hotel_ballrooms/
705408949	20161109	201611	2016	2016.8466	IGOCOPITPGOV	INTERPOL		ITP				IGO	COP	GOV	FIN	FINNISH	FIN								1	173	173	17	4	-5.0	4	1	4	-9.83146067415732	1	Andorra	AN	AN		42.5	1.5	AN	1	Finland	FI	FI		64	26	FI	1	Andorra	AN	AN		42.5	1.5	AN	20171109173000	https://yle.fi/uutiset/osasto/news/andorran_court_postpones_decision_on_extradition_of_finnish_anti-immigrant_agitator/9924591
705408950	20161109	201611	2016	2016.8466	IGOCOPITPGOV	INTERPOL		ITP				IGO	COP	GOV	FIN	FINLAND	FIN								1	173	173	17	4	-5.0	6	1	6	-9.83146067415732	1	Andorra	AN	AN		42.5	1.5	AN	1	Finland	FI	FI		64	26	FI	1	Finland	FI	FI		64	26	FI	20171109173000	https://yle.fi/uutiset/osasto/news/andorran_court_postpones_decision_on_extradition_of_finnish_anti-immigrant_agitator/9924591
705408951	20161109	201611	2016	2016.8466	IGOEUREEC	THE EU	EUR	EEC				IGO													1	043	043	04	1	2.8	3	1	3	0.74349442379183	1	Israel	IS	IS		31.5	34.75	IS	0								1	Israel	IS	IS		31.5	34.75	IS	20171109173000	http://www.bournemouthecho.co.uk/news/15651817.Priti_Patel_s_replacement_was_sawn_in_half_in_Bournemouth_hotel_ballrooms/
