704136480	20161105	201611	2016	2016.8356											CHN	CHINESE	CHN								1	036	036	03	1	4.0	2	1	2	4.60251046025105	0								4	Wuling, Hunan, China	CH	CH11	13138	29.0194	111.68	10009286	4	Wuling, Hunan, China	CH	CH11	13138	29.0194	111.68	10009286	20171105204500	http://www.thestandard.com.hk/section-news.php?id=189266
704136481	20161105	201611	2016	2016.8356											CHNGOV	CHINESE	CHN					GOV			1	036	036	03	1	4.0	3	1	3	4.60251046025105	0								4	Wuling, Hunan, China	CH	CH11	13138	29.0194	111.68	10009286	4	Wuling, Hunan, China	CH	CH11	13138	29.0194	111.68	10009286	20171105204500	http://www.thestandard.com.hk/section-news.php?id=189266
704136482	20161105	201611	2016	2016.8356											GOV	PRESIDENT						GOV			1	036	036	03	1	4.0	2	1	2	-1.3029315960912	0								3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	20171105204500	http://www.marionstar.com/story/news/local/2017/11/05/what-would-you-ask-past-u-s-president/832543001/
704136483	20161105	201611	2016	2016.8356											GOV	PRESIDENT						GOV			1	036	036	03	1	4.0	6	1	6	-1.3029315960912	0								2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	20171105204500	http://www.marionstar.com/story/news/local/2017/11/05/what-would-you-ask-past-u-s-president/832543001/
704136484	20161105	201611	2016	2016.8356	CHN	CHINESE	CHN																		1	020	020	02	1	3.0	2	1	2	4.60251046025105	4	Wuling, Hunan, China	CH	CH11	13138	29.0194	111.68	10009286	0								4	Wuling, Hunan, China	CH	CH11	13138	29.0194	111.68	10009286	20171105204500	http://www.thestandard.com.hk/section-news.php?id=189266
704136485	20161105	201611	2016	2016.8356	CHN	CHINESE	CHN																		1	036	036	03	1	4.0	2	1	2	4.60251046025105	4	Wuling, Hunan, China	CH	CH11	13138	29.0194	111.68	10009286	0								4	Wuling, Hunan, China	CH	CH11	13138	29.0194	111.68	10009286	20171105204500	http://www.thestandard.com.hk/section-news.php?id=189266
704136486	20161105	201611	2016	2016.8356	CHNGOV	CHINESE	CHN					GOV													1	036	036	03	1	4.0	3	1	3	4.60251046025105	4	Wuling, Hunan, China	CH	CH11	13138	29.0194	111.68	10009286	0								4	Wuling, Hunan, China	CH	CH11	13138	29.0194	111.68	10009286	20171105204500	http://www.thestandard.com.hk/section-news.php?id=189266
704136487	20161105	201611	2016	2016.8356	ETHCOP	ETHIOPIA	ETH					COP			OPP	PROTESTER						OPP			1	190	190	19	4	-10.0	5	1	5	-0.27548209366391	1	Ethiopia	ET	ET		8	38	ET	1	Ethiopia	ET	ET		8	38	ET	1	Ethiopia	ET	ET		8	38	ET	20171105204500	https://www.nytimes.com/2017/11/05/world/africa/ethiopia-government-surveillance.html
704136488	20161105	201611	2016	2016.8356	GBR	MANCHESTER	GBR								ELI	ACTOR						ELI			1	051	051	05	1	3.4	6	1	6	-2.42130750605327	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20171105204500	http://www.independent.co.uk/arts-entertainment/films/news/casey-affleck-2018-oscars-banned-petition-best-actor-actress-sexual-harassment-allegations-a8038741.html
704136489	20161105	201611	2016	2016.8356	GOV	PRESIDENT						GOV													1	036	036	03	1	4.0	2	1	2	-1.3029315960912	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	0								2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	20171105204500	http://www.marionstar.com/story/news/local/2017/11/05/what-would-you-ask-past-u-s-president/832543001/
704136490	20161105	201611	2016	2016.8356	GOV	PRESIDENT						GOV													1	036	036	03	1	4.0	6	1	6	-1.3029315960912	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	0								2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	20171105204500	http://www.marionstar.com/story/news/local/2017/11/05/what-would-you-ask-past-u-s-president/832543001/
704136491	20161105	201611	2016	2016.8356	MOZ	MOZAMBIQUE	MOZ																		0	100	100	10	3	-5.0	12	1	12	0.97943286903803	1	India	IN	IN		20	77	IN	0								1	India	IN	IN		20	77	IN	20171105204500	https://economictimes.indiatimes.com/industry/cons-products/electronics/crompton-greaves-out-of-kenstar-race/articleshow/61523262.cms
704136492	20161105	201611	2016	2016.8356	MOZ	MOZAMBIQUE	MOZ																		0	100	100	10	3	-5.0	8	1	8	0.97943286903803	1	Mozambique	MZ	MZ		-18.25	35	MZ	0								1	Mozambique	MZ	MZ		-18.25	35	MZ	20171105204500	https://economictimes.indiatimes.com/industry/cons-products/electronics/crompton-greaves-out-of-kenstar-race/articleshow/61523262.cms
704136493	20161105	201611	2016	2016.8356	USA	UNITED STATES	USA								ELI	ACTOR						ELI			1	051	051	05	1	3.4	4	1	4	-2.42130750605327	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20171105204500	http://www.independent.co.uk/arts-entertainment/films/news/casey-affleck-2018-oscars-banned-petition-best-actor-actress-sexual-harassment-allegations-a8038741.html
