703970488	20161105	201611	2016	2016.8356	GOV	MINISTRY						GOV			MED	MEDIA						MED			0	173	173	17	4	-5.0	10	1	10	-5.77367205542725	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	20171105000000	http://www.dailytelegraph.com.au/news/world/us-woman-jailed-over-tweet-insulting-zimbabwe-ruler-robert-mugabe/news-story/03bf228b54f622fe203caf9a1d22b40c?nk=1c896785da01cece3b6f22cbdf075006-1509839243
703970489	20161105	201611	2016	2016.8356	LEG	PARLIAMENT						LEG			TUR	TURKEY	TUR								0	020	020	02	1	3.0	5	1	5	-8.50574712643679	4	Adana, Adana, Turkey	TU	TU81	27460	37.0017	35.3289	-732885	4	Adana, Adana, Turkey	TU	TU81	27460	37.0017	35.3289	-732885	4	Adana, Adana, Turkey	TU	TU81	27460	37.0017	35.3289	-732885	20171105000000	http://www.journalismpakistan.com/Turkey-orders-arrest-of-nine-newspaper-staff
703970490	20161105	201611	2016	2016.8356	LEG	PARLIAMENT						LEG			TUR	TURKEY	TUR								0	060	060	06	2	6.0	5	1	5	-8.50574712643679	4	Adana, Adana, Turkey	TU	TU81	27460	37.0017	35.3289	-732885	4	Adana, Adana, Turkey	TU	TU81	27460	37.0017	35.3289	-732885	4	Adana, Adana, Turkey	TU	TU81	27460	37.0017	35.3289	-732885	20171105000000	http://www.journalismpakistan.com/Turkey-orders-arrest-of-nine-newspaper-staff
703970491	20161105	201611	2016	2016.8356	TUR	TURKEY	TUR								SYR	SYRIAN	SYR								0	051	051	05	1	3.4	2	1	2	-8.50574712643679	4	Dundar, Bursa, Turkey	TU	TU16	27675	39.91	28.8494	-747157	4	Dundar, Bursa, Turkey	TU	TU16	27675	39.91	28.8494	-747157	4	Dundar, Bursa, Turkey	TU	TU16	27675	39.91	28.8494	-747157	20171105000000	http://www.journalismpakistan.com/Turkey-orders-arrest-of-nine-newspaper-staff
703970492	20161105	201611	2016	2016.8356	TUR	TURKEY	TUR								SYR	SYRIAN	SYR								0	051	051	05	1	3.4	2	1	2	-8.50574712643679	4	Dundar, Bursa, Turkey	TU	TU16	27675	39.91	28.8494	-747157	1	Syria	SY	SY		35	38	SY	4	Dundar, Bursa, Turkey	TU	TU16	27675	39.91	28.8494	-747157	20171105000000	http://www.journalismpakistan.com/Turkey-orders-arrest-of-nine-newspaper-staff
703970493	20161105	201611	2016	2016.8356	TUR	TURKEY	TUR								SYRREB	SYRIAN	SYR					REB			0	051	051	05	1	3.4	6	1	6	-8.50574712643679	4	Dundar, Bursa, Turkey	TU	TU16	27675	39.91	28.8494	-747157	1	Syria	SY	SY		35	38	SY	4	Dundar, Bursa, Turkey	TU	TU16	27675	39.91	28.8494	-747157	20171105000000	http://www.journalismpakistan.com/Turkey-orders-arrest-of-nine-newspaper-staff
703970494	20171006	201710	2017	2017.7562											USA	ATLANTA	USA								0	046	046	04	1	7.0	18	2	18	-1.39904863363756	0								3	Atlanta, Georgia, United States	US	USGA	GA121	33.749	-84.388	351615	3	Atlanta, Georgia, United States	US	USGA	GA121	33.749	-84.388	351615	20171105000000	http://www.denverpost.com/2017/11/04/2018-election-security-local-voting/
703970495	20171006	201710	2017	2017.7562	AUT	AUSTRIA	AUT																		0	051	051	05	1	3.4	4	1	4	-7.73993808049536	4	Alpbach, Tirol, Austria	AU	AU07	5667	47.4	11.95	6011198	0								4	Alpbach, Tirol, Austria	AU	AU07	5667	47.4	11.95	6011198	20171105000000	http://voiceofvienna.org/2017/11/05/austrian-party-leader-peter-pilz-quits-over-allegations-of-sexual-harassment/
703970496	20171006	201710	2017	2017.7562	EUR	EUROPEAN	EUR								USAGOV	OBAMA	USA					GOV			1	120	120	12	3	-4.0	3	1	3	-4.84496124031008	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	1	China	CH	CH		35	105	CH	20171105000000	http://www.gulf-times.com/story/569947/Saudi-2-ministers-replaced-4-ministers-and-10-prin
703970497	20171006	201710	2017	2017.7562	GOV	MINIST						GOV													0	173	173	17	4	-5.0	5	1	5	-7.59289176090468	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	0								4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	20171105000000	http://www.koamtv.com/story/36762909/american-charged-with-subversion-in-zimbabwe-goes-to-court
703970498	20171006	201710	2017	2017.7562	GOV	MINIST						GOV			OPP	ACTIVIST						OPP			0	060	060	06	2	6.0	5	1	5	-7.59289176090468	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	20171105000000	http://www.koamtv.com/story/36762909/american-charged-with-subversion-in-zimbabwe-goes-to-court
703970499	20171006	201710	2017	2017.7562	GOV	MINIST						GOV			OPP	ACTIVIST						OPP			0	111	111	11	3	-2.0	5	1	5	-7.59289176090468	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	20171105000000	http://www.koamtv.com/story/36762909/american-charged-with-subversion-in-zimbabwe-goes-to-court
703970500	20171006	201710	2017	2017.7562	GOV	MINIST						GOV			OPP	ACTIVIST						OPP			0	173	173	17	4	-5.0	5	1	5	-7.59289176090468	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	20171105000000	http://www.koamtv.com/story/36762909/american-charged-with-subversion-in-zimbabwe-goes-to-court
703970501	20171006	201710	2017	2017.7562	GOV	GOVERNMENT						GOV			PHL	PHILIPPINE	PHL								1	010	010	01	1	0.0	1	1	1	-3.93873085339169	1	Malaysia	MY	MY		2.5	112.5	MY	1	Malaysia	MY	MY		2.5	112.5	MY	1	Malaysia	MY	MY		2.5	112.5	MY	20171105000000	http://m.philstar.com/headlines/show/890b6745f6a3ccd46e7c8d7842435915?t=vbm3667vvvoo9c4b0pfuunf2a0
703970502	20171006	201710	2017	2017.7562	GOV	GOVERNMENT						GOV			ZWE	ZIMBABWE	ZWE								1	112	112	11	3	-2.0	4	1	4	-10.4477611940299	1	Zimbabwe	ZI	ZI		-19	29	ZI	1	Zimbabwe	ZI	ZI		-19	29	ZI	1	Zimbabwe	ZI	ZI		-19	29	ZI	20171105000000	http://www.yourerie.com/news/world-news/us-woman-jailed-after-tweet-about-zimbabwe-ruler/851209363
