704097305	20161105	201611	2016	2016.8356											GBR	UNITED KINGDOM	GBR								0	173	173	17	4	-5.0	8	1	8	-8.08933002481389	0								4	Lichfield, Staffordshire, United Kingdom	UK	UKM9	40131	52.6833	-1.81667	-2601098	4	Lichfield, Staffordshire, United Kingdom	UK	UKM9	40131	52.6833	-1.81667	-2601098	20171105154500	http://www.birminghammail.co.uk/news/midlands-news/locked-up-october-criminals-jailed-13805468
704097306	20161105	201611	2016	2016.8356	COP	PRISON						COP													0	030	030	03	1	4.0	4	1	4	-2.30642504118616	3	Laramie County, Wyoming, United States	US	USWY	WY021	41.35	-104.667	1605075	0								3	Laramie County, Wyoming, United States	US	USWY		41.35	-104.667	1605075	20171105154500	http://www.wyomingnews.com/news/local_news/wyoming-boot-camp-part-the-real-meaning-behind-the-program/article_fb8d5d8a-c1ed-11e7-8118-3b3377f963c1.html
704097307	20161105	201611	2016	2016.8356	COP	PRISON						COP													0	030	030	03	1	4.0	1	1	1	-2.30642504118616	2	Wyoming, United States	US	USWY		42.7475	-107.209	WY	0								2	Wyoming, United States	US	USWY		42.7475	-107.209	WY	20171105154500	http://www.wyomingnews.com/news/local_news/wyoming-boot-camp-part-the-real-meaning-behind-the-program/article_fb8d5d8a-c1ed-11e7-8118-3b3377f963c1.html
704097308	20161105	201611	2016	2016.8356	GBR	BIRMINGHAM	GBR								COP	PRISON						COP			0	173	173	17	4	-5.0	10	1	10	-8.08933002481389	4	Harbury, Warwickshire, United Kingdom	UK	UKP3	40135	52.2333	-1.45	-2598120	4	Harbury, Warwickshire, United Kingdom	UK	UKP3	40135	52.2333	-1.45	-2598120	4	Harbury, Warwickshire, United Kingdom	UK	UKP3	40135	52.2333	-1.45	-2598120	20171105154500	http://www.birminghammail.co.uk/news/midlands-news/locked-up-october-criminals-jailed-13805468
704097309	20161105	201611	2016	2016.8356	GOV	PRIME MINISTER						GOV			LBN	LEBANON	LBN								1	043	043	04	1	2.8	2	1	2	-7.74193548387097	1	Syria	SY	SY		35	38	SY	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	20171105154500	http://www.themedialine.org/mideast-daily-news/lebanese-prime-minister-resigns-fear-life/
704097310	20161105	201611	2016	2016.8356	JUD	JUDGE						JUD													0	020	020	02	1	3.0	2	1	2	-2.30642504118616	3	Laramie County, Wyoming, United States	US	USWY	WY021	41.35	-104.667	1605075	0								3	Laramie County, Wyoming, United States	US	USWY		41.35	-104.667	1605075	20171105154500	http://www.wyomingnews.com/news/local_news/wyoming-boot-camp-part-the-real-meaning-behind-the-program/article_fb8d5d8a-c1ed-11e7-8118-3b3377f963c1.html
704097311	20161105	201611	2016	2016.8356	LBN	LEBANON	LBN								GOV	PRIME MINISTER						GOV			1	042	042	04	1	1.9	2	1	2	-7.74193548387097	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	1	Syria	SY	SY		35	38	SY	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	20171105154500	http://www.themedialine.org/mideast-daily-news/lebanese-prime-minister-resigns-fear-life/
704097312	20161105	201611	2016	2016.8356	LBN	LEBANON	LBN								GOV	PRIME MINISTER						GOV			1	060	060	06	2	6.0	2	1	2	-7.74193548387097	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	20171105154500	http://www.themedialine.org/mideast-daily-news/lebanese-prime-minister-resigns-fear-life/
704097313	20161105	201611	2016	2016.8356	LEG	PARLIAMENT						LEG			RUSELI	MIKHAIL KASYANOV	RUS					ELI			0	112	112	11	3	-2.0	6	1	6	-6.13718411552347	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171105154500	http://www.digitaljournal.com/news/world/russian-police-detain-260-at-anti-putin-protest/article/506854
704097314	20161105	201611	2016	2016.8356	LEG	LEGISLATURE						LEG			USA	WYOMING	USA								1	040	040	04	1	1.0	10	1	10	-2.30642504118616	2	Wyoming, United States	US	USWY		42.7475	-107.209	WY	2	Wyoming, United States	US	USWY		42.7475	-107.209	WY	2	Wyoming, United States	US	USWY		42.7475	-107.209	WY	20171105154500	http://www.wyomingnews.com/news/local_news/wyoming-boot-camp-part-the-real-meaning-behind-the-program/article_fb8d5d8a-c1ed-11e7-8118-3b3377f963c1.html
704097315	20161105	201611	2016	2016.8356	RUS	RUSSIA	RUS								RUSELI	MIKHAIL KASYANOV	RUS					ELI			0	112	112	11	3	-2.0	4	1	4	-6.13718411552347	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171105154500	http://www.digitaljournal.com/news/world/russian-police-detain-260-at-anti-putin-protest/article/506854
704097316	20161105	201611	2016	2016.8356	USA	UNITED STATES	USA								JUD	JUDGE						JUD			0	020	020	02	1	3.0	6	1	6	-2.30642504118616	3	Laramie County, Wyoming, United States	US	USWY	WY021	41.35	-104.667	1605075	3	Laramie County, Wyoming, United States	US	USWY		41.35	-104.667	1605075	3	Laramie County, Wyoming, United States	US	USWY		41.35	-104.667	1605075	20171105154500	http://www.wyomingnews.com/news/local_news/wyoming-boot-camp-part-the-real-meaning-behind-the-program/article_fb8d5d8a-c1ed-11e7-8118-3b3377f963c1.html
704097317	20161105	201611	2016	2016.8356	USA	WYOMING	USA								LEG	LEGISLATURE						LEG			1	040	040	04	1	1.0	10	1	10	-2.30642504118616	2	Wyoming, United States	US	USWY		42.7475	-107.209	WY	2	Wyoming, United States	US	USWY		42.7475	-107.209	WY	2	Wyoming, United States	US	USWY		42.7475	-107.209	WY	20171105154500	http://www.wyomingnews.com/news/local_news/wyoming-boot-camp-part-the-real-meaning-behind-the-program/article_fb8d5d8a-c1ed-11e7-8118-3b3377f963c1.html
704097318	20161105	201611	2016	2016.8356	USA	UNITED STATES	USA								USAGOV	HILLARY CLINTON	USA					GOV			1	084	084	08	2	7.0	2	1	2	-1.02040816326531	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	20171105154500	https://pitchfork.com/news/bikini-kill-reunite-for-the-first-time-in-20-years-watch/
