705395957	20161109	201611	2016	2016.8466											EDU	UNIVERSITY						EDU			1	046	046	04	1	7.0	6	1	6	-0.44150110375276	0								4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20171109164500	http://www.sheppnews.com.au/rural/2017/11/09/118755/sheep-answer-the-digital-call-for-research
705395958	20161109	201611	2016	2016.8466											MED	TELECOM						MED			1	100	100	10	3	-5.0	20	1	20	-1.5822824424232	0								1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	20171109164500	http://articles.economictimes.indiatimes.com/news/economy/policy/no-case-for-holding-spectrum-auctions-now-big-telcos-to-trai/articleshow/61582394.cms
705395959	20161109	201611	2016	2016.8466	AUS	AUSTRALIA	AUS								EDU	UNIVERSITY						EDU			1	046	046	04	1	7.0	4	1	4	-0.44150110375276	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20171109164500	http://www.sheppnews.com.au/rural/2017/11/09/118755/sheep-answer-the-digital-call-for-research
705395960	20161109	201611	2016	2016.8466	BWAGOV	BOTSWANA	BWA					GOV			GOV	PRESIDENT						GOV			1	0831	083	08	2	5.0	10	1	10	0.38022813688213	1	Botswana	BC	BC		-22	24	BC	1	Botswana	BC	BC		-22	24	BC	1	Botswana	BC	BC		-22	24	BC	20171109164500	http://medafricatimes.com/14307-botswanas-president-to-step-down-by-april-2018.html
705395961	20161109	201611	2016	2016.8466	CYP	CYPRUS	CYP																		1	043	043	04	1	2.8	4	1	4	2.06896551724138	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171109164500	http://www.parikiaki.com/2017/11/lakkotrypis-renews-contracts-with-uk-travel-industry-professionals/
705395962	20161109	201611	2016	2016.8466	CYP	CYPRUS	CYP																		1	043	043	04	1	2.8	1	1	1	2.06896551724138	1	Cyprus	CY	CY		35	33	CY	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171109164500	http://www.parikiaki.com/2017/11/lakkotrypis-renews-contracts-with-uk-travel-industry-professionals/
705395963	20161109	201611	2016	2016.8466	EDU	UNIVERSITY						EDU													1	046	046	04	1	7.0	6	1	6	-0.44150110375276	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	0								4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20171109164500	http://www.sheppnews.com.au/rural/2017/11/09/118755/sheep-answer-the-digital-call-for-research
705395964	20161109	201611	2016	2016.8466	EDU	UNIVERSITY						EDU			AUS	AUSTRALIA	AUS								1	046	046	04	1	7.0	4	1	4	-0.44150110375276	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20171109164500	http://www.sheppnews.com.au/rural/2017/11/09/118755/sheep-answer-the-digital-call-for-research
705395965	20161109	201611	2016	2016.8466	EDU	SCHOOL						EDU			BUS	BUSINESS						BUS			0	020	020	02	1	3.0	3	1	3	-6.12855007473842	4	Mohali, Madhya Pradesh, India	IN	IN35	17744	24.1492	78.9817	10450720	4	Mohali, Madhya Pradesh, India	IN	IN35	17744	24.1492	78.9817	10450720	4	Mohali, Madhya Pradesh, India	IN	IN35	17744	24.1492	78.9817	10450720	20171109164500	http://www.deccanherald.com/content/641722/manmohan-singh-being-forced-say
705395966	20161109	201611	2016	2016.8466	EDU	SCHOOL						EDU			BUS	BUSINESS						BUS			0	172	172	17	4	-5.0	3	1	3	-6.12855007473842	4	Mohali, Madhya Pradesh, India	IN	IN35	17744	24.1492	78.9817	10450720	4	Mohali, Madhya Pradesh, India	IN	IN35	17744	24.1492	78.9817	10450720	4	Mohali, Madhya Pradesh, India	IN	IN35	17744	24.1492	78.9817	10450720	20171109164500	http://www.deccanherald.com/content/641722/manmohan-singh-being-forced-say
