703543660	20161103	201611	2016	2016.8301											BGD	BANGLADESH	BGD								1	080	080	08	2	5.0	5	1	5	-1.14503816793893	0								4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20171103083000	http://www.dhakatribune.com/world/south-asia/2017/11/03/rohingya-repatriation-myanmar-responds-bangladeshs-proposals/
703543661	20161103	201611	2016	2016.8301											USA	UNITED STATES	USA								1	190	190	19	4	-10.0	2	1	2	-3.67170626349892	0								1	United States	US	US		39.828175	-98.5795	US	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171103083000	https://thehimalayantimes.com/health/china-disputes-trumps-claims-fentanyl-flood-united-states/
703543662	20161103	201611	2016	2016.8301	AUS	MURRAY	AUS																		0	010	010	01	1	0.0	3	1	3	-0.75	3	Fayette County, Pennsylvania, United States	US	USPA	PA051	40.1254	-79.75	1209179	0								3	Fayette County, Pennsylvania, United States	US	USPA		40.1254	-79.75	1209179	20171103083000	http://www.nationalmemo.com/pure-delusion-coal-miners-refusing-learn-new-job-skills-faith-trump/
703543663	20161103	201611	2016	2016.8301	AUS	MURRAY	AUS																		0	020	020	02	1	3.0	3	1	3	-0.75	3	Fayette County, Pennsylvania, United States	US	USPA	PA051	40.1254	-79.75	1209179	0								3	Fayette County, Pennsylvania, United States	US	USPA		40.1254	-79.75	1209179	20171103083000	http://www.nationalmemo.com/pure-delusion-coal-miners-refusing-learn-new-job-skills-faith-trump/
703543664	20161103	201611	2016	2016.8301	AUS	AUSTRALIA	AUS								AUSCVL	AUSTRALIAN	AUS					CVL			1	020	020	02	1	3.0	7	1	7	-5.38302277432712	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171103083000	http://www.dailymail.co.uk/news/article-5045667/Countries-Australian-holidayers-trouble.html
703543665	20161103	201611	2016	2016.8301	AUS	AUSTRALIA	AUS								AUSCVL	AUSTRALIAN	AUS					CVL			1	060	060	06	2	6.0	7	1	7	-5.38302277432712	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20171103083000	http://www.dailymail.co.uk/news/article-5045667/Countries-Australian-holidayers-trouble.html
703543666	20161103	201611	2016	2016.8301	AUS	MURRAY	AUS								USA	UNITED STATES	USA								0	020	020	02	1	3.0	1	1	1	-0.75	3	Fayette County, Pennsylvania, United States	US	USPA	PA051	40.1254	-79.75	1209179	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20171103083000	http://www.nationalmemo.com/pure-delusion-coal-miners-refusing-learn-new-job-skills-faith-trump/
703543667	20161103	201611	2016	2016.8301	CHN	CHINESE	CHN								DNK	DANISH	DNK								1	036	036	03	1	4.0	10	1	10	0.2247191011236	4	Xiaomi, Fujian, China	CH	CH07	13163	25.2225	116.057	10999868	4	Xiaomi, Fujian, China	CH	CH07	13163	25.2225	116.057	10999868	4	Xiaomi, Fujian, China	CH	CH07	13163	25.2225	116.057	10999868	20171103083000	https://retail.economictimes.indiatimes.com/news/consumer-durables-and-information-technology/mobiles/xiaomi-bullish-on-offline-expansion-ropes-in-reliance-digital/61476966
703543668	20161103	201611	2016	2016.8301	DNK	DANISH	DNK								CHN	CHINESE	CHN								1	036	036	03	1	4.0	10	1	10	0.2247191011236	4	Xiaomi, Fujian, China	CH	CH07	13163	25.2225	116.057	10999868	4	Xiaomi, Fujian, China	CH	CH07	13163	25.2225	116.057	10999868	4	Xiaomi, Fujian, China	CH	CH07	13163	25.2225	116.057	10999868	20171103083000	https://retail.economictimes.indiatimes.com/news/consumer-durables-and-information-technology/mobiles/xiaomi-bullish-on-offline-expansion-ropes-in-reliance-digital/61476966
703543669	20161103	201611	2016	2016.8301	DNK	DANISH	DNK								CHN	CHINESE	CHN								1	080	080	08	2	5.0	10	1	10	0.2247191011236	4	Xiaomi, Fujian, China	CH	CH07	13163	25.2225	116.057	10999868	4	Xiaomi, Fujian, China	CH	CH07	13163	25.2225	116.057	10999868	4	Xiaomi, Fujian, China	CH	CH07	13163	25.2225	116.057	10999868	20171103083000	https://retail.economictimes.indiatimes.com/news/consumer-durables-and-information-technology/mobiles/xiaomi-bullish-on-offline-expansion-ropes-in-reliance-digital/61476966
703543670	20161103	201611	2016	2016.8301	FRA	FRANCE	FRA								COP	POLICE OFFICER						COP			1	182	182	18	4	-9.5	2	1	2	-3.05343511450381	1	France	FR	FR		46	2	FR	4	Kouaoua, New Caledonia (general), New Caledonia	NC	NC00	22378	-21.4333	165.817	-1712508	4	Kouaoua, New Caledonia (general), New Caledonia	NC	NC00	22378	-21.4333	165.817	-1712508	20171103083000	http://www.radionz.co.nz/international/pacific-news/343054/new-caledonia-police-appeal-for-information-after-latest-shooting
703543671	20161103	201611	2016	2016.8301	FRA	FRANCE	FRA								COP	POLICE OFFICER						COP			1	182	182	18	4	-9.5	8	1	8	-3.05343511450381	1	France	FR	FR		46	2	FR	4	Kouaoua, New Caledonia (general), New Caledonia	NC	NC00	22378	-21.4333	165.817	-1712508	1	France	FR	FR		46	2	FR	20171103083000	http://www.radionz.co.nz/international/pacific-news/343054/new-caledonia-police-appeal-for-information-after-latest-shooting
703543672	20161103	201611	2016	2016.8301	GOV	HEAD OF STATE						GOV			BUS	EMPLOYER						BUS			1	070	070	07	2	7.0	5	1	5	-3.24675324675324	1	Romania	RO	RO		46	25	RO	1	Romania	RO	RO		46	25	RO	1	Romania	RO	RO		46	25	RO	20171103083000	http://www.business-review.eu/news/president-iohannis-over-tax-changes-in-a-lot-of-sectors-wages-will-fall-151903
703543673	20161103	201611	2016	2016.8301	GOV	GOVERNMENT						GOV			INDJUD	KARNATAKA	IND					JUD			1	043	043	04	1	2.8	2	1	2	-4.66101694915255	5	Karnataka, Karnataka, India	IN	IN19	17688	13.5	76	-2099860	5	Karnataka, Karnataka, India	IN	IN19	17688	13.5	76	-2099860	5	Karnataka, Karnataka, India	IN	IN19	17688	13.5	76	-2099860	20171103083000	https://www.ndtv.com/karnataka-news/private-hospitals-in-karnataka-shut-outpatient-service-to-protest-new-bill-1770671
703543674	20161103	201611	2016	2016.8301	GOV	GOVERNMENT						GOV			JUD	SUPREME COURT						JUD			0	020	020	02	1	3.0	10	1	10	-1.02695763799744	1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	20171103083000	http://www.thehindu.com/news/national/no-criminal-action-will-be-taken-against-you-govt-assures-sc-petitioners/article19974584.ece
703543675	20161103	201611	2016	2016.8301	GOV	GOVERNMENT						GOV			JUD	HIGH COURT						JUD			1	043	043	04	1	2.8	4	1	4	-4.66101694915255	5	Karnataka, Karnataka, India	IN	IN19	17688	13.5	76	-2099860	5	Karnataka, Karnataka, India	IN	IN19	17688	13.5	76	-2099860	5	Karnataka, Karnataka, India	IN	IN19	17688	13.5	76	-2099860	20171103083000	https://www.ndtv.com/karnataka-news/private-hospitals-in-karnataka-shut-outpatient-service-to-protest-new-bill-1770671
703543676	20161103	201611	2016	2016.8301	INDELI	KARNATAKA	IND					ELI			JUD	HIGH COURT						JUD			1	042	042	04	1	1.9	4	1	4	-4.66101694915255	5	Karnataka, Karnataka, India	IN	IN19	17688	13.5	76	-2099860	5	Karnataka, Karnataka, India	IN	IN19	17688	13.5	76	-2099860	5	Karnataka, Karnataka, India	IN	IN19	17688	13.5	76	-2099860	20171103083000	https://www.ndtv.com/karnataka-news/private-hospitals-in-karnataka-shut-outpatient-service-to-protest-new-bill-1770671
