704829478	20071111	200711	2007	2007.8521	SOM	SOMALI	SOM								TUR	TURKISH	TUR								1	042	042	04	1	1.9	4	1	4	-2.72108843537415	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	20171108010000	https://www.voanews.com/a/trade-politics-religion-turkey-sub-saharan-africa/4105203.html
704829479	20071111	200711	2007	2007.8521	SOM	SOMALI	SOM								TUR	TURKISH	TUR								1	051	051	05	1	3.4	4	1	4	-2.72108843537415	4	Mogadishu, Banaadir, Somalia	SO	SO02	25691	2.06667	45.3667	-3227437	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	20171108010000	https://www.voanews.com/a/trade-politics-religion-turkey-sub-saharan-africa/4105203.html
704829480	20071111	200711	2007	2007.8521	SOM	SOMALI	SOM								TURGOV	TURKISH	TUR					GOV			1	042	042	04	1	1.9	6	1	6	-2.72108843537415	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	20171108010000	https://www.voanews.com/a/trade-politics-religion-turkey-sub-saharan-africa/4105203.html
704829481	20071111	200711	2007	2007.8521	SOM	SOMALI	SOM								TURGOV	TURKISH	TUR					GOV			1	051	051	05	1	3.4	6	1	6	-2.72108843537415	4	Mogadishu, Banaadir, Somalia	SO	SO02	25691	2.06667	45.3667	-3227437	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	20171108010000	https://www.voanews.com/a/trade-politics-religion-turkey-sub-saharan-africa/4105203.html
704829482	20071111	200711	2007	2007.8521	TUR	TURKISH	TUR								SOM	SOMALI	SOM								1	043	043	04	1	2.8	4	1	4	-2.72108843537415	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Mogadishu, Banaadir, Somalia	SO	SO02	25691	2.06667	45.3667	-3227437	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	20171108010000	https://www.voanews.com/a/trade-politics-religion-turkey-sub-saharan-africa/4105203.html
704829483	20071111	200711	2007	2007.8521	TURGOV	TURKISH	TUR					GOV			SOM	SOMALI	SOM								1	043	043	04	1	2.8	6	1	6	-2.72108843537415	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Mogadishu, Banaadir, Somalia	SO	SO02	25691	2.06667	45.3667	-3227437	4	Mogadishu, Banaadir, Somalia	SO	SO02	25691	2.06667	45.3667	-3227437	20171108010000	https://www.voanews.com/a/trade-politics-religion-turkey-sub-saharan-africa/4105203.html
704829484	20161108	201611	2016	2016.8438											GRC	GREECE	GRC								0	190	190	19	4	-10.0	4	1	4	-8.77862595419844	0								4	Lesvos, Perifereia Voreiou Aigaiou, Greece	GR	GR65	16725	39.1667	26.25	-822201	4	Lesvos, Perifereia Voreiou Aigaiou, Greece	GR	GR65	16725	39.1667	26.25	-822201	20171108010000	http://neoskosmos.com/news/en/Mental-health-emergency-declared-for-asylum-seekers-on-the-Greek-islands-created-by-poor-living-conditions-neglect-and-violence
704829485	20161108	201611	2016	2016.8438											NGA	NIGER DELTA	NGA								0	036	036	03	1	4.0	10	1	10	-1.07896027464444	0								1	Niger	NG	NG		16	8	NG	1	Niger	NG	NG		16	8	NG	20171108010000	http://punchng.com/2018-buhari-bans-recruitment-by-mdas-presents-n8-612tn-budget/
704829486	20161108	201611	2016	2016.8438	AFGINSTALREB	TALIBAN	AFG	TAL				INS	REB		AFG	AFGHANISTAN	AFG								0	1831	183	18	4	-10.0	10	1	10	-8.72340425531914	4	Jalalabad, Nangarhar, Afghanistan	AF	AF18	99928	34.4265	70.4515	-3377673	4	Jalalabad, Nangarhar, Afghanistan	AF	AF18	99928	34.4265	70.4515	-3377673	4	Jalalabad, Nangarhar, Afghanistan	AF	AF18	99928	34.4265	70.4515	-3377673	20171108010000	https://www.reuters.com/article/us-afghanistan-attack/tv-station-in-afghan-capital-kabul-attacked-witness-idUSKBN1D70KP
704829487	20161108	201611	2016	2016.8438	COP	POLICE OFFICER						COP													1	020	020	02	1	3.0	2	1	2	-1.54929577464789	3	Kane County, Illinois, United States	US	USIL	IL089	41.95	-88.4334	424246	0								3	Kane County, Illinois, United States	US	USIL		41.95	-88.4334	424246	20171108010000	http://www.chicagotribune.com/suburbs/aurora-beacon-news/news/ct-abn-kane-crisis-intervention-training-st-1107-20171107-story.html
704829488	20161108	201611	2016	2016.8438	DEU	GERMAN	DEU								GBR	UNITED KINGDOM	GBR								1	020	020	02	1	3.0	2	1	2	-1.95530726256983	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20171108010000	http://workplaceinsight.net/germany-overtakes-the-uk-as-place-to-invest-in-commercial-real-estate/
704829489	20161108	201611	2016	2016.8438	DEUBUS	GERMAN	DEU					BUS			GBR	UNITED KINGDOM	GBR								1	020	020	02	1	3.0	6	1	6	-1.95530726256983	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20171108010000	http://workplaceinsight.net/germany-overtakes-the-uk-as-place-to-invest-in-commercial-real-estate/
704829490	20161108	201611	2016	2016.8438	GBR	UNITED KINGDOM	GBR								DEUBUS	GERMANY	DEU					BUS			1	020	020	02	1	3.0	2	1	2	-1.95530726256983	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20171108010000	http://workplaceinsight.net/germany-overtakes-the-uk-as-place-to-invest-in-commercial-real-estate/
704829491	20161108	201611	2016	2016.8438	JUD	COUNSEL						JUD			RUS	RUSSIA	RUS								0	0214	021	02	1	3.4	2	1	2	-1.54355016538037	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171108010000	http://www.theday.com/nationworld-news/20171107/house-judiciary-democrats-plan-to-press-sessions-about-statements-on-contacts-with-russian
704829492	20161108	201611	2016	2016.8438	NGA	NIGER DELTA	NGA																		0	036	036	03	1	4.0	10	1	10	-1.07896027464444	1	Niger	NG	NG		16	8	NG	0								1	Niger	NG	NG		16	8	NG	20171108010000	http://punchng.com/2018-buhari-bans-recruitment-by-mdas-presents-n8-612tn-budget/
704829493	20161108	201611	2016	2016.8438	PER	LIMA	PER																		1	173	173	17	4	-5.0	2	1	2	6.08519269776877	4	Lima, Lima, Peru	PE	PE15	91841	-12.05	-77.05	-352647	0								4	Northland, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.2833	174.75	-1514781	20171108010000	http://www.scoop.co.nz/stories/CU1711/S00140/lima-leaps-to-the-rescue-in-new-story-book.htm
704829494	20161108	201611	2016	2016.8438	PER	LIMA	PER								NZL	NEW ZEALAND	NZL								1	173	173	17	4	-5.0	8	1	8	6.08519269776877	4	Lima, Lima, Peru	PE	PE15	91841	-12.05	-77.05	-352647	4	Ahipara, New Zealand (general), New Zealand	NZ	NZ00	22385	-35.1667	173.167	-1506543	4	Ahipara, New Zealand (general), New Zealand	NZ	NZ00	22385	-35.1667	173.167	-1506543	20171108010000	http://www.scoop.co.nz/stories/CU1711/S00140/lima-leaps-to-the-rescue-in-new-story-book.htm
704829495	20161108	201611	2016	2016.8438	RUSJUD	RUSSIA	RUS					JUD													0	0214	021	02	1	3.4	2	1	2	-1.54355016538037	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	0								4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171108010000	http://www.theday.com/nationworld-news/20171107/house-judiciary-democrats-plan-to-press-sessions-about-statements-on-contacts-with-russian
704829496	20161108	201611	2016	2016.8438	USA	UNITED STATES	USA																		1	190	190	19	4	-10.0	2	1	2	-12.1794871794872	3	Burlington, North Carolina, United States	US	USNC	NC001	36.0957	-79.4378	982279	0								3	Burlington, North Carolina, United States	US	USNC	NC001	36.0957	-79.4378	982279	20171108010000	http://www.wbtv.com/story/36787273/appeals-court-orders-new-trial-for-convicted-killer
704829497	20161108	201611	2016	2016.8438	USA	CALIFORNIA	USA								USACVL	UNITED STATES	USA					CVL			1	120	120	12	3	-4.0	2	1	2	-1.97926484448634	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	20171108010000	http://www.gilmermirror.com/view/full_story/27504185/article-Ohio-s-Drug-Pricing-Ballot-Question-Triggers-Voter-Confusion
704829498	20161108	201611	2016	2016.8438	USACVL	CALIFORNIA	USA					CVL													1	120	120	12	3	-4.0	6	1	6	-1.97926484448634	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	0								2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	20171108010000	http://www.gilmermirror.com/view/full_story/27504185/article-Ohio-s-Drug-Pricing-Ballot-Question-Triggers-Voter-Confusion
704829499	20171009	201710	2017	2017.7644											BUS	COMPANY						BUS			1	114	114	11	3	-2.0	5	1	5	-2.29007633587786	0								4	Saskatchewan, Manitoba, Canada	CA	CA03	154724	52.15	-97.7167	-575075	4	Saskatchewan, Manitoba, Canada	CA	CA03	154724	52.15	-97.7167	-575075	20171108010000	http://www.princegeorgecitizen.com/neb-to-consider-next-month-if-b-c-city-obstructing-pipeline-construction-1.23086500
704829500	20171009	201710	2017	2017.7644											GBR	UNITED KINGDOM	GBR								1	190	190	19	4	-10.0	4	1	4	-3.1591737545565	0								5	Hampshire, Hampshire, United Kingdom	UK	UKF2	40112	51.0833	-1.16667	-2598067	5	Hampshire, Hampshire, United Kingdom	UK	UKF2	40112	51.0833	-1.16667	-2598067	20171108010000	http://www.mirror.co.uk/news/uk-news/mystery-fire-killed-dad-five-11484632
704829501	20171009	201710	2017	2017.7644	AFGMED	AFGHAN	AFG					MED			MOSSHI	SHIITE				MOS	SHI				0	190	190	19	4	-10.0	3	1	3	-5.53935860058309	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20171108010000	http://www.theday.com/nationworld-news/20171107/afghan-tv-network-attacked-anchor-returns-with-hands-bandaged
704829502	20171009	201710	2017	2017.7644	AUS	AUSTRALIA	AUS																		0	051	051	05	1	3.4	4	1	4	3.2994923857868	4	Stawell, Victoria, Australia	AS	AS07	5410	-37.0563	142.781	-1602084	0								4	Stawell, Victoria, Australia	AS	AS07	5410	-37.0563	142.781	-1602084	20171108010000	http://www.mailtimes.com.au/story/5042394/tony-driscoll-re-elected-northern-grampians-mayor/?cs=225
704829503	20171009	201710	2017	2017.7644	CRM	GANG						CRM													0	173	173	17	4	-5.0	2	1	2	-10.2119460500964	3	Bedford County, Virginia, United States	US	USVA	VA019	37.3001	-79.5664	1674818	0								3	Bedford County, Virginia, United States	US	USVA		37.3001	-79.5664	1674818	20171108010000	http://www.roanoke.com/news/crime/two-men-face-capital-murder-charges-in-bedford-county-ms/article_a887026e-0fff-5983-90c1-b3d46b87bcb8.html
704829504	20171009	201710	2017	2017.7644	GOV	GOVERNMENT						GOV													0	084	084	08	2	7.0	6	3	6	-4.33385007587685	3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	0								3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	20171108010000	http://www.sacbee.com/latest-news/article183279971.html
704829505	20171009	201710	2017	2017.7644	GOV	ADMINISTRATION						GOV			IRN	IRANIAN	IRN								0	163	163	16	4	-8.0	8	1	8	-7.09939148073022	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171108010000	https://www.opednews.com/articles/US-Mideast-Axis-Reels-As-R-by-Finian-Cunningham-Allies_Hezbollah_Iran_Putin-171108-807.html
704829506	20171009	201710	2017	2017.7644	GOV	ADMINISTRATION						GOV			IRN	IRANIAN	IRN								0	163	163	16	4	-8.0	2	1	2	-7.09939148073022	1	Lebanon	LE	LE		33.833333	35.833333	LE	1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	20171108010000	https://www.opednews.com/articles/US-Mideast-Axis-Reels-As-R-by-Finian-Cunningham-Allies_Hezbollah_Iran_Putin-171108-807.html
