703887943	20071107	200711	2007	2007.8411	LBN	LEBANON	LBN								SYR	SYRIA	SYR								0	010	010	01	1	0.0	2	1	2	-6.27450980392157	1	Lebanon	LE	LE		33.833333	35.833333	LE	1	Lebanon	LE	LE		33.833333	35.833333	LE	1	Lebanon	LE	LE		33.833333	35.833333	LE	20171104133000	https://www.aninews.in/news/world/asia/lebanon-pm-resigns-from-saudi-arabia-fearing-for-life201711041836150002/
703887944	20071107	200711	2007	2007.8411	LBN	LEBANON	LBN								SYR	SYRIAN	SYR								0	010	010	01	1	0.0	5	1	5	-6.27450980392157	1	Lebanon	LE	LE		33.833333	35.833333	LE	1	Syria	SY	SY		35	38	SY	1	Lebanon	LE	LE		33.833333	35.833333	LE	20171104133000	https://www.aninews.in/news/world/asia/lebanon-pm-resigns-from-saudi-arabia-fearing-for-life201711041836150002/
703887945	20161104	201611	2016	2016.8329											CVL	RESIDENTS						CVL			0	1823	182	18	4	-10.0	6	1	6	-5.22388059701492	0								4	St Helens, St. Helens, United Kingdom	UK	UKN1	40121	53.45	-2.73333	-2606861	4	St Helens, St. Helens, United Kingdom	UK	UKN1	40121	53.45	-2.73333	-2606861	20171104133000	http://metro.co.uk/2017/11/04/bar-selling-50p-drinks-isnt-going-down-well-with-locals-7053137/
703887946	20161104	201611	2016	2016.8329											USA	NEW YORK	USA								0	040	040	04	1	1.0	6	1	6	-3.92902408111534	0								4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171104133000	http://www.cbc.ca/news/world/manafort-magnitsky-browder-1.4385860
703887947	20161104	201611	2016	2016.8329	CHR	CHRISTIAN				CHR															0	010	010	01	1	0.0	10	1	10	-7.9831932773109	4	Minya, Al Minya, Egypt	EG	EG10	65866	28.1099	30.7503	-290636	0								4	Minya, Al Minya, Egypt	EG	EG10	65866	28.1099	30.7503	-290636	20171104133000	http://www.express.co.uk/news/world/875058/coptic-christians-attacked-mina-egypt
703887948	20161104	201611	2016	2016.8329	CVL	RESIDENTS						CVL			GBR	UNITED KINGDOM	GBR								0	1823	182	18	4	-10.0	4	1	4	-5.22388059701492	4	St Helens, St. Helens, United Kingdom	UK	UKN1	40121	53.45	-2.73333	-2606861	4	St Helens, St. Helens, United Kingdom	UK	UKN1	40121	53.45	-2.73333	-2606861	4	St Helens, St. Helens, United Kingdom	UK	UKN1	40121	53.45	-2.73333	-2606861	20171104133000	http://metro.co.uk/2017/11/04/bar-selling-50p-drinks-isnt-going-down-well-with-locals-7053137/
703887949	20161104	201611	2016	2016.8329	CYP	CYPRUS	CYP								USA	NEW YORK	USA								0	040	040	04	1	1.0	4	1	4	-3.92902408111534	1	Cyprus	CY	CY		35	33	CY	1	Cyprus	CY	CY		35	33	CY	1	Cyprus	CY	CY		35	33	CY	20171104133000	http://www.cbc.ca/news/world/manafort-magnitsky-browder-1.4385860
703887950	20161104	201611	2016	2016.8329	FRA	FRANCE	FRA								USA	UNITED STATES	USA								1	020	020	02	1	3.0	4	1	4	-1.36986301369863	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20171104133000	http://hosted2.ap.org/CAANR/0260ea4c3e85456b80715585ba3c7b5b/Article_2017-11-04-EU--UNESCO-US/id-1553667f317f48e1932d8d7374d6b8dd
703887951	20161104	201611	2016	2016.8329	FRA	PARIS	FRA								USA	AMERICAN	USA								1	020	020	02	1	3.0	6	1	6	-1.36986301369863	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171104133000	http://hosted2.ap.org/CAANR/0260ea4c3e85456b80715585ba3c7b5b/Article_2017-11-04-EU--UNESCO-US/id-1553667f317f48e1932d8d7374d6b8dd
703887952	20161104	201611	2016	2016.8329	FRA	PARIS	FRA								USA	AMERICAN	USA								1	042	042	04	1	1.9	8	1	8	-1.36986301369863	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	1	United States	US	US		39.828175	-98.5795	US	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20171104133000	http://hosted2.ap.org/CAANR/0260ea4c3e85456b80715585ba3c7b5b/Article_2017-11-04-EU--UNESCO-US/id-1553667f317f48e1932d8d7374d6b8dd
