703964131	20161104	201611	2016	2016.8329	PHL	PHILIPPINE	PHL								CVL	VILLAGE						CVL			0	010	010	01	1	0.0	2	1	2	-4.36781609195402	5	Taguig City, City of Taguig, Philippines	RP	RPN6	24229	14.5333	121.067	-2455401	5	Taguig City, City of Taguig, Philippines	RP	RPN6	24229	14.5333	121.067	-2455401	5	Taguig City, City of Taguig, Philippines	RP	RPN6	24229	14.5333	121.067	-2455401	20171104230000	https://timesofindia.indiatimes.com/india/nia-to-send-team-to-manila-to-interrogate-isis-recruiter/articleshow/61513455.cms
703964132	20161104	201611	2016	2016.8329	PHL	PHILIPPINE	PHL								PHLCVL	PHILIPPINE	PHL					CVL			0	010	010	01	1	0.0	8	1	8	-4.36781609195402	5	Taguig City, City of Taguig, Philippines	RP	RPN6	24229	14.5333	121.067	-2455401	5	Taguig City, City of Taguig, Philippines	RP	RPN6	24229	14.5333	121.067	-2455401	5	Taguig City, City of Taguig, Philippines	RP	RPN6	24229	14.5333	121.067	-2455401	20171104230000	https://timesofindia.indiatimes.com/india/nia-to-send-team-to-manila-to-interrogate-isis-recruiter/articleshow/61513455.cms
703964133	20161104	201611	2016	2016.8329	PHL	PHILIPPINE	PHL								PHLCVL	PHILIPPINE	PHL					CVL			0	020	020	02	1	3.0	2	1	2	-4.36781609195402	5	Taguig City, City of Taguig, Philippines	RP	RPN6	24229	14.5333	121.067	-2455401	5	Taguig City, City of Taguig, Philippines	RP	RPN6	24229	14.5333	121.067	-2455401	5	Taguig City, City of Taguig, Philippines	RP	RPN6	24229	14.5333	121.067	-2455401	20171104230000	https://timesofindia.indiatimes.com/india/nia-to-send-team-to-manila-to-interrogate-isis-recruiter/articleshow/61513455.cms
703964134	20161104	201611	2016	2016.8329	USA	JERSEY	USA								USAGOV	JOE BIDEN	USA					GOV			1	014	014	01	1	0.0	2	1	2	-2.16110019646365	1	Jersey	JE	JE		49.216667	-2.116667	JE	1	Jersey	JE	JE		49.216667	-2.116667	JE	1	Jersey	JE	JE		49.216667	-2.116667	JE	20171104230000	http://www.politicususa.com/2017/11/04/dnc-head-considered-emergency-biden-booker-ticket-2016-clinton-fainted.html
703964135	20171005	201710	2017	2017.7534	IRN	IRAN	IRN																		0	124	124	12	3	-4.0	2	1	2	-2.57234726688103	1	France	FR	FR		46	2	FR	0								1	France	FR	FR		46	2	FR	20171104230000	http://www.gulf-times.com/story/569991/Total-not-giving-up-on-Iran-gas-even-as-Trump-hard
703964136	20171005	201710	2017	2017.7534	IRN	IRAN	IRN																		0	124	124	12	3	-4.0	2	1	2	-2.57234726688103	1	France	FR	FR		46	2	FR	0								1	Iran	IR	IR		32	53	IR	20171104230000	http://www.gulf-times.com/story/569991/Total-not-giving-up-on-Iran-gas-even-as-Trump-hard
703964137	20171005	201710	2017	2017.7534	IRN	IRAN	IRN																		0	124	124	12	3	-4.0	6	1	6	-2.57234726688103	1	Iran	IR	IR		32	53	IR	0								1	Iran	IR	IR		32	53	IR	20171104230000	http://www.gulf-times.com/story/569991/Total-not-giving-up-on-Iran-gas-even-as-Trump-hard
703964138	20171005	201710	2017	2017.7534	PHL	PHILIPPINE	PHL								QAT	QATAR	QAT								1	042	042	04	1	1.9	2	1	2	-3.125	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25307	25.2867	51.5333	-785169	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	20171104230000	http://www.gulf-times.com/story/569932/Filipino-actress-dies-in-Doha-after-suffering-brai
703964139	20171005	201710	2017	2017.7534	PHL	PHILIPPINE	PHL								QAT	QATAR	QAT								1	042	042	04	1	1.9	8	1	8	-3.125	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25307	25.2867	51.5333	-785169	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25307	25.2867	51.5333	-785169	20171104230000	http://www.gulf-times.com/story/569932/Filipino-actress-dies-in-Doha-after-suffering-brai
703964140	20171005	201710	2017	2017.7534	QAT	QATAR	QAT								PHL	PHILIPPINE	PHL								1	043	043	04	1	2.8	2	1	2	-3.125	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25307	25.2867	51.5333	-785169	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	20171104230000	http://www.gulf-times.com/story/569932/Filipino-actress-dies-in-Doha-after-suffering-brai
