704671410	20161107	201611	2016	2016.8411											ARE	DUBAI	ARE								1	042	042	04	1	1.9	8	1	8	0.50632911392405	0								1	Kuwait	KU	KU		29.5	47.75	KU	1	Oman	MU	MU		21	57	MU	20171107144500	http://gulfnews.com/business/sectors/tourism/dubai-tourist-arrivals-up-7-5-this-year-1.2120570
704671411	20161107	201611	2016	2016.8411											ARE	DUBAI	ARE								1	042	042	04	1	1.9	2	1	2	0.50632911392405	0								1	Oman	MU	MU		21	57	MU	1	Oman	MU	MU		21	57	MU	20171107144500	http://gulfnews.com/business/sectors/tourism/dubai-tourist-arrivals-up-7-5-this-year-1.2120570
704671412	20161107	201611	2016	2016.8411											USA	UNITED STATES	USA								1	040	040	04	1	1.0	6	1	6	-2.43055555555555	0								1	Argentina	AR	AR		-34	-64	AR	1	Argentina	AR	AR		-34	-64	AR	20171107144500	http://www.hellenicshippingnews.com/south-american-soy-supply-may-be-tighter-than-it-seems-braun-2/
704671413	20161107	201611	2016	2016.8411											USA	UNITED STATES	USA								0	043	043	04	1	2.8	4	1	4	1.41509433962264	0								3	Orlando, Florida, United States	US	USFL	FL095	28.5383	-81.3792	288240	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20171107144500	http://www.orlandosentinel.com/business/technology/os-bz-iitsec-preparation-simulators-20171106-story.html
704671414	20161107	201611	2016	2016.8411	AFGGOV	AFGHAN	AFG					GOV			AFG	AFGHANISTAN	AFG								0	1831	183	18	4	-10.0	3	1	3	-8.7890625	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Jalalabad, Nangarhar, Afghanistan	AF	AF18	99928	34.4265	70.4515	-3377673	4	Jalalabad, Nangarhar, Afghanistan	AF	AF18	99928	34.4265	70.4515	-3377673	20171107144500	http://www.dnaindia.com/world/report-islamic-state-claims-responsibility-over-kabul-tv-station-attack-2558372
704671415	20161107	201611	2016	2016.8411	AFGGOV	AFGHAN	AFG					GOV			AFGINSTALREB	TALIBAN	AFG	TAL				INS	REB		0	1123	112	11	3	-2.0	3	1	3	-8.7890625	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Jalalabad, Nangarhar, Afghanistan	AF	AF18	99928	34.4265	70.4515	-3377673	4	Jalalabad, Nangarhar, Afghanistan	AF	AF18	99928	34.4265	70.4515	-3377673	20171107144500	http://www.dnaindia.com/world/report-islamic-state-claims-responsibility-over-kabul-tv-station-attack-2558372
704671416	20161107	201611	2016	2016.8411	AFR	AFRICA	AFR								JUD	ATTORNEY						JUD			0	057	057	05	1	8.0	4	1	4	-5.66666666666666	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	20171107144500	https://www.dailymaverick.co.za/article/2017-11-07-scorpio-airports-company-takes-quick-action-against-legal-head-but-stalls-on-ceo-for-nine-months/
704671417	20161107	201611	2016	2016.8411	AUS	AUSTRALIAN	AUS								USAGOV	BARACK OBAMA	USA					GOV			1	050	050	05	1	3.5	1	1	1	-6.04026845637584	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	1	United States	US	US		39.828175	-98.5795	US	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	20171107144500	http://gearsofbiz.com/australia-turns-down-nz-offer-to-take-asylum-seekers-barricaded-inside-camp/181002
704671418	20161107	201611	2016	2016.8411	AUS	AUSTRALIAN	AUS								USAGOV	BARACK OBAMA	USA					GOV			1	050	050	05	1	3.5	1	1	1	-6.04026845637584	1	Nauru	NR	NR		-0.533333	166.916667	NR	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	20171107144500	http://gearsofbiz.com/australia-turns-down-nz-offer-to-take-asylum-seekers-barricaded-inside-camp/181002
704671419	20161107	201611	2016	2016.8411	BRA	BRAZIL	BRA								AGR	FARMER						AGR			0	020	020	02	1	3.0	5	1	5	-1.50602409638554	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	20171107144500	http://www.agweb.com/blog/the-allendale-wake-up-call/harvest-weather-window-opens-for-a-few-days/
704671420	20161107	201611	2016	2016.8411	BUS	COMPANY						BUS			JUD	ATTORNEY						JUD			0	057	057	05	1	8.0	6	1	6	-5.66666666666666	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	20171107144500	https://www.dailymaverick.co.za/article/2017-11-07-scorpio-airports-company-takes-quick-action-against-legal-head-but-stalls-on-ceo-for-nine-months/
704671421	20161107	201611	2016	2016.8411	COP	DEPUTY						COP			CVL	POPULATION						CVL			1	120	120	12	3	-4.0	5	1	5	3.66666666666667	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171107144500	http://www.hellenicshippingnews.com/maritime-cook-islands-advocates-non-profit-organization-fins-attached/
704671422	20161107	201611	2016	2016.8411	CRM	GANGSTER						CRM			JUD	HIGH COURT						JUD			1	193	193	19	4	-10.0	10	1	10	-6.6	0								0								0								20171107144500	https://www.iol.co.za/news/south-africa/eastern-cape/seeing-angels-body-in-a-pool-of-blood-was-traumatic---pe-cop-11895274
704671423	20161107	201611	2016	2016.8411	EDU	UNIVERSITY						EDU			FRA	FRENCH	FRA								1	040	040	04	1	1.0	8	1	8	5.28375733855186	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	20171107144500	http://www.chicagotribune.com/suburbs/bolingbrook-plainfield/community/chi-ugc-article-holiday-sip-season-2017-11-07-story.html
704671424	20161107	201611	2016	2016.8411	FRA	FRENCH	FRA								EDU	UNIVERSITY						EDU			1	040	040	04	1	1.0	8	1	8	5.28375733855186	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	20171107144500	http://www.chicagotribune.com/suburbs/bolingbrook-plainfield/community/chi-ugc-article-holiday-sip-season-2017-11-07-story.html
704671425	20161107	201611	2016	2016.8411	GOV	AUTHORITIES						GOV			TUR	TURKEY	TUR								0	112	112	11	3	-2.0	7	1	7	-4.15162454873647	4	Istanbul, Istanbul, Turkey	TU	TU34	27897	41.0186	28.9647	-755070	4	Istanbul, Istanbul, Turkey	TU	TU34	27897	41.0186	28.9647	-755070	4	Istanbul, Istanbul, Turkey	TU	TU34	27897	41.0186	28.9647	-755070	20171107144500	https://nsnbc.me/2017/11/07/turkey-demands-us-to-take-immediate-steps-in-extraditing-gulen/
704671426	20161107	201611	2016	2016.8411	GOV	AUTHORITIES						GOV			TUR	TURKEY	TUR								0	112	112	11	3	-2.0	1	1	1	-4.15162454873647	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Istanbul, Istanbul, Turkey	TU	TU34	27897	41.0186	28.9647	-755070	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171107144500	https://nsnbc.me/2017/11/07/turkey-demands-us-to-take-immediate-steps-in-extraditing-gulen/
704671427	20161107	201611	2016	2016.8411	JUD	ATTORNEY						JUD													1	115	115	11	3	-2.0	5	1	5	-4.22360248447205	1	Jordan	JO	JO		31	36	JO	0								1	Jordan	JO	JO		31	36	JO	20171107144500	http://www.citypages.com/news/minneapolis-prosecutors-called-defendant-liberal-freak-joked-about-punching-him/455838263
704671428	20161107	201611	2016	2016.8411	JUD	ATTORNEY						JUD			AFR	AFRICA	AFR								0	057	057	05	1	8.0	4	1	4	-5.66666666666666	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	20171107144500	https://www.dailymaverick.co.za/article/2017-11-07-scorpio-airports-company-takes-quick-action-against-legal-head-but-stalls-on-ceo-for-nine-months/
704671429	20161107	201611	2016	2016.8411	JUD	ATTORNEY						JUD			BUS	COMPANY						BUS			0	057	057	05	1	8.0	6	1	6	-5.66666666666666	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	20171107144500	https://www.dailymaverick.co.za/article/2017-11-07-scorpio-airports-company-takes-quick-action-against-legal-head-but-stalls-on-ceo-for-nine-months/
