705554515	20161110	201611	2016	2016.8493											CVL	TOURIST						CVL			0	036	036	03	1	4.0	1	1	1	1.03359173126615	0								3	Tampa, Florida, United States	US	USFL	FL057	27.9475	-82.4584	292005	3	Tampa, Florida, United States	US	USFL	FL057	27.9475	-82.4584	292005	20171110030000	http://www.news-press.com/story/news/local/2017/11/09/gov-rick-scott-applauds-arthrex-growth-expands-again-hotel-fitness-center/847925001/
705554516	20161110	201611	2016	2016.8493											CVL	TOURIST						CVL			0	036	036	03	1	4.0	1	1	1	1.03359173126615	0								3	Tampa, Florida, United States	US	USFL	FL057	27.9475	-82.4584	292005	3	Collier County, Florida, United States	US	USFL		26.1337	-81.4831	295754	20171110030000	http://www.news-press.com/story/news/local/2017/11/09/gov-rick-scott-applauds-arthrex-growth-expands-again-hotel-fitness-center/847925001/
705554517	20161110	201611	2016	2016.8493											CVL	TOURIST						CVL			0	043	043	04	1	2.8	1	1	1	1.03359173126615	0								3	Tampa, Florida, United States	US	USFL	FL057	27.9475	-82.4584	292005	3	Tampa, Florida, United States	US	USFL	FL057	27.9475	-82.4584	292005	20171110030000	http://www.news-press.com/story/news/local/2017/11/09/gov-rick-scott-applauds-arthrex-growth-expands-again-hotel-fitness-center/847925001/
705554518	20161110	201611	2016	2016.8493											CVL	TOURIST						CVL			0	043	043	04	1	2.8	1	1	1	1.03359173126615	0								3	Tampa, Florida, United States	US	USFL	FL057	27.9475	-82.4584	292005	3	Collier County, Florida, United States	US	USFL		26.1337	-81.4831	295754	20171110030000	http://www.news-press.com/story/news/local/2017/11/09/gov-rick-scott-applauds-arthrex-growth-expands-again-hotel-fitness-center/847925001/
705554519	20161110	201611	2016	2016.8493	CHN	CHINA	CHN								CHNLEG	CHINA	CHN					LEG			1	043	043	04	1	2.8	2	1	2	3.33333333333333	5	Liaoning, Liaoning, China	CH	CH19	13186	41	123	-1914920	5	Liaoning, Liaoning, China	CH	CH19	13186	41	123	-1914920	5	Liaoning, Liaoning, China	CH	CH19	13186	41	123	-1914920	20171110030000	http://www.fijitimes.com/story.aspx?id=423351
705554520	20161110	201611	2016	2016.8493	CHN	LIAONING	CHN								FJI	FIJIAN	FJI								1	043	043	04	1	2.8	2	1	2	3.96825396825397	5	Liaoning, Liaoning, China	CH	CH19	13186	41	123	-1914920	1	Fiji	FJ	FJ		-18	178	FJ	5	Liaoning, Liaoning, China	CH	CH19	13186	41	123	-1914920	20171110030000	http://www.fbc.com.fj/fiji/56516/standing-committee-meets-with-chinese-counterpart
705554521	20161110	201611	2016	2016.8493	CHN	LIAONING	CHN								FJILEG	FIJI	FJI					LEG			1	043	043	04	1	2.8	2	1	2	3.96825396825397	5	Liaoning, Liaoning, China	CH	CH19	13186	41	123	-1914920	1	Fiji	FJ	FJ		-18	178	FJ	5	Liaoning, Liaoning, China	CH	CH19	13186	41	123	-1914920	20171110030000	http://www.fbc.com.fj/fiji/56516/standing-committee-meets-with-chinese-counterpart
705554522	20161110	201611	2016	2016.8493	CHN	LIAONING	CHN								FJILEG	FIJIAN	FJI					LEG			1	043	043	04	1	2.8	6	1	6	3.96825396825397	5	Liaoning, Liaoning, China	CH	CH19	13186	41	123	-1914920	1	Fiji	FJ	FJ		-18	178	FJ	1	Fiji	FJ	FJ		-18	178	FJ	20171110030000	http://www.fbc.com.fj/fiji/56516/standing-committee-meets-with-chinese-counterpart
705554523	20161110	201611	2016	2016.8493	CHNLEG	CHINA	CHN					LEG			CHN	CHINA	CHN								1	042	042	04	1	1.9	1	1	1	3.33333333333333	1	Fiji	FJ	FJ		-18	178	FJ	5	Liaoning, Liaoning, China	CH	CH19	13186	41	123	-1914920	5	Liaoning, Liaoning, China	CH	CH19	13186	41	123	-1914920	20171110030000	http://www.fijitimes.com/story.aspx?id=423351
705554524	20161110	201611	2016	2016.8493	CHNLEG	CHINA	CHN					LEG			CHN	CHINA	CHN								1	042	042	04	1	1.9	1	1	1	3.33333333333333	1	Fiji	FJ	FJ		-18	178	FJ	5	Liaoning, Liaoning, China	CH	CH19	13186	41	123	-1914920	1	Fiji	FJ	FJ		-18	178	FJ	20171110030000	http://www.fijitimes.com/story.aspx?id=423351
