703939507	20161104	201611	2016	2016.8329	CANJEW	CANADA	CAN			JEW															1	193	193	19	4	-10.0	1	1	1	-5.35714285714286	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	0								4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	20171104193000	http://www.jpost.com/Diaspora/Side-by-side-Canadian-Jews-hike-Israel-with-victims-of-terrorism-513322
703939508	20161104	201611	2016	2016.8329	JEW	RABBI				JEW															1	193	193	19	4	-10.0	3	1	3	-5.35714285714286	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	0								4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	20171104193000	http://www.jpost.com/Diaspora/Side-by-side-Canadian-Jews-hike-Israel-with-victims-of-terrorism-513322
703939509	20161104	201611	2016	2016.8329	JEW	RABBI				JEW					CAN	CANADA	CAN								1	193	193	19	4	-10.0	1	1	1	-5.35714285714286	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	20171104193000	http://www.jpost.com/Diaspora/Side-by-side-Canadian-Jews-hike-Israel-with-victims-of-terrorism-513322
703939510	20171005	201710	2017	2017.7534	FRA	FRANCE	FRA								LCA	ST. LUCIA	LCA								1	036	036	03	1	4.0	10	1	10	0.3690036900369	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	20171104193000	http://thevoiceslu.com/2017/11/french-market-opens-local-bananas/
703939511	20171005	201710	2017	2017.7534	IRQ	IRAQ	IRQ								SYR	SYRIA	SYR								0	161	161	16	4	-4.0	1	1	1	-3.83838383838384	4	Hawija, DiyaláZ, Iraq	IZ	IZ10	36834	34.0167	44.3833	-3105974	4	Raqqa, Ar Raqqah, Syria	SY	SY04	26371	35.95	39.0167	-2538949	4	Hawija, DiyaláZ, Iraq	IZ	IZ10	36834	34.0167	44.3833	-3105974	20171104193000	http://www.arabnews.com/node/1188361/middle-east
703939512	20171005	201710	2017	2017.7534	IRQ	IRAQ	IRQ								SYR	SYRIA	SYR								0	161	161	16	4	-4.0	1	1	1	-3.83838383838384	4	Hawija, DiyaláZ, Iraq	IZ	IZ10	36834	34.0167	44.3833	-3105974	4	Hawija, DiyaláZ, Iraq	IZ	IZ10	36834	34.0167	44.3833	-3105974	4	Hawija, DiyaláZ, Iraq	IZ	IZ10	36834	34.0167	44.3833	-3105974	20171104193000	http://www.arabnews.com/node/1188361/middle-east
703939513	20171005	201710	2017	2017.7534	LCA	ST. LUCIA	LCA								FRA	FRANCE	FRA								1	036	036	03	1	4.0	10	1	10	0.3690036900369	1	Taiwan	TW	TW		24	121	TW	1	Taiwan	TW	TW		24	121	TW	1	Taiwan	TW	TW		24	121	TW	20171104193000	http://thevoiceslu.com/2017/11/french-market-opens-local-bananas/
703939514	20171005	201710	2017	2017.7534	USA	UNITED STATES	USA																		0	015	015	01	1	0.0	4	1	4	-8.93854748603348	2	Alaska, United States	US	USAK		61.385	-152.268	AK	0								2	Alaska, United States	US	USAK		61.385	-152.268	AK	20171104193000	http://www.newsminer.com/news/alaska_news/no-prison-for-bergdahl-in-sentencing-for-walking-off-post/article_bea127f6-ca17-5cb6-91be-056d3b2b3dad.html
703939515	20171028	201710	2017	2017.8164	SYR	SYRIA	SYR								SYRCVL	SYRIA	SYR					CVL			1	040	040	04	1	1.0	4	1	4	-3.83838383838384	4	Deir Ezzor, Dayr az Zawr, Syria	SY	SY07	26359	35.3359	40.1408	-2541119	4	Deir Ezzor, Dayr az Zawr, Syria	SY	SY07	26359	35.3359	40.1408	-2541119	4	Deir Ezzor, Dayr az Zawr, Syria	SY	SY07	26359	35.3359	40.1408	-2541119	20171104193000	http://www.arabnews.com/node/1188361/middle-east
703939516	20171028	201710	2017	2017.8164	SYRCVL	SYRIA	SYR					CVL			SYR	SYRIA	SYR								1	040	040	04	1	1.0	4	1	4	-3.83838383838384	4	Deir Ezzor, Dayr az Zawr, Syria	SY	SY07	26359	35.3359	40.1408	-2541119	4	Deir Ezzor, Dayr az Zawr, Syria	SY	SY07	26359	35.3359	40.1408	-2541119	4	Deir Ezzor, Dayr az Zawr, Syria	SY	SY07	26359	35.3359	40.1408	-2541119	20171104193000	http://www.arabnews.com/node/1188361/middle-east
