703398344	20071105	200711	2007	2007.8356	GOV	MINIST OF COMMERCE						GOV			CHN	CHINA	CHN								0	061	061	06	2	6.4	10	1	10	1.51228733459358	4	Lu Kang, Anhui, China	CH	CH01	13144	31.2728	118.337	-1916844	4	Lu Kang, Anhui, China	CH	CH01	13144	31.2728	118.337	-1916844	4	Lu Kang, Anhui, China	CH	CH01	13144	31.2728	118.337	-1916844	20171102204500	http://www.chinadaily.com.cn/world/2017-11/03/content_34048869.htm
703398345	20161102	201611	2016	2016.8274											MNCUSAMED	VERIZON	USA					MNC	MED		0	041	041	04	1	1.0	5	1	5	-4	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171102204500	http://www.mysanantonio.com/business/local/article/San-Antonio-billing-company-sues-over-phone-12327320.php
703398346	20161102	201611	2016	2016.8274	ARBUIS	GULF ARAB STATE			ARB			UIS			UKR	UKRAINE	UKR								1	042	042	04	1	1.9	5	1	5	3.44827586206897	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20171102204500	http://www.china.org.cn/world/Off_the_Wire/2017-11/03/content_41837941.htm
703398347	20161102	201611	2016	2016.8274	ARBUIS	GULF ARAB STATE			ARB			UIS			UKR	UKRAINIAN	UKR								1	043	043	04	1	2.8	8	1	8	3.44827586206897	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20171102204500	http://www.china.org.cn/world/Off_the_Wire/2017-11/03/content_41837941.htm
703398348	20161102	201611	2016	2016.8274	CHNGOV	XI JINPING	CHN					GOV			TWNGOV	MA YING JEOU	TWN					GOV			1	040	040	04	1	1.0	6	1	6	5.29100529100529	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	20171102204500	http://www.eyeontaiwan.com/charles-kao-taiwan-should-acknowledge-china-as-one-of-worlds-largest-economies
703398349	20161102	201611	2016	2016.8274	CHNGOV	XI JINPING	CHN					GOV			TWNGOV	TAIWAN	TWN					GOV			1	040	040	04	1	1.0	2	1	2	5.29100529100529	1	China	CH	CH		35	105	CH	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	20171102204500	http://www.eyeontaiwan.com/charles-kao-taiwan-should-acknowledge-china-as-one-of-worlds-largest-economies
703398350	20161102	201611	2016	2016.8274	CVL	IMMIGRANT						CVL													1	143	143	14	3	-6.5	8	1	8	-4.05228758169935	2	Texas, United States	US	USTX		31.106	-97.6475	TX	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	20171102204500	https://www.wispolitics.com/2017/voces-de-la-frontera-after-wisconsin-senate-commitee-passes-anti-immigrant-bill-sb275-immigrants-supporters-demand-gov-walker-speak-out-against-the-bill/
703398351	20161102	201611	2016	2016.8274	EDU	UNIVERSITY						EDU			NZL	NEW ZEALAND	NZL								1	060	060	06	2	6.0	10	1	10	1.25	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20171102204500	http://www.smh.com.au/business/property/sir-reginald-ansetts-grazing-property-to-fetch-40m-20171102-gzdsmy.html
703398352	20161102	201611	2016	2016.8274	JPNGOV	JAPANESE	JPN					GOV													0	036	036	03	1	4.0	4	1	4	-0.0437445319335104	4	Ryugu, Kyongsang-bukto, South Korea	KS	KS14	24981	36.6106	128.274	-719948	0								4	Ryugu, Kyongsang-bukto, South Korea	KS	KS14	24981	36.6106	128.274	-719948	20171102204500	http://mentalfloss.com/article/513207/7-astounding-facts-about-asteroid-belt
703398353	20161102	201611	2016	2016.8274	JPNGOV	JAPANESE	JPN					GOV			KOR	SOUTH KOREA	KOR								0	036	036	03	1	4.0	6	1	6	-0.0437445319335104	4	Ryugu, Kyongsang-bukto, South Korea	KS	KS14	24981	36.6106	128.274	-719948	4	Ryugu, Kyongsang-bukto, South Korea	KS	KS14	24981	36.6106	128.274	-719948	4	Ryugu, Kyongsang-bukto, South Korea	KS	KS14	24981	36.6106	128.274	-719948	20171102204500	http://mentalfloss.com/article/513207/7-astounding-facts-about-asteroid-belt
