705639827	20071113	200711	2007	2007.8575	CHN	CHINA	CHN								USA	UNITED STATES	USA								0	061	061	06	2	6.4	4	1	4	2.31316725978647	1	China	CH	CH		35	105	CH	2	Alaska, United States	US	USAK		61.385	-152.268	AK	1	China	CH	CH		35	105	CH	20171110103000	http://www.livetradingnews.com/chinese-us-companies-sign-250-b-business-deals-61159.html
705639828	20071113	200711	2007	2007.8575	CHN	CHINA	CHN								USA	UNITED STATES	USA								0	061	061	06	2	6.4	1	1	1	2.31316725978647	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20171110103000	http://www.livetradingnews.com/chinese-us-companies-sign-250-b-business-deals-61159.html
705639829	20161110	201611	2016	2016.8493	BUS	MANUFACTURER						BUS			CHN	CHINA	CHN								1	060	060	06	2	6.0	10	1	10	3.6241610738255	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20171110103000	https://www.openpr.com/news/810868/Symeo-at-the-China-Hi-Tech-Fair-Innovative-LPR-radar-technology-provides-safe-operation-processes-and-optimal-protection-for-crane-systems.html
705639830	20161110	201611	2016	2016.8493	CVL	VILLAGER						CVL													0	084	084	08	2	7.0	10	1	10	-5.27597402597402	4	Haifeng, Guangdong, China	CH	CH30	13040	22.9753	115.332	-1908127	0								4	Haifeng, Guangdong, China	CH	CH30	13040	22.9753	115.332	-1908127	20171110103000	http://www.reuters.com/article/us-china-wukan-insight/in-chinas-democracy-village-no-one-wants-to-talk-any-more-idUSKBN1DA15F
705639831	20161110	201611	2016	2016.8493	CVL	VILLAGER						CVL													0	1053	105	10	3	-5.0	10	1	10	-5.27597402597402	4	Haifeng, Guangdong, China	CH	CH30	13040	22.9753	115.332	-1908127	0								4	Haifeng, Guangdong, China	CH	CH30	13040	22.9753	115.332	-1908127	20171110103000	http://www.reuters.com/article/us-china-wukan-insight/in-chinas-democracy-village-no-one-wants-to-talk-any-more-idUSKBN1DA15F
705639832	20161110	201611	2016	2016.8493	LEG	SENATOR						LEG													0	130	130	13	3	-4.4	10	1	10	-5.57692307692307	2	California, United States	US	USCA		36.17	-119.746	CA	0								2	California, United States	US	USCA		36.17	-119.746	CA	20171110103000	http://www.foxnews.com/politics/2017/11/10/republicans-under-pressure-after-election-losses-struggle-with-tax-reform.html
705639833	20161110	201611	2016	2016.8493	REF	REFUGEE						REF			IGOUNOLEG	THE UN		UNO				IGO	LEG		0	020	020	02	1	3.0	10	1	10	-3.25443786982249	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171110103000	http://www.unhcr.org/5a05719d4.html
705639834	20161110	201611	2016	2016.8493	REF	REFUGEE						REF			IGOUNOLEG	THE UN		UNO				IGO	LEG		0	075	075	07	2	7.0	10	1	10	-3.25443786982249	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171110103000	http://www.unhcr.org/5a05719d4.html
705639835	20171011	201710	2017	2017.7699	GOV	AUTHORITIES						GOV			COP	POLICE OFFICER						COP			0	180	180	18	4	-9.0	10	1	10	-6.46950092421441	1	Libya	LY	LY		25	17	LY	1	Libya	LY	LY		25	17	LY	1	Libya	LY	LY		25	17	LY	20171110103000	http://www.india.com/news/agencies/egypts-el-sissi-says-iraq-syria-militants-headed-to-libya-2616923/
705639836	20171011	201710	2017	2017.7699	GOVHLH	HEALTH MINIST						GOV	HLH		MED	MEDIA						MED			1	0831	083	08	2	5.0	10	1	10	0.75757575757576	4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	20171110103000	http://www.dailymail.co.uk/wires/reuters/article-5069121/PRESS-DIGEST--Bulgaria--Nov-10.html
705639837	20171011	201710	2017	2017.7699	MMR	MYANMAR	MMR																		1	193	193	19	4	-10.0	8	1	8	-6.36604774535809	4	Naypyidaw, Mandalay, Myanmar	BM	BM08	41807	19.745	96.1297	9272014	0								4	Naypyidaw, Mandalay, Myanmar	BM	BM08	41807	19.745	96.1297	9272014	20171110103000	http://www.themalaymailonline.com/malaysia/article/filming-crew-including-malaysian-jailed-in-myanmar-over-drone-use
705639838	20171011	201710	2017	2017.7699	MMR	MYANMAR	MMR								MMRMED	MYANMAR	MMR					MED			1	173	173	17	4	-5.0	6	1	6	-6.36604774535809	4	Naypyidaw, Mandalay, Myanmar	BM	BM08	41807	19.745	96.1297	9272014	1	Malaysia	MY	MY		2.5	112.5	MY	4	Naypyidaw, Mandalay, Myanmar	BM	BM08	41807	19.745	96.1297	9272014	20171110103000	http://www.themalaymailonline.com/malaysia/article/filming-crew-including-malaysian-jailed-in-myanmar-over-drone-use
705639839	20171011	201710	2017	2017.7699	MMR	MYANMAR	MMR								MMRMED	MYANMAR	MMR					MED			1	173	173	17	4	-5.0	2	1	2	-6.36604774535809	4	Naypyidaw, Mandalay, Myanmar	BM	BM08	41807	19.745	96.1297	9272014	1	Malaysia	MY	MY		2.5	112.5	MY	1	Malaysia	MY	MY		2.5	112.5	MY	20171110103000	http://www.themalaymailonline.com/malaysia/article/filming-crew-including-malaysian-jailed-in-myanmar-over-drone-use
705639840	20171011	201710	2017	2017.7699	MMR	MYANMAR	MMR								MYS	MALAYSIA	MYS								1	173	173	17	4	-5.0	6	1	6	-6.36604774535809	4	Naypyidaw, Mandalay, Myanmar	BM	BM08	41807	19.745	96.1297	9272014	1	Malaysia	MY	MY		2.5	112.5	MY	1	Malaysia	MY	MY		2.5	112.5	MY	20171110103000	http://www.themalaymailonline.com/malaysia/article/filming-crew-including-malaysian-jailed-in-myanmar-over-drone-use
705639841	20171011	201710	2017	2017.7699	MMR	MYANMAR	MMR								MYS	MALAYSIA	MYS								1	173	173	17	4	-5.0	2	1	2	-6.36604774535809	1	Turkey	TU	TU		39.059012	34.911546	TU	1	Turkey	TU	TU		39.059012	34.911546	TU	1	Turkey	TU	TU		39.059012	34.911546	TU	20171110103000	http://www.themalaymailonline.com/malaysia/article/filming-crew-including-malaysian-jailed-in-myanmar-over-drone-use
705639842	20171011	201710	2017	2017.7699	MYS	MALAYSIA	MYS																		1	193	193	19	4	-10.0	1	1	1	-6.36604774535809	1	Malaysia	MY	MY		2.5	112.5	MY	0								1	Malaysia	MY	MY		2.5	112.5	MY	20171110103000	http://www.themalaymailonline.com/malaysia/article/filming-crew-including-malaysian-jailed-in-myanmar-over-drone-use
705639843	20171011	201710	2017	2017.7699	MYS	MALAYSIA	MYS																		1	193	193	19	4	-10.0	1	1	1	-6.36604774535809	1	Turkey	TU	TU		39.059012	34.911546	TU	0								1	Turkey	TU	TU		39.059012	34.911546	TU	20171110103000	http://www.themalaymailonline.com/malaysia/article/filming-crew-including-malaysian-jailed-in-myanmar-over-drone-use
705639844	20171011	201710	2017	2017.7699	MYS	MALAYSIA	MYS								MMR	MYANMAR	MMR								1	193	193	19	4	-10.0	8	1	8	-6.36604774535809	1	Malaysia	MY	MY		2.5	112.5	MY	4	Naypyidaw, Mandalay, Myanmar	BM	BM08	41807	19.745	96.1297	9272014	1	Malaysia	MY	MY		2.5	112.5	MY	20171110103000	http://www.themalaymailonline.com/malaysia/article/filming-crew-including-malaysian-jailed-in-myanmar-over-drone-use
705639845	20171103	201711	2017	2017.8301	CHN	CHINA	CHN								USA	ARKANSAS	USA								1	061	061	06	2	6.4	2	1	2	-0.67796610169491	1	China	CH	CH		35	105	CH	2	Arkansas, United States	US	USAR		34.9513	-92.3809	AR	2	Arkansas, United States	US	USAR		34.9513	-92.3809	AR	20171110103000	http://www.southernpoliticalreport.com/2017/11/10/around-the-south-for-nov-10-al-va-ar/
705639846	20171103	201711	2017	2017.8301	GOV	ADMINISTRATION						GOV			USA	ARKANSAS	USA								1	061	061	06	2	6.4	3	1	3	-0.67796610169491	2	Arkansas, United States	US	USAR		34.9513	-92.3809	AR	2	Arkansas, United States	US	USAR		34.9513	-92.3809	AR	2	Arkansas, United States	US	USAR		34.9513	-92.3809	AR	20171110103000	http://www.southernpoliticalreport.com/2017/11/10/around-the-south-for-nov-10-al-va-ar/
705639847	20171103	201711	2017	2017.8301	GOV	ADMINISTRATION						GOV			USA	ARKANSAS	USA								1	061	061	06	2	6.4	3	1	3	-0.67796610169491	1	China	CH	CH		35	105	CH	2	Arkansas, United States	US	USAR		34.9513	-92.3809	AR	2	Arkansas, United States	US	USAR		34.9513	-92.3809	AR	20171110103000	http://www.southernpoliticalreport.com/2017/11/10/around-the-south-for-nov-10-al-va-ar/
