704547063	20161107	201611	2016	2016.8411											GOV	MINIST						GOV			1	030	030	03	1	4.0	10	1	10	-3.23450134770889	0								5	Odisha, Orissa, India	IN	IN21	70217	20.5	84.4167	-2106554	5	Odisha, Orissa, India	IN	IN21	70217	20.5	84.4167	-2106554	20171107063000	http://www.financialexpress.com/india-news/days-before-demonetisation-anniversary-delhi-man-gets-tampered-rs-2000-note-from-atm/922541/
704547064	20161107	201611	2016	2016.8411											RUSMIL	RUSSIAN	RUS					MIL			1	043	043	04	1	2.8	5	1	5	-0.71174377224199	0								4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171107063000	https://www.globalsecurity.org/wmd/library/news/russia/2017/russia-171106-rferl01.htm
704547065	20161107	201611	2016	2016.8411	BRB	BARBADIAN	BRB																		1	0874	087	08	2	10.0	10	1	10	3.9426523297491	1	Barbados	BB	BB		13.166667	-59.533333	BB	0								1	Barbados	BB	BB		13.166667	-59.533333	BB	20171107063000	https://www.barbadosadvocate.com/columns/editorial-be-patriotic-citizens
704547066	20161107	201611	2016	2016.8411	CAN	CANADA	CAN																		0	013	013	01	1	0.4	2	1	2	2.84552845528455	4	Waterville, Quebec, Canada	CA	CA10	12770	45.2833	-71.8833	-575636	0								4	Waterville, Quebec, Canada	CA	CA10	12770	45.2833	-71.8833	-575636	20171107063000	http://www.kingscountynews.ca/community/None/first-world-war-honour-roll-discovered-in-waterville-church-attic-being-restored-preserved-159346/
704547067	20161107	201611	2016	2016.8411	CHN	CHINA	CHN																		0	061	061	06	2	6.4	5	1	5	-0.127959053103	4	Huaxin, Shanghai, China	CH	CH23	13243	31.247	121.218	11091426	0								4	Huaxin, Shanghai, China	CH	CH23	13243	31.247	121.218	11091426	20171107063000	http://www.eurasiareview.com/07112017-chinas-oil-investment-in-russia-raises-questions-analysis/
704547068	20161107	201611	2016	2016.8411	CVL	COMMUNITY						CVL													0	051	051	05	1	3.4	10	1	10	2.84552845528455	4	Waterville, Quebec, Canada	CA	CA10	12770	45.2833	-71.8833	-575636	0								4	Waterville, Quebec, Canada	CA	CA10	12770	45.2833	-71.8833	-575636	20171107063000	http://www.kingscountynews.ca/community/None/first-world-war-honour-roll-discovered-in-waterville-church-attic-being-restored-preserved-159346/
704547069	20161107	201611	2016	2016.8411	GOV	REGIONAL GOVERNOR						GOV			RUSMIL	RUSSIAN	RUS					MIL			1	043	043	04	1	2.8	3	1	3	-0.71174377224199	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171107063000	https://www.globalsecurity.org/wmd/library/news/russia/2017/russia-171106-rferl01.htm
704547070	20161107	201611	2016	2016.8411	RUS	RUSSIAN	RUS								MIL	NATIONAL GUARD						MIL			1	020	020	02	1	3.0	2	1	2	-0.71174377224199	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	20171107063000	https://www.globalsecurity.org/wmd/library/news/russia/2017/russia-171106-rferl01.htm
704547071	20161107	201611	2016	2016.8411	RUSMIL	RUSSIAN	RUS					MIL													1	042	042	04	1	1.9	5	1	5	-0.71174377224199	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	0								4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171107063000	https://www.globalsecurity.org/wmd/library/news/russia/2017/russia-171106-rferl01.htm
704547072	20161107	201611	2016	2016.8411	RUSMIL	RUSSIAN	RUS					MIL			GOV	REGIONAL GOVERNOR						GOV			1	042	042	04	1	1.9	3	1	3	-0.71174377224199	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171107063000	https://www.globalsecurity.org/wmd/library/news/russia/2017/russia-171106-rferl01.htm
704547073	20161107	201611	2016	2016.8411	RUSMIL	RUSSIAN	RUS					MIL			MIL	NATIONAL GUARD						MIL			1	020	020	02	1	3.0	8	1	8	-0.71174377224199	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	20171107063000	https://www.globalsecurity.org/wmd/library/news/russia/2017/russia-171106-rferl01.htm
