705605925	20161110	201611	2016	2016.8493	AFGOPP	AFGHANISTAN	AFG					OPP													0	1121	112	11	3	-2.0	10	1	10	-9.78915662650605	1	Afghanistan	AF	AF		33	66	AF	0								1	Afghanistan	AF	AF		33	66	AF	20171110080000	https://www.apnews.com/7927b288712d4321b5a9876dd695a28a
705605926	20161110	201611	2016	2016.8493	BUS	INDUSTRY						BUS			ITA	ITALY	ITA								1	017	017	01	1	0.0	2	1	2	1.46341463414634	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171110080000	http://wwd.com/eye/lifestyle/paolo-roversi-debut-exhibit-milan-photo-vogue-festival-11045490/
705605927	20161110	201611	2016	2016.8493	BUS	INDUSTRY						BUS			ITA	MILAN	ITA								1	051	051	05	1	3.4	8	1	8	1.46341463414634	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171110080000	http://wwd.com/eye/lifestyle/paolo-roversi-debut-exhibit-milan-photo-vogue-festival-11045490/
705605928	20161110	201611	2016	2016.8493	BUS	AIRLINE						BUS			MNCUSA	BOEING	USA					MNC			1	036	036	03	1	4.0	5	1	5	4.37017994858612	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	20171110080000	http://www.ttrweekly.com/site/2017/11/emirates-profits-recover/
705605929	20161110	201611	2016	2016.8493	CHR	CHRISTIAN				CHR					AUTCHR	VIENNA	AUT			CHR					0	010	010	01	1	0.0	8	1	8	-0.31914893617022	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	20171110080000	http://catholicherald.co.uk/commentandblogs/2017/11/09/sebastian-kurz-europes-christian-chancellor/
705605930	20161110	201611	2016	2016.8493	CHR	CHRISTIAN				CHR					AUTMED	VIENNA	AUT					MED			0	010	010	01	1	0.0	12	1	12	-0.31914893617022	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	20171110080000	http://catholicherald.co.uk/commentandblogs/2017/11/09/sebastian-kurz-europes-christian-chancellor/
705605931	20161110	201611	2016	2016.8493	CUB	HAVANA	CUB								RUS	RUSSIAN	RUS								0	040	040	04	1	1.0	12	1	12	-0.8716323296355	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20171110080000	http://www.catholicherald.co.uk/issues/november-10th-2017/how-cardinal-parolin-won-the-vatican-civil-war/
705605932	20161110	201611	2016	2016.8493	GBR	SCOTLAND	GBR																		1	071	071	07	2	7.4	9	1	9	3.78006872852233	4	Leicester, Leicester, United Kingdom	UK	UKH4	40124	52.6333	-1.13333	-2600961	0								4	Leicester, Leicester, United Kingdom	UK	UKH4	40124	52.6333	-1.13333	-2600961	20171110080000	http://www.eveningtimes.co.uk/news/15652328.World_s_biggest_youth_film_festival_takes_over_Glasgow/
705605933	20161110	201611	2016	2016.8493	MNCUSA	BOEING	USA					MNC			BUS	AIRLINE						BUS			1	036	036	03	1	4.0	5	1	5	4.37017994858612	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	20171110080000	http://www.ttrweekly.com/site/2017/11/emirates-profits-recover/
705605934	20161110	201611	2016	2016.8493	RUS	RUSSIAN	RUS								CUB	HAVANA	CUB								0	040	040	04	1	1.0	12	1	12	-0.8716323296355	1	Russia	RS	RS		60	100	RS	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	1	Russia	RS	RS		60	100	RS	20171110080000	http://www.catholicherald.co.uk/issues/november-10th-2017/how-cardinal-parolin-won-the-vatican-civil-war/
705605935	20161110	201611	2016	2016.8493	RUS	RUSSIAN	RUS								VAT	VATICAN	VAT								0	040	040	04	1	1.0	4	1	4	-0.8716323296355	4	Caracas, Distrito Federal, Venezuela	VE	VE25	31959	10.5	-66.9167	-938457	1	Vatican City	VT	VT		41.9	12.45	VT	4	Caracas, Distrito Federal, Venezuela	VE	VE25	31959	10.5	-66.9167	-938457	20171110080000	http://www.catholicherald.co.uk/issues/november-10th-2017/how-cardinal-parolin-won-the-vatican-civil-war/
705605936	20161110	201611	2016	2016.8493	RUS	RUSSIAN	RUS								VAT	VATICAN	VAT								0	040	040	04	1	1.0	4	1	4	-0.8716323296355	1	Russia	RS	RS		60	100	RS	1	Vatican City	VT	VT		41.9	12.45	VT	1	Russia	RS	RS		60	100	RS	20171110080000	http://www.catholicherald.co.uk/issues/november-10th-2017/how-cardinal-parolin-won-the-vatican-civil-war/
705605937	20161110	201611	2016	2016.8493	THA	THAILAND	THA								USA	UNITED STATES	USA								1	020	020	02	1	3.0	2	1	2	3.54477611940299	3	San Francisco, California, United States	US	USCA	CA075	37.7749	-122.419	277593	3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	20171110080000	http://www.dailycal.org/2017/11/09/new-thai-restaurant-funky-elephant-to-open-in-west-berkeley-next-year/
705605938	20161110	201611	2016	2016.8493	VAT	VATICAN	VAT								RUS	RUSSIAN	RUS								0	040	040	04	1	1.0	4	1	4	-0.8716323296355	1	Vatican City	VT	VT		41.9	12.45	VT	4	Caracas, Distrito Federal, Venezuela	VE	VE25	31959	10.5	-66.9167	-938457	4	Caracas, Distrito Federal, Venezuela	VE	VE25	31959	10.5	-66.9167	-938457	20171110080000	http://www.catholicherald.co.uk/issues/november-10th-2017/how-cardinal-parolin-won-the-vatican-civil-war/
705605939	20161110	201611	2016	2016.8493	VAT	VATICAN	VAT								RUS	RUSSIAN	RUS								0	040	040	04	1	1.0	4	1	4	-0.8716323296355	1	Vatican City	VT	VT		41.9	12.45	VT	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20171110080000	http://www.catholicherald.co.uk/issues/november-10th-2017/how-cardinal-parolin-won-the-vatican-civil-war/
705605940	20171011	201710	2017	2017.7699	CHE	SWISS	CHE								CVL	MIGRANT						CVL			0	060	060	06	2	6.0	2	1	2	-0.31914893617022	4	Meidling, Niederörreich, Austria	AU	AU03	5608	48.3333	15.6167	-1985027	4	Meidling, Niederörreich, Austria	AU	AU03	5608	48.3333	15.6167	-1985027	4	Meidling, Niederörreich, Austria	AU	AU03	5608	48.3333	15.6167	-1985027	20171110080000	http://catholicherald.co.uk/commentandblogs/2017/11/09/sebastian-kurz-europes-christian-chancellor/
705605941	20171011	201710	2017	2017.7699	CHE	SWISS	CHE								CVL	MIGRANT						CVL			0	060	060	06	2	6.0	2	1	2	-0.31914893617022	1	Switzerland	SZ	SZ		47	8	SZ	4	Meidling, Niederörreich, Austria	AU	AU03	5608	48.3333	15.6167	-1985027	4	Meidling, Niederörreich, Austria	AU	AU03	5608	48.3333	15.6167	-1985027	20171110080000	http://catholicherald.co.uk/commentandblogs/2017/11/09/sebastian-kurz-europes-christian-chancellor/
705605942	20171011	201710	2017	2017.7699	CHEMED	SWISS	CHE					MED			CVL	MIGRANT						CVL			0	060	060	06	2	6.0	12	1	12	-0.31914893617022	1	Switzerland	SZ	SZ		47	8	SZ	1	Switzerland	SZ	SZ		47	8	SZ	1	Switzerland	SZ	SZ		47	8	SZ	20171110080000	http://catholicherald.co.uk/commentandblogs/2017/11/09/sebastian-kurz-europes-christian-chancellor/
