704494963	20071110	200711	2007	2007.8493	GOV	GOVERNMENT						GOV													1	020	020	02	1	3.0	5	1	5	0	4	Renmin, Liaoning, China	CH	CH19	13182	40.7703	123.792	11215357	0								4	Renmin, Liaoning, China	CH	CH19	13182	40.7703	123.792	11215357	20171107020000	http://www.chinadaily.com.cn/business/2017-11/07/content_34215758.htm
704494964	20161107	201611	2016	2016.8411											CAN	CANADA	CAN								1	043	043	04	1	2.8	4	1	4	1.75438596491228	0								4	Bowmanville, Ontario, Canada	CA	CA08	12647	43.9	-78.6833	-561543	4	Bowmanville, Ontario, Canada	CA	CA08	12647	43.9	-78.6833	-561543	20171107020000	https://www.insidebelleville.com/news-story/7805729-friends-report-record-sales-on-first-day-of-arts-and-crafts-show-at-presqu-ile/
704494965	20161107	201611	2016	2016.8411	CAN	CANADA	CAN																		1	042	042	04	1	1.9	2	1	2	1.75438596491228	4	Bowmanville, Ontario, Canada	CA	CA08	12647	43.9	-78.6833	-561543	0								4	Bowmanville, Ontario, Canada	CA	CA08	12647	43.9	-78.6833	-561543	20171107020000	https://www.insidebelleville.com/news-story/7805729-friends-report-record-sales-on-first-day-of-arts-and-crafts-show-at-presqu-ile/
704494966	20161107	201611	2016	2016.8411	CAN	CANADA	CAN																		1	042	042	04	1	1.9	2	1	2	1.75438596491228	4	Trenton, Nova Scotia, Canada	CA	CA07	12632	45.6167	-62.6167	-574959	0								4	Trenton, Nova Scotia, Canada	CA	CA07	12632	45.6167	-62.6167	-574959	20171107020000	https://www.insidebelleville.com/news-story/7805729-friends-report-record-sales-on-first-day-of-arts-and-crafts-show-at-presqu-ile/
704494967	20161107	201611	2016	2016.8411	GBR	WALES	GBR																		1	073	073	07	2	7.4	10	1	10	0.27932960893855	4	Monmouthshire, United Kingdom (general), United Kingdom	UK	UK00	40181	51.6667	-3	-2597892	0								4	Monmouthshire, United Kingdom (general), United Kingdom	UK	UK00	40181	51.6667	-3	-2597892	20171107020000	http://www.southwalesargus.co.uk/news/15644094.Foodbank_charity_warns_to_expect_spike_in_use/
704494968	20161107	201611	2016	2016.8411	GOV	PRESIDENTIAL AIDE						GOV													0	010	010	01	1	0.0	2	1	2	-5.36062378167642	4	Ilorin, Kwara, Nigeria	NI	NI30	191168	8.5	4.55	-2012174	0								4	Ilorin, Kwara, Nigeria	NI	NI30	191168	8.5	4.55	-2012174	20171107020000	http://punchng.com/26-dead-nigerian-women-found-on-spanish-warship/
704494969	20161107	201611	2016	2016.8411	GOV	PRESIDENT						GOV			IGOWAFBUSWAS	ECOWAS	WAF	WAS				IGO	BUS		0	020	020	02	1	3.0	1	1	1	-4.88308115543329	1	Zimbabwe	ZI	ZI		-19	29	ZI	4	Nouakchott, Trarza, Mauritania	MR	MR06	19532	18.1194	-16.0406	-1402901	4	Nouakchott, Trarza, Mauritania	MR	MR06	19532	18.1194	-16.0406	-1402901	20171107020000	https://www.msn.com/en-za/news/other/op-ed-mauritania-still-tops-the-slavery-charts-despite-banning-the-practice-10-years-ago/ar-AAuwpuD
704494970	20161107	201611	2016	2016.8411	GOV	PRESIDENT						GOV			IGOWAFBUSWAS	ECOWAS	WAF	WAS				IGO	BUS		0	020	020	02	1	3.0	3	1	3	-4.88308115543329	1	Zimbabwe	ZI	ZI		-19	29	ZI	1	Zimbabwe	ZI	ZI		-19	29	ZI	1	Zimbabwe	ZI	ZI		-19	29	ZI	20171107020000	https://www.msn.com/en-za/news/other/op-ed-mauritania-still-tops-the-slavery-charts-despite-banning-the-practice-10-years-ago/ar-AAuwpuD
704494971	20161107	201611	2016	2016.8411	IGOUNO	UNITED NATIONS		UNO				IGO													1	051	051	05	1	3.4	5	1	5	-4.78527607361963	1	Democratic Republic Of The Congo	CG	CG		0	25	CG	0								1	Democratic Republic Of The Congo	CG	CG		0	25	CG	20171107020000	http://mareeg.com/freeing-africas-internet/
704494972	20161107	201611	2016	2016.8411	IRN	IRAN	IRN																		0	160	160	16	4	-4.0	10	1	10	-2.69607843137255	1	Iran	IR	IR		32	53	IR	0								1	Iran	IR	IR		32	53	IR	20171107020000	http://theiranproject.com/blog/2017/11/07/iran-urged-meet-fatfs-jan-2018-deadline/
