703810590	20161104	201611	2016	2016.8329											HINAST400	VEDANTA				HIN					0	040	040	04	1	1.0	6	1	6	0.54347826086956	0								1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	20171104040000	http://www.gulf-times.com/story/569873/Anglo-American-investors-demand-clarity-as-dealmak
703810591	20161104	201611	2016	2016.8329	BUS	PRODUCER						BUS			EGY	EGYPTIAN	EGY								0	061	061	06	2	6.4	7	1	7	0.93808630393996	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20171104040000	http://www.northqueenslandregister.com.au/story/5026610/agribusiness-buzz-in-brief/?cs=4770
703810592	20161104	201611	2016	2016.8329	CHN	CHINESE	CHN								CHNCVL	CHINA	CHN					CVL			1	194	194	19	4	-10.0	2	1	2	3.52422907488987	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171104040000	http://www.kvoa.com/story/36761603/olympics-to-boost-tourism-in-south-korea-team-usa-goes-for-gold
703810593	20161104	201611	2016	2016.8329	CHNCVL	CHINESE	CHN					CVL			KOR	SOUTH KOREA	KOR								1	194	194	19	4	-10.0	6	1	6	3.52422907488987	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171104040000	http://www.kvoa.com/story/36761603/olympics-to-boost-tourism-in-south-korea-team-usa-goes-for-gold
703810594	20161104	201611	2016	2016.8329	FRA	FRENCH	FRA								FRAGOV	FRANCE	FRA					GOV			1	036	036	03	1	4.0	2	1	2	-5.6985294117647	1	Poland	PL	PL		52	20	PL	1	Poland	PL	PL		52	20	PL	1	France	FR	FR		46	2	FR	20171104040000	http://www.btvi.in/article/read/international/39495/31-new-allegations-of-sexual-exploitation--abuse--un
703810595	20161104	201611	2016	2016.8329	FRA	FRENCH	FRA								FRAGOV	FRANCE	FRA					GOV			1	040	040	04	1	1.0	2	1	2	-5.6985294117647	1	Poland	PL	PL		52	20	PL	1	Poland	PL	PL		52	20	PL	4	Losar, Himachal Pradesh, India	IN	IN11	72785	32.4333	77.7333	-2102812	20171104040000	http://www.btvi.in/article/read/international/39495/31-new-allegations-of-sexual-exploitation--abuse--un
703810596	20161104	201611	2016	2016.8329	HINAST400	VEDANTA				HIN															0	040	040	04	1	1.0	6	1	6	0.54347826086956	1	South Africa	SF	SF		-30	26	SF	0								1	South Africa	SF	SF		-30	26	SF	20171104040000	http://www.gulf-times.com/story/569873/Anglo-American-investors-demand-clarity-as-dealmak
703810597	20161104	201611	2016	2016.8329	MNCUSA	SEARS HOLDINGS	USA					MNC													1	084	084	08	2	7.0	5	1	5	0.33898305084746	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	0								2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	20171104040000	http://www.4-traders.com/SEARS-HOLDINGS-CORP-9814/news/Sears-Moon-Kmart-to-close-in-January-25435467/
703810598	20161104	201611	2016	2016.8329	PAN	PANAMA CITY	PAN																		1	0231	023	02	1	3.4	5	1	5	1.5748031496063	4	Panama City, PanamáM, Panama	PM	PM08	93693	8.96667	-79.5333	-168008	0								4	Panama City, PanamáM, Panama	PM	PM08	93693	8.96667	-79.5333	-168008	20171104040000	http://www.wjhg.com/content/news/455094563.html
703810599	20171005	201710	2017	2017.7534											COLMIL	COLOMBIA	COL					MIL			1	050	050	05	1	3.5	5	1	5	1.68776371308017	0								1	Colombia	CO	CO		4	-72	CO	1	Colombia	CO	CO		4	-72	CO	20171104040000	http://todaycolombia.com/colombias-president-wants-peace-with-farc-by-2013/
703810600	20171005	201710	2017	2017.7534	AZE	AZERBAIJAN	AZE								EGY	EGYPT	EGY								0	012	012	01	1	-0.4	2	1	2	-1.8	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	1	Egypt	EG	EG		27	30	EG	1	Egypt	EG	EG		27	30	EG	20171104040000	http://www.washingtonblade.com/2017/11/03/chad-griffin-urges-tillerson-speak-anti-lgbt-crackdowns/
703810601	20171005	201710	2017	2017.7534	AZE	AZERBAIJAN	AZE								EGY	EGYPT	EGY								0	012	012	01	1	-0.4	2	1	2	-1.8	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20171104040000	http://www.washingtonblade.com/2017/11/03/chad-griffin-urges-tillerson-speak-anti-lgbt-crackdowns/
703810602	20171005	201710	2017	2017.7534	COLMIL	COLOMBIA	COL					MIL													1	050	050	05	1	3.5	5	1	5	1.68776371308017	1	Colombia	CO	CO		4	-72	CO	0								1	Colombia	CO	CO		4	-72	CO	20171104040000	http://todaycolombia.com/colombias-president-wants-peace-with-farc-by-2013/
703810603	20171005	201710	2017	2017.7534	COLMIL	COLOMBIA	COL					MIL			NOR	NORWAY	NOR								1	050	050	05	1	3.5	5	1	5	1.68776371308017	1	Colombia	CO	CO		4	-72	CO	1	Norway	NO	NO		62	10	NO	1	Colombia	CO	CO		4	-72	CO	20171104040000	http://todaycolombia.com/colombias-president-wants-peace-with-farc-by-2013/
703810604	20171005	201710	2017	2017.7534	NOR	NORWAY	NOR								COLMIL	COLOMBIA	COL					MIL			1	050	050	05	1	3.5	5	1	5	1.68776371308017	1	Norway	NO	NO		62	10	NO	1	Colombia	CO	CO		4	-72	CO	1	Colombia	CO	CO		4	-72	CO	20171104040000	http://todaycolombia.com/colombias-president-wants-peace-with-farc-by-2013/
703810605	20171028	201710	2017	2017.8164	CHRCTH	CATHOLIC BISHOP				CHR	CTH				GOV	ADMINISTRATION						GOV			0	040	040	04	1	1.0	10	1	10	-2.43542435424354	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171104040000	http://gazette.com/churches-are-usually-reluctant-to-push-tax-reform.-but-catholic-bishops-are-trying./article/1614559
