703984878	20161105	201611	2016	2016.8356											RUS	RUSSIAN	RUS								1	112	112	11	3	-2.0	3	1	3	-2.39361702127659	0								2	New Mexico, United States	US	USNM		34.8375	-106.237	NM	2	New Mexico, United States	US	USNM		34.8375	-106.237	NM	20171105011500	http://www.artesianews.com/1516825/new-mexico-credits-paper-ballots-as-hacker-protection.html
703984879	20161105	201611	2016	2016.8356	BUS	COMPANY						BUS													1	192	192	19	4	-9.5	10	1	10	-2.58620689655173	4	Blanchardstown, County Fingal, Ireland	EI	EI35	18299	53.3881	-6.37556	-1501014	0								4	Blanchardstown, County Fingal, Ireland	EI	EI35	18299	53.3881	-6.37556	-1501014	20171105011500	https://www.thetimes.co.uk/edition/ireland/shares-schemes-hit-the-target-sp9w2fhn9
703984880	20161105	201611	2016	2016.8356	EUR	EUROPE	EUR								IRL	IRELAND	IRL								1	043	043	04	1	2.8	1	1	1	2.80373831775701	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20171105011500	https://www.thetimes.co.uk/edition/ireland/dizzy-heights-for-kennedy-wilson-in-milestone-at-capital-dock-rh8vkmgq7
703984881	20161105	201611	2016	2016.8356	IRL	IRELAND	IRL								EUR	EUROPE	EUR								1	042	042	04	1	1.9	1	1	1	2.80373831775701	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20171105011500	https://www.thetimes.co.uk/edition/ireland/dizzy-heights-for-kennedy-wilson-in-milestone-at-capital-dock-rh8vkmgq7
703984882	20171006	201710	2017	2017.7562	EUR	EUROPEAN	EUR								USAGOV	OBAMA	USA					GOV			1	120	120	12	3	-4.0	1	1	1	-4.79166666666667	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	1	Russia	RS	RS		60	100	RS	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171105011500	https://dailytimes.com.pk/134641/iran-displays-missilecalls-trumpcrazy-marking-1979-us-embassy-takeover/
703984883	20171006	201710	2017	2017.7562	EUR	EUROPEAN	EUR								USAGOV	OBAMA	USA					GOV			1	120	120	12	3	-4.0	2	1	2	-4.79166666666667	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20171105011500	https://dailytimes.com.pk/134641/iran-displays-missilecalls-trumpcrazy-marking-1979-us-embassy-takeover/
703984884	20171006	201710	2017	2017.7562	IRN	IRAN	IRN								USAGOV	OBAMA	USA					GOV			1	120	120	12	3	-4.0	1	1	1	-4.79166666666667	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	1	Russia	RS	RS		60	100	RS	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171105011500	https://dailytimes.com.pk/134641/iran-displays-missilecalls-trumpcrazy-marking-1979-us-embassy-takeover/
703984885	20171006	201710	2017	2017.7562	IRN	IRAN	IRN								USAGOV	OBAMA	USA					GOV			1	120	120	12	3	-4.0	1	1	1	-4.79166666666667	1	United States	US	US		39.828175	-98.5795	US	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	1	United States	US	US		39.828175	-98.5795	US	20171105011500	https://dailytimes.com.pk/134641/iran-displays-missilecalls-trumpcrazy-marking-1979-us-embassy-takeover/
703984886	20171006	201710	2017	2017.7562	USA	WASHINGTON	USA								EDU	UNIVERSITY						EDU			0	043	043	04	1	2.8	2	1	2	1.3265306122449	2	New York, United States	US	USNY		42.1497	-74.9384	NY	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171105011500	http://www.zerohedge.com/news/2017-11-03/all-we-want-respect-nycs-strippers-are-going-strike
703984887	20171029	201710	2017	2017.8192	CHR	DIOCESE				CHR															1	020	020	02	1	3.0	10	1	10	1.46198830409356	1	Germany	GM	GM		51.5	10.5	GM	0								1	Germany	GM	GM		51.5	10.5	GM	20171105011500	http://freerepublic.com/focus/f-religion/3601773/posts
703984888	20171029	201710	2017	2017.8192	CHR	DIOCESE				CHR															1	040	040	04	1	1.0	10	1	10	1.46198830409356	1	Germany	GM	GM		51.5	10.5	GM	0								1	Germany	GM	GM		51.5	10.5	GM	20171105011500	http://freerepublic.com/focus/f-religion/3601773/posts
703984889	20171029	201710	2017	2017.8192	CHR	DIOCESE				CHR															1	051	051	05	1	3.4	10	1	10	1.46198830409356	1	Germany	GM	GM		51.5	10.5	GM	0								1	Germany	GM	GM		51.5	10.5	GM	20171105011500	http://freerepublic.com/focus/f-religion/3601773/posts
703984890	20171029	201710	2017	2017.8192	COP	PRISON						COP			OPP	DISSIDENT						OPP			1	173	173	17	4	-5.0	10	1	10	-3.97727272727273	5	Meath, Meath, Ireland	EI	EI21	18299	53.6667	-6.66667	-1504473	5	Meath, Meath, Ireland	EI	EI21	18299	53.6667	-6.66667	-1504473	5	Meath, Meath, Ireland	EI	EI21	18299	53.6667	-6.66667	-1504473	20171105011500	https://www.thetimes.co.uk/edition/ireland/top-terrorist-was-released-early-v5bz5njgp
703984891	20171029	201710	2017	2017.8192	COP	SECURITY FORCE						COP			PHL	MANILA	PHL								1	154	154	15	4	-7.2	10	1	10	1.94174757281553	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20171105011500	http://www.gmanetwork.com/news/news/nation/631962/over-50k-security-personnel-for-asean-turn-up-at-send-off-rites/story/
703984892	20171029	201710	2017	2017.8192	GBR	UNITED KINGDOM	GBR								EUR	EUROPE	EUR								1	061	061	06	2	6.4	10	1	10	-1.01010101010101	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20171105011500	https://www.thetimes.co.uk/edition/news/butter-prices-soar-as-supplies-melt-away-7bgnr8w7h
