703461868	20161103	201611	2016	2016.8301											CAN	CANADA	CAN								1	043	043	04	1	2.8	4	1	4	-1.23339658444023	0								4	Salmon Arm, British Columbia, Canada	CA	CA02	12566	50.7	-119.283	-573088	4	Salmon Arm, British Columbia, Canada	CA	CA02	12566	50.7	-119.283	-573088	20171103010000	https://www.durhamregion.com/news-story/7770188-teen-whose-remains-found-was-funny-artistic/
703461869	20161103	201611	2016	2016.8301											GOV	ADMINISTRATION						GOV			1	084	084	08	2	7.0	4	1	4	0.17301038062283	0								3	Sacramento, California, United States	US	USCA	CA067	38.5816	-121.494	1659564	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	20171103010000	http://www.imus.com/guestbook/2017/11/3/ray-locker.html
703461870	20161103	201611	2016	2016.8301											GOV	ADMINISTRATION						GOV			1	084	084	08	2	7.0	1	1	1	0.17301038062283	0								3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	Sacramento, California, United States	US	USCA	CA067	38.5816	-121.494	1659564	20171103010000	http://www.imus.com/guestbook/2017/11/3/ray-locker.html
703461871	20161103	201611	2016	2016.8301											HTI	HAITI	HTI								0	042	042	04	1	1.9	1	1	1	0.7843137254902	0								4	Caribbean Sea, Belize (general), Belize	BH	BH00		15	-75	-1149009	4	Caribbean Sea, Belize (general), Belize	BH	BH00		15	-75	-1149009	20171103010000	http://www.craigdailypress.com/news/living-a-life-of-faith-craig-man-travels-to-belize-on-a-mission/
703461872	20161103	201611	2016	2016.8301											HTI	HAITI	HTI								0	070	070	07	2	7.0	1	1	1	0.7843137254902	0								4	Caribbean Sea, Belize (general), Belize	BH	BH00		15	-75	-1149009	4	Caribbean Sea, Belize (general), Belize	BH	BH00		15	-75	-1149009	20171103010000	http://www.craigdailypress.com/news/living-a-life-of-faith-craig-man-travels-to-belize-on-a-mission/
703461873	20161103	201611	2016	2016.8301	AFRJUD	AFRICA	AFR					JUD													0	050	050	05	1	3.5	10	1	10	-5.91836734693878	4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	0								4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	20171103010000	https://www.voazimbabwe.com/a/south-africa-zuma-corruption/4097585.html
703461874	20161103	201611	2016	2016.8301	AFRJUD	AFRICA	AFR					JUD			JUD	SUPREME COURT						JUD			0	1241	124	12	3	-4.0	5	1	5	-5.91836734693878	4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	20171103010000	https://www.voazimbabwe.com/a/south-africa-zuma-corruption/4097585.html
703461875	20161103	201611	2016	2016.8301	BUS	BUSINESS						BUS			USA	UNITED STATES	USA								1	173	173	17	4	-5.0	1	1	1	-6.95364238410596	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171103010000	https://www.voazimbabwe.com/a/paul-manafort-rick-gates-former-trump-campaign-officials-lose-bid-end-house-arrest/4097581.html
703461876	20161103	201611	2016	2016.8301	BUS	BUSINESS						BUS			USA	UNITED STATES	USA								1	173	173	17	4	-5.0	1	1	1	-6.95364238410596	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20171103010000	https://www.voazimbabwe.com/a/paul-manafort-rick-gates-former-trump-campaign-officials-lose-bid-end-house-arrest/4097581.html
703461877	20161103	201611	2016	2016.8301	CAN	CANADA	CAN								USA	FLORIDA	USA								1	042	042	04	1	1.9	7	1	7	-0.32051282051282	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20171103010000	http://www.theloop.ca/ctvnews/florida-offers-20-per-cent-discounts-to-drum-up-canadian-tourism/
