703430595	20071105	200711	2007	2007.8356	USA	UNITED STATES	USA																		1	051	051	05	1	3.4	4	1	4	3.59712230215828	2	Florida, United States	US	USFL		27.8333	-81.717	FL	0								2	Florida, United States	US	USFL		27.8333	-81.717	FL	20171102231500	https://www.axs.com/interview-jeanne-robertson-on-embracing-the-internet-and-staying-funny-124943
703430596	20161102	201611	2016	2016.8274											CVL	TOURIST						CVL			1	036	036	03	1	4.0	5	1	5	2.1551724137931	0								4	Sinaloa, Tabasco, Mexico	MX	MX27		18.4917	-93.75	6226960	4	Sinaloa, Tabasco, Mexico	MX	MX27		18.4917	-93.75	6226960	20171102231500	http://mexiconewsdaily.com/news/mazatlan-transformed-city-needed-shake-up/
703430597	20161102	201611	2016	2016.8274											nai	NATIVE AMERICAN			nai						1	040	040	04	1	1.0	2	1	2	2.46406570841889	0								2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	20171102231500	http://www.berkshireeagle.com/stories/native-american-activist-and-water-protector-winona-laduke-to-speak-in-great-barrington,523527
703430598	20161102	201611	2016	2016.8274	CVL	TOURIST						CVL													1	036	036	03	1	4.0	5	1	5	2.1551724137931	4	Sinaloa, Tabasco, Mexico	MX	MX27		18.4917	-93.75	6226960	0								4	Sinaloa, Tabasco, Mexico	MX	MX27		18.4917	-93.75	6226960	20171102231500	http://mexiconewsdaily.com/news/mazatlan-transformed-city-needed-shake-up/
703430599	20161102	201611	2016	2016.8274	GBR	LONDON	GBR																		0	120	120	12	3	-4.0	8	1	8	-8.02348336594912	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	0								4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	20171102231500	http://www.express.co.uk/news/world/874889/north-korea-world-war-3-kim-jong-un-troops-will-not-hesitate-to-push-button
703430600	20161102	201611	2016	2016.8274	GBR	LONDON	GBR																		0	120	120	12	3	-4.0	2	1	2	-8.02348336594912	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	0								4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	20171102231500	http://www.express.co.uk/news/world/874889/north-korea-world-war-3-kim-jong-un-troops-will-not-hesitate-to-push-button
703430601	20161102	201611	2016	2016.8274	GOV	PRESIDENT						GOV			USA	UNITED STATES	USA								0	040	040	04	1	1.0	2	1	2	0.54945054945055	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171102231500	http://thegardenisland.com/news/national/laura-ingraham-calling-trump-returns-to-favorite-venue/article_79ab820f-0829-578e-8d44-1fa2dfc33575.html
703430602	20161102	201611	2016	2016.8274	USA	UNITED STATES	USA																		0	012	012	01	1	-0.4	1	1	1	-2.4847250509165	3	Asheville, North Carolina, United States	US	USNC	NC021	35.6009	-82.554	1018864	0								2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	20171102231500	https://www.csmonitor.com/Daily/2017/20171102
703430603	20161102	201611	2016	2016.8274	USA	UNITED STATES	USA																		1	040	040	04	1	1.0	2	1	2	2.46406570841889	3	Berkshire, New York, United States	US	USNY	NY107	42.3042	-76.1866	943730	0								3	Berkshire, New York, United States	US	USNY	NY107	42.3042	-76.1866	943730	20171102231500	http://www.berkshireeagle.com/stories/native-american-activist-and-water-protector-winona-laduke-to-speak-in-great-barrington,523527
703430604	20161102	201611	2016	2016.8274	USA	UNITED STATES	USA																		0	193	193	19	4	-10.0	1	1	1	-3.96659707724426	1	Somalia	SO	SO		6	48	SO	0								1	Somalia	SO	SO		6	48	SO	20171102231500	http://kclu.org/post/dozens-buildings-across-country-light-orange-vegas-victims
703430605	20161102	201611	2016	2016.8274	USA	UNITED STATES	USA								GOV	PRESIDENT						GOV			0	040	040	04	1	1.0	2	1	2	0.54945054945055	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171102231500	http://thegardenisland.com/news/national/laura-ingraham-calling-trump-returns-to-favorite-venue/article_79ab820f-0829-578e-8d44-1fa2dfc33575.html
703430606	20161102	201611	2016	2016.8274	USA	UNITED STATES	USA								nai	NATIVE AMERICAN			nai						1	040	040	04	1	1.0	2	1	2	2.46406570841889	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	20171102231500	http://www.berkshireeagle.com/stories/native-american-activist-and-water-protector-winona-laduke-to-speak-in-great-barrington,523527
703430607	20161102	201611	2016	2016.8274	USABUS	UNITED STATES	USA					BUS			haw	HAWAIIAN			haw						0	060	060	06	2	6.0	4	1	4	2.41691842900302	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	20171102231500	http://www.bignewsnetwork.com/news/255242017/flawless-or-abominablefinnair-weighs-passengers-at-check-in
703430608	20161102	201611	2016	2016.8274	nai	NATIVE AMERICAN			nai																1	040	040	04	1	1.0	2	1	2	2.46406570841889	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	0								2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20171102231500	http://www.berkshireeagle.com/stories/native-american-activist-and-water-protector-winona-laduke-to-speak-in-great-barrington,523527
703430609	20161102	201611	2016	2016.8274	nai	NATIVE AMERICAN			nai						USA	UNITED STATES	USA								1	040	040	04	1	1.0	2	1	2	2.46406570841889	3	Berkshire, New York, United States	US	USNY	NY107	42.3042	-76.1866	943730	3	Berkshire, New York, United States	US	USNY	NY107	42.3042	-76.1866	943730	3	Berkshire, New York, United States	US	USNY	NY107	42.3042	-76.1866	943730	20171102231500	http://www.berkshireeagle.com/stories/native-american-activist-and-water-protector-winona-laduke-to-speak-in-great-barrington,523527
703430610	20171003	201710	2017	2017.7479											USA	UNITED STATES	USA								0	036	036	03	1	4.0	4	1	4	-7.34597156398104	0								3	Jackson County, Missouri, United States	US	USMO		39.0167	-94.3502	758502	3	Jackson County, Missouri, United States	US	USMO		39.0167	-94.3502	758502	20171102231500	http://www.kshb.com/news/local-news/investigations/concrete-contractor-heading-towards-trial-over-accusations-of-deceptive-business-practices
703430611	20171003	201710	2017	2017.7479	CVL	HUNTER						CVL			IRQUAF	IRAQI	IRQ					UAF			0	080	080	08	2	5.0	6	1	6	-1.59181353041501	4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	20171102231500	http://www.jpost.com/Opinion/Column-One-America-the-laughingstock-513224
703430612	20171003	201710	2017	2017.7479	CVLCOP	TOURIST						CVL	COP		NGA	NIGERIAN	NGA								1	010	010	01	1	0.0	10	1	10	-4.67625899280575	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	20171102231500	https://www.bangkokpost.com/news/general/1353443/cops-nab-nigerian-tricksters
703430613	20171003	201710	2017	2017.7479	GOV	HOME MINIST						GOV													1	090	090	09	2	-2.0	4	1	4	-3	4	Ludhiana, Punjab, India	IN	IN23	17830	30.9	75.85	-2102840	0								4	Ludhiana, Punjab, India	IN	IN23	17830	30.9	75.85	-2102840	20171102231500	http://indianexpress.com/article/india/rss-leader-ravinder-gosain-murder-nia-investigation-4920142/
703430614	20171003	201710	2017	2017.7479	GOV	HOME MINIST						GOV			IND	LUDHIANA	IND								1	090	090	09	2	-2.0	6	1	6	-3	4	Ludhiana, Punjab, India	IN	IN23	17830	30.9	75.85	-2102840	4	Ludhiana, Punjab, India	IN	IN23	17830	30.9	75.85	-2102840	4	Ludhiana, Punjab, India	IN	IN23	17830	30.9	75.85	-2102840	20171102231500	http://indianexpress.com/article/india/rss-leader-ravinder-gosain-murder-nia-investigation-4920142/
703430615	20171003	201710	2017	2017.7479	GOV	PRESIDENT						GOV			JUD	JUDGE						JUD			0	036	036	03	1	4.0	4	1	4	-7.5107296137339	3	Fort Bragg, North Carolina, United States	US	USNC	NC093	35.1381	-79.0075	2099581	3	Fort Bragg, North Carolina, United States	US	USNC		35.1381	-79.0075	2099581	3	Fort Bragg, North Carolina, United States	US	USNC		35.1381	-79.0075	2099581	20171102231500	http://www.news.com.au/finance/work/leaders/donald-trumps-tough-talk-may-actually-do-more-harm-than-good/news-story/34e869bc9da80ac86c3f9e01aa5b0eed
