703838435	20161104	201611	2016	2016.8329											GUY	GUYANA	GUY								1	036	036	03	1	4.0	3	1	3	-2.66666666666667	0								4	Stabroek, Demerara-Mahaica, Guyana	GY	GY12	17145	6.8094	-58.1615	-922968	4	Stabroek, Demerara-Mahaica, Guyana	GY	GY12	17145	6.8094	-58.1615	-922968	20171104073000	https://www.stabroeknews.com/2017/news/stories/11/04/govt-misuse-of-contingencies-fund-for-routine-expenditure-disappointing/
703838436	20161104	201611	2016	2016.8329											USA	UNITED STATES	USA								1	173	173	17	4	-5.0	1	1	1	1.50300601202405	0								3	New Braintree, Massachusetts, United States	US	USMA		42.3168	-72.1259	609752	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	20171104073000	http://www.newportri.com/newportdailynews/news/page_one/conference-puts-spotlight-on-women-in-state-police/article_26ce3faa-7995-58e0-ad00-22062c92bc78.html
703838437	20161104	201611	2016	2016.8329	COP	POLICE						COP			USA	UNITED STATES	USA								1	173	173	17	4	-5.0	1	1	1	1.50300601202405	3	New Braintree, Massachusetts, United States	US	USMA	MA027	42.3168	-72.1259	609752	3	New Braintree, Massachusetts, United States	US	USMA		42.3168	-72.1259	609752	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	20171104073000	http://www.newportri.com/newportdailynews/news/page_one/conference-puts-spotlight-on-women-in-state-police/article_26ce3faa-7995-58e0-ad00-22062c92bc78.html
703838438	20161104	201611	2016	2016.8329	GUY	GUYANA	GUY																		1	036	036	03	1	4.0	3	1	3	-2.66666666666667	4	Stabroek, Demerara-Mahaica, Guyana	GY	GY12	17145	6.8094	-58.1615	-922968	0								4	Stabroek, Demerara-Mahaica, Guyana	GY	GY12	17145	6.8094	-58.1615	-922968	20171104073000	https://www.stabroeknews.com/2017/news/stories/11/04/govt-misuse-of-contingencies-fund-for-routine-expenditure-disappointing/
703838439	20171005	201710	2017	2017.7534	AFGINSTAL	TALIBAN	AFG	TAL				INS													1	015	015	01	1	0.0	4	1	4	-8.59375	1	Afghanistan	AF	AF		33	66	AF	0								1	Afghanistan	AF	AF		33	66	AF	20171104073000	http://www.bostonherald.com/news/national/2017/11/military_families_outraged_deserter_won_t_serve_time
703838440	20171005	201710	2017	2017.7534	AFGINSTAL	TALIBAN	AFG	TAL				INS													1	1822	182	18	4	-9.0	4	1	4	-8.59375	1	Afghanistan	AF	AF		33	66	AF	0								1	Afghanistan	AF	AF		33	66	AF	20171104073000	http://www.bostonherald.com/news/national/2017/11/military_families_outraged_deserter_won_t_serve_time
703838441	20171005	201710	2017	2017.7534	CHN	NINGBO	CHN																		0	084	084	08	2	7.0	2	1	2	-2.48138957816377	4	Ningbo, Zhejiang, China	CH	CH02	13327	29.8782	121.549	-1920233	0								4	Ningbo, Zhejiang, China	CH	CH02	13327	29.8782	121.549	-1920233	20171104073000	http://www.scmp.com/news/hong-kong/law-crime/article/2118404/two-years-after-hong-kong-bookseller-saga-city-and-mainland
703838442	20171005	201710	2017	2017.7534	CHN	NINGBO	CHN								OPP	DISSIDENT						OPP			0	084	084	08	2	7.0	8	1	8	-2.48138957816377	4	Ningbo, Zhejiang, China	CH	CH02	13327	29.8782	121.549	-1920233	4	Ningbo, Zhejiang, China	CH	CH02	13327	29.8782	121.549	-1920233	4	Ningbo, Zhejiang, China	CH	CH02	13327	29.8782	121.549	-1920233	20171104073000	http://www.scmp.com/news/hong-kong/law-crime/article/2118404/two-years-after-hong-kong-bookseller-saga-city-and-mainland
703838443	20171005	201710	2017	2017.7534	GUY	GUYANA	GUY								LEG	PARLIAMENT						LEG			1	100	100	10	3	-5.0	2	1	2	1.09289617486339	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171104073000	http://www.eastlondonadvertiser.co.uk/news/education/transparency-campaigner-who-forced-parliamentary-brexit-vote-gets-honorary-law-degree-from-uel-1-5264942
703838444	20171005	201710	2017	2017.7534	GUY	GUYANA	GUY								LEG	PARLIAMENT						LEG			1	100	100	10	3	-5.0	8	1	8	1.09289617486339	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Waltham, Leicestershire, United Kingdom	UK	UKH5	40126	52.8	-0.8	-2610829	4	Waltham, Leicestershire, United Kingdom	UK	UKH5	40126	52.8	-0.8	-2610829	20171104073000	http://www.eastlondonadvertiser.co.uk/news/education/transparency-campaigner-who-forced-parliamentary-brexit-vote-gets-honorary-law-degree-from-uel-1-5264942
703838445	20171028	201710	2017	2017.8164											MNC	CORELOGIC						MNC			0	043	043	04	1	2.8	3	1	3	-0.17636684303351	0								4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	20171104073000	http://www.bordermail.com.au/story/5034538/hope-for-first-home-buyers-scomo/
703838446	20171028	201710	2017	2017.8164											MNC	CORELOGIC						MNC			0	043	043	04	1	2.8	2	1	2	-0.17636684303351	0								4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20171104073000	http://www.bordermail.com.au/story/5034538/hope-for-first-home-buyers-scomo/
703838447	20171028	201710	2017	2017.8164	ARG	ARGENTINE	ARG								EDU	SCHOOL						EDU			1	017	017	01	1	0.0	10	1	10	-1.47058823529412	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171104073000	http://www.nydailynews.com/new-york/argentine-survivors-terror-attack-love-unites-friends-article-1.3610257
703838448	20171028	201710	2017	2017.8164	MNC	CORELOGIC						MNC													0	042	042	04	1	1.9	3	1	3	-0.17636684303351	4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	0								4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	20171104073000	http://www.bordermail.com.au/story/5034538/hope-for-first-home-buyers-scomo/
703838449	20171028	201710	2017	2017.8164	MNC	CORELOGIC						MNC													0	042	042	04	1	1.9	2	1	2	-0.17636684303351	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	0								4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20171104073000	http://www.bordermail.com.au/story/5034538/hope-for-first-home-buyers-scomo/
703838450	20171103	201711	2017	2017.8301	GOVELI	PRESIDENT						GOV	ELI		NGAELI	LAGOS	NGA					ELI			1	020	020	02	1	3.0	10	1	10	-1.06382978723404	0								0								0								20171104073000	http://thenationonlineng.net/take-heart-babangida-tells-apc-chieftain/
703838451	20171104	201711	2017	2017.8329											AUS	AUSTRALIA	AUS								0	042	042	04	1	1.9	8	1	8	-0.77519379844962	0								4	Byron Bay, New South Wales, Australia	AS	AS02	4968	-28.642	153.612	-1563414	4	Byron Bay, New South Wales, Australia	AS	AS02	4968	-28.642	153.612	-1563414	20171104073000	https://www.northernstar.com.au/news/womans-kmart-race-day-dress-hack-goes-viral/3257075/
703838452	20171104	201711	2017	2017.8329											BUS	COMPANIES						BUS			0	042	042	04	1	1.9	3	1	3	0.43644298963448	0								4	George Washington, Villa Clara, Cuba	CU	CU16	14805	22.5933	-80.3161	-1623865	4	George Washington, Villa Clara, Cuba	CU	CU16	14805	22.5933	-80.3161	-1623865	20171104073000	http://www.ictdev.org/pulse/20171102/ideas/finding-hope%E2%80%A6-and-dissing-lin-manuel%E2%80%A6-obama-foundation-summit
703838453	20171104	201711	2017	2017.8329											BUS	COMPANY						BUS			1	051	051	05	1	3.4	3	1	3	-1.09756097560976	0								3	Davis County, Utah, United States	US	USUT		41.0005	-112.001	1448020	3	Davis County, Utah, United States	US	USUT		41.0005	-112.001	1448020	20171104073000	https://www.deseretnews.com/article/900003421/decision-to-drop-elections-lawsuit-divides-utah-gop.html
703838454	20171104	201711	2017	2017.8329											BUS	TRADER						BUS			1	062	062	06	2	7.4	10	1	10	2.51396648044693	0								0								0								20171104073000	https://www.shropshirestar.com/news/business/2017/11/04/traders-join-forces-to-keep-their-shrewsbury-street-alive/
703838455	20171104	201711	2017	2017.8329											BUS	BANK						BUS			1	130	130	13	3	-4.4	10	1	10	-2.7355623100304	0								1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	20171104073000	https://www.nmtv.tv/sc-refuses-of-passing-any-interim-order-on-aadhaar-link-to-bank-accounts-mobile-numbers/
703838456	20171104	201711	2017	2017.8329											CHN	CHINA	CHN								0	036	036	03	1	4.0	2	1	2	-2.77777777777778	0								4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	20171104073000	https://www.japantimes.co.jp/news/2017/11/04/national/politics-diplomacy/trump-warns-china-face-big-problem-warrior-nation-japan-north-korea/
703838457	20171104	201711	2017	2017.8329											CHN	CHINA	CHN								1	042	042	04	1	1.9	2	1	2	-4.73933649289099	0								4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	5	Heilongjiang, Heilongjiang, China	CH	CH08	13097	48	128	-1908709	20171104073000	http://www.scmp.com/news/china/society/article/2118403/united-airlines-flight-washington-forced-turn-back-beijing-after
703838458	20171104	201711	2017	2017.8329											CHN	CHINA	CHN								0	042	042	04	1	1.9	4	1	4	1.60857908847185	0								4	Hutong, Guangdong, China	CH	CH30	13057	22.0708	110.627	6001055	4	Hutong, Guangdong, China	CH	CH30	13057	22.0708	110.627	6001055	20171104073000	http://www.thebeijinger.com/blog/2017/11/04/dp-hutong-winter-fayre-survives-close-call-after-neighborhood-chai-ing-set-dec-10
703838459	20171104	201711	2017	2017.8329											CHN	CHINESE	CHN								1	181	181	18	4	-9.0	10	1	10	-2.48138957816377	0								4	Ningbo, Zhejiang, China	CH	CH02	13327	29.8782	121.549	-1920233	4	Ningbo, Zhejiang, China	CH	CH02	13327	29.8782	121.549	-1920233	20171104073000	http://www.scmp.com/news/hong-kong/law-crime/article/2118404/two-years-after-hong-kong-bookseller-saga-city-and-mainland
703838460	20171104	201711	2017	2017.8329											CHNGOV	XI JINPING	CHN					GOV			0	036	036	03	1	4.0	2	1	2	-2.77777777777778	0								4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	20171104073000	https://www.japantimes.co.jp/news/2017/11/04/national/politics-diplomacy/trump-warns-china-face-big-problem-warrior-nation-japan-north-korea/
