703775812	20161104	201611	2016	2016.8329	AFG	AFGHANISTAN	AFG																		1	112	112	11	3	-2.0	1	1	1	-6.29213483146067	3	Los Angeles, California, United States	US	USCA	CA037	34.0522	-118.244	1662328	0								3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	20171104010000	http://www.kcrw.com/news-culture/shows/to-the-point/the-winners-and-losers-of-the-gop-tax-reform-bill
703775813	20161104	201611	2016	2016.8329	AFG	AFGHANISTAN	AFG																		1	112	112	11	3	-2.0	1	1	1	-6.29213483146067	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171104010000	http://www.kcrw.com/news-culture/shows/to-the-point/the-winners-and-losers-of-the-gop-tax-reform-bill
703775814	20161104	201611	2016	2016.8329	COP	POLICE						COP													1	010	010	01	1	0.0	10	1	10	-6.8241469816273	3	Warren County, New York, United States	US	USNY	NY113	43.5501	-73.7996	974154	0								3	Warren County, New York, United States	US	USNY		43.5501	-73.7996	974154	20171104010000	http://fox45now.com/news/local/franklin-strip-club-employees-face-drug-indictments
703775815	20161104	201611	2016	2016.8329	EDU	STUDENT						EDU													0	014	014	01	1	0.0	10	1	10	-0.84299262381454	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	0								4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20171104010000	http://rabble.ca/news/2017/11/striking-ontario-college-faculty-gather-legislature-bargaining-resumes
703775816	20161104	201611	2016	2016.8329	EDU	SCHOOL						EDU													0	071	071	07	2	7.4	2	1	2	-2.5	3	Alpine School, Utah, United States	US	USUT	UT049	40.4566	-111.77	1448065	0								3	Alpine School, Utah, United States	US	USUT		40.4566	-111.77	1448065	20171104010000	http://www.heraldextra.com/news/local/north/eagle-mountain/volunteers-clean-shooting-mess-near-eagle-mountain/article_170ca0fb-c806-53e1-b5ef-5bdb319fdd70.html
703775817	20161104	201611	2016	2016.8329	EDU	STUDENT						EDU			PSE	PALESTINE	PSE								0	020	020	02	1	3.0	1	1	1	-1.71990171990172	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	3	Columbia University, New York, United States	US	USNY		40.809	-73.9613	947193	20171104010000	https://www.algemeiner.com/2017/11/03/seven-columbia-professors-who-support-israel-divestment-rated-top-of-the-worst-in-new-student-guide/
703775818	20161104	201611	2016	2016.8329	EDU	STUDENT						EDU			PSE	PALESTINE	PSE								0	020	020	02	1	3.0	4	1	4	-1.71990171990172	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20171104010000	https://www.algemeiner.com/2017/11/03/seven-columbia-professors-who-support-israel-divestment-rated-top-of-the-worst-in-new-student-guide/
703775819	20161104	201611	2016	2016.8329	EDU	SCHOOL						EDU			USA	UNITED STATES	USA								0	071	071	07	2	7.4	4	1	4	-2.5	3	Alpine School, Utah, United States	US	USUT	UT049	40.4566	-111.77	1448065	3	Alpine School, Utah, United States	US	USUT		40.4566	-111.77	1448065	3	Alpine School, Utah, United States	US	USUT		40.4566	-111.77	1448065	20171104010000	http://www.heraldextra.com/news/local/north/eagle-mountain/volunteers-clean-shooting-mess-near-eagle-mountain/article_170ca0fb-c806-53e1-b5ef-5bdb319fdd70.html
703775820	20161104	201611	2016	2016.8329	HLH	HOSPITAL						HLH			BUS	EMPLOYER						BUS			1	010	010	01	1	0.0	6	1	6	3.78787878787878	3	Portland, Oregon, United States	US	USOR	OR051	45.5235	-122.676	1136645	3	Portland, Oregon, United States	US	USOR	OR051	45.5235	-122.676	1136645	3	Portland, Oregon, United States	US	USOR	OR051	45.5235	-122.676	1136645	20171104010000	https://www.beckershospitalreview.com/payer-issues/kaiser-permanente-northwest-expands-oregon-footprint-with-peacehealth-agreement.html
703775821	20161104	201611	2016	2016.8329	IRL	IRELAND	IRL								CRM	RUNNER						CRM			1	014	014	01	1	0.0	2	1	2	1.07719928186715	1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	20171104010000	http://www.dailymail.co.uk/wires/afp/article-5048713/Mendelssohn-wins-Breeders-Cup-Juvenile-Turf.html
703775822	20161104	201611	2016	2016.8329	IRL	IRELAND	IRL								CRM	RUNNER						CRM			1	014	014	01	1	0.0	2	1	2	1.07719928186715	1	Ireland	EI	EI		53	-8	EI	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	1	Ireland	EI	EI		53	-8	EI	20171104010000	http://www.dailymail.co.uk/wires/afp/article-5048713/Mendelssohn-wins-Breeders-Cup-Juvenile-Turf.html
703775823	20161104	201611	2016	2016.8329	IRL	IRELAND	IRL								USA	KENTUCKY	USA								1	051	051	05	1	3.4	2	1	2	1.07719928186715	1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20171104010000	http://www.dailymail.co.uk/wires/afp/article-5048713/Mendelssohn-wins-Breeders-Cup-Juvenile-Turf.html
703775824	20161104	201611	2016	2016.8329	IRL	IRELAND	IRL								USA	KENTUCKY	USA								1	051	051	05	1	3.4	2	1	2	1.07719928186715	1	Ireland	EI	EI		53	-8	EI	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20171104010000	http://www.dailymail.co.uk/wires/afp/article-5048713/Mendelssohn-wins-Breeders-Cup-Juvenile-Turf.html
703775825	20161104	201611	2016	2016.8329	LEG	SENATOR						LEG													1	0231	023	02	1	3.4	3	1	3	-0.53333333333333	3	Dutchess County, New York, United States	US	USNY	NY027	41.7668	-73.7329	974112	0								3	Dutchess County, New York, United States	US	USNY		41.7668	-73.7329	974112	20171104010000	http://www.ithacajournal.com/story/news/local/new-york/2017/11/03/primary-cuomo-democrat-fuels-bid/107306944/
703775826	20161104	201611	2016	2016.8329	NGA	NIGER DELTA	NGA																		1	043	043	04	1	2.8	8	1	8	-7.88954635108482	4	Niger Delta, Nigeria (general), Nigeria	NI	NI00	23074	4.83333	6	-2020890	0								4	Niger Delta, Nigeria (general), Nigeria	NI	NI00	23074	4.83333	6	-2020890	20171104010000	https://www.voanews.com/a/nigeria-militants-end-oil-hub-cease-fire/4099355.html
703775827	20161104	201611	2016	2016.8329	RUS	MOSCOW	RUS																		0	015	015	01	1	0.0	3	1	3	-1.85950413223141	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	0								4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171104010000	http://www.newsmax.com/Newsfront/carter-page-russia-trip-jeff-sessions/2017/11/03/id/824063/
703775828	20161104	201611	2016	2016.8329	RUS	MOSCOW	RUS								JUD	COUNSEL						JUD			0	015	015	01	1	0.0	4	1	4	-1.85950413223141	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171104010000	http://www.newsmax.com/Newsfront/carter-page-russia-trip-jeff-sessions/2017/11/03/id/824063/
703775829	20161104	201611	2016	2016.8329	RUS	RUSSIA	RUS								RUSJUD	RUSSIA	RUS					JUD			0	015	015	01	1	0.0	1	1	1	-1.85950413223141	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171104010000	http://www.newsmax.com/Newsfront/carter-page-russia-trip-jeff-sessions/2017/11/03/id/824063/
703775830	20161104	201611	2016	2016.8329	USA	UNITED STATES	USA																		0	011	011	01	1	-0.1	4	1	4	1.171875	2	Vermont, United States	US	USVT		44.0407	-72.7093	VT	0								2	Vermont, United States	US	USVT		44.0407	-72.7093	VT	20171104010000	http://www.reformer.com/stories/feds-prolong-review-of-vermont-yankee-sale,523674
703775831	20161104	201611	2016	2016.8329	USA	UNITED STATES	USA																		0	071	071	07	2	7.4	4	1	4	-2.5	3	Alpine School, Utah, United States	US	USUT	UT049	40.4566	-111.77	1448065	0								3	Alpine School, Utah, United States	US	USUT		40.4566	-111.77	1448065	20171104010000	http://www.heraldextra.com/news/local/north/eagle-mountain/volunteers-clean-shooting-mess-near-eagle-mountain/article_170ca0fb-c806-53e1-b5ef-5bdb319fdd70.html
703775832	20161104	201611	2016	2016.8329	USA	UNITED STATES	USA								BUS	EMPLOYER						BUS			1	013	013	01	1	0.4	4	1	4	3.78787878787878	3	Portland, Oregon, United States	US	USOR	OR051	45.5235	-122.676	1136645	3	Portland, Oregon, United States	US	USOR	OR051	45.5235	-122.676	1136645	3	Portland, Oregon, United States	US	USOR	OR051	45.5235	-122.676	1136645	20171104010000	https://www.beckershospitalreview.com/payer-issues/kaiser-permanente-northwest-expands-oregon-footprint-with-peacehealth-agreement.html
703775833	20161104	201611	2016	2016.8329	USA	KENTUCKY	USA								CRM	RUNNER						CRM			1	014	014	01	1	0.0	6	1	6	1.07719928186715	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20171104010000	http://www.dailymail.co.uk/wires/afp/article-5048713/Mendelssohn-wins-Breeders-Cup-Juvenile-Turf.html
703775834	20171005	201710	2017	2017.7534											JUD	SUPREME COURT						JUD			1	190	190	19	4	-10.0	6	1	6	1.50375939849624	0								2	New Hampshire, United States	US	USNH		43.4108	-71.5653	NH	2	New Hampshire, United States	US	USNH		43.4108	-71.5653	NH	20171104010000	http://nhpr.org/?page=2257
