705170553	20161109	201611	2016	2016.8466											USA	UNITED STATES	USA								1	046	046	04	1	7.0	4	1	4	2.77008310249308	0								3	Metropolitan Museum Of Art, New York, United States	US	USNY		40.7795	-73.9629	957042	3	Metropolitan Museum Of Art, New York, United States	US	USNY		40.7795	-73.9629	957042	20171109010000	http://www.dailyadvance.com/National-Entertainment/2017/11/08/Rihanna-Amal-Clooney-Donatella-Versace-to-chair-Met-Gala.html
705170554	20161109	201611	2016	2016.8466	AGR	FARMER						AGR			KEN	KENYAN	KEN								0	043	043	04	1	2.8	10	1	10	3.21543408360129	4	Kwale, Coast, Kenya	KE	KE02	18585	-4.17375	39.4521	-2252680	4	Kwale, Coast, Kenya	KE	KE02	18585	-4.17375	39.4521	-2252680	4	Kwale, Coast, Kenya	KE	KE02	18585	-4.17375	39.4521	-2252680	20171109010000	http://www.mining-journal.com/miningjournal/resourcestocks/1256909/base-jumps-future
705170555	20161109	201611	2016	2016.8466	BWA	BOTSWANA	BWA								BUS	INVESTOR						BUS			1	010	010	01	1	0.0	4	1	4	1.12554112554113	4	Ghanzi, Ghanzi, Botswana	BC	BC03	6324	-21.5667	21.7833	-1397386	4	Ghanzi, Ghanzi, Botswana	BC	BC03	6324	-21.5667	21.7833	-1397386	4	Ghanzi, Ghanzi, Botswana	BC	BC03	6324	-21.5667	21.7833	-1397386	20171109010000	http://www.mining-journal.com/miningjournal/resourcestocks/1178284/resourcestocks-amp-mod%E2%80%99-julian-hanna
705170556	20161109	201611	2016	2016.8466	HLH	DOCTOR						HLH			MIL	CAPTAIN						MIL			1	040	040	04	1	1.0	2	1	2	0.17605633802816	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171109010000	https://screenrant.com/thor-ragnarok-doctor-strange-scene/
705170557	20161109	201611	2016	2016.8466	HLH	DOCTOR						HLH			USA	UNITED STATES	USA								1	040	040	04	1	1.0	2	1	2	0.17605633802816	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171109010000	https://screenrant.com/thor-ragnarok-doctor-strange-scene/
705170558	20161109	201611	2016	2016.8466	HLH	DOCTOR						HLH			USAMIL	UNITED STATES	USA					MIL			1	040	040	04	1	1.0	4	1	4	0.17605633802816	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171109010000	https://screenrant.com/thor-ragnarok-doctor-strange-scene/
705170559	20161109	201611	2016	2016.8466	KEN	KENYAN	KEN								AGR	FARMER						AGR			0	042	042	04	1	1.9	10	1	10	3.21543408360129	4	Kwale, Coast, Kenya	KE	KE02	18585	-4.17375	39.4521	-2252680	4	Kwale, Coast, Kenya	KE	KE02	18585	-4.17375	39.4521	-2252680	4	Kwale, Coast, Kenya	KE	KE02	18585	-4.17375	39.4521	-2252680	20171109010000	http://www.mining-journal.com/miningjournal/resourcestocks/1256909/base-jumps-future
705170560	20161109	201611	2016	2016.8466	KEN	KENYAN	KEN								BGD	BANGLADESH	BGD								0	061	061	06	2	6.4	2	1	2	3.21543408360129	4	Kwale, Coast, Kenya	KE	KE02	18585	-4.17375	39.4521	-2252680	4	Kwale, Coast, Kenya	KE	KE02	18585	-4.17375	39.4521	-2252680	4	Kwale, Coast, Kenya	KE	KE02	18585	-4.17375	39.4521	-2252680	20171109010000	http://www.mining-journal.com/miningjournal/resourcestocks/1256909/base-jumps-future
705170561	20161109	201611	2016	2016.8466	KEN	KENYA	KEN								BGD	BANGLADESH	BGD								0	061	061	06	2	6.4	1	1	1	3.21543408360129	4	Kwale, Coast, Kenya	KE	KE02	18585	-4.17375	39.4521	-2252680	1	Bangladesh	BG	BG		24	90	BG	4	Kwale, Coast, Kenya	KE	KE02	18585	-4.17375	39.4521	-2252680	20171109010000	http://www.mining-journal.com/miningjournal/resourcestocks/1256909/base-jumps-future
705170562	20161109	201611	2016	2016.8466	KEN	KENYAN	KEN								BGD	BANGLADESH	BGD								0	061	061	06	2	6.4	4	1	4	3.21543408360129	4	Kwale, Coast, Kenya	KE	KE02	18585	-4.17375	39.4521	-2252680	1	Bangladesh	BG	BG		24	90	BG	1	Bangladesh	BG	BG		24	90	BG	20171109010000	http://www.mining-journal.com/miningjournal/resourcestocks/1256909/base-jumps-future
