703931236	20161104	201611	2016	2016.8329	FRA	PARIS	FRA																		1	036	036	03	1	4.0	5	1	5	1.81086519114688	1	Romania	RO	RO		46	25	RO	0								1	Romania	RO	RO		46	25	RO	20171104183000	http://www.morningjournal.com/lifestyle/20171104/lego-offers-1-night-sleepover-at-its-new-danish-attraction
703931237	20161104	201611	2016	2016.8329	JEW	JEWISH				JEW															0	040	040	04	1	1.0	2	1	2	0.63492063492063	1	United States	US	US		39.828175	-98.5795	US	0								1	Israel	IS	IS		31.5	34.75	IS	20171104183000	http://www.jewishpress.com/in-print/tikun-olam-creating-jewish-couples/2017/11/03/
703931238	20161104	201611	2016	2016.8329	JEW	JEWISH				JEW															0	040	040	04	1	1.0	6	1	6	0.63492063492063	1	United States	US	US		39.828175	-98.5795	US	0								1	United States	US	US		39.828175	-98.5795	US	20171104183000	http://www.jewishpress.com/in-print/tikun-olam-creating-jewish-couples/2017/11/03/
703931239	20161104	201611	2016	2016.8329	JEW	JEWISH				JEW					MED	WRITER						MED			0	040	040	04	1	1.0	2	1	2	0.63492063492063	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	Israel	IS	IS		31.5	34.75	IS	20171104183000	http://www.jewishpress.com/in-print/tikun-olam-creating-jewish-couples/2017/11/03/
703931240	20161104	201611	2016	2016.8329	NGA	NIGERIAN	NGA								AFR	AFRICA	AFR								0	030	030	03	1	4.0	2	1	2	-4.89642184557439	1	Nigeria	NI	NI		10	8	NI	1	Venezuela	VE	VE		8	-66	VE	1	Nigeria	NI	NI		10	8	NI	20171104183000	http://www.taipeitimes.com/News/biz/archives/2017/11/05/2003681668
703931241	20161104	201611	2016	2016.8329	NGA	NIGERIAN	NGA								AFR	AFRICA	AFR								0	030	030	03	1	4.0	2	1	2	-4.89642184557439	1	Nigeria	NI	NI		10	8	NI	1	Venezuela	VE	VE		8	-66	VE	1	Venezuela	VE	VE		8	-66	VE	20171104183000	http://www.taipeitimes.com/News/biz/archives/2017/11/05/2003681668
703931242	20161104	201611	2016	2016.8329	NGAUAF	NIGERIA	NGA					UAF			AFR	AFRICA	AFR								0	030	030	03	1	4.0	1	1	1	-4.89642184557439	1	Nigeria	NI	NI		10	8	NI	1	Venezuela	VE	VE		8	-66	VE	1	Nigeria	NI	NI		10	8	NI	20171104183000	http://www.taipeitimes.com/News/biz/archives/2017/11/05/2003681668
703931243	20161104	201611	2016	2016.8329	NGAUAF	NIGERIAN	NGA					UAF			AFR	AFRICA	AFR								0	030	030	03	1	4.0	2	1	2	-4.89642184557439	1	Nigeria	NI	NI		10	8	NI	1	Venezuela	VE	VE		8	-66	VE	1	Venezuela	VE	VE		8	-66	VE	20171104183000	http://www.taipeitimes.com/News/biz/archives/2017/11/05/2003681668
703931244	20171005	201710	2017	2017.7534	ARE	UNITED ARAB EMIRATES	ARE								COP	PRISON						COP			0	112	112	11	3	-2.0	2	1	2	-6.21669626998224	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	20171104183000	http://www.independent.co.uk/news/world/middle-east/british-man-jailed-prison-dubai-uae-taxi-fare-row-detained-in-dubai-david-ballantine-a8037316.html
703931245	20171005	201710	2017	2017.7534	ARE	UNITED ARAB EMIRATES	ARE								COP	PRISON						COP			0	112	112	11	3	-2.0	2	1	2	-6.21669626998224	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	20171104183000	http://www.independent.co.uk/news/world/middle-east/british-man-jailed-prison-dubai-uae-taxi-fare-row-detained-in-dubai-david-ballantine-a8037316.html
