704063952	20161105	201611	2016	2016.8356	AFGINSTAL	TALIBAN	AFG	TAL				INS													1	120	120	12	3	-4.0	12	2	12	-9.00275003618471	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	0								4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20171105120000	http://infotel.ca/newsitem/as-pakistan-media/cp908724885
704063953	20161105	201611	2016	2016.8356	AUS	AUSTRALIAN	AUS								USA	UNITED STATES	USA								1	050	050	05	1	3.5	1	1	1	-6.10687022900763	1	Nauru	NR	NR		-0.533333	166.916667	NR	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171105120000	https://www.geo.tv/latest/166158-australia-turns-down-nz-offer-to-take-asylum-seekers-barricaded-inside-camp
704063954	20161105	201611	2016	2016.8356	AUS	AUSTRALIAN	AUS								USAGOV	BARACK OBAMA	USA					GOV			1	050	050	05	1	3.5	1	1	1	-6.10687022900763	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171105120000	https://www.geo.tv/latest/166158-australia-turns-down-nz-offer-to-take-asylum-seekers-barricaded-inside-camp
704063955	20161105	201611	2016	2016.8356	AUS	AUSTRALIA	AUS								USAMED	REUTERS	USA					MED			1	020	020	02	1	3.0	3	3	3	2.98165137614679	4	Doncaster, Victoria, Australia	AS	AS07	5393	-37.7833	145.133	-1570220	4	Doncaster, Victoria, Australia	AS	AS07	5393	-37.7833	145.133	-1570220	4	Doncaster, Victoria, Australia	AS	AS07	5393	-37.7833	145.133	-1570220	20171105120000	http://team921fm.com/news/articles/2017/nov/05/horse-racing-dettori-looks-to-end-melbourne-cup-wait-on-almandin/
704063956	20161105	201611	2016	2016.8356	AUS	AUSTRALIA	AUS								USAMED	REUTERS	USA					MED			1	020	020	02	1	3.0	6	3	6	2.98165137614679	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20171105120000	http://team921fm.com/news/articles/2017/nov/05/horse-racing-dettori-looks-to-end-melbourne-cup-wait-on-almandin/
704063957	20161105	201611	2016	2016.8356	AUS	AUSTRALIA	AUS								USAMED	REUTERS	USA					MED			1	020	020	02	1	3.0	3	3	3	2.98165137614679	1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	20171105120000	http://team921fm.com/news/articles/2017/nov/05/horse-racing-dettori-looks-to-end-melbourne-cup-wait-on-almandin/
704063958	20161105	201611	2016	2016.8356	HLH	HOSPITAL						HLH			GBR	SCOTLAND	GBR								0	013	013	01	1	0.4	10	1	10	-3.41880341880341	4	Berkshire, United Kingdom (general), United Kingdom	UK	UK00	40127	51.5	-1.25	-2589736	4	Berkshire, United Kingdom (general), United Kingdom	UK	UK00	40127	51.5	-1.25	-2589736	4	Berkshire, United Kingdom (general), United Kingdom	UK	UK00	40127	51.5	-1.25	-2589736	20171105120000	http://www.readingchronicle.co.uk/news/15640087.Anger_as_hospital_makes___8million_from__tired__car_park_in_just_five_years/
704063959	20161105	201611	2016	2016.8356	NZL	NEW ZEALAND	NZL								IRQ	IRAQ	IRQ								1	0874	087	08	2	10.0	3	1	3	-12.396694214876	4	Badush, NinawáZ, Iraq	IZ	IZ15	36823	36.4263	42.9636	-3103572	4	Badush, NinawáZ, Iraq	IZ	IZ15	36823	36.4263	42.9636	-3103572	4	Badush, NinawáZ, Iraq	IZ	IZ15	36823	36.4263	42.9636	-3103572	20171105120000	http://gnnliberia.com/2017/11/05/isis-resumes-random-attacks-across-country-19-killed-iraq/
704063960	20161105	201611	2016	2016.8356	NZL	NEW ZEALAND	NZL								IRQ	IRAQ	IRQ								1	0874	087	08	2	10.0	5	1	5	-12.396694214876	1	New Zealand	NZ	NZ		-42	174	NZ	4	Badush, NinawáZ, Iraq	IZ	IZ15	36823	36.4263	42.9636	-3103572	1	New Zealand	NZ	NZ		-42	174	NZ	20171105120000	http://gnnliberia.com/2017/11/05/isis-resumes-random-attacks-across-country-19-killed-iraq/
704063961	20161105	201611	2016	2016.8356	NZL	NEW ZEALAND	NZL								IRQ	IRAQ	IRQ								1	0874	087	08	2	10.0	2	1	2	-12.396694214876	1	Syria	SY	SY		35	38	SY	4	Badush, NinawáZ, Iraq	IZ	IZ15	36823	36.4263	42.9636	-3103572	1	New Zealand	NZ	NZ		-42	174	NZ	20171105120000	http://gnnliberia.com/2017/11/05/isis-resumes-random-attacks-across-country-19-killed-iraq/
704063962	20161105	201611	2016	2016.8356	PAK	PAKISTAN	PAK								AFGINSTAL	TALIBAN	AFG	TAL				INS			1	120	120	12	3	-4.0	8	2	8	-9.0027500361847	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20171105120000	http://infotel.ca/newsitem/as-pakistan-media/cp908724885
704063963	20161105	201611	2016	2016.8356	USA	UNITED STATES	USA																		1	013	013	01	1	0.4	4	1	4	1.42700329308452	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	0								2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	20171105120000	http://westhawaiitoday.com/news/local-news/sunshine-shines-top
704063964	20161105	201611	2016	2016.8356	USA	UNITED STATES	USA								AUS	AUSTRALIAN	AUS								1	050	050	05	1	3.5	1	1	1	-6.10687022900763	1	United States	US	US		39.828175	-98.5795	US	1	Nauru	NR	NR		-0.533333	166.916667	NR	1	United States	US	US		39.828175	-98.5795	US	20171105120000	https://www.geo.tv/latest/166158-australia-turns-down-nz-offer-to-take-asylum-seekers-barricaded-inside-camp
