705818290	20161110	201611	2016	2016.8493											BUS	COMPANIES						BUS			1	036	036	03	1	4.0	10	1	10	-1.42011834319527	0								2	Oklahoma, United States	US	USOK		35.5376	-96.9247	OK	2	Oklahoma, United States	US	USOK		35.5376	-96.9247	OK	20171110223000	http://www.weathernationtv.com/news/severe-weather-social-science-adds-needed-piece-weather-puzzle/
705818291	20161110	201611	2016	2016.8493											TURLEG	TURKISH	TUR					LEG			0	040	040	04	1	1.0	6	1	6	-2.2887323943662	0								4	Imrali, Bursa, Turkey	TU	TU16	27669	40.55	28.5333	-754464	4	Imrali, Bursa, Turkey	TU	TU16	27669	40.55	28.5333	-754464	20171110223000	http://www.bbc.co.uk/news/world-asia-41947451
705818292	20161110	201611	2016	2016.8493	CAN	CANADA	CAN								CVL	COMMUNITY						CVL			1	020	020	02	1	3.0	2	1	2	-8.44529750479847	4	Langley, British Columbia, Canada	CA	CA02	12552	49.1	-122.65	-567692	4	Langley, British Columbia, Canada	CA	CA02	12552	49.1	-122.65	-567692	4	Langley, British Columbia, Canada	CA	CA02	12552	49.1	-122.65	-567692	20171110223000	http://www.langleyadvance.com/news/psychiatrist-says-schoenborns-angry-outbursts-have-dropped-in-past-six-months/
705818293	20161110	201611	2016	2016.8493	CAN	CANADA	CAN								CVL	COMMUNITY						CVL			1	020	020	02	1	3.0	2	1	2	-8.44529750479847	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	4	Langley, British Columbia, Canada	CA	CA02	12552	49.1	-122.65	-567692	4	Langley, British Columbia, Canada	CA	CA02	12552	49.1	-122.65	-567692	20171110223000	http://www.langleyadvance.com/news/psychiatrist-says-schoenborns-angry-outbursts-have-dropped-in-past-six-months/
705818294	20161110	201611	2016	2016.8493	CAN	CANADA	CAN								REF	REFUGEE						REF			1	043	043	04	1	2.8	15	1	10	-1.37741046831956	4	Saanich, British Columbia, Canada	CA	CA02	12541	48.55	-123.367	-572612	4	Saanich, British Columbia, Canada	CA	CA02	12541	48.55	-123.367	-572612	4	Saanich, British Columbia, Canada	CA	CA02	12541	48.55	-123.367	-572612	20171110223000	https://www.sookenewsmirror.com/entertainment/the-piano-recital-with-hersh-anwer-is-nov-13-at-730-p-m-at-the-university-of-victoria/
705818295	20161110	201611	2016	2016.8493	COP	POLICE						COP			CAN	CANADA	CAN								1	100	100	10	3	-5.0	5	1	5	-9.32944606413998	4	Langley, British Columbia, Canada	CA	CA02	12552	49.1	-122.65	-567692	4	Langley, British Columbia, Canada	CA	CA02	12552	49.1	-122.65	-567692	4	Langley, British Columbia, Canada	CA	CA02	12552	49.1	-122.65	-567692	20171110223000	http://www.langleyadvance.com/news/vancouver-police-arrest-high-risk-sex-offender-2-weeks-after-disappearing/
705818296	20161110	201611	2016	2016.8493	JUD	JUDGE						JUD													0	1241	124	12	3	-4.0	10	1	10	-1.22137404580153	1	Belgium	BE	BE		50.833333	4	BE	0								1	Zimbabwe	ZI	ZI		-19	29	ZI	20171110223000	http://www.dailymail.co.uk/news/article-5071357/Aircraft-tycoon-hired-private-detective-spy-ex-wife.html
705818297	20161110	201611	2016	2016.8493	LEG	LEGISLATURE						LEG													1	129	129	12	3	-5.0	5	1	5	-0.21459227467812	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	0								3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20171110223000	http://www.stltoday.com/opinion/editorial/editorial-illinois-electric-ratepayers-dodge-a-million-bullet/article_28d136ba-bc7a-5ecf-bf39-c11571ea6c44.html
705818298	20161110	201611	2016	2016.8493	MOS	ISLAMIC				MOS					CHR	CHRISTIANITY				CHR					0	010	010	01	1	0.0	1	1	1	-3.11634349030471	4	Tambuwal, Sokoto, Nigeria	NI	NI51	22890	12.4039	4.64692	-2027328	1	Iraq	IZ	IZ		33	44	IZ	1	Iraq	IZ	IZ		33	44	IZ	20171110223000	https://opinion.premiumtimesng.com/2017/11/10/el-rufai-tambuwal-and-the-retraining-of-fish-by-pius-adesanmi/
705818299	20161110	201611	2016	2016.8493	MOS	ISLAMIC				MOS					CHR	CHRISTIANITY				CHR					0	010	010	01	1	0.0	4	1	4	-3.11634349030471	1	Iraq	IZ	IZ		33	44	IZ	1	Iraq	IZ	IZ		33	44	IZ	1	Iraq	IZ	IZ		33	44	IZ	20171110223000	https://opinion.premiumtimesng.com/2017/11/10/el-rufai-tambuwal-and-the-retraining-of-fish-by-pius-adesanmi/
705818300	20161110	201611	2016	2016.8493	REF	REFUGEE						REF			CAN	CANADA	CAN								1	042	042	04	1	1.9	10	1	10	-1.37741046831956	4	Saanich, British Columbia, Canada	CA	CA02	12541	48.55	-123.367	-572612	4	Saanich, British Columbia, Canada	CA	CA02	12541	48.55	-123.367	-572612	4	Saanich, British Columbia, Canada	CA	CA02	12541	48.55	-123.367	-572612	20171110223000	https://www.sookenewsmirror.com/entertainment/the-piano-recital-with-hersh-anwer-is-nov-13-at-730-p-m-at-the-university-of-victoria/
705818301	20161110	201611	2016	2016.8493	REF	REFUGEE						REF			CAN	CANADA	CAN								1	042	042	04	1	1.9	5	1	5	-1.37741046831956	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20171110223000	https://www.sookenewsmirror.com/entertainment/the-piano-recital-with-hersh-anwer-is-nov-13-at-730-p-m-at-the-university-of-victoria/
705818302	20161110	201611	2016	2016.8493	TUR	TURKEY	TUR								TURLEG	TURKEY	TUR					LEG			0	040	040	04	1	1.0	2	1	2	-2.2887323943662	4	Imrali, Bursa, Turkey	TU	TU16	27669	40.55	28.5333	-754464	4	Imrali, Bursa, Turkey	TU	TU16	27669	40.55	28.5333	-754464	4	Imrali, Bursa, Turkey	TU	TU16	27669	40.55	28.5333	-754464	20171110223000	http://www.bbc.co.uk/news/world-asia-41947451
705818303	20161110	201611	2016	2016.8493	TUR	TURKEY	TUR								TURLEG	TURKEY	TUR					LEG			0	043	043	04	1	2.8	2	1	2	-2.2887323943662	4	Imrali, Bursa, Turkey	TU	TU16	27669	40.55	28.5333	-754464	4	Imrali, Bursa, Turkey	TU	TU16	27669	40.55	28.5333	-754464	4	Imrali, Bursa, Turkey	TU	TU16	27669	40.55	28.5333	-754464	20171110223000	http://www.bbc.co.uk/news/world-asia-41947451
705818304	20161110	201611	2016	2016.8493	TUR	TURKISH	TUR								USA	UNITED STATES	USA								0	112	112	11	3	-2.0	1	1	1	-2.2887323943662	4	Imrali, Bursa, Turkey	TU	TU16	27669	40.55	28.5333	-754464	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20171110223000	http://www.bbc.co.uk/news/world-asia-41947451
705818305	20161110	201611	2016	2016.8493	TURGOV	TURKISH	TUR					GOV													0	112	112	11	3	-2.0	3	1	3	-2.2887323943662	4	Imrali, Bursa, Turkey	TU	TU16	27669	40.55	28.5333	-754464	0								4	Imrali, Bursa, Turkey	TU	TU16	27669	40.55	28.5333	-754464	20171110223000	http://www.bbc.co.uk/news/world-asia-41947451
705818306	20161110	201611	2016	2016.8493	TURGOV	TURKISH	TUR					GOV			USA	THE US	USA								0	112	112	11	3	-2.0	3	1	3	-2.2887323943662	4	Imrali, Bursa, Turkey	TU	TU16	27669	40.55	28.5333	-754464	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	4	Imrali, Bursa, Turkey	TU	TU16	27669	40.55	28.5333	-754464	20171110223000	http://www.bbc.co.uk/news/world-asia-41947451
705818307	20161110	201611	2016	2016.8493	TURLEG	TURKISH	TUR					LEG													0	040	040	04	1	1.0	6	1	6	-2.2887323943662	4	Imrali, Bursa, Turkey	TU	TU16	27669	40.55	28.5333	-754464	0								4	Imrali, Bursa, Turkey	TU	TU16	27669	40.55	28.5333	-754464	20171110223000	http://www.bbc.co.uk/news/world-asia-41947451
705818308	20161110	201611	2016	2016.8493	TURLEG	TURKEY	TUR					LEG			TUR	TURKEY	TUR								0	040	040	04	1	1.0	2	1	2	-2.2887323943662	4	Imrali, Bursa, Turkey	TU	TU16	27669	40.55	28.5333	-754464	4	Imrali, Bursa, Turkey	TU	TU16	27669	40.55	28.5333	-754464	4	Imrali, Bursa, Turkey	TU	TU16	27669	40.55	28.5333	-754464	20171110223000	http://www.bbc.co.uk/news/world-asia-41947451
705818309	20161110	201611	2016	2016.8493	TURLEG	TURKEY	TUR					LEG			TUR	TURKEY	TUR								0	042	042	04	1	1.9	2	1	2	-2.2887323943662	4	Imrali, Bursa, Turkey	TU	TU16	27669	40.55	28.5333	-754464	4	Imrali, Bursa, Turkey	TU	TU16	27669	40.55	28.5333	-754464	4	Imrali, Bursa, Turkey	TU	TU16	27669	40.55	28.5333	-754464	20171110223000	http://www.bbc.co.uk/news/world-asia-41947451
