704121907	20161105	201611	2016	2016.8356											GOV	PRINCE						GOV			0	030	030	03	1	4.0	5	1	5	0.43177892918826	0								4	Jeddah, Makkah, Saudi Arabia	SA	SA14	25312	21.5169	39.2192	-3096108	4	Jeddah, Makkah, Saudi Arabia	SA	SA14	25312	21.5169	39.2192	-3096108	20171105184500	https://www.theguardian.com/business/2013/mar/05/prince-alwaleed-bin-talal-forbes-rich-list
704121908	20161105	201611	2016	2016.8356											GOV	COMMERCE SECRETARY						GOV			0	042	042	04	1	1.9	5	1	5	-0.15343306482547	0								2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	20171105184500	https://www.nytimes.com/2017/11/05/world/wilbur-ross-russia.html
704121909	20161105	201611	2016	2016.8356	BUS	COMPANY						BUS			MED	JOURNALIST						MED			0	010	010	01	1	0.0	6	1	6	-2.81914893617022	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20171105184500	https://www.theguardian.com/news/2017/nov/05/why-shining-light-world-tax-havens-again-paradise-papers
704121910	20161105	201611	2016	2016.8356	BUS	COMPANY						BUS			MED	JOURNALIST						MED			0	010	010	01	1	0.0	4	1	4	-2.81914893617022	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20171105184500	https://www.theguardian.com/news/2017/nov/05/why-shining-light-world-tax-havens-again-paradise-papers
704121911	20161105	201611	2016	2016.8356	BUS	COMPANY						BUS			MED	JOURNALIST						MED			0	111	111	11	3	-2.0	10	1	10	-2.81914893617022	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20171105184500	https://www.theguardian.com/news/2017/nov/05/why-shining-light-world-tax-havens-again-paradise-papers
704121912	20161105	201611	2016	2016.8356	GOV	COMMERCE SECRETARY						GOV													0	051	051	05	1	3.4	5	1	5	-0.15343306482547	4	Cayman, , Cayman Islands	CJ	CJ00		19.5	-80.6667	-1187406	0								4	Cayman, , Cayman Islands	CJ	CJ00		19.5	-80.6667	-1187406	20171105184500	https://www.nytimes.com/2017/11/05/world/wilbur-ross-russia.html
704121913	20161105	201611	2016	2016.8356	OPP	ACTIVIST						OPP			COP	POLICE						COP			1	173	173	17	4	-5.0	10	1	10	-4.06091370558376	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171105184500	http://www.express.co.uk/news/uk/875809/anonymous-million-mask-march-2017-london-what-is-happening-why
704121914	20161105	201611	2016	2016.8356	RUS	RUSSIA	RUS								USA	UNITED STATES	USA								0	042	042	04	1	1.9	2	1	2	-0.50505050505051	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171105184500	https://www.theguardian.com/news/2017/nov/05/russia-funded-facebook-twitter-investments-kushner-associate
704121915	20161105	201611	2016	2016.8356	RUS	RUSSIA	RUS								USAGOV	HILLARY CLINTON	USA					GOV			0	010	010	01	1	0.0	2	1	2	-0.50505050505051	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20171105184500	https://www.theguardian.com/news/2017/nov/05/russia-funded-facebook-twitter-investments-kushner-associate
704121916	20161105	201611	2016	2016.8356	USA	UNITED STATES	USA								RUS	RUSSIA	RUS								0	043	043	04	1	2.8	2	1	2	-0.50505050505051	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171105184500	https://www.theguardian.com/news/2017/nov/05/russia-funded-facebook-twitter-investments-kushner-associate
