705679672	20161110	201611	2016	2016.8493	GBR	UNITED KINGDOM	GBR								COP	POLICE						COP			1	090	090	09	2	-2.0	4	1	4	-8.30860534124629	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20171110130000	https://www.theguardian.com/uk-news/2017/nov/10/man-jailed-after-rhino-horns-and-elephant-tusks-found-in-attic
705679673	20161110	201611	2016	2016.8493	GBRGOV	UNITED KINGDOM	GBR					GOV			LAB	WORKER						LAB			0	020	020	02	1	3.0	5	1	5	-0.44742729306487	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171110130000	https://techcrunch.com/2017/11/10/uber-loses-uk-tribunal-appeal-over-driver-employment-rights/
705679674	20161110	201611	2016	2016.8493	GOV	DIPLOMAT						GOV			AUT	VIENNA	AUT								1	020	020	02	1	3.0	8	1	8	2.32558139534884	4	Minsk, Belarus (general), Belarus	BO	BO00	5840	53.9	27.5667	-1946324	1	United States	US	US		39.828175	-98.5795	US	4	Minsk, Belarus (general), Belarus	BO	BO00	5840	53.9	27.5667	-1946324	20171110130000	https://news.am/eng/news/420304.html
705679675	20161110	201611	2016	2016.8493	GOV	DIPLOMAT						GOV			RUS	ST PETERSBURG	RUS								1	020	020	02	1	3.0	1	1	1	2.32558139534884	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	20171110130000	https://news.am/eng/news/420304.html
705679676	20161110	201611	2016	2016.8493	GOV	DIPLOMAT						GOV			RUS	ST PETERSBURG	RUS								1	020	020	02	1	3.0	3	1	3	2.32558139534884	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	4	Petersburg, Sankt-Peterburg, Russia	RS	RS66	25095	59.8944	30.2642	-2996338	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	20171110130000	https://news.am/eng/news/420304.html
705679677	20171011	201710	2017	2017.7699	CVL	VILLAGE						CVL			COP	POLICEMAN						COP			0	193	193	19	4	-10.0	5	1	5	-7.42971887550201	4	Tembagapura, Papua, Indonesia	ID	ID36	18585	-4.33333	137	-2700261	4	Tembagapura, Papua, Indonesia	ID	ID36	18585	-4.33333	137	-2700261	4	Tembagapura, Papua, Indonesia	ID	ID36	18585	-4.33333	137	-2700261	20171110130000	http://www.thejakartapost.com/news/2017/11/10/indonesia-police-locked-in-standoff-with-armed-papua-separatists.html
705679678	20171011	201710	2017	2017.7699	ESPLEG	CATALONIA	ESP					LEG			ESP	SPAIN	ESP								0	1044	104	10	3	-5.0	2	1	2	-3.72208436724565	1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	20171110130000	http://www.thejournal.ie/catalonia-carme-forcadell-3689856-Nov2017/
705679679	20171011	201710	2017	2017.7699	HLH	DOCTOR						HLH			IND	NAGPUR	IND								1	013	013	01	1	0.4	4	1	4	-6.92307692307692	4	Nagpur, Maharashtra, India	IN	IN16	17784	21.15	79.1	-2105396	4	Nagpur, Maharashtra, India	IN	IN16	17784	21.15	79.1	-2105396	4	Nagpur, Maharashtra, India	IN	IN16	17784	21.15	79.1	-2105396	20171110130000	https://www.nyoooz.com/news/nagpur/957435/resident-doctors-who-went-on-strike-get-5day-pay-cut/
705679680	20171011	201710	2017	2017.7699	IRQ	IRAQ	IRQ								GOV	GOVERNMENT						GOV			0	128	128	12	3	-5.0	1	1	1	-6.69191919191919	4	Kirkuk, At Ta'mim, Iraq	IZ	IZ13	123569	35.4681	44.3922	-3107115	4	Kirkuk, At Ta'mim, Iraq	IZ	IZ13	123569	35.4681	44.3922	-3107115	4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	20171110130000	https://www.bloomberg.com/news/articles/2017-11-10/saudi-shocks-reawaken-global-oil-markets-to-political-risk
705679681	20171011	201710	2017	2017.7699	IRQ	IRAQ	IRQ								GOV	GOVERNMENT						GOV			0	128	128	12	3	-5.0	1	1	1	-6.69191919191919	4	Kirkuk, At Ta'mim, Iraq	IZ	IZ13	123569	35.4681	44.3922	-3107115	4	Kirkuk, At Ta'mim, Iraq	IZ	IZ13	123569	35.4681	44.3922	-3107115	4	Kirkuk, At Ta'mim, Iraq	IZ	IZ13	123569	35.4681	44.3922	-3107115	20171110130000	https://www.bloomberg.com/news/articles/2017-11-10/saudi-shocks-reawaken-global-oil-markets-to-political-risk
705679682	20171011	201710	2017	2017.7699	IRQ	IRAQ	IRQ								kur	KURD			kur						0	128	128	12	3	-5.0	4	1	4	-6.69191919191919	4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	20171110130000	https://www.bloomberg.com/news/articles/2017-11-10/saudi-shocks-reawaken-global-oil-markets-to-political-risk
705679683	20171011	201710	2017	2017.7699	IRQ	IRAQ	IRQ								kur	KURD			kur						0	128	128	12	3	-5.0	1	1	1	-6.69191919191919	4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	1	United States	US	US		39.828175	-98.5795	US	20171110130000	https://www.bloomberg.com/news/articles/2017-11-10/saudi-shocks-reawaken-global-oil-markets-to-political-risk
705679684	20171011	201710	2017	2017.7699	USAMED	REUTERS	USA					MED			MEX	MEXICO	MEX								1	040	040	04	1	1.0	5	1	5	-2.05655526992288	1	Mexico	MX	MX		23	-102	MX	1	Mexico	MX	MX		23	-102	MX	1	Mexico	MX	MX		23	-102	MX	20171110130000	http://www.houstonchronicle.com/business/article/U-S-is-said-to-seek-NAFTA-restrictions-on-12346626.php
705679685	20171103	201711	2017	2017.8301											BUS	BUSINESS						BUS			0	020	020	02	1	3.0	4	1	4	-1.63793103448276	0								2	West Virginia, United States	US	USWV		38.468	-80.9696	WV	2	West Virginia, United States	US	USWV		38.468	-80.9696	WV	20171110130000	http://www.wgow.com/news/hurricanes-could-bring-another-disaster-foreclosures/
705679686	20171103	201711	2017	2017.8301	LEG	REPRESENTATIVES						LEG			EDU	SCHOOL						EDU			0	043	043	04	1	2.8	5	1	5	2.38095238095239	0								0								0								20171110130000	http://www.derbytelegraph.co.uk/news/mp-shows-support-school-faces-755342
705679687	20171103	201711	2017	2017.8301	LKA	COLOMBO	LKA								MILMIL	COMMANDER						MIL	MIL		0	016	016	01	1	-2.0	10	1	10	-7.7007700770077	1	Sri Lanka	CE	CE		7	81	CE	1	Sri Lanka	CE	CE		7	81	CE	1	Sri Lanka	CE	CE		7	81	CE	20171110130000	http://axisoflogic.com/artman/publish/Article_77944.shtml
705679688	20171103	201711	2017	2017.8301	MIL	MILITARY						MIL													0	072	072	07	2	8.3	1	1	1	-2.05278592375366	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	0								1	Qatar	QA	QA		25.5	51.25	QA	20171110130000	https://www.haaretz.com/us-news/1.822086
705679689	20171103	201711	2017	2017.8301	MIL	MILITARY						MIL													0	072	072	07	2	8.3	4	1	4	-2.05278592375366	1	Qatar	QA	QA		25.5	51.25	QA	0								1	Qatar	QA	QA		25.5	51.25	QA	20171110130000	https://www.haaretz.com/us-news/1.822086
705679690	20171103	201711	2017	2017.8301	USA	PENNSYLVANIA	USA								LEG	CONGRESS						LEG			1	010	010	01	1	0.0	6	1	6	-3.00088261253309	2	Texas, United States	US	USTX		31.106	-97.6475	TX	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	20171110130000	http://www.newsweek.com/ted-cruz-mitch-mcconnell-donald-trump-orrin-hatch-republicans-694219
705679691	20171109	201711	2017	2017.8466	AUS	AUSTRALIA	AUS																		0	025	025	02	1	-0.3	4	1	4	-5.20833333333333	4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	0								4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	20171110130000	http://www.goldcoastbulletin.com.au/news/queensland/state-election-2017/queensland-election-2017-lnp-to-appeal-sentence-in-tyrell-cobb-case/news-story/af53533f3a61c5f74209f3706624a1d1?nk=6e40221d4617b4b199df0fe8c6698d4c-1510318306
705679692	20171109	201711	2017	2017.8466	AUS	AUSTRALIA	AUS																		0	110	110	11	3	-2.0	2	1	2	-5.20833333333333	4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	0								4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	20171110130000	http://www.goldcoastbulletin.com.au/news/queensland/state-election-2017/queensland-election-2017-lnp-to-appeal-sentence-in-tyrell-cobb-case/news-story/af53533f3a61c5f74209f3706624a1d1?nk=6e40221d4617b4b199df0fe8c6698d4c-1510318306
705679693	20171109	201711	2017	2017.8466	CHN	CHINA	CHN																		0	112	112	11	3	-2.0	1	1	1	-1.94508009153318	1	China	CH	CH		35	105	CH	0								4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171110130000	http://www.wgow.com/news/5-things-for-november-10-roy-moore-russia-probe-trump-tax-proposal-louis-c-k/
705679694	20171109	201711	2017	2017.8466	CHN	CHINA	CHN								BUS	BUSINESS LEADER						BUS			0	112	112	11	3	-2.0	1	1	1	-1.94508009153318	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171110130000	http://www.wgow.com/news/5-things-for-november-10-roy-moore-russia-probe-trump-tax-proposal-louis-c-k/
705679695	20171109	201711	2017	2017.8466	CHN	CHINA	CHN								BUS	BUSINESS LEADER						BUS			0	112	112	11	3	-2.0	1	1	1	-1.94508009153318	1	China	CH	CH		35	105	CH	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171110130000	http://www.wgow.com/news/5-things-for-november-10-roy-moore-russia-probe-trump-tax-proposal-louis-c-k/
705679696	20171109	201711	2017	2017.8466	GOVBUS	CENTRAL BANK						GOV	BUS												1	164	164	16	4	-7.0	10	1	10	0	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	0								4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	20171110130000	https://www.nst.com.my/business/2017/11/301809/nov-10-ringgit-continues-rise-against-major-currencies
