703192456	20161102	201611	2016	2016.8274	CAN	CANADA	CAN																		1	010	010	01	1	0.0	2	1	2	-4.56521739130435	4	Salmon Arm, British Columbia, Canada	CA	CA02	12566	50.7	-119.283	-573088	0								4	Salmon Arm, British Columbia, Canada	CA	CA02	12566	50.7	-119.283	-573088	20171102063000	http://www.agassizharrisonobserver.com/news/maple-ridge-hosts-fentanyl-forum/
703192457	20161102	201611	2016	2016.8274	COPGOV	DEPUTY						COP	GOV												1	120	120	12	3	-4.0	10	1	10	-5.12249443207127	1	United Kingdom	UK	UK		54	-4	UK	0								1	United Kingdom	UK	UK		54	-4	UK	20171102063000	http://www.bbc.com/news/world-asia-41840866
703192458	20161102	201611	2016	2016.8274	GOV	MINIST						GOV			MYS	SABAH	MYS								0	141	141	14	3	-6.5	5	1	5	-7.09219858156028	4	Petaling, Malaysia (general), Malaysia	MY	MY00	18585	3.08333	101.667	-2403014	4	Petaling, Malaysia (general), Malaysia	MY	MY00	18585	3.08333	101.667	-2403014	4	Petaling, Malaysia (general), Malaysia	MY	MY00	18585	3.08333	101.667	-2403014	20171102063000	http://www.freemalaysiatoday.com/category/nation/2017/11/02/lawyer-umno-leader-misconstruing-sedition-act-against-shafie-apdal/
703192459	20161102	201611	2016	2016.8274	GOV	JUSTICE MINISTER						GOV			NZL	NEW ZEALAND	NZL								1	010	010	01	1	0.0	5	1	5	-12.8571428571428	0								0								0								20171102063000	https://www.indianweekender.co.nz/Pages/ArticleDetails/7/8771/New-Zealand/Labour-governments-empathy-for-criminals-three-strikes-law-to-go
703192460	20171003	201710	2017	2017.7479	CVL	VOTER						CVL			LEG	CHAMBER						LEG			1	100	100	10	3	-5.0	10	1	10	0.938967136150237	0								0								0								20171102063000	http://www.postindependent.com/news/local/rifle-chamber-wants-local-contracts-for-grand-river/
703192461	20171026	201710	2017	2017.8110	GBRGOVHRI	THERESA MAY	GBR					GOV	HRI												1	051	051	05	1	3.4	7	1	7	-0.29498525073746	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	0								4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	20171102063000	https://www.albawaba.com/news/we-should-assume-responsibility-british-people-what-britain-did-former-british-envoy-jerusalem-
703192462	20171026	201710	2017	2017.8110	GBRGOVHRI	THERESA MAY	GBR					GOV	HRI		ISR	ISRAEL	ISR								1	051	051	05	1	3.4	3	1	3	-0.29498525073746	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	20171102063000	https://www.albawaba.com/news/we-should-assume-responsibility-british-people-what-britain-did-former-british-envoy-jerusalem-
703192463	20171026	201710	2017	2017.8110	JAM	JAMAICA	JAM								LEG	PARLIAMENT						LEG			1	010	010	01	1	0.0	4	1	4	-1.41509433962265	1	Jamaica	JM	JM		18.25	-77.5	JM	1	Jamaica	JM	JM		18.25	-77.5	JM	1	Jamaica	JM	JM		18.25	-77.5	JM	20171102063000	http://www.jamaicaobserver.com/news/cabinet-to-consider-extension-of-traffic-ticket-amnesty_115800?profile=1470
703192464	20171026	201710	2017	2017.8110	JUD	LAWYER						JUD													0	011	011	01	1	-0.1	6	1	6	-1.98019801980198	1	Syria	SY	SY		35	38	SY	0								1	Syria	SY	SY		35	38	SY	20171102063000	https://www.northbaynipissing.com/news-story/7767900-remains-found-on-b-c-farm-identified/
703192465	20171026	201710	2017	2017.8110	LEG	GENERAL ASSEMBLY						LEG													1	057	057	05	1	8.0	5	1	5	0.79872204472843	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	0								2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	20171102063000	https://www.huffingtonpost.com/entry/its-metoo-time-for-the-equal-rights-amendment-in_us_59fa6359e4b09887ad6f3d4a
