703974027	20161105	201611	2016	2016.8356											EDU	STUDENT						EDU			1	052	052	05	1	3.5	10	1	10	3.33333333333333	0								3	Manatee County, Florida, United States	US	USFL		27.5009	-82.2915	295744	3	Manatee County, Florida, United States	US	USFL		27.5009	-82.2915	295744	20171105001500	http://www.snntv.com/2017/11/04/america-recycles-day-sandblast/
703974028	20161105	201611	2016	2016.8356	FRA	PARIS	FRA																		1	051	051	05	1	3.4	7	1	7	0.86455331412104	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	0								4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20171105001500	http://www.dailymail.co.uk/tvshowbiz/article-5050503/Paris-Jackson-says-activism-won-t-led-hate.html
703974029	20161105	201611	2016	2016.8356	FRA	PARIS	FRA								AUS	AUSTRALIA	AUS								1	051	051	05	1	3.4	3	1	3	0.86455331412104	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20171105001500	http://www.dailymail.co.uk/tvshowbiz/article-5050503/Paris-Jackson-says-activism-won-t-led-hate.html
703974030	20161105	201611	2016	2016.8356	GOV	MINISTRY						GOV													0	112	112	11	3	-2.0	6	1	6	-7.08117443868739	4	Chatham, Medway, United Kingdom	UK	UKI3	40117	51.3833	0.516667	-2592300	0								4	Chatham, Medway, United Kingdom	UK	UKI3	40117	51.3833	0.516667	-2592300	20171105001500	http://www.clintonnewsrecord.com/2017/11/03/opp-boss-blames-truckers-for-401-havoc-official-statistics-suggest-otherwise
703974031	20161105	201611	2016	2016.8356	IGOUNODEV	UNESCO		UNO				IGO	DEV												1	010	010	01	1	0.0	5	1	5	-7.17488789237668	0								0								0								20171105001500	http://jordantimes.com/opinion/editorial/chilling-occasion-mark
703974032	20161105	201611	2016	2016.8356	IGOUNODEV	UNESCO		UNO				IGO	DEV		MED	JOURNALIST						MED			1	190	190	19	4	-10.0	5	1	5	-7.17488789237668	0								0								0								20171105001500	http://jordantimes.com/opinion/editorial/chilling-occasion-mark
703974033	20161105	201611	2016	2016.8356	MED	MEDIA						MED													0	141	141	14	3	-6.5	5	1	5	-10.1910828025478	4	Shava, Masvingo, Zimbabwe	ZI	ZI08	40197	-19.9217	31.654	10804876	0								4	Shava, Masvingo, Zimbabwe	ZI	ZI08	40197	-19.9217	31.654	10804876	20171105001500	http://www.themalaymailonline.com/world/article/zimbabwe-court-upholds-charge-against-us-citizen-accused-of-subversion-vide
703974034	20171006	201710	2017	2017.7562	EDUEDU	COLLEGE						EDU	EDU		ISR	ISRAEL	ISR								1	120	120	12	3	-4.0	3	1	3	-5.19480519480519	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20171105001500	https://legalinsurrection.com/tag/bassem-eid/
703974035	20171006	201710	2017	2017.7562	EDUEDU	COLLEGE						EDU	EDU		ISR	ISRAEL	ISR								1	163	163	16	4	-8.0	3	1	3	-5.19480519480519	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20171105001500	https://legalinsurrection.com/tag/bassem-eid/
703974036	20171006	201710	2017	2017.7562	IRQ	IRAQ	IRQ								SYR	SYRIA	SYR								1	161	161	16	4	-4.0	2	1	2	-3.77833753148615	4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	20171105001500	http://jordantimes.com/news/region/anti-daesh-forces-converge-group%E2%80%99s-last-syria-bastion
703974037	20171006	201710	2017	2017.7562	ISR	ISRAEL	ISR								EDUEDU	COLLEGE						EDU	EDU		1	120	120	12	3	-4.0	2	1	2	-5.19480519480519	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20171105001500	https://legalinsurrection.com/tag/bassem-eid/
703974038	20171006	201710	2017	2017.7562	ISR	ISRAEL	ISR								EDUEDU	COLLEGE						EDU	EDU		1	163	163	16	4	-8.0	2	1	2	-5.19480519480519	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20171105001500	https://legalinsurrection.com/tag/bassem-eid/
703974039	20171006	201710	2017	2017.7562	MILJUD	MILITARY JUDGE						MIL	JUD												0	020	020	02	1	3.0	3	1	3	-3.44086021505376	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	0								2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	20171105001500	http://www.gulf104.com/news/bowe-bergdahl-fast-facts-2/
703974040	20171006	201710	2017	2017.7562	MILJUD	MILITARY JUDGE						MIL	JUD		USA	UNITED STATES	USA								0	020	020	02	1	3.0	1	1	1	-3.44086021505376	3	Fort Bragg, North Carolina, United States	US	USNC	NC093	35.1381	-79.0075	2099581	3	Fort Bragg, North Carolina, United States	US	USNC		35.1381	-79.0075	2099581	3	Fort Bragg, North Carolina, United States	US	USNC		35.1381	-79.0075	2099581	20171105001500	http://www.gulf104.com/news/bowe-bergdahl-fast-facts-2/
703974041	20171006	201710	2017	2017.7562	MILJUD	MILITARY JUDGE						MIL	JUD		USA	UNITED STATES	USA								0	020	020	02	1	3.0	1	1	1	-3.44086021505376	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	20171105001500	http://www.gulf104.com/news/bowe-bergdahl-fast-facts-2/
703974042	20171029	201710	2017	2017.8192	CVL	VILLAGE						CVL			MED	NEWSPAPER						MED			1	010	010	01	1	0.0	10	1	10	-2.27272727272727	0								0								0								20171105001500	http://www.fijitimes.com/story.aspx?id=422705
703974043	20171029	201710	2017	2017.8192	ITA	RIVIERA	ITA																		1	010	010	01	1	0.0	7	1	7	-3.68098159509203	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	0								4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	20171105001500	https://www.guelphmercury.com/news-story/7773178-sexual-harassment-scandal-hits-hot-spot-frequented-by-ottawa-s-political-elite/
703974044	20171029	201710	2017	2017.8192	ITA	RIVIERA	ITA								CAN	CANADA	CAN								1	010	010	01	1	0.0	3	1	3	-3.68098159509203	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	20171105001500	https://www.guelphmercury.com/news-story/7773178-sexual-harassment-scandal-hits-hot-spot-frequented-by-ottawa-s-political-elite/
703974045	20171029	201710	2017	2017.8192	USA	UNITED STATES	USA																		0	010	010	01	1	0.0	2	1	2	-3.24384787472035	3	Meade County, South Dakota, United States	US	USSD	SD093	44.5005	-102.626	1266991	0								3	Meade County, South Dakota, United States	US	USSD		44.5005	-102.626	1266991	20171105001500	http://rapidcityjournal.com/news/state-s-open-meetings-commission-delays-ferebee-complaint-again/article_7ed80a4b-bb03-50cf-9d57-67876f98ae36.html
703974046	20171104	201711	2017	2017.8329											FJI	SUVA	FJI								1	043	043	04	1	2.8	10	1	10	3.58565737051793	0								4	Suva, Central, Fiji	FJ	FJ01	40197	-18.1333	178.417	-1195133	4	Suva, Central, Fiji	FJ	FJ01	40197	-18.1333	178.417	-1195133	20171105001500	http://fijisun.com.fj/2017/11/05/5-fijians-5-cars-out-of-250000-entries/
703974047	20171104	201711	2017	2017.8329	FJI	SUVA	FJI																		1	042	042	04	1	1.9	10	1	10	3.58565737051793	4	Suva, Central, Fiji	FJ	FJ01	40197	-18.1333	178.417	-1195133	0								4	Suva, Central, Fiji	FJ	FJ01	40197	-18.1333	178.417	-1195133	20171105001500	http://fijisun.com.fj/2017/11/05/5-fijians-5-cars-out-of-250000-entries/
703974048	20171105	201711	2017	2017.8356											AFG	AFGHAN	AFG								0	051	051	05	1	3.4	2	1	2	-7.88177339901478	0								4	Kunduz, Kondoz, Afghanistan	AF	AF24	3642	36.729	68.857	-3381731	4	Kunduz, Kondoz, Afghanistan	AF	AF24	3642	36.729	68.857	-3381731	20171105001500	https://reliefweb.int/report/afghanistan/reports-us-anti-insurgent-airstrikes-kill-afghan-civilians-kunduz
703974049	20171105	201711	2017	2017.8356											ARE	UNITED ARAB EMIRATES	ARE								0	020	020	02	1	3.0	2	1	2	0.90791180285344	0								4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	20171105001500	http://bombmagazine.org/articles/abraham-cruzvillegas/
703974050	20171105	201711	2017	2017.8356											ARE	UNITED ARAB EMIRATES	ARE								1	042	042	04	1	1.9	2	1	2	0.90791180285344	0								4	Gwangju, Kwangju-gwangyoksi, South Korea	KS	KS18	24979	35.1547	126.916	-710584	4	Gwangju, Kwangju-gwangyoksi, South Korea	KS	KS18	24979	35.1547	126.916	-710584	20171105001500	http://bombmagazine.org/articles/abraham-cruzvillegas/
703974051	20171105	201711	2017	2017.8356											ARE	UNITED ARAB EMIRATES	ARE								1	042	042	04	1	1.9	2	1	2	0.90791180285344	0								1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	20171105001500	http://bombmagazine.org/articles/abraham-cruzvillegas/
703974052	20171105	201711	2017	2017.8356											AUS	AUSTRALIA	AUS								1	043	043	04	1	2.8	10	1	10	0.86455331412104	0								4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20171105001500	http://www.dailymail.co.uk/tvshowbiz/article-5050503/Paris-Jackson-says-activism-won-t-led-hate.html
703974053	20171105	201711	2017	2017.8356											AUS	AUSTRALIA	AUS								1	051	051	05	1	3.4	2	1	2	-3.71517027863777	0								1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20171105001500	https://www.ipswichadvertiser.com.au/news/central-coast-doctor-suspended-by-health-watchdog-/3257428/
703974054	20171105	201711	2017	2017.8356											AUS	SYDNEY	AUS								1	160	160	16	4	-4.0	7	1	7	1.35440180586907	0								4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20171105001500	http://www.dailymail.co.uk/tvshowbiz/article-5050469/Peter-FitzSimons-reflects-Lisa-Wilkinson-meeting-Karl.html
703974055	20171105	201711	2017	2017.8356											BUS	BUSINESS						BUS			0	020	020	02	1	3.0	5	1	5	-1.57367668097282	0								2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20171105001500	http://www.cvbugle.com/news/2017/nov/04/commentary-homelessness-helping-hands-often-only-p/
703974056	20171105	201711	2017	2017.8356											BUS	COMPANIES						BUS			1	030	030	03	1	4.0	5	1	5	2.06185567010309	0								0								0								20171105001500	https://www.technobuffalo.com/2017/11/04/t-mobile-and-sprint-officially-end-merger-talks/
703974057	20171105	201711	2017	2017.8356											BUS	BUSINESS						BUS			1	036	036	03	1	4.0	3	1	3	2.51937984496124	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171105001500	http://thegardnernews.com/main.asp?SectionID=12&SubSectionID=44&TM=70128.03
703974058	20171105	201711	2017	2017.8356											BUS	COMPANY						BUS			1	040	040	04	1	1.0	5	1	5	2.65060240963855	0								5	East Kalimantan, Kalimantan Timur, Indonesia	ID	ID14	18585	1.5	116.5	-2680740	5	East Kalimantan, Kalimantan Timur, Indonesia	ID	ID14	18585	1.5	116.5	-2680740	20171105001500	http://markets.businessinsider.com/news/stocks/Continental-Receives-In-Principal-Approval-of-First-Refinery-1002157142
