703043816	20161101	201611	2016	2016.8247	ARE	UNITED ARAB EMIRATES	ARE								IRN	IRAN	IRN								0	046	046	04	1	7.0	2	1	2	-2.78404815650865	4	Akkuyu, Adiyaman, Turkey	TU	TU02	27469	37.7167	38	-734061	4	Kurdistan, Khuzestan, Iran	IR	IR15	41008	30.6693	50.2055	-3072067	4	Kurdistan, Khuzestan, Iran	IR	IR15	41008	30.6693	50.2055	-3072067	20171101190000	https://thebulletin.org/promoting-nuclear-security-middle-east11226
703043817	20161101	201611	2016	2016.8247	ARE	UNITED ARAB EMIRATES	ARE								IRN	IRAN	IRN								0	046	046	04	1	7.0	8	1	8	-2.78404815650865	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	28568	24.4667	54.3667	-782066	4	Kurdistan, Khuzestan, Iran	IR	IR15	41008	30.6693	50.2055	-3072067	4	Kurdistan, Khuzestan, Iran	IR	IR15	41008	30.6693	50.2055	-3072067	20171101190000	https://thebulletin.org/promoting-nuclear-security-middle-east11226
703043818	20161101	201611	2016	2016.8247	COLREB	FARC	COL					REB			PTY	PRESIDENTIAL CANDIDATE									0	120	120	12	3	-4.0	4	1	4	-1.85497470489039	4	Bogota, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.0833	-578472	4	Bogota, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.0833	-578472	4	Bogota, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.0833	-578472	20171101190000	https://au.news.yahoo.com/world/a/37703854/colombias-farc-fields-ex-rebel-chief-as-presidential-candidate/
703043819	20161101	201611	2016	2016.8247	COLREB	FARC	COL					REB			PTY	PRESIDENTIAL CANDIDATE									0	120	120	12	3	-4.0	6	1	6	-1.85497470489039	1	Spain	SP	SP		40	-4	SP	4	Bogota, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.0833	-578472	4	Bogota, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.0833	-578472	20171101190000	https://au.news.yahoo.com/world/a/37703854/colombias-farc-fields-ex-rebel-chief-as-presidential-candidate/
703043820	20161101	201611	2016	2016.8247	COP	PRISON						COP			JUD	JUDGE						JUD			1	173	173	17	4	-5.0	3	1	3	-3.79746835443038	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20171101190000	https://www.clickorlando.com/news/millionaire-awaiting-murder-trial-obtains-gps-to-attend-daughter-s-wedding
703043821	20161101	201611	2016	2016.8247	DOM	DOMINICAN REPUBLIC	DOM								BUS	BUSINESS						BUS			1	051	051	05	1	3.4	2	1	2	4.25531914893617	1	Dominican Republic	DR	DR		19	-70.666667	DR	3	Palm Beach, Florida, United States	US	USFL		26.7056	-80.0364	288390	3	Palm Beach, Florida, United States	US	USFL		26.7056	-80.0364	288390	20171101190000	http://forward.com/fast-forward/386651/trump-dominican-republic-ambassador-robin-bernstein-basic-spanish/
703043822	20161101	201611	2016	2016.8247	DOM	DOMINICAN REPUBLIC	DOM								BUS	BUSINESS						BUS			1	051	051	05	1	3.4	2	1	2	4.25531914893617	1	Dominican Republic	DR	DR		19	-70.666667	DR	3	Palm Beach, Florida, United States	US	USFL		26.7056	-80.0364	288390	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20171101190000	http://forward.com/fast-forward/386651/trump-dominican-republic-ambassador-robin-bernstein-basic-spanish/
703043823	20161101	201611	2016	2016.8247	DOM	DOMINICAN REPUBLIC	DOM								USA	UNITED STATES	USA								1	051	051	05	1	3.4	2	1	2	4.25531914893617	1	Dominican Republic	DR	DR		19	-70.666667	DR	3	Palm Beach, Florida, United States	US	USFL		26.7056	-80.0364	288390	3	Palm Beach, Florida, United States	US	USFL		26.7056	-80.0364	288390	20171101190000	http://forward.com/fast-forward/386651/trump-dominican-republic-ambassador-robin-bernstein-basic-spanish/
703043824	20161101	201611	2016	2016.8247	DOM	DOMINICAN REPUBLIC	DOM								USA	UNITED STATES	USA								1	051	051	05	1	3.4	2	1	2	4.25531914893617	1	Dominican Republic	DR	DR		19	-70.666667	DR	2	Florida, United States	US	USFL		27.8333	-81.717	FL	1	Dominican Republic	DR	DR		19	-70.666667	DR	20171101190000	http://forward.com/fast-forward/386651/trump-dominican-republic-ambassador-robin-bernstein-basic-spanish/
703043825	20161101	201611	2016	2016.8247	EGY	EGYPT	EGY								IRN	IRAN	IRN								0	046	046	04	1	7.0	10	1	10	-2.78404815650865	1	Egypt	EG	EG		27	30	EG	4	Kurdistan, Khuzestan, Iran	IR	IR15	41008	30.6693	50.2055	-3072067	4	Kurdistan, Khuzestan, Iran	IR	IR15	41008	30.6693	50.2055	-3072067	20171101190000	https://thebulletin.org/promoting-nuclear-security-middle-east11226
