704594833	20161107	201611	2016	2016.8411											COP	POLICE						COP			1	043	043	04	1	2.8	10	1	10	-1.68067226890756	0								1	Bolivia	BL	BL		-17	-65	BL	1	Bolivia	BL	BL		-17	-65	BL	20171107100000	http://www.kion546.com/news/public-choice-for-new-salinas-pd-headquarters-design/652743516
704594834	20161107	201611	2016	2016.8411											CYP	CYPRUS	CYP								1	042	042	04	1	1.9	1	1	1	1.75438596491228	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171107100000	http://www.parikiaki.com/2017/11/cyprus-at-the-world-travel-market-with-over-50-exhibitors/
704594835	20161107	201611	2016	2016.8411	AUS	AUSTRALIA	AUS																		1	036	036	03	1	4.0	1	1	1	1.03626943005181	4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	0								4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	20171107100000	http://www.noise11.com/news/ozzy-osbourne-has-work-one-more-tour-left-them-he-is-done-20171107
704594836	20161107	201611	2016	2016.8411	AUS	AUSTRALIA	AUS																		1	036	036	03	1	4.0	1	1	1	1.03626943005181	1	New Zealand	NZ	NZ		-42	174	NZ	0								4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20171107100000	http://www.noise11.com/news/ozzy-osbourne-has-work-one-more-tour-left-them-he-is-done-20171107
704594837	20161107	201611	2016	2016.8411	BUS	COMPANIES						BUS													0	010	010	01	1	0.0	10	1	10	3.64406779661017	4	Kasungu, Kasungu, Malawi	MI	MI09	19309	-13.0364	33.4822	-1482219	0								4	Kasungu, Kasungu, Malawi	MI	MI09	19309	-13.0364	33.4822	-1482219	20171107100000	http://m.bizcommunity.com/Article/196/160/169774.html
704594838	20161107	201611	2016	2016.8411	BUS	BUSINESS						BUS													1	020	020	02	1	3.0	10	1	10	3.54223433242507	4	Bristol, Bristol, City of, United Kingdom	UK	UKB7	40094	51.45	-2.58333	-2590919	0								4	Bristol, Bristol, City of, United Kingdom	UK	UKB7	40094	51.45	-2.58333	-2590919	20171107100000	https://www.itproportal.com/news/uk-gets-major-quantum-computing-boost/
704594839	20161107	201611	2016	2016.8411	COP	POLICE						COP													1	042	042	04	1	1.9	10	1	10	-1.68067226890756	3	First Baptist Church, Texas, United States	US	USTX	TX167	29.3941	-94.9155	1385009	0								3	First Baptist Church, Texas, United States	US	USTX		29.3941	-94.9155	1385009	20171107100000	http://www.kion546.com/news/public-choice-for-new-salinas-pd-headquarters-design/652743516
704594840	20161107	201611	2016	2016.8411	CVL	RESIDENTS						CVL													0	111	111	11	3	-2.0	10	1	10	-2.75229357798165	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20171107100000	http://www.firstpost.com/india/swaraj-india-accuses-aap-of-granting-illegal-liquor-licences-breaking-poll-promise-by-not-freeing-delhi-of-addictions-4196881.html
704594841	20161107	201611	2016	2016.8411	CYP	CYPRUS	CYP																		1	043	043	04	1	2.8	4	1	4	1.75438596491228	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171107100000	http://www.parikiaki.com/2017/11/cyprus-at-the-world-travel-market-with-over-50-exhibitors/
704594842	20161107	201611	2016	2016.8411	GBR	BRITISH	GBR								IRN	IRAN	IRN								1	090	090	09	2	-2.0	5	1	5	-2.52225519287834	4	Whitehall, Orkney Islands, United Kingdom	UK	UKV9	40174	59.15	-2.61667	-2611570	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20171107100000	http://www.huffingtonpost.co.uk/entry/the-waugh-zone-tuesday-november-7-2017_uk_5a017a0fe4b066c2c039e9eb
704594843	20161107	201611	2016	2016.8411	GBR	BRITISH	GBR								IRN	IRANIAN	IRN								0	173	173	17	4	-5.0	2	1	2	-4.34782608695652	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171107100000	https://www.rt.com/uk/409015-iran-johnson-ratcliffe-jail/
704594844	20161107	201611	2016	2016.8411	GBR	UNITED KINGDOM	GBR								IRN	IRAN	IRN								0	173	173	17	4	-5.0	8	1	8	-4.34782608695652	1	United Kingdom	UK	UK		54	-4	UK	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171107100000	https://www.rt.com/uk/409015-iran-johnson-ratcliffe-jail/
704594845	20161107	201611	2016	2016.8411	GOV	PRIME MINISTER						GOV													1	010	010	01	1	0.0	5	1	5	-4.33604336043361	5	Uttarakhand, Uttaranchal, India	IN	IN39	70282	30.25	79.25	6240779	0								5	Uttarakhand, Uttaranchal, India	IN	IN39	70282	30.25	79.25	6240779	20171107100000	http://www.msn.com/en-in/news/other/demonetisation-a-foolish-decision-by-narendra-modi-govt-says-chidambaram/ar-AAuuJlR
704594846	20161107	201611	2016	2016.8411	IGOUNODEVWBK	WORLD BANK		UNO				IGO	DEV												0	010	010	01	1	0.0	5	1	5	-1.75736961451247	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	0								4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20171107100000	http://www.orfonline.org/research/south-asia-weekly-report-vol-x-issue-45/
704594847	20161107	201611	2016	2016.8411	IRQ	IRAQ	IRQ								LEG	CONGRESS						LEG			0	022	022	02	1	3.2	26	7	26	0.608942216193534	4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	20171107100000	http://www.idahostatesman.com/news/nation-world/article183157441.html
704594848	20161107	201611	2016	2016.8411	IRQ	IRAQ	IRQ								LEG	CONGRESS						LEG			0	022	022	02	1	3.2	2	1	2	0.94722598105548	4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	20171107100000	http://www.dailyastorian.com/iraqi-vp-asks-for-arms-training-for-sunnis-in-his-country-da-ap-webfeeds-news-nation-world5de54fa985c3424c81197477f655a9c9
704594849	20161107	201611	2016	2016.8411	PER	PERU	PER								NZLGOVBUS	ALAN BOLLARD	NZL					GOV	BUS		0	010	010	01	1	0.0	5	1	5	0.59435364041605	1	Peru	PE	PE		-10	-76	PE	1	Peru	PE	PE		-10	-76	PE	1	Peru	PE	PE		-10	-76	PE	20171107100000	https://www.telesurtv.net/english/news/-Improved-Globalization-Will-Help-Asia-Pacific-Region-Vietnamese-President-Tran-20171107-0005.html
704594850	20161107	201611	2016	2016.8411	THA	THAILAND	THA								USAMED	REUTERS	USA					MED			1	010	010	01	1	0.0	2	1	2	-0.61728395061728	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20171107100000	http://www.btvi.in/article/read/news/39964/maersk-steers-annual-shipping-profit-forecast-lower
704594851	20171008	201710	2017	2017.7616											IRNMIL	IRAN	IRN					MIL			0	193	193	19	4	-10.0	1	1	1	-3.54780517137703	0								1	Iran	IR	IR		32	53	IR	4	Puntland, Somalia (general), Somalia	SO	SO00	25718	9	49	11432105	20171107100000	http://somaliamediamonitoring.org/november-7-2017-morning-headlines/
704594852	20171008	201710	2017	2017.7616											IRNMIL	IRAN	IRN					MIL			0	193	193	19	4	-10.0	1	1	1	-3.54780517137703	0								1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20171107100000	http://somaliamediamonitoring.org/november-7-2017-morning-headlines/
704594853	20171008	201710	2017	2017.7616	BUS	BUSINESS						BUS			DNK	DANISH	DNK								1	043	043	04	1	2.8	4	1	4	-3.1390134529148	3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	1	Denmark	DA	DA		56	10	DA	1	Denmark	DA	DA		56	10	DA	20171107100000	http://www.seatrade-maritime.com/news/europe/maersk-drilling-in-1-67bn-q3-loss-structural-solution-expected-within-12-months.html
704594854	20171008	201710	2017	2017.7616	BUS	BUSINESS						BUS			DNKBUS	DANISH	DNK					BUS			1	043	043	04	1	2.8	6	1	6	-3.1390134529148	3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	1	Denmark	DA	DA		56	10	DA	1	Denmark	DA	DA		56	10	DA	20171107100000	http://www.seatrade-maritime.com/news/europe/maersk-drilling-in-1-67bn-q3-loss-structural-solution-expected-within-12-months.html
704594855	20171008	201710	2017	2017.7616	BUS	BANK						BUS			LEG	NATIONAL ASSEMBLY						LEG			0	110	110	11	3	-2.0	10	1	10	-4.37601296596434	4	Hanil, Kyonggi-do, South Korea	KS	KS13	24980	37.2433	127.102	6406661	4	Hanil, Kyonggi-do, South Korea	KS	KS13	24980	37.2433	127.102	6406661	4	Hanil, Kyonggi-do, South Korea	KS	KS13	24980	37.2433	127.102	6406661	20171107100000	http://www.koreatimes.co.kr/www/biz/2017/11/488_238896.html
704594856	20171008	201710	2017	2017.7616	COP	DEPUTY						COP			GOV	PRESIDENT						GOV			0	020	020	02	1	3.0	6	1	6	-0.23419203747072	4	Manamela, Limpopo, South Africa	SF	SF09	6322	-23.7112	29.2263	-1256658	4	Manamela, Limpopo, South Africa	SF	SF09	6322	-23.7112	29.2263	-1256658	4	Manamela, Limpopo, South Africa	SF	SF09	6322	-23.7112	29.2263	-1256658	20171107100000	https://citizen.co.za/news/south-africa/1718878/zumas-free-tertiary-education-funding-plan-devised-by-his-future-son-in-law-report/
704594857	20171008	201710	2017	2017.7616	COP	POLICE FORCE						COP			IRNMIL	IRANIAN	IRN					MIL			0	193	193	19	4	-10.0	2	1	2	-3.54780517137703	4	Puntland, Somalia (general), Somalia	SO	SO00	25718	9	49	11432105	1	Iran	IR	IR		32	53	IR	4	Puntland, Somalia (general), Somalia	SO	SO00	25718	9	49	11432105	20171107100000	http://somaliamediamonitoring.org/november-7-2017-morning-headlines/
704594858	20171008	201710	2017	2017.7616	DNK	DANISH	DNK								BUS	BUSINESS						BUS			1	010	010	01	1	0.0	4	1	4	-3.1390134529148	1	Denmark	DA	DA		56	10	DA	1	Denmark	DA	DA		56	10	DA	1	Denmark	DA	DA		56	10	DA	20171107100000	http://www.seatrade-maritime.com/news/europe/maersk-drilling-in-1-67bn-q3-loss-structural-solution-expected-within-12-months.html
704594859	20171008	201710	2017	2017.7616	DNK	DANISH	DNK								BUS	BUSINESS						BUS			1	042	042	04	1	1.9	4	1	4	-3.1390134529148	1	Denmark	DA	DA		56	10	DA	3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	1	Denmark	DA	DA		56	10	DA	20171107100000	http://www.seatrade-maritime.com/news/europe/maersk-drilling-in-1-67bn-q3-loss-structural-solution-expected-within-12-months.html
704594860	20171008	201710	2017	2017.7616	DNKBUS	DANISH	DNK					BUS			BUS	BUSINESS						BUS			1	010	010	01	1	0.0	6	1	6	-3.1390134529148	1	Denmark	DA	DA		56	10	DA	1	Denmark	DA	DA		56	10	DA	1	Denmark	DA	DA		56	10	DA	20171107100000	http://www.seatrade-maritime.com/news/europe/maersk-drilling-in-1-67bn-q3-loss-structural-solution-expected-within-12-months.html
704594861	20171008	201710	2017	2017.7616	DNKBUS	DANISH	DNK					BUS			BUS	BUSINESS						BUS			1	042	042	04	1	1.9	6	1	6	-3.1390134529148	1	Denmark	DA	DA		56	10	DA	3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	1	Denmark	DA	DA		56	10	DA	20171107100000	http://www.seatrade-maritime.com/news/europe/maersk-drilling-in-1-67bn-q3-loss-structural-solution-expected-within-12-months.html
704594862	20171008	201710	2017	2017.7616	GBR	UNITED KINGDOM	GBR								GBRGOV	DAVID CAMERON	GBR					GOV			0	040	040	04	1	1.0	2	1	2	-4.34782608695652	1	United Kingdom	UK	UK		54	-4	UK	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	1	United Kingdom	UK	UK		54	-4	UK	20171107100000	https://www.rt.com/uk/409015-iran-johnson-ratcliffe-jail/
704594863	20171008	201710	2017	2017.7616	GBR	UNITED KINGDOM	GBR								GBRGOV	DAVID CAMERON	GBR					GOV			0	040	040	04	1	1.0	2	1	2	-4.34782608695652	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20171107100000	https://www.rt.com/uk/409015-iran-johnson-ratcliffe-jail/
704594864	20171008	201710	2017	2017.7616	GBRGOV	DAVID CAMERON	GBR					GOV			IRNGOV	IRANIAN	IRN					GOV			0	040	040	04	1	1.0	6	1	6	-4.34782608695652	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171107100000	https://www.rt.com/uk/409015-iran-johnson-ratcliffe-jail/
