705783925	20161110	201611	2016	2016.8493											CHE	BASEL	CHE								1	042	042	04	1	1.9	5	1	5	3.62903225806451	0								3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	20171110193000	https://news.artnet.com/art-world/museum-ice-cream-opens-open-miami-1145564
705783926	20161110	201611	2016	2016.8493	AGR	FARMER						AGR			USA	UNITED STATES	USA								0	043	043	04	1	2.8	2	1	2	1.11016225448335	3	Pawpaw, West Virginia, United States	US	USWV	WV065	39.532	-78.4583	1544641	3	Pawpaw, West Virginia, United States	US	USWV	WV065	39.532	-78.4583	1544641	3	Pawpaw, West Virginia, United States	US	USWV	WV065	39.532	-78.4583	1544641	20171110193000	http://www.carrollcountytimes.com/ph-cc-nh-grafting-pruning-030916-20160309-story.html
705783927	20161110	201611	2016	2016.8493	AGR	FARMER						AGR			USA	UNITED STATES	USA								0	043	043	04	1	2.8	2	1	2	1.11016225448335	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	3	Pawpaw, West Virginia, United States	US	USWV	WV065	39.532	-78.4583	1544641	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20171110193000	http://www.carrollcountytimes.com/ph-cc-nh-grafting-pruning-030916-20160309-story.html
705783928	20161110	201611	2016	2016.8493	BRABUS	BRAZIL	BRA					BUS													1	114	114	11	3	-2.0	10	1	10	0.763358778625951	1	Mexico	MX	MX		23	-102	MX	0								1	United States	US	US		39.828175	-98.5795	US	20171110193000	http://www.bnamericas.com/en/news/banking/brazilian-banks-on-the-prowl-for-great-risk/
705783929	20161110	201611	2016	2016.8493	BUS	COMPANY						BUS													1	046	046	04	1	7.0	6	1	6	-0.31796502384738	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	0								3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	20171110193000	http://www.chicagotribune.com/business/ct-biz-plant-based-burgers-restaurants-20171107-story.html
705783930	20161110	201611	2016	2016.8493	BUS	COMPANY						BUS			USA	UNITED STATES	USA								1	046	046	04	1	7.0	4	1	4	-0.31796502384738	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20171110193000	http://www.chicagotribune.com/business/ct-biz-plant-based-burgers-restaurants-20171107-story.html
705783931	20161110	201611	2016	2016.8493	CHE	BASEL	CHE																		1	043	043	04	1	2.8	5	1	5	3.62903225806451	3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	0								3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	20171110193000	https://news.artnet.com/art-world/museum-ice-cream-opens-open-miami-1145564
705783932	20161110	201611	2016	2016.8493	EDU	SCHOOL						EDU													0	051	051	05	1	3.4	2	1	2	-1.00010205122972	3	Hackensack, New Jersey, United States	US	USNJ	NJ003	40.8859	-74.0435	876855	0								3	Hackensack, New Jersey, United States	US	USNJ	NJ003	40.8859	-74.0435	876855	20171110193000	http://www.mycentraljersey.com/story/news/watchdog/2017/02/15/fethullah-gulen-charter-schools-islamic-cleric-new-jersey/94574618/
705783933	20161110	201611	2016	2016.8493	EDU	SCHOOL						EDU													0	051	051	05	1	3.4	1	1	1	-1.00010205122972	1	Jersey	JE	JE		49.216667	-2.116667	JE	0								1	Jersey	JE	JE		49.216667	-2.116667	JE	20171110193000	http://www.mycentraljersey.com/story/news/watchdog/2017/02/15/fethullah-gulen-charter-schools-islamic-cleric-new-jersey/94574618/
705783934	20161110	201611	2016	2016.8493	EDU	SCHOOL						EDU			NOR	BERGEN	NOR								0	042	042	04	1	1.9	6	1	6	-1.00010205122972	3	Hackensack, New Jersey, United States	US	USNJ	NJ003	40.8859	-74.0435	876855	3	Hackensack, New Jersey, United States	US	USNJ	NJ003	40.8859	-74.0435	876855	3	Hackensack, New Jersey, United States	US	USNJ	NJ003	40.8859	-74.0435	876855	20171110193000	http://www.mycentraljersey.com/story/news/watchdog/2017/02/15/fethullah-gulen-charter-schools-islamic-cleric-new-jersey/94574618/
