703007215	20161101	201611	2016	2016.8247	BUS	COMPANY						BUS													1	061	061	06	2	6.4	5	1	5	2.89855072463768	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	0								4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20171101163000	https://auto.economictimes.indiatimes.com/news/two-wheelers/motorcycles/honda-two-wheelers-india-total-sales-degrew-5-2-in-october-2017/61417410
703007216	20161101	201611	2016	2016.8247	BUS	COMPANY						BUS			MNCJPN	TOYOTA	JPN					MNC			1	061	061	06	2	6.4	4	1	4	4.38247011952191	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	20171101163000	http://orissadiary.com/%E2%80%8B%E2%80%8Btoyota-kirloskar-motor-sells-14000-units-october-2017/
703007217	20161101	201611	2016	2016.8247	BUS	BUSINESS						BUS			SGP	SINGAPORE	SGP								0	043	043	04	1	2.8	2	1	2	4.21286031042129	1	Singapore	SN	SN		1.366667	103.8	SN	4	Guwahati, Assam, India	IN	IN03	17583	26.1833	91.7333	-2096059	1	Singapore	SN	SN		1.366667	103.8	SN	20171101163000	http://businessworld.in/article/Sonowal-urges-Singapore-Minister-for-introduce-direct-flight/01-11-2017-130197/
703007218	20161101	201611	2016	2016.8247	CHN	CHINA	CHN								CHNGOV	CHINESE	CHN					GOV			1	010	010	01	1	0.0	3	1	3	1.90336749633968	4	Cotabato, Cotabato, Philippines	RP	RPB8	67175	7.22361	124.246	-2422630	4	Cotabato, Cotabato, Philippines	RP	RPB8	67175	7.22361	124.246	-2422630	4	Cotabato, Cotabato, Philippines	RP	RPB8	67175	7.22361	124.246	-2422630	20171101163000	http://www.manilatimes.net/on-kinship-diplomacy/360144/
703007219	20161101	201611	2016	2016.8247	COP	DEPUTY						COP													1	030	030	03	1	4.0	1	1	1	3.74449339207048	4	Dzilam De Bravo, YucatáMX, Mexico	MX	MX31	21304	21.4	-88.8833	-1661063	0								4	Dzilam De Bravo, YucatáMX, Mexico	MX	MX31	21304	21.4	-88.8833	-1661063	20171101163000	http://www.theyucatantimes.com/2017/11/trendsetting-yucatan-plans-increased-production-and-usage-of-clean-energy/
703007220	20161101	201611	2016	2016.8247	COP	PRISON						COP			BUS	BUSINESS						BUS			1	173	173	17	4	-5.0	6	1	6	-12.5628140703517	2	Vermont, United States	US	USVT		44.0407	-72.7093	VT	2	Vermont, United States	US	USVT		44.0407	-72.7093	VT	2	Vermont, United States	US	USVT		44.0407	-72.7093	VT	20171101163000	https://federalnewsradio.com/u-s-news/2017/11/vermont-woman-gets-prison-in-vodka-death-of-disabled-child/
703007221	20161101	201611	2016	2016.8247	COP	TROOPER						COP			JUD	SUPERIOR COURT						JUD			1	0873	087	08	2	9.0	2	1	2	-7.8909612625538	3	Worcester, Massachusetts, United States	US	USMA	MA027	42.2626	-71.8023	617867	3	Worcester, Massachusetts, United States	US	USMA	MA027	42.2626	-71.8023	617867	3	Worcester, Massachusetts, United States	US	USMA	MA027	42.2626	-71.8023	617867	20171101163000	https://www.officer.com/investigations/news/20981240/bail-reduced-for-driver-david-k-njuguna-in-death-of-massachusetts-state-police-trooper-thomas-l-clardy
703007222	20161101	201611	2016	2016.8247	COP	DEPUTY						COP			MEX	MEXICO	MEX								1	030	030	03	1	4.0	2	1	2	3.74449339207048	4	Dzilam De Bravo, YucatáMX, Mexico	MX	MX31	21304	21.4	-88.8833	-1661063	4	Dzilam De Bravo, YucatáMX, Mexico	MX	MX31	21304	21.4	-88.8833	-1661063	4	Dzilam De Bravo, YucatáMX, Mexico	MX	MX31	21304	21.4	-88.8833	-1661063	20171101163000	http://www.theyucatantimes.com/2017/11/trendsetting-yucatan-plans-increased-production-and-usage-of-clean-energy/
703007223	20161101	201611	2016	2016.8247	COP	TROOPER						COP			USAJUD	UNITED STATES	USA					JUD			1	0873	087	08	2	9.0	8	1	8	-7.8909612625538	3	Worcester, Massachusetts, United States	US	USMA	MA027	42.2626	-71.8023	617867	3	Worcester, Massachusetts, United States	US	USMA	MA027	42.2626	-71.8023	617867	3	Worcester, Massachusetts, United States	US	USMA	MA027	42.2626	-71.8023	617867	20171101163000	https://www.officer.com/investigations/news/20981240/bail-reduced-for-driver-david-k-njuguna-in-death-of-massachusetts-state-police-trooper-thomas-l-clardy
703007224	20161101	201611	2016	2016.8247	EDUEDU	SCHOOL						EDU	EDU		BUS	COMPANY						BUS			1	193	193	19	4	-10.0	5	1	5	0.57553956834532	3	Lincoln County, Colorado, United States	US	USCO	CO073	39.05	-103.451	198152	3	Lincoln County, Colorado, United States	US	USCO		39.05	-103.451	198152	3	Lincoln County, Colorado, United States	US	USCO		39.05	-103.451	198152	20171101163000	http://www.lincolntimesnews.com/lincolnton-chick-fil-hearing-city-agenda/
