704132589	20161105	201611	2016	2016.8356	ISR	ISRAELI	ISR																		1	036	036	03	1	4.0	1	1	1	2.2508038585209	4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	0								4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	20171105201500	http://www.thehindu.com/news/cities/bangalore/science-technology-academia-on-agenda-of-israeli-pms-visit/article19989098.ece
704132590	20161105	201611	2016	2016.8356	ISR	ISRAELI	ISR																		1	036	036	03	1	4.0	8	1	8	2.2508038585209	4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	0								1	Israel	IS	IS		31.5	34.75	IS	20171105201500	http://www.thehindu.com/news/cities/bangalore/science-technology-academia-on-agenda-of-israeli-pms-visit/article19989098.ece
704132591	20161105	201611	2016	2016.8356	ISR	ISRAELI	ISR																		1	036	036	03	1	4.0	1	1	1	2.2508038585209	1	Israel	IS	IS		31.5	34.75	IS	0								4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	20171105201500	http://www.thehindu.com/news/cities/bangalore/science-technology-academia-on-agenda-of-israeli-pms-visit/article19989098.ece
704132592	20161105	201611	2016	2016.8356	MNCUSA	SOUTHWEST AIRLINES	USA					MNC													1	051	051	05	1	3.4	6	1	6	0.89717046238785	4	Munich, Bayern, Germany	GM	GM02	16532	48.15	11.5833	-1829149	0								4	Munich, Bayern, Germany	GM	GM02	16532	48.15	11.5833	-1829149	20171105201500	http://ajournalofmusicalthings.com/concerts-sky-list-live-performances-aboard-passenger-aircraft-high-altitude-gigs/
704132593	20161105	201611	2016	2016.8356	MNCUSA	SOUTHWEST AIRLINES	USA					MNC			DEU	GERMANY	DEU								1	051	051	05	1	3.4	4	1	4	0.89717046238785	4	Munich, Bayern, Germany	GM	GM02	16532	48.15	11.5833	-1829149	4	Munich, Bayern, Germany	GM	GM02	16532	48.15	11.5833	-1829149	4	Munich, Bayern, Germany	GM	GM02	16532	48.15	11.5833	-1829149	20171105201500	http://ajournalofmusicalthings.com/concerts-sky-list-live-performances-aboard-passenger-aircraft-high-altitude-gigs/
704132594	20171006	201710	2017	2017.7562	BEL	BELGIUM	BEL								ESP	SPANISH	ESP								1	111	111	11	3	-2.0	2	1	2	-8.08510638297872	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	20171105201500	https://www.pbs.org/newshour/world/puigdemont-4-ousted-catalan-leaders-surrender-to-police
704132595	20171006	201710	2017	2017.7562	GOV	PRESIDENT						GOV			CHR	CHRISTIAN				CHR					1	060	060	06	2	6.0	4	1	4	-3.2312925170068	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20171105201500	https://www.christianpost.com/news/is-usaid-deifying-trumps-order-aid-christians-iraq-205449/
704132596	20171006	201710	2017	2017.7562	GOV	PRESIDENT						GOV			CVL	MINORITIES						CVL			1	060	060	06	2	6.0	4	1	4	-3.2312925170068	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20171105201500	https://www.christianpost.com/news/is-usaid-deifying-trumps-order-aid-christians-iraq-205449/
704132597	20171006	201710	2017	2017.7562	HLH	HOSPITAL						HLH			IND	DELHI	IND								1	051	051	05	1	3.4	5	1	5	-2.51256281407035	0								0								0								20171105201500	http://www.thehindu.com/news/cities/Delhi/n-d-tiwaris-condition-worsens-on-life-support/article19989071.ece
704132598	20171006	201710	2017	2017.7562	USAGOV	UNITED STATES	USA					GOV			CHR	CHRISTIAN				CHR					1	060	060	06	2	6.0	1	1	1	-3.2312925170068	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20171105201500	https://www.christianpost.com/news/is-usaid-deifying-trumps-order-aid-christians-iraq-205449/
