705660277	20161110	201611	2016	2016.8493											KAZ	KAZAKHSTAN	KAZ								1	036	036	03	1	4.0	5	1	5	0	0								1	Kazakhstan	KZ	KZ		48	68	KZ	1	Kazakhstan	KZ	KZ		48	68	KZ	20171110114500	http://www.blackseagrain.net/novosti/kazakhstan-in-september-increased-exports-of-vegetable-oils-more-than-3-times
705660278	20161110	201611	2016	2016.8493	IRN	IRAN	IRN								PGS	PERSIAN GULF	PGS								0	020	020	02	1	3.0	2	1	2	-0.24916943521595	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171110114500	http://www.hellenicshippingnews.com/australia-iran-could-dictate-2018-asia-condensate-market-trend/
705660279	20161110	201611	2016	2016.8493	KAZ	KAZAKHSTAN	KAZ																		1	036	036	03	1	4.0	5	1	5	0	1	Kazakhstan	KZ	KZ		48	68	KZ	0								1	Kazakhstan	KZ	KZ		48	68	KZ	20171110114500	http://www.blackseagrain.net/novosti/kazakhstan-in-september-increased-exports-of-vegetable-oils-more-than-3-times
705660280	20161110	201611	2016	2016.8493	KAZ	KAZAKHSTAN	KAZ																		1	061	061	06	2	6.4	5	1	5	0	1	Kazakhstan	KZ	KZ		48	68	KZ	0								1	Kazakhstan	KZ	KZ		48	68	KZ	20171110114500	http://www.blackseagrain.net/novosti/kazakhstan-in-september-increased-exports-of-vegetable-oils-more-than-3-times
705660281	20161110	201611	2016	2016.8493	KOR	SOUTH KOREA	KOR								BUS	COMPANY						BUS			0	010	010	01	1	0.0	5	1	5	-0.24916943521595	1	South Korea	KS	KS		37	127.5	KS	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171110114500	http://www.hellenicshippingnews.com/australia-iran-could-dictate-2018-asia-condensate-market-trend/
705660282	20161110	201611	2016	2016.8493	VAT	VATICAN	VAT								MED	SPOKESMAN						MED			1	100	100	10	3	-5.0	8	1	8	-1.18343195266272	4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	20171110114500	http://www.novinite.com/articles/185077/Pope+Francis+Bans+the+Sale+of+Cigarettes+in+the+Vatican+from+Next+Year
705660283	20161110	201611	2016	2016.8493	VAT	VATICAN	VAT								MED	SPOKESMAN						MED			1	172	172	17	4	-5.0	8	1	8	-1.18343195266272	1	Vatican City	VT	VT		41.9	12.45	VT	1	Vatican City	VT	VT		41.9	12.45	VT	1	Vatican City	VT	VT		41.9	12.45	VT	20171110114500	http://www.novinite.com/articles/185077/Pope+Francis+Bans+the+Sale+of+Cigarettes+in+the+Vatican+from+Next+Year
705660284	20161110	201611	2016	2016.8493	VAT	VATICAN	VAT								VATMED	VATICAN	VAT					MED			1	100	100	10	3	-5.0	2	1	2	-1.18343195266272	1	Bhutan	BT	BT		27.5	90.5	BT	4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	20171110114500	http://www.novinite.com/articles/185077/Pope+Francis+Bans+the+Sale+of+Cigarettes+in+the+Vatican+from+Next+Year
705660285	20161110	201611	2016	2016.8493	VAT	VATICAN	VAT								VATMED	VATICAN	VAT					MED			1	172	172	17	4	-5.0	2	1	2	-1.18343195266272	1	Vatican City	VT	VT		41.9	12.45	VT	1	Vatican City	VT	VT		41.9	12.45	VT	1	Vatican City	VT	VT		41.9	12.45	VT	20171110114500	http://www.novinite.com/articles/185077/Pope+Francis+Bans+the+Sale+of+Cigarettes+in+the+Vatican+from+Next+Year
705660286	20161110	201611	2016	2016.8493	VNM	VIETNAM	VNM								CRM	CRIMINAL						CRM			0	193	193	19	4	-10.0	1	1	1	-7.55494505494509	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171110114500	http://www.thesundaily.my/news/2017/11/10/philippines-duterte-says-he-once-stabbed-someone-death
705660287	20171011	201710	2017	2017.7699											CHN	CHINA	CHN								1	046	046	04	1	7.0	3	1	2	-1.34146341463414	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171110114500	https://timesofindia.indiatimes.com/india/india-china-likely-to-hold-border-talks-next-month/articleshow/61594117.cms
