702829628	20161101	201611	2016	2016.8247	BUS	BANK						BUS			USA	ILLINOIS	USA								1	173	173	17	4	-5.0	6	1	6	-11.5942028985507	3	Divernon, Illinois, United States	US	USIL	IL167	39.5656	-89.6573	407240	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	20171101031500	http://newschannel20.com/news/local/woman-arrested-for-illini-bank-robbery
702829629	20161101	201611	2016	2016.8247	COP	POLICE						COP			EDU	COLLEGE						EDU			0	036	036	03	1	4.0	6	1	6	-4.7191011235955	3	Berkeley, California, United States	US	USCA	CA001	37.8716	-122.273	1658037	3	Berkeley, California, United States	US	USCA	CA001	37.8716	-122.273	1658037	3	Berkeley, California, United States	US	USCA	CA001	37.8716	-122.273	1658037	20171101031500	https://www.thestar.com/news/world/2017/10/31/protesters-gather-at-california-campus-fight-breaks-out-before-milo-yiannopoulos-speech.html
702829630	20161101	201611	2016	2016.8247	COP	POLICE						COP			USA	UNITED STATES	USA								0	036	036	03	1	4.0	4	1	4	-4.7191011235955	3	Berkeley, California, United States	US	USCA	CA001	37.8716	-122.273	1658037	3	Berkeley, California, United States	US	USCA	CA001	37.8716	-122.273	1658037	3	Berkeley, California, United States	US	USCA	CA001	37.8716	-122.273	1658037	20171101031500	https://www.thestar.com/news/world/2017/10/31/protesters-gather-at-california-campus-fight-breaks-out-before-milo-yiannopoulos-speech.html
702829631	20161101	201611	2016	2016.8247	CUB	HAVANA	CUB								CYP	CYPRUS	CYP								0	043	043	04	1	2.8	1	1	1	-2.07253886010362	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	1	Cyprus	CY	CY		35	33	CY	1	Cyprus	CY	CY		35	33	CY	20171101031500	https://www.businessinsider.com.au/prosecutors-say-manafort-and-gates-received-millions-from-russian-oligarchs-2017-10
702829632	20161101	201611	2016	2016.8247	CYP	CYPRUS	CYP								CUB	HAVANA	CUB								0	042	042	04	1	1.9	1	1	1	-2.07253886010362	1	Cyprus	CY	CY		35	33	CY	1	Cyprus	CY	CY		35	33	CY	1	Cyprus	CY	CY		35	33	CY	20171101031500	https://www.businessinsider.com.au/prosecutors-say-manafort-and-gates-received-millions-from-russian-oligarchs-2017-10
702829633	20161101	201611	2016	2016.8247	CYP	CYPRUS	CYP								RUS	RUSSIA	RUS								0	043	043	04	1	2.8	2	1	2	-2.07253886010362	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	1	Russia	RS	RS		60	100	RS	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	20171101031500	https://www.businessinsider.com.au/prosecutors-say-manafort-and-gates-received-millions-from-russian-oligarchs-2017-10
702829634	20161101	201611	2016	2016.8247	EDU	COLLEGE						EDU			GBR	SCOT	GBR								0	042	042	04	1	1.9	1	1	1	-4.7191011235955	3	Berkeley, California, United States	US	USCA	CA001	37.8716	-122.273	1658037	3	Berkeley, California, United States	US	USCA	CA001	37.8716	-122.273	1658037	3	Berkeley, California, United States	US	USCA	CA001	37.8716	-122.273	1658037	20171101031500	https://www.thestar.com/news/world/2017/10/31/protesters-gather-at-california-campus-fight-breaks-out-before-milo-yiannopoulos-speech.html
702829635	20161101	201611	2016	2016.8247	GBR	SCOT	GBR								EDU	COLLEGE						EDU			0	043	043	04	1	2.8	1	1	1	-4.7191011235955	3	Berkeley, California, United States	US	USCA	CA001	37.8716	-122.273	1658037	3	Berkeley, California, United States	US	USCA	CA001	37.8716	-122.273	1658037	3	Berkeley, California, United States	US	USCA	CA001	37.8716	-122.273	1658037	20171101031500	https://www.thestar.com/news/world/2017/10/31/protesters-gather-at-california-campus-fight-breaks-out-before-milo-yiannopoulos-speech.html
702829636	20161101	201611	2016	2016.8247	JUD	ATTORNEY						JUD													1	010	010	01	1	0.0	6	1	6	-9.62566844919791	2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	0								2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	20171101031500	http://www.bnd.com/news/politics-government/national-politics/article181826286.html
702829637	20161101	201611	2016	2016.8247	JUD	ATTORNEY						JUD													1	120	120	12	3	-4.0	6	1	6	-9.62566844919791	2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	0								2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	20171101031500	http://www.bnd.com/news/politics-government/national-politics/article181826286.html
