703829975	20161104	201611	2016	2016.8329	AFR	AFRICA	AFR								MUS	MAURITIUS	MUS								1	036	036	03	1	4.0	8	1	4	3.08880308880309	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	1	Mauritius	MP	MP		16	146	MP	1	Mauritius	MP	MP		16	146	MP	20171104063000	https://kemptonexpress.co.za/160285/mauritians-learn-from-locals/
703829976	20161104	201611	2016	2016.8329	EDU	SCHOOL						EDU													1	020	020	02	1	3.0	2	1	2	1.74563591022444	3	Erie County, New York, United States	US	USNY	NY029	42.7667	-78.6664	974113	0								3	Erie County, New York, United States	US	USNY		42.7667	-78.6664	974113	20171104063000	http://www.wgrz.com/news/local/mental-health-education-required-for-ny-students/488920972
703829977	20161104	201611	2016	2016.8329	IND	KOLKATA	IND								BUS	BUSINESS						BUS			1	071	071	07	2	7.4	4	1	4	1.21581670362158	4	Kolkata, West Bengal, India	IN	IN28	70294	22.5697	88.3697	-2092511	4	Kolkata, West Bengal, India	IN	IN28	70294	22.5697	88.3697	-2092511	4	Kolkata, West Bengal, India	IN	IN28	70294	22.5697	88.3697	-2092511	20171104063000	http://articles.economictimes.indiatimes.com/mf/mf-news/essel-finance-launches-mf-business-aims-rs-1-lakh-crore-aum-in-7-8-years/articleshow/61503098.cms
703829978	20161104	201611	2016	2016.8329	MNCUSA	XEROX	USA					MNC			DEU	GERMAN	DEU								1	051	051	05	1	3.4	5	1	5	2.24358974358974	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20171104063000	http://jazz901.org/event/bonerama/
703829979	20161104	201611	2016	2016.8329	UAF	MILITANT						UAF													1	173	173	17	4	-5.0	5	1	5	-6.66666666666667	1	Pakistan	PK	PK		30	70	PK	0								1	Pakistan	PK	PK		30	70	PK	20171104063000	http://www.thenorthlines.com/pak-infiltrate-fresh-set-terrorists-kashmir-winters/
703829980	20161104	201611	2016	2016.8329	USA	UNITED STATES	USA																		1	033	033	03	1	5.2	6	1	6	3.4608378870674	3	Prior Lake, Minnesota, United States	US	USMN	MN139	44.7133	-93.4227	649740	0								3	Prior Lake, Minnesota, United States	US	USMN		44.7133	-93.4227	649740	20171104063000	http://www.startribune.com/what-s-missing-in-prior-lake-survey-says-very-little/455099583/
703829981	20161104	201611	2016	2016.8329	ZAF	SOUTH AFRICAN	ZAF								MUS	MAURITIUS	MUS								1	036	036	03	1	4.0	4	1	2	3.08880308880309	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	20171104063000	https://kemptonexpress.co.za/160285/mauritians-learn-from-locals/
703829982	20161104	201611	2016	2016.8329	ZAF	SOUTH AFRICAN	ZAF								MUS	MAURITIUS	MUS								1	036	036	03	1	4.0	8	1	4	3.08880308880309	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	1	Mauritius	MP	MP		16	146	MP	1	Mauritius	MP	MP		16	146	MP	20171104063000	https://kemptonexpress.co.za/160285/mauritians-learn-from-locals/
703829983	20171028	201710	2017	2017.8164											GBRLEG	BRITISH	GBR					LEG			1	112	112	11	3	-2.0	8	1	8	-8.91089108910887	0								1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20171104063000	http://www.presstv.com/Detail/2017/11/04/540911/UK-Conservative-sexual-scandal
703829984	20171028	201710	2017	2017.8164	GBR	BRITISH	GBR								GBRLEG	UNITED KINGDOM	GBR					LEG			1	112	112	11	3	-2.0	2	1	2	-8.91089108910887	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20171104063000	http://www.presstv.com/Detail/2017/11/04/540911/UK-Conservative-sexual-scandal
703829985	20171103	201711	2017	2017.8301											GOV	PRESIDENT						GOV			0	0841	084	08	2	7.0	6	1	6	-0.0528634361233502	0								1	Nigeria	NI	NI		10	8	NI	1	Nigeria	NI	NI		10	8	NI	20171104063000	http://www.peacefmonline.com/pages/politics/politics/201711/333817.php
703829986	20171103	201711	2017	2017.8301	AFR	AFRICA	AFR								GOV	PRESIDENT						GOV			0	0841	084	08	2	7.0	4	1	4	-0.0528634361233502	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	20171104063000	http://www.peacefmonline.com/pages/politics/politics/201711/333817.php
703829987	20171103	201711	2017	2017.8301	GUY	GUYANA	GUY																		1	051	051	05	1	3.4	5	1	5	1.35440180586908	4	Pomeroon River, Pomeroon-Supenaam, Guyana	GY	GY16	17158	7.62567	-58.7483	-922407	0								4	Pomeroon River, Pomeroon-Supenaam, Guyana	GY	GY16	17158	7.62567	-58.7483	-922407	20171104063000	https://www.stabroeknews.com/2017/news/stories/11/04/gta-hosts-tourism-fair/
703829988	20171103	201711	2017	2017.8301	MIL	ARMY						MIL													1	071	071	07	2	7.4	20	1	20	1.30176106615897	4	Georgetown, Demerara-Mahaica, Guyana	GY	GY12	17145	6.8	-58.15	-919880	0								4	Georgetown, Demerara-Mahaica, Guyana	GY	GY12	17145	6.8	-58.15	-919880	20171104063000	https://www.stabroeknews.com/2017/news/stories/11/04/salvation-army-launches-annual-christmas-appeal/
703829989	20171103	201711	2017	2017.8301	MIL	ARMY						MIL													1	071	071	07	2	7.4	18	1	18	0.952464595107602	4	Pomeroon River, Pomeroon-Supenaam, Guyana	GY	GY16	17158	7.62567	-58.7483	-922407	0								4	Pomeroon River, Pomeroon-Supenaam, Guyana	GY	GY16	17158	7.62567	-58.7483	-922407	20171104063000	https://www.stabroeknews.com/2017/news/stories/11/04/gta-hosts-tourism-fair/
703829990	20171103	201711	2017	2017.8301	MIL	ARMY						MIL													1	071	071	07	2	7.4	2	1	2	1.35440180586908	1	United Kingdom	UK	UK		54	-4	UK	0								4	Pomeroon River, Pomeroon-Supenaam, Guyana	GY	GY16	17158	7.62567	-58.7483	-922407	20171104063000	https://www.stabroeknews.com/2017/news/stories/11/04/gta-hosts-tourism-fair/
703829991	20171103	201711	2017	2017.8301	USAMED	REUTERS	USA					MED			GOV	PRESIDENT						GOV			1	111	111	11	3	-2.0	4	1	4	-4.95369485096061	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171104063000	https://www.stabroeknews.com/2017/news/world/11/04/trump-says-he-recalls-little-about-meeting-where-aide-spoke-of-russia/
703829992	20171103	201711	2017	2017.8301	USAMED	REUTERS	USA					MED			GOV	PRESIDENT						GOV			0	111	111	11	3	-2.0	2	1	2	-3.86920400056447	1	Afghanistan	AF	AF		33	66	AF	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171104063000	https://www.stabroeknews.com/2017/news/world/11/04/in-clash-with-trump-u-s-report-says-humans-cause-climate-change/
703829993	20171103	201711	2017	2017.8301	USAMED	REUTERS	USA					MED			GOV	PRESIDENT						GOV			0	111	111	11	3	-2.0	3	1	3	-3.20699708454811	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	20171104063000	https://www.stabroeknews.com/2017/news/world/11/04/in-clash-with-trump-u-s-report-says-humans-cause-climate-change/
703829994	20171103	201711	2017	2017.8301	USAMED	REUTERS	USA					MED			USAGOV	UNITED STATES	USA					GOV			0	111	111	11	3	-2.0	1	1	1	-3.20699708454811	4	Lusaka, Lusaka, Zambia	ZA	ZA09	65208	-15.4167	28.2833	-2291861	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171104063000	https://www.stabroeknews.com/2017/news/world/11/04/in-clash-with-trump-u-s-report-says-humans-cause-climate-change/
703829995	20171103	201711	2017	2017.8301	USAMED	REUTERS	USA					MED			USAGOV	UNITED STATES	USA					GOV			0	111	111	11	3	-2.0	1	1	1	-4.53141091658084	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171104063000	https://www.stabroeknews.com/2017/news/world/11/04/trump-says-he-recalls-little-about-meeting-where-aide-spoke-of-russia/
703829996	20171104	201711	2017	2017.8329											AFG	AFGHANISTAN	AFG								1	042	042	04	1	1.9	4	1	4	-6.22054665409991	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171104063000	https://www.stabroeknews.com/2017/news/world/11/04/no-prison-for-u-s-army-deserter-bergdahl-who-trump-wanted-dead/
703829997	20171104	201711	2017	2017.8329											AFR	AFRICA	AFR								0	100	100	10	3	-5.0	4	1	4	-4.33168316831683	0								4	Atteridgeville, Gauteng, South Africa	SF	SF06	77346	-25.7704	28.0807	-1208058	4	Atteridgeville, Gauteng, South Africa	SF	SF06	77346	-25.7704	28.0807	-1208058	20171104063000	https://www.iol.co.za/ios/news/justices-why-did-oscar-pistorius-not-explain-the-four-shots-11850559
703829998	20171104	201711	2017	2017.8329											AFR	AFRICA	AFR								1	112	112	11	3	-2.0	2	1	2	-7.33333333333333	0								4	Matroosberg, Western Cape, South Africa	SF	SF11	77327	-33.3819	19.6676	-1258255	4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	20171104063000	https://www.news24.com/SouthAfrica/News/alleged-child-rapist-expected-back-in-court-20170503
703829999	20171104	201711	2017	2017.8329											AFR	AFRICA	AFR								1	112	112	11	3	-2.0	2	1	2	-7.33333333333333	0								4	Matroosberg, Western Cape, South Africa	SF	SF11	77327	-33.3819	19.6676	-1258255	4	Matroosberg, Western Cape, South Africa	SF	SF11	77327	-33.3819	19.6676	-1258255	20171104063000	https://www.news24.com/SouthAfrica/News/alleged-child-rapist-expected-back-in-court-20170503
703830000	20171104	201711	2017	2017.8329											AFR	AFRICA	AFR								1	173	173	17	4	-5.0	4	1	4	-4.1522491349481	0								4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	20171104063000	https://www.news24.com/SouthAfrica/News/stacha-arendse-murder-case-moved-to-high-court-20171004
703830001	20171104	201711	2017	2017.8329											AFR	AFRICA	AFR								1	190	190	19	4	-10.0	2	1	2	-7.33333333333333	0								4	Mitchells Plain, Western Cape, South Africa	SF	SF11	77317	-34.0534	18.6236	-1260854	4	Mitchells Plain, Western Cape, South Africa	SF	SF11	77317	-34.0534	18.6236	-1260854	20171104063000	https://www.news24.com/SouthAfrica/News/alleged-child-rapist-expected-back-in-court-20170503
703830002	20171104	201711	2017	2017.8329											AFR	AFRICA	AFR								0	193	193	19	4	-10.0	1	1	1	-4.33168316831683	0								4	Atteridgeville, Gauteng, South Africa	SF	SF06	77346	-25.7704	28.0807	-1208058	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	20171104063000	https://www.iol.co.za/ios/news/justices-why-did-oscar-pistorius-not-explain-the-four-shots-11850559
