704049796	20161105	201611	2016	2016.8356	AUS	AUSTRALIA	AUS								GHA	GHANA	GHA								1	190	190	19	4	-10.0	2	1	2	-3.54330708661417	4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	20171105100000	http://www.adelaidenow.com.au/news/national/brittney-jade-dwyer-invented-possible-memories-of-abuse-in-attempt-to-excuse-murder-of-grandfather-robert-whitwell/news-story/bff470d360c5aec01eef49d9ab904ea9?nk=958a7e87b6ae909756e728b89327a0e7-1509875310
704049797	20161105	201611	2016	2016.8356	AUS	AUSTRALIA	AUS								GHA	GHANA	GHA								1	190	190	19	4	-10.0	2	1	2	-3.51906158357771	4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	1	Ghana	GH	GH		8	-2	GH	1	Ghana	GH	GH		8	-2	GH	20171105100000	http://www.adelaidenow.com.au/news/law-order/brittney-jade-dwyer-invented-possible-memories-of-abuse-in-attempt-to-excuse-murder-of-grandfather-robert-whitwell/news-story/3b134c1e38d869cee386669155ade21c?nk=098269afedb11c46da2fe06e31fd898c-1509875380
704049798	20161105	201611	2016	2016.8356	BEL	WATERLOO	BEL								CVL	VOTER						CVL			1	014	014	01	1	0.0	10	1	10	-0.16638935108153	0								0								0								20171105100000	http://wcfcourier.com/news/local/govt-and-politics/voters-to-choose-next-city-leaders-tuesday/article_1d34a6b8-0f71-5ea3-98f7-21b856827545.html
704049799	20161105	201611	2016	2016.8356	COP	POLICE						COP													0	180	180	18	4	-9.0	2	1	2	-8.99470899470901	3	Springerville, Arizona, United States	US	USAZ	AZ001	34.1334	-109.286	34747	0								3	Springerville, Arizona, United States	US	USAZ	AZ001	34.1334	-109.286	34747	20171105100000	http://azdailysun.com/news/reports-of-sexual-assaults-on-the-rise-in-flagstaff-region/article_505aa410-3cb0-5dce-81d5-b96752c8b060.html
704049800	20161105	201611	2016	2016.8356	COP	POLICE						COP													0	180	180	18	4	-9.0	3	1	3	-8.99470899470901	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	0								2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	20171105100000	http://azdailysun.com/news/reports-of-sexual-assaults-on-the-rise-in-flagstaff-region/article_505aa410-3cb0-5dce-81d5-b96752c8b060.html
704049801	20161105	201611	2016	2016.8356	GHA	GHANA	GHA								AUS	AUSTRALIA	AUS								1	190	190	19	4	-10.0	4	1	4	-3.53118433509594	4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	20171105100000	http://www.adelaidenow.com.au/news/law-order/brittney-jade-dwyer-invented-possible-memories-of-abuse-in-attempt-to-excuse-murder-of-grandfather-robert-whitwell/news-story/3b134c1e38d869cee386669155ade21c?nk=098269afedb11c46da2fe06e31fd898c-1509875380
704049802	20161105	201611	2016	2016.8356	GOV	REGIME						GOV			TUR	TURKEY	TUR								1	051	051	05	1	3.4	6	1	6	-3.16742081447964	4	Aleppo, ?alab, Syria	SY	SY09	26319	36.2028	37.1586	-2541857	4	Aleppo, ?alab, Syria	SY	SY09	26319	36.2028	37.1586	-2541857	4	Aleppo, ?alab, Syria	SY	SY09	26319	36.2028	37.1586	-2541857	20171105100000	https://www.middleeastmonitor.com/20171105-syrian-teenage-boy-gets-prosthetic-legs-in-turkey/
704049803	20161105	201611	2016	2016.8356	LEG	SENATE						LEG			MMR	MYANMAR	MMR								1	043	043	04	1	2.8	5	1	5	-2.00573065902579	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20171105100000	https://bdnews24.com/bangladesh/2017/11/05/us-focusing-on-solving-rohingya-problems-not-punishing-myanmar-under-secretary-of-state
704049804	20161105	201611	2016	2016.8356	MMR	MYANMAR	MMR								LEG	SENATE						LEG			1	042	042	04	1	1.9	5	1	5	-2.00573065902579	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20171105100000	https://bdnews24.com/bangladesh/2017/11/05/us-focusing-on-solving-rohingya-problems-not-punishing-myanmar-under-secretary-of-state
704049805	20161105	201611	2016	2016.8356	TUR	TURKEY	TUR								SYR	SYRIA	SYR								1	051	051	05	1	3.4	4	1	4	-3.16742081447964	4	Aleppo, ?alab, Syria	SY	SY09	26319	36.2028	37.1586	-2541857	4	Aleppo, ?alab, Syria	SY	SY09	26319	36.2028	37.1586	-2541857	4	Aleppo, ?alab, Syria	SY	SY09	26319	36.2028	37.1586	-2541857	20171105100000	https://www.middleeastmonitor.com/20171105-syrian-teenage-boy-gets-prosthetic-legs-in-turkey/
