705109442	20161108	201611	2016	2016.8438											CVL	RESIDENTS						CVL			0	033	033	03	1	5.2	1	1	1	-2.66429840142096	0								2	Idaho, United States	US	USID		44.2394	-114.51	ID	2	Idaho, United States	US	USID		44.2394	-114.51	ID	20171108211500	http://www.nj.com/opinion/index.ssf/2017/11/electoral_lessons_of_2017_trump_rejection_has_begu.html
705109443	20161108	201611	2016	2016.8438											CVL	RESIDENTS						CVL			0	033	033	03	1	5.2	2	1	2	-2.66429840142096	0								2	Maine, United States	US	USME		44.6074	-69.3977	ME	2	Maine, United States	US	USME		44.6074	-69.3977	ME	20171108211500	http://www.nj.com/opinion/index.ssf/2017/11/electoral_lessons_of_2017_trump_rejection_has_begu.html
705109444	20161108	201611	2016	2016.8438											GUY	GEORGETOWN	GUY								1	036	036	03	1	4.0	6	1	6	1.5180265654649	0								4	Georgetown, Demerara-Mahaica, Guyana	GY	GY12	17145	6.8	-58.15	-919880	4	Georgetown, Demerara-Mahaica, Guyana	GY	GY12	17145	6.8	-58.15	-919880	20171108211500	http://www.anguillanews.com/enews/index.php/permalink/5633.html
705109445	20161108	201611	2016	2016.8438	BEL	BRUSSELS	BEL								MIL	ARMY						MIL			1	154	154	15	4	-7.2	4	4	4	0	1	Afghanistan	AF	AF		33	66	AF	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	1	Afghanistan	AF	AF		33	66	AF	20171108211500	http://www.military.com/daily-news/2017/11/08/us-could-have-almost-16k-troops-afghanistan-year.html
705109446	20161108	201611	2016	2016.8438	BUS	COMPANY						BUS													0	030	030	03	1	4.0	10	1	10	7.82918149466193	1	Ethiopia	ET	ET		8	38	ET	0								1	Ethiopia	ET	ET		8	38	ET	20171108211500	https://www.journalducameroun.com/en/ethiopia-yara-international-to-start-largescale-potash-production/
705109447	20161108	201611	2016	2016.8438	CHRMED	CHRISTIAN				CHR		MED			USA	OREGON	USA								1	010	010	01	1	0.0	6	1	6	-1.53321976149915	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	20171108211500	http://kut.org/post/meet-texan-climate-skeptic-who-could-run-environmental-policy-white-house
705109448	20161108	201611	2016	2016.8438	CHRMED	CHRISTIAN				CHR		MED			USA	OREGON	USA								1	010	010	01	1	0.0	2	1	2	-1.53321976149915	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20171108211500	http://kut.org/post/meet-texan-climate-skeptic-who-could-run-environmental-policy-white-house
705109449	20161108	201611	2016	2016.8438	COP	DEPUTY						COP													1	112	112	11	3	-2.0	2	1	2	-6.93548387096774	3	King County, Washington, United States	US	USWA	WA033	47.4665	-121.818	1531933	0								3	King County, Washington, United States	US	USWA		47.4665	-121.818	1531933	20171108211500	http://www.thestranger.com/slog/2017/11/08/25551793/mitzi-johanknecht-leading-king-county-sheriff-john-urquhart-after-first-ballot-drop
705109450	20161108	201611	2016	2016.8438	GOV	GOVERNMENT						GOV			SWE	SWEDEN	SWE								0	046	046	04	1	7.0	2	1	2	-3.69018653690186	1	Russia	RS	RS		60	100	RS	4	Stockholm, Stockholm, Sweden	SW	SW26	26170	59.3333	18.05	-2524279	4	Stockholm, Stockholm, Sweden	SW	SW26	26170	59.3333	18.05	-2524279	20171108211500	https://news.vice.com/story/fears-of-betrayal-could-cost-the-u-s-one-of-its-strongest-allies-in-iraq
705109451	20161108	201611	2016	2016.8438	GOVBUS	CENTRAL BANK						GOV	BUS												1	035	035	03	1	7.0	8	1	8	1.59924741298212	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	0								4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20171108211500	https://www.theepochtimes.com/fintech-thriving-on-its-wide-ranging-applicability_2352863.html
