703332824	20161102	201611	2016	2016.8274											EDU	UNIVERSITY						EDU			1	036	036	03	1	4.0	10	1	10	3.77358490566037	0								2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	20171102161500	http://www.al.com/business/index.ssf/2017/11/auburn_to_host_sec_cyber_secur.html
703332825	20161102	201611	2016	2016.8274											GOV	MINISTRY						GOV			1	114	114	11	3	-2.0	3	1	3	-3.71428571428572	0								1	Serbia	RI	RI		44	21	RI	1	Serbia	RI	RI		44	21	RI	20171102161500	http://www.bbc.co.uk/news/blogs-news-from-elsewhere-41845378
703332826	20161102	201611	2016	2016.8274											GOV	MINISTRY						GOV			1	114	114	11	3	-2.0	2	1	2	-3.71428571428572	0								1	Serbia	RI	RI		44	21	RI	1	Romania	RO	RO		46	25	RO	20171102161500	http://www.bbc.co.uk/news/blogs-news-from-elsewhere-41845378
703332827	20161102	201611	2016	2016.8274											ven	VENDA			ven						1	051	051	05	1	3.4	10	1	10	1.19402985074627	0								0								0								20171102161500	https://limpopomirror.co.za/articles/entertainment/44756/2017-11-02/its-time-to-enter-avbob-poetry-competition
703332828	20161102	201611	2016	2016.8274	BUS	BANK						BUS													1	013	013	01	1	0.4	6	1	6	4.55696202531646	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	0								4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	20171102161500	https://theeagleonline.com.ng/world-banks-support-fund-disbursement-in-north-east-ends-2018-official/
703332829	20161102	201611	2016	2016.8274	EDU	UNIVERSITY						EDU													0	020	020	02	1	3.0	10	1	10	2.0456333595594	3	Mountain View, Ohio, United States	US	USOH	OH085	41.705	-81.3582	1067432	0								3	Mountain View, Ohio, United States	US	USOH		41.705	-81.3582	1067432	20171102161500	https://mv-voice.com/news/2017/11/02/schools-develop-new-kind-of-transcript
703332830	20161102	201611	2016	2016.8274	EDU	UNIVERSITY						EDU													1	036	036	03	1	4.0	10	1	10	3.77358490566037	2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	0								2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	20171102161500	http://www.al.com/business/index.ssf/2017/11/auburn_to_host_sec_cyber_secur.html
703332831	20161102	201611	2016	2016.8274	ELI	ACTOR						ELI													0	017	017	01	1	0.0	6	1	6	0.20449897750511	4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	0								4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	20171102161500	https://xnepali.net/tag/sweta-khadka/
703332832	20161102	201611	2016	2016.8274	ELI	ACTOR						ELI			NPL	NEPAL	NPL								0	017	017	01	1	0.0	2	1	2	0.20449897750511	4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	20171102161500	https://xnepali.net/tag/sweta-khadka/
703332833	20161102	201611	2016	2016.8274	GBR	UNITED KINGDOM	GBR								IRL	IRELAND	IRL								0	111	111	11	3	-2.0	4	1	4	-2.58064516129032	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20171102161500	https://uk.reuters.com/article/uk-nireland-politics-dup/dup-predicts-direct-rule-of-northern-ireland-in-very-near-future-idUKKBN1D21RT
