703003468	20161101	201611	2016	2016.8247	BRA	BRAZILIAN	BRA								MNCBRA	EMBRAER	BRA					MNC			1	060	060	06	2	6.0	2	1	2	1.56739811912226	1	Brazil	BR	BR		-10	-55	BR	1	Brazil	BR	BR		-10	-55	BR	1	Brazil	BR	BR		-10	-55	BR	20171101161500	http://eng.belta.by/society/view/belavia-expects-to-receive-three-new-embraer-jets-by-2018-summer-season-106404-2017/
703003469	20161101	201611	2016	2016.8247	BRABUS	BRAZILIAN	BRA					BUS			MNCBRA	EMBRAER	BRA					MNC			1	060	060	06	2	6.0	3	1	3	1.56739811912226	1	Brazil	BR	BR		-10	-55	BR	1	Brazil	BR	BR		-10	-55	BR	1	Brazil	BR	BR		-10	-55	BR	20171101161500	http://eng.belta.by/society/view/belavia-expects-to-receive-three-new-embraer-jets-by-2018-summer-season-106404-2017/
703003470	20161101	201611	2016	2016.8247	BUS	AIRLINE						BUS			LAB	EMPLOYEE						LAB			0	111	111	11	3	-2.0	10	1	10	-5.41310541310541	1	Saudi Arabia	SA	SA		25	45	SA	1	Saudi Arabia	SA	SA		25	45	SA	1	Saudi Arabia	SA	SA		25	45	SA	20171101161500	http://daily-sun.com/post/265531/Pakistan-airline-leaves-two-coffins-behind-in-New-York
703003471	20161101	201611	2016	2016.8247	CHN	CHINESE	CHN								JPNMIL	JAPANESE	JPN					MIL			0	043	043	04	1	2.8	6	1	6	-4.65657741559954	1	China	CH	CH		35	105	CH	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20171101161500	https://www.nbcnews.com/news/china/can-china-beat-u-s-without-fight-n816146
703003472	20161101	201611	2016	2016.8247	COP	POLICE						COP			CRM	DEALER						CRM			1	173	173	17	4	-5.0	10	1	10	-4.59363957597173	4	Lower Valley, Mexico (general), Mexico	MX	MX00	19743	31.6667	-106.25	-1672451	3	Naugatuck, Connecticut, United States	US	USCT	CT009	41.4859	-73.0507	209191	3	Naugatuck, Connecticut, United States	US	USCT	CT009	41.4859	-73.0507	209191	20171101161500	http://www.rep-am.com/news/2017/11/01/fire-destroys-beacon-falls-home/
703003473	20161101	201611	2016	2016.8247	CRM	DEALER						CRM			COP	PRISON						COP			1	173	173	17	4	-5.0	8	1	8	-4.60469157254561	3	Watertown, Connecticut, United States	US	USCT	CT005	41.6062	-73.1182	211862	3	Oakville, Connecticut, United States	US	USCT	CT005	41.5934	-73.0854	209448	3	Oakville, Connecticut, United States	US	USCT	CT005	41.5934	-73.0854	209448	20171101161500	http://www.rep-am.com/news/2017/11/01/waterbury-heroin-dealer-gets-3-years-for-winsted-womans-fatal-overdose/
703003474	20161101	201611	2016	2016.8247	CRM	DEALER						CRM			COP	PRISON						COP			1	173	173	17	4	-5.0	2	1	2	-4.60469157254561	3	Watertown, Connecticut, United States	US	USCT	CT005	41.6062	-73.1182	211862	3	Watertown, Connecticut, United States	US	USCT	CT005	41.6062	-73.1182	211862	3	Watertown, Connecticut, United States	US	USCT	CT005	41.6062	-73.1182	211862	20171101161500	http://www.rep-am.com/news/2017/11/01/waterbury-heroin-dealer-gets-3-years-for-winsted-womans-fatal-overdose/
703003475	20161101	201611	2016	2016.8247	GRC	GREEK	GRC								GOV	MINIST						GOV			1	010	010	01	1	0.0	8	1	8	-6.77966101694916	4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	20171101161500	http://www.dw.com/en/refugees-protest-in-greece-for-family-reunification-in-germany/a-41199376
703003476	20161101	201611	2016	2016.8247	IGOEUREEC	THE EUROPEAN UNION	EUR	EEC				IGO			RUS	RUSSIA	RUS								1	061	061	06	2	6.4	10	1	10	-2.40963855421687	1	Pakistan	PK	PK		30	70	PK	4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	20171101161500	http://www.novinite.com/articles/184856/Latvia+to+Build+Fence+Along+Belarus+Border
703003477	20161101	201611	2016	2016.8247	JPNMIL	JAPANESE	JPN					MIL			CHN	CHINESE	CHN								0	042	042	04	1	1.9	6	1	6	-4.65657741559954	1	Japan	JA	JA		36	138	JA	1	China	CH	CH		35	105	CH	1	Japan	JA	JA		36	138	JA	20171101161500	https://www.nbcnews.com/news/china/can-china-beat-u-s-without-fight-n816146
