705482238	20161109	201611	2016	2016.8466											CVL	RESIDENTS						CVL			1	040	040	04	1	1.0	5	1	5	-1.1764705882353	0								3	Hall County, Georgia, United States	US	USGA		34.3168	-83.7832	1686953	3	Hall County, Georgia, United States	US	USGA		34.3168	-83.7832	1686953	20171109223000	https://www.gainesvilletimes.com/news/work-has-started-new-exit-14-i-985/
705482239	20161109	201611	2016	2016.8466	ARG	ARGENTINA	ARG								COL	COLOMBIA	COL								1	0311	031	03	1	5.2	4	1	4	1.74418604651163	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20171109223000	https://www.platts.com/latest-news/metals/cancun-mexico/latin-american-steel-demand-to-grow-4-in-2018-21506793
705482240	20161109	201611	2016	2016.8466	ARG	ARGENTINA	ARG								COL	COLOMBIA	COL								1	0311	031	03	1	5.2	4	1	4	1.74418604651163	1	United States	US	US		39.828175	-98.5795	US	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20171109223000	https://www.platts.com/latest-news/metals/cancun-mexico/latin-american-steel-demand-to-grow-4-in-2018-21506793
705482241	20161109	201611	2016	2016.8466	ARG	ARGENTINA	ARG								COL	COLOMBIA	COL								1	0311	031	03	1	5.2	2	1	2	1.74418604651163	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171109223000	https://www.platts.com/latest-news/metals/cancun-mexico/latin-american-steel-demand-to-grow-4-in-2018-21506793
705482242	20161109	201611	2016	2016.8466	GBRGOV	SCOTLAND	GBR					GOV			GBR	SCOTLAND	GBR								1	081	081	08	2	5.0	3	1	3	0.35714285714285	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20171109223000	https://www.out.com/news-opinion/2017/11/09/scotland-announces-legal-recognition-non-binary-people
705482243	20161109	201611	2016	2016.8466	LEG	SENATE						LEG			GOV	PRESIDENT						GOV			1	014	014	01	1	0.0	5	1	5	-2.69503546099291	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171109223000	http://www.switzer.com.au/the-experts/peter-switzer-expert/trump-and-the-republicans---dumb-and-even-dumber/
705482244	20161109	201611	2016	2016.8466	NZL	NEW ZEALAND	NZL								MNCUSA	BANK OF AMERICA	USA					MNC			1	173	173	17	4	-5.0	2	1	2	-8.51063829787234	1	New Zealand	NZ	NZ		-42	174	NZ	3	Chula Vista, California, United States	US	USCA		32.6401	-117.084	1660481	1	New Zealand	NZ	NZ		-42	174	NZ	20171109223000	https://www.sandiegoreader.com/news/2017/nov/09/ticker-killed-jail-while-mentally-ill/
705482245	20161109	201611	2016	2016.8466	NZL	NEW ZEALAND	NZL								MNCUSA	BANK OF AMERICA	USA					MNC			1	173	173	17	4	-5.0	2	1	2	-8.51063829787234	1	New Zealand	NZ	NZ		-42	174	NZ	1	New Zealand	NZ	NZ		-42	174	NZ	1	New Zealand	NZ	NZ		-42	174	NZ	20171109223000	https://www.sandiegoreader.com/news/2017/nov/09/ticker-killed-jail-while-mentally-ill/
705482246	20171010	201710	2017	2017.7671											GOV	IMMIGRATION MINIST						GOV			0	043	043	04	1	2.8	5	1	5	-5.66298342541436	0								4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20171109223000	https://independentaustralia.net/politics/politics-display/how-to-flee-persecution-properly-and-other-nonsense-rhymes,10914
705482247	20171010	201710	2017	2017.7671	BUS	COMPANY						BUS			USA	WASHINGTON	USA								0	010	010	01	1	0.0	1	1	1	-2.53929866989117	1	China	CH	CH		35	105	CH	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20171109223000	https://thinkprogress.org/trump-false-promises-coal-211a4fc296e2/
705482248	20171010	201710	2017	2017.7671	CHN	CHINA	CHN								GOV	PRIME MINISTER						GOV			1	036	036	03	1	4.0	10	1	10	2.11640211640212	4	Huangpu, Guangdong, China	CH	CH30	13028	23.1114	113.453	6026331	4	Huangpu, Guangdong, China	CH	CH30	13028	23.1114	113.453	6026331	4	Huangpu, Guangdong, China	CH	CH30	13028	23.1114	113.453	6026331	20171109223000	http://www.trinidadexpress.com/20171109/news/dr-rowley-is-headed-to-china
705482249	20171010	201710	2017	2017.7671	GOV	IMMIGRATION MINIST						GOV													0	042	042	04	1	1.9	5	1	5	-5.66298342541436	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	0								4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20171109223000	https://independentaustralia.net/politics/politics-display/how-to-flee-persecution-properly-and-other-nonsense-rhymes,10914
705482250	20171010	201710	2017	2017.7671	GOV	PRIME MINISTER						GOV			CHN	CHINA	CHN								1	036	036	03	1	4.0	2	1	2	2.11640211640212	4	Huangpu, Guangdong, China	CH	CH30	13028	23.1114	113.453	6026331	4	Huangpu, Guangdong, China	CH	CH30	13028	23.1114	113.453	6026331	4	Huangpu, Guangdong, China	CH	CH30	13028	23.1114	113.453	6026331	20171109223000	http://www.trinidadexpress.com/20171109/news/dr-rowley-is-headed-to-china
705482251	20171010	201710	2017	2017.7671	GOV	AUTHORITIES						GOV			MNCUSAMED	VERIZON	USA					MNC	MED		1	084	084	08	2	7.0	2	1	2	-7.42049469964664	3	Fair Oaks, California, United States	US	USCA	CA067	38.6446	-121.272	277510	3	Fair Oaks, California, United States	US	USCA		38.6446	-121.272	277510	3	Sacramento County, California, United States	US	USCA		38.4666	-121.318	277298	20171109223000	http://www.sacbee.com/news/local/crime/article183743051.html
705482252	20171010	201710	2017	2017.7671	GOV	EMBASSY						GOV			RUS	RUSSIAN	RUS								0	130	130	13	3	-4.4	4	1	4	-3.53535353535353	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171109223000	https://www.washingtonpost.com/world/national-security/rt-agrees-to-register-as-an-agent-of-the-russian-government/2017/11/09/bd62f9a2-c558-11e7-aae0-cb18a8c29c65_story.html
705482253	20171010	201710	2017	2017.7671	GOV	EMBASSY						GOV			RUSMED	RUSSIAN	RUS					MED			0	130	130	13	3	-4.4	6	1	6	-3.53535353535353	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171109223000	https://www.washingtonpost.com/world/national-security/rt-agrees-to-register-as-an-agent-of-the-russian-government/2017/11/09/bd62f9a2-c558-11e7-aae0-cb18a8c29c65_story.html
705482254	20171010	201710	2017	2017.7671	GOV	AUTHORITIES						GOV			USA	UNITED STATES	USA								1	084	084	08	2	7.0	2	1	2	-7.42049469964664	3	Fair Oaks, California, United States	US	USCA	CA067	38.6446	-121.272	277510	3	Sacramento County, California, United States	US	USCA		38.4666	-121.318	277298	3	Fair Oaks, California, United States	US	USCA		38.6446	-121.272	277510	20171109223000	http://www.sacbee.com/news/local/crime/article183743051.html
705482255	20171010	201710	2017	2017.7671	USA	COLUMBUS	USA																		1	120	120	12	3	-4.0	4	2	4	-6.51085003684293	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	0								2	Alabama, United States	US	USAL		32.799	-86.8073	AL	20171109223000	https://www.yahoo.com/news/ohio-governor-wont-spare-life-seriously-ill-inmate-202440303.html
705482256	20171010	201710	2017	2017.7671	USA	NEW YORK	USA								GOV	PRESIDENT						GOV			0	026	026	02	1	4.0	2	1	2	0.36603221083456	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171109223000	https://www.washingtonpost.com/news/powerpost/wp/2017/11/09/with-tough-races-over-bernie-sanders-renews-call-for-reforms-at-dnc/
705482257	20171010	201710	2017	2017.7671	USA	NEW YORK	USA								GOV	PRESIDENT						GOV			0	026	026	02	1	4.0	3	1	3	0.36603221083456	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171109223000	https://www.washingtonpost.com/news/powerpost/wp/2017/11/09/with-tough-races-over-bernie-sanders-renews-call-for-reforms-at-dnc/
705482258	20171010	201710	2017	2017.7671	USA	UNITED STATES	USA								MED	SPOKESMAN						MED			1	020	020	02	1	3.0	4	1	4	-0.41666666666667	3	San Francisco City Hall, California, United States	US	USCA	CA075	37.7791	-122.419	1655544	2	California, United States	US	USCA		36.17	-119.746	CA	3	San Francisco City Hall, California, United States	US	USCA		37.7791	-122.419	1655544	20171109223000	http://www.bostonherald.com/news/us_politics/2017/11/billionaire_tom_steyer_is_doubling_his_budget_on_these_ads_to_impeach_trump
705482259	20171010	201710	2017	2017.7671	USA	NEW YORK	USA								USAGOV	UNITED STATES	USA					GOV			0	026	026	02	1	4.0	1	1	1	0.36603221083456	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171109223000	https://www.washingtonpost.com/news/powerpost/wp/2017/11/09/with-tough-races-over-bernie-sanders-renews-call-for-reforms-at-dnc/
705482260	20171010	201710	2017	2017.7671	VEN	VENEZUELAN	VEN								MED	MEDIA						MED			1	163	163	16	4	-8.0	2	1	2	-3.98860398860399	1	Venezuela	VE	VE		8	-66	VE	1	Venezuela	VE	VE		8	-66	VE	1	Venezuela	VE	VE		8	-66	VE	20171109223000	http://wlrn.org/post/us-sanctions-10-more-venezuelan-government-leaders
705482261	20171102	201711	2017	2017.8274											USA	UNITED STATES	USA								1	036	036	03	1	4.0	2	1	2	3.97877984084881	0								3	Cass County, Indiana, United States	US	USIN		40.7545	-86.3567	450339	3	Cass County, Indiana, United States	US	USIN		40.7545	-86.3567	450339	20171109223000	http://www.wibc.com/news/local-news/isu-trustees-likely-confirm-deborah-curtis-next-president
705482262	20171102	201711	2017	2017.8274	BUS	COMPANY						BUS													0	0831	083	08	2	5.0	6	1	6	-2.59515570934256	1	Russia	RS	RS		60	100	RS	0								1	Russia	RS	RS		60	100	RS	20171109223000	http://www.nnettle.com/news/3129-donald-trump-is-about-to-take-down-hillary-clinton-31-indictments-filed-in-dc
705482263	20171102	201711	2017	2017.8274	CAN	CANADA	CAN								RUS	RUSSIAN	RUS								1	163	163	16	4	-8.0	1	1	1	0.91463414634146	4	Kiev, Ukraine (general), Ukraine	UP	UP00	28554	50.4333	30.5167	-1044367	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kiev, Ukraine (general), Ukraine	UP	UP00	28554	50.4333	30.5167	-1044367	20171109223000	https://www.yahoo.com/news/canada-pushes-un-peacekeeping-force-ukraine-215508028.html
705482264	20171102	201711	2017	2017.8274	CAN	CANADA	CAN								RUS	RUSSIAN	RUS								1	163	163	16	4	-8.0	7	1	7	0.91463414634146	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	20171109223000	https://www.yahoo.com/news/canada-pushes-un-peacekeeping-force-ukraine-215508028.html
705482265	20171102	201711	2017	2017.8274	CHE	SWITZERLAND	CHE								IDN	INDONESIA	IDN								1	080	080	08	2	5.0	10	1	10	4	4	Lauterbrunnen, Switzerland (general), Switzerland	SZ	SZ00	26307	46.5957	7.90765	-2552811	4	Lauterbrunnen, Switzerland (general), Switzerland	SZ	SZ00	26307	46.5957	7.90765	-2552811	4	Lauterbrunnen, Switzerland (general), Switzerland	SZ	SZ00	26307	46.5957	7.90765	-2552811	20171109223000	http://dianarikasari.blogspot.com/2017/11/it-was-long-good-day.html
705482266	20171102	201711	2017	2017.8274	COP	POLICE						COP			USA	UNITED STATES	USA								1	090	090	09	2	-2.0	1	1	1	-4.31211498973306	3	Beverly Hills, California, United States	US	USCA	CA037	34.0736	-118.4	1652672	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171109223000	http://kron4.com/ap/former-tv-anchor-says-spacey-sexually-assaulted-her-son/
705482267	20171102	201711	2017	2017.8274	COP	POLICE						COP			USA	UNITED STATES	USA								1	090	090	09	2	-2.0	1	1	1	-4.31211498973306	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171109223000	http://kron4.com/ap/former-tv-anchor-says-spacey-sexually-assaulted-her-son/
705482268	20171102	201711	2017	2017.8274	GBR	UNITED KINGDOM	GBR								COP	POLICE						COP			1	090	090	09	2	-2.0	1	1	1	-4.31211498973306	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171109223000	http://kron4.com/ap/former-tv-anchor-says-spacey-sexually-assaulted-her-son/
705482269	20171102	201711	2017	2017.8274	GBR	UNITED KINGDOM	GBR								COP	POLICE						COP			1	090	090	09	2	-2.0	1	1	1	-4.31211498973306	3	Los Angeles, California, United States	US	USCA	CA037	34.0522	-118.244	1662328	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171109223000	http://kron4.com/ap/former-tv-anchor-says-spacey-sexually-assaulted-her-son/
705482270	20171102	201711	2017	2017.8274	GOVMIL	NATIONAL SECURITY ADVISER						GOV	MIL		GOV	ADMINISTRATION						GOV			0	013	013	01	1	0.4	1	1	1	-2.16867469879518	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	20171109223000	http://kticradio.com/abc_world/after-repeated-tests-north-korea-hasnt-launched-a-missile-in-56-days-whats-going-on-abcid35994262/
705482271	20171102	201711	2017	2017.8274	JOR	JORDAN	JOR								MIL	NAVY						MIL			1	084	084	08	2	7.0	10	1	10	2.75229357798165	0								0								0								20171109223000	https://sneakernews.com/2017/11/09/air-jordan-6-unc-release-date-photos/
705482272	20171102	201711	2017	2017.8274	JUD	LAWYER						JUD			CRM	CRIMINAL						CRM			1	130	130	13	3	-4.4	6	1	6	-4.89795918367347	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171109223000	http://www.abajournal.com/news/article/lawyers_comments_are_restricted_in_manafort_case
705482273	20171102	201711	2017	2017.8274	LBNGOV	LEBANESE	LBN					GOV			SAU	SAUDI ARABIA	SAU								0	042	042	04	1	1.9	3	1	3	-2.3144996596324	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20171109223000	http://www.wsoctv.com/news/national-news/ap-top-news/lebanon-saudialigned-party-demands-pms-return-from-riyadh/644350889
705482274	20171102	201711	2017	2017.8274	LBNGOV	LEBANESE	LBN					GOV			SAU	SAUDI ARABIA	SAU								1	042	042	04	1	1.9	4	1	4	-3.56807511737089	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	20171109223000	http://hosted2.ap.org/CAANR/0260ea4c3e85456b80715585ba3c7b5b/Article_2017-11-09-ML-Lebanon/id-676841edd84a441c811c9a5fe51e8767
