703011194	20161101	201611	2016	2016.8247											AUSGOV	AUSTRALIA	AUS					GOV			0	051	051	05	1	3.4	1	1	1	0.45454545454546	0								4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Ayers Rock, Northern Territory, Australia	AS	AS03	154716	-25.3833	131.083	-1556648	20171101164500	https://article.wn.com/view/2017/11/01/Australia_Bans_Climbing_on_Sacred_Indigenous_Site_Uluru/
703011195	20161101	201611	2016	2016.8247											AUSGOV	NORTHERN TERRITORY	AUS					GOV			0	051	051	05	1	3.4	6	1	6	0.45454545454546	0								4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20171101164500	https://article.wn.com/view/2017/11/01/Australia_Bans_Climbing_on_Sacred_Indigenous_Site_Uluru/
703011196	20161101	201611	2016	2016.8247											BUS	COMPANY						BUS			1	040	040	04	1	1.0	10	1	10	1.93236714975846	0								1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	20171101164500	https://findbiometrics.com/interview-precise-biometrics-ceo-411010/
703011197	20161101	201611	2016	2016.8247											GBRMED	WALES	GBR					MED			1	042	042	04	1	1.9	5	1	5	2.83687943262411	0								4	Stoke-On-Trent, Stoke-on-Trent, United Kingdom	UK	UKN4	40131	53	-2.18333	-2608811	4	Stoke-On-Trent, Stoke-on-Trent, United Kingdom	UK	UKN4	40131	53	-2.18333	-2608811	20171101164500	http://www.stokesentinel.co.uk/whats-on/food-drink/costa-coffee-announced-christmas-drinks-711149
703011198	20161101	201611	2016	2016.8247											GBRMED	WALES	GBR					MED			1	110	110	11	3	-2.0	5	1	5	2.83687943262411	0								5	Staffordshire, Staffordshire, United Kingdom	UK	UKM9	40131	52.8333	-2	-2608511	5	Staffordshire, Staffordshire, United Kingdom	UK	UKM9	40131	52.8333	-2	-2608511	20171101164500	http://www.stokesentinel.co.uk/whats-on/food-drink/costa-coffee-announced-christmas-drinks-711149
703011199	20161101	201611	2016	2016.8247											USA	UNITED STATES	USA								1	016	016	01	1	-2.0	16	2	16	-7.87672368072129	0								3	Sapelo Island, Georgia, United States	US	USGA		31.3974	-81.2787	332979	3	Sapelo Island, Georgia, United States	US	USGA		31.3974	-81.2787	332979	20171101164500	http://www.kansascity.com/news/business/national-international/article182053286.html
703011200	20161101	201611	2016	2016.8247											USA	UNITED STATES	USA								1	020	020	02	1	3.0	16	2	16	-7.87672368072129	0								3	Sapelo Island, Georgia, United States	US	USGA		31.3974	-81.2787	332979	3	Sapelo Island, Georgia, United States	US	USGA		31.3974	-81.2787	332979	20171101164500	http://www.kansascity.com/news/business/national-international/article182053286.html
703011201	20161101	201611	2016	2016.8247	AUS	AUSTRALIA	AUS								AUSGOV	AUSTRALIA	AUS					GOV			0	051	051	05	1	3.4	1	1	1	0.45454545454546	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20171101164500	https://article.wn.com/view/2017/11/01/Australia_Bans_Climbing_on_Sacred_Indigenous_Site_Uluru/
703011202	20161101	201611	2016	2016.8247	AUS	AUSTRALIA	AUS								AUSGOV	AUSTRALIA	AUS					GOV			0	172	172	17	4	-5.0	1	1	1	0.45454545454546	5	Northern Territory, Northern Territory, Australia	AS	AS03	40197	-20	134	-1592100	5	Northern Territory, Northern Territory, Australia	AS	AS03	40197	-20	134	-1592100	5	Northern Territory, Northern Territory, Australia	AS	AS03	40197	-20	134	-1592100	20171101164500	https://article.wn.com/view/2017/11/01/Australia_Bans_Climbing_on_Sacred_Indigenous_Site_Uluru/
703011203	20161101	201611	2016	2016.8247	AUSGOV	AUSTRALIA	AUS					GOV			AUS	NORTHERN TERRITORY	AUS								0	051	051	05	1	3.4	1	1	1	0.45454545454546	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Ayers Rock, Northern Territory, Australia	AS	AS03	154716	-25.3833	131.083	-1556648	4	Ayers Rock, Northern Territory, Australia	AS	AS03	154716	-25.3833	131.083	-1556648	20171101164500	https://article.wn.com/view/2017/11/01/Australia_Bans_Climbing_on_Sacred_Indigenous_Site_Uluru/
