703570540	20161103	201611	2016	2016.8301	AUS	AUSTRALIAN	AUS								AUSCOP	AUSTRALIA	AUS					COP			0	112	112	11	3	-2.0	4	1	4	-5.11811023622047	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20171103104500	http://www.mirror.co.uk/news/world-news/porn-model-who-smuggled-12m-11459762
703570541	20161103	201611	2016	2016.8301	AUS	AUSTRALIA	AUS								GBR	UNITED KINGDOM	GBR								1	190	190	19	4	-10.0	4	1	4	-6.81265206812652	4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	20171103104500	http://www.dailymail.co.uk/news/article-5046123/British-bucket-list-killer-wrote-sick-horror-novel.html
703570542	20161103	201611	2016	2016.8301	AUSCOP	AUSTRALIAN	AUS					COP													0	112	112	11	3	-2.0	3	1	3	-5.11811023622047	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	0								4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20171103104500	http://www.mirror.co.uk/news/world-news/porn-model-who-smuggled-12m-11459762
703570543	20161103	201611	2016	2016.8301	AUSCOP	AUSTRALIAN	AUS					COP			AUS	SYDNEY	AUS								0	112	112	11	3	-2.0	3	1	3	-5.11811023622047	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20171103104500	http://www.mirror.co.uk/news/world-news/porn-model-who-smuggled-12m-11459762
703570544	20161103	201611	2016	2016.8301	CHN	CHINA	CHN								PHL	PHILIPPINE	PHL								0	051	051	05	1	3.4	2	1	2	-0.12353304508956	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	1	Philippines	RP	RP		13	122	RP	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	20171103104500	http://www.businessinsider.com/trump-asia-trip-what-you-need-to-know-2017-11
703570545	20161103	201611	2016	2016.8301	CHN	CHINA	CHN								PHL	PHILIPPINE	PHL								0	051	051	05	1	3.4	2	1	2	-0.12353304508956	1	China	CH	CH		35	105	CH	1	Philippines	RP	RP		13	122	RP	1	China	CH	CH		35	105	CH	20171103104500	http://www.businessinsider.com/trump-asia-trip-what-you-need-to-know-2017-11
703570546	20161103	201611	2016	2016.8301	CHN	CHINA	CHN								VNM	VIETNAM	VNM								0	190	190	19	4	-10.0	1	1	1	-0.12353304508956	4	South China Sea, Brunei (general), Brunei	BX	BX00		15	115	-1337919	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	1	China	CH	CH		35	105	CH	20171103104500	http://www.businessinsider.com/trump-asia-trip-what-you-need-to-know-2017-11
703570547	20161103	201611	2016	2016.8301	CHN	CHINA	CHN								VNM	VIETNAM	VNM								0	190	190	19	4	-10.0	1	1	1	-0.12353304508956	1	China	CH	CH		35	105	CH	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	1	China	CH	CH		35	105	CH	20171103104500	http://www.businessinsider.com/trump-asia-trip-what-you-need-to-know-2017-11
703570548	20161103	201611	2016	2016.8301	GBR	UNITED KINGDOM	GBR																		1	190	190	19	4	-10.0	2	1	2	-6.81265206812652	4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	0								4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	20171103104500	http://www.dailymail.co.uk/news/article-5046123/British-bucket-list-killer-wrote-sick-horror-novel.html
703570549	20161103	201611	2016	2016.8301	GBR	UNITED KINGDOM	GBR								USA	COLORADO	USA								0	081	081	08	2	5.0	8	1	8	0.434153400868309	4	Nuffield, Oxfordshire, United Kingdom	UK	UKK2	40127	51.5667	-1.03333	-2604478	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	20171103104500	https://www.theguardian.com/commentisfree/2017/nov/03/solve-nhs-chronic-underfunding-legalise-cannabis-tax-medicinal-aid-patients
703570550	20161103	201611	2016	2016.8301	IGOUNODEVWBK	WORLD BANK		UNO				IGO	DEV												1	010	010	01	1	0.0	2	1	2	2.05761316872428	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20171103104500	https://www.outlookindia.com/website/story/it-is-now-easier-to-do-business-in-india-than-ever-before-says-pm-modi/303874
703570551	20161103	201611	2016	2016.8301	IGOUNODEVWBK	WORLD BANK		UNO				IGO	DEV		IND	DELHI	IND								1	010	010	01	1	0.0	3	1	3	2.05761316872428	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20171103104500	https://www.outlookindia.com/website/story/it-is-now-easier-to-do-business-in-india-than-ever-before-says-pm-modi/303874
