703323976	20161102	201611	2016	2016.8274											LCA	SAINT LUCIA	LCA								0	043	043	04	1	2.8	4	1	4	-1.0498687664042	0								4	Soufriere, Soufriè, Saint Lucia	ST	ST09	25296	13.85	-61.05	-1314152	4	Soufriere, Soufriè, Saint Lucia	ST	ST09	25296	13.85	-61.05	-1314152	20171102153000	http://thevoiceslu.com/2017/11/toco-helpaws-world-vets-conduct-spay-neuter-clinics/
703323977	20161102	201611	2016	2016.8274	CHN	CHINA	CHN								TKM	TURKMEN	TKM								1	043	043	04	1	2.8	7	1	7	2.28310502283105	1	China	CH	CH		35	105	CH	4	Ashgabat, Ahal, Turkmenistan	TX	TX01	147325	37.95	58.3833	-2557812	1	China	CH	CH		35	105	CH	20171102153000	https://www.reuters.com/article/us-turkmenistan-russia-gas/turkmenistan-considers-shipping-gas-through-russia-to-europe-idUSKBN1D21U6
703323978	20161102	201611	2016	2016.8274	COPGOV	DEPUTY						COP	GOV												1	100	100	10	3	-5.0	3	1	3	0	1	South Africa	SF	SF		-30	26	SF	0								1	South Africa	SF	SF		-30	26	SF	20171102153000	https://www.georgeherald.com/News/Article/National/r20-an-hour-minimum-wage-approved-20171102
703323979	20161102	201611	2016	2016.8274	COPGOV	DEPUTY						COP	GOV		AFR	AFRICA	AFR								1	100	100	10	3	-5.0	2	1	2	0	1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	20171102153000	https://www.georgeherald.com/News/Article/National/r20-an-hour-minimum-wage-approved-20171102
703323980	20161102	201611	2016	2016.8274	CVL	MIGRANT						CVL			EUR	EUROPE	EUR								1	020	020	02	1	3.0	2	1	2	-0.46153846153846	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171102153000	http://www.globaljustice.org.uk/blog/2017/oct/30/its-been-quite-year-and-half-migration
703323981	20161102	201611	2016	2016.8274	GHA	GHANAIAN	GHA																		1	080	080	08	2	5.0	35	3	35	-0.933766869226468	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	0								4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	20171102153000	http://af.reuters.com/article/ghanaNews/idAFL8N1N86VO
703323982	20161102	201611	2016	2016.8274	IND	KOLKATA	IND																		1	120	120	12	3	-4.0	6	1	6	2.12765957446809	4	Kolkata, West Bengal, India	IN	IN28	70294	22.5697	88.3697	-2092511	0								4	Kolkata, West Bengal, India	IN	IN28	70294	22.5697	88.3697	-2092511	20171102153000	https://economictimes.indiatimes.com/markets/stocks/earnings/berger-paints-q2-net-dips-25-to-rs-111-crore/articleshow/61465094.cms
703323983	20161102	201611	2016	2016.8274	JEW	JEWISH				JEW					ISR	ISRAEL	ISR								1	1383	138	13	3	-7.0	5	1	5	-6.97247706422018	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171102153000	http://www.israelnationalnews.com/News/News.aspx/237575
703323984	20161102	201611	2016	2016.8274	LCA	SAINT LUCIA	LCA																		0	042	042	04	1	1.9	4	1	4	-1.0498687664042	4	Soufriere, Soufriè, Saint Lucia	ST	ST09	25296	13.85	-61.05	-1314152	0								4	Soufriere, Soufriè, Saint Lucia	ST	ST09	25296	13.85	-61.05	-1314152	20171102153000	http://thevoiceslu.com/2017/11/toco-helpaws-world-vets-conduct-spay-neuter-clinics/
703323985	20161102	201611	2016	2016.8274	NOR	NORWAY	NOR																		1	051	051	05	1	3.4	10	1	10	0.3003003003003	1	Norway	NO	NO		62	10	NO	0								1	United States	US	US		39.828175	-98.5795	US	20171102153000	http://www.fis.com/fis/worldnews/worldnews.asp?monthyear=&day=2&id=94543&l=e&country=0&special=&ndb=1&df=0
703323986	20161102	201611	2016	2016.8274	PHL	PHILIPPINE	PHL								ESP	SPAIN	ESP								0	051	051	05	1	3.4	4	1	4	5.08166969147005	1	Philippines	RP	RP		13	122	RP	1	Spain	SP	SP		40	-4	SP	1	Thailand	TH	TH		15	100	TH	20171102153000	https://latteluxurynews.com/2017/11/03/itb-asia-2017-wraps-10th-year-anniversary-record-highs/
703323987	20161102	201611	2016	2016.8274	PHL	PHILIPPINE	PHL								ESP	SPAIN	ESP								0	051	051	05	1	3.4	1	1	1	5.08166969147005	1	Thailand	TH	TH		15	100	TH	1	Greece	GR	GR		39	22	GR	1	Spain	SP	SP		40	-4	SP	20171102153000	https://latteluxurynews.com/2017/11/03/itb-asia-2017-wraps-10th-year-anniversary-record-highs/
703323988	20161102	201611	2016	2016.8274	RUSGOV	RUSSIAN	RUS					GOV			USA	THE US	USA								1	043	043	04	1	2.8	3	1	3	-5.88235294117649	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20171102153000	http://www.telegraph.co.uk/news/2017/11/02/us-charge-six-russian-officials-election-hack/
703323989	20161102	201611	2016	2016.8274	THA	THAILAND	THA								ESP	SPAIN	ESP								0	051	051	05	1	3.4	1	1	1	5.08166969147005	1	Thailand	TH	TH		15	100	TH	1	Greece	GR	GR		39	22	GR	1	Spain	SP	SP		40	-4	SP	20171102153000	https://latteluxurynews.com/2017/11/03/itb-asia-2017-wraps-10th-year-anniversary-record-highs/
703323990	20161102	201611	2016	2016.8274	THA	THAILAND	THA								ESP	SPAIN	ESP								0	051	051	05	1	3.4	4	1	4	5.08166969147005	1	Thailand	TH	TH		15	100	TH	1	Spain	SP	SP		40	-4	SP	1	Thailand	TH	TH		15	100	TH	20171102153000	https://latteluxurynews.com/2017/11/03/itb-asia-2017-wraps-10th-year-anniversary-record-highs/
703323991	20161102	201611	2016	2016.8274	TKM	TURKMEN	TKM																		1	061	061	06	2	6.4	3	1	3	2.28310502283105	4	Ashgabat, Ahal, Turkmenistan	TX	TX01	147325	37.95	58.3833	-2557812	0								4	Ashgabat, Ahal, Turkmenistan	TX	TX01	147325	37.95	58.3833	-2557812	20171102153000	https://www.reuters.com/article/us-turkmenistan-russia-gas/turkmenistan-considers-shipping-gas-through-russia-to-europe-idUSKBN1D21U6
