703997518	20161105	201611	2016	2016.8356	JUD	ADVOCATE						JUD			PAKJUD	LAHORE	PAK					JUD			0	100	100	10	3	-5.0	8	1	8	-3.12825860271115	4	Lahore, Punjab, Pakistan	PK	PK04	23677	31.5497	74.3436	-2767043	4	Lahore, Punjab, Pakistan	PK	PK04	23677	31.5497	74.3436	-2767043	4	Lahore, Punjab, Pakistan	PK	PK04	23677	31.5497	74.3436	-2767043	20171105030000	https://www.dawn.com/news/1368505/breathe-breathe-in-the-air
703997519	20161105	201611	2016	2016.8356	PAKJUD	PAKISTAN	PAK					JUD													0	100	100	10	3	-5.0	1	1	1	-3.12825860271115	4	Lahore, Punjab, Pakistan	PK	PK04	23677	31.5497	74.3436	-2767043	0								4	Lahore, Punjab, Pakistan	PK	PK04	23677	31.5497	74.3436	-2767043	20171105030000	https://www.dawn.com/news/1368505/breathe-breathe-in-the-air
703997520	20161105	201611	2016	2016.8356	PAKJUD	PAKISTAN	PAK					JUD			PAKJUD	PAKISTAN	PAK					JUD			0	100	100	10	3	-5.0	1	1	1	-3.12825860271115	4	Lahore, Punjab, Pakistan	PK	PK04	23677	31.5497	74.3436	-2767043	4	Lahore, Punjab, Pakistan	PK	PK04	23677	31.5497	74.3436	-2767043	4	Lahore, Punjab, Pakistan	PK	PK04	23677	31.5497	74.3436	-2767043	20171105030000	https://www.dawn.com/news/1368505/breathe-breathe-in-the-air
703997521	20171006	201710	2017	2017.7562											CVL	RESIDENTS						CVL			1	043	043	04	1	2.8	6	1	6	-0.24783147459727	0								3	Modesto, California, United States	US	USCA	CA099	37.6391	-120.997	277609	3	Modesto, California, United States	US	USCA	CA099	37.6391	-120.997	277609	20171105030000	http://www.modbee.com/news/article182824456.html
703997522	20171006	201710	2017	2017.7562											SOM	SOMALIA	SOM								1	112	112	11	3	-2.0	3	1	3	-2.99003322259137	0								4	Mogadishu, Banaadir, Somalia	SO	SO02	25691	2.06667	45.3667	-3227437	4	Mogadishu, Banaadir, Somalia	SO	SO02	25691	2.06667	45.3667	-3227437	20171105030000	http://lethbridgeherald.com/news/world-news/2017/11/04/us-tells-somalia-mission-staffers-to-leave-over-threat/
703997523	20171006	201710	2017	2017.7562	BEN	BENIN	BEN								CRM	KIDNAPPER						CRM			1	080	080	08	2	5.0	1	1	1	-4.30555555555555	4	Ogba, Kogi, Nigeria	NI	NI41	22902	7.91191	7.04883	-2022000	4	Ogba, Kogi, Nigeria	NI	NI41	22902	7.91191	7.04883	-2022000	4	Ogba, Kogi, Nigeria	NI	NI41	22902	7.91191	7.04883	-2022000	20171105030000	http://www.businessdayonline.com/edo-residents-count-gains-anti-crime-strategy-commend-govt-new-cp/
703997524	20171006	201710	2017	2017.7562	BEN	BENIN	BEN								CRM	KIDNAPPER						CRM			1	080	080	08	2	5.0	1	1	1	-4.30555555555555	5	Delta State, Delta, Nigeria	NI	NI36	191350	5.5	6	29267	5	Delta State, Delta, Nigeria	NI	NI36	191350	5.5	6	29267	5	Delta State, Delta, Nigeria	NI	NI36	191350	5.5	6	29267	20171105030000	http://www.businessdayonline.com/edo-residents-count-gains-anti-crime-strategy-commend-govt-new-cp/
703997525	20171006	201710	2017	2017.7562	BEN	BENIN	BEN								CRM	KIDNAPPER						CRM			1	080	080	08	2	5.0	2	1	2	-4.30555555555555	1	Benin	BN	BN		9.5	2.25	BN	1	Benin	BN	BN		9.5	2.25	BN	1	Benin	BN	BN		9.5	2.25	BN	20171105030000	http://www.businessdayonline.com/edo-residents-count-gains-anti-crime-strategy-commend-govt-new-cp/
703997526	20171006	201710	2017	2017.7562	BEN	BENIN	BEN								CRM	KIDNAPPER						CRM			1	084	084	08	2	7.0	2	1	2	-4.30555555555555	1	Benin	BN	BN		9.5	2.25	BN	5	Edo State, Edo, Nigeria	NI	NI37	191281	6.5	6	29623	5	Edo State, Edo, Nigeria	NI	NI37	191281	6.5	6	29623	20171105030000	http://www.businessdayonline.com/edo-residents-count-gains-anti-crime-strategy-commend-govt-new-cp/
703997527	20171006	201710	2017	2017.7562	BEN	BENIN	BEN								CRM	KIDNAPPER						CRM			1	084	084	08	2	7.0	2	1	2	-4.30555555555555	1	Benin	BN	BN		9.5	2.25	BN	1	Benin	BN	BN		9.5	2.25	BN	1	Benin	BN	BN		9.5	2.25	BN	20171105030000	http://www.businessdayonline.com/edo-residents-count-gains-anti-crime-strategy-commend-govt-new-cp/
