704933073	20161108	201611	2016	2016.8438	AGR	RANCHER						AGR													0	114	114	11	3	-2.0	10	1	10	-3.03738317757009	1	United States	US	US		39.828175	-98.5795	US	0								1	United States	US	US		39.828175	-98.5795	US	20171108091500	https://www.drovers.com/article/us-cattle-auction-halts-activity-blow-producers-traders
704933074	20161108	201611	2016	2016.8438	BHS	NASSAU	BHS																		1	016	016	01	1	-2.0	10	1	10	-0.81967213114754	4	Nassau, New Providence, Bahamas, The	BF	BF23	5747	25.0833	-77.35	-1543832	0								4	Nassau, New Providence, Bahamas, The	BF	BF23	5747	25.0833	-77.35	-1543832	20171108091500	https://www.longislandpress.com/2017/11/08/curran-declares-victory-in-nassau-exec-race-possible-recount-looms/
704933075	20161108	201611	2016	2016.8438	BHS	NASSAU	BHS																		1	120	120	12	3	-4.0	10	1	10	-0.81967213114754	4	Nassau, New Providence, Bahamas, The	BF	BF23	5747	25.0833	-77.35	-1543832	0								4	Nassau, New Providence, Bahamas, The	BF	BF23	5747	25.0833	-77.35	-1543832	20171108091500	https://www.longislandpress.com/2017/11/08/curran-declares-victory-in-nassau-exec-race-possible-recount-looms/
704933076	20161108	201611	2016	2016.8438	CRM	RUNNER						CRM													1	0874	087	08	2	10.0	6	1	6	-2.71132376395534	3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	0								3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	20171108091500	http://www.havasunews.com/news/arizona-rep-mcsally-tells-colleagues-she-ll-run-for-senate/article_68778b56-b24d-5d02-af32-64dfd7294cc1.html
704933077	20161108	201611	2016	2016.8438	CRM	RUNNER						CRM			USA	UNITED STATES	USA								1	0874	087	08	2	10.0	2	1	2	-2.71132376395534	3	Tucson, Arizona, United States	US	USAZ	AZ019	32.2217	-110.926	43534	3	Tucson, Arizona, United States	US	USAZ	AZ019	32.2217	-110.926	43534	3	Tucson, Arizona, United States	US	USAZ	AZ019	32.2217	-110.926	43534	20171108091500	http://www.havasunews.com/news/arizona-rep-mcsally-tells-colleagues-she-ll-run-for-senate/article_68778b56-b24d-5d02-af32-64dfd7294cc1.html
704933078	20161108	201611	2016	2016.8438	CRM	RUNNER						CRM			USA	UNITED STATES	USA								1	0874	087	08	2	10.0	2	1	2	-2.71132376395534	3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	20171108091500	http://www.havasunews.com/news/arizona-rep-mcsally-tells-colleagues-she-ll-run-for-senate/article_68778b56-b24d-5d02-af32-64dfd7294cc1.html
704933079	20161108	201611	2016	2016.8438	GOV	PRESIDENT						GOV			BGD	DHAKA	BGD								1	036	036	03	1	4.0	9	1	9	0.83148558758315	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20171108091500	http://en.prothom-alo.com/opinion/news/165765/I-was-happiest-when-Dhaka-became-the-capital-of-an
704933080	20161108	201611	2016	2016.8438	GOV	GOVERNMENT OFFICIAL						GOV			IMGMOSALQ	AL QAIDA		ALQ		MOS		IMG			1	010	010	01	1	0.0	5	1	5	-7.53246753246753	4	Khor Maksar, Adan, Yemen	YM	YM02	145027	12.8123	45.0334	-3188767	4	Khor Maksar, Adan, Yemen	YM	YM02	145027	12.8123	45.0334	-3188767	4	Khor Maksar, Adan, Yemen	YM	YM02	145027	12.8123	45.0334	-3188767	20171108091500	http://gulfnews.com/news/gulf/yemen/two-daesh-financial-figures-arrested-in-lahj-1.2120848
704933081	20161108	201611	2016	2016.8438	MED	MANAGING EDITOR						MED			USA	VIRGINIA	USA								1	110	110	11	3	-2.0	3	1	3	-2.52100840336134	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20171108091500	http://www.cavalierdaily.com/article/2017/11/fairfax-herring-win-lieutenant-governor-attorney-general-election
704933082	20161108	201611	2016	2016.8438	MIL	GOVERNMENT FORCES						MIL			SPY	OPERATIVE						SPY			1	173	173	17	4	-5.0	5	1	5	-7.53246753246753	4	Huta, ?a?ramawt, Yemen	YM	YM04	32836	14.2833	48.4333	-3188047	4	Huta, ?a?ramawt, Yemen	YM	YM04	32836	14.2833	48.4333	-3188047	4	Huta, ?a?ramawt, Yemen	YM	YM04	32836	14.2833	48.4333	-3188047	20171108091500	http://gulfnews.com/news/gulf/yemen/two-daesh-financial-figures-arrested-in-lahj-1.2120848
704933083	20161108	201611	2016	2016.8438	USA	UNITED STATES	USA								MED	MANAGING EDITOR						MED			1	110	110	11	3	-2.0	2	1	2	-2.52100840336134	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20171108091500	http://www.cavalierdaily.com/article/2017/11/fairfax-herring-win-lieutenant-governor-attorney-general-election
704933084	20161108	201611	2016	2016.8438	USALEG	UNITED STATES	USA					LEG													0	020	020	02	1	3.0	2	1	2	-5.7633973710819	2	Florida, United States	US	USFL		27.8333	-81.717	FL	0								2	Florida, United States	US	USFL		27.8333	-81.717	FL	20171108091500	http://www.arkansasonline.com/news/2017/nov/08/tax-bill-s-levy-on-offshore-transfers-h/
704933085	20171009	201710	2017	2017.7644											ZAF	MZANSI	ZAF								1	020	020	02	1	3.0	10	1	10	3.19148936170212	0								0								0								20171108091500	https://www.timeslive.co.za/tshisa-live/tshisa-live/2017-11-08-manaka-ranaka-ready-to-defend-reality-show-from-trolls/
