703988767	20161105	201611	2016	2016.8356	EDU	SCHOOL						EDU													1	010	010	01	1	0.0	10	1	10	-3.26409495548962	4	Byron Bay, New South Wales, Australia	AS	AS02	4968	-28.642	153.612	-1563414	0								4	Byron Bay, New South Wales, Australia	AS	AS02	4968	-28.642	153.612	-1563414	20171105020000	https://www.northernstar.com.au/news/why-sophie-wont-stop-breastfeeding-any-time-soon/3257222/
703988768	20171006	201710	2017	2017.7562											LAB	WORKER						LAB			0	036	036	03	1	4.0	10	1	10	-1.97072072072072	0								4	Osun, Nigeria (general), Nigeria	NI	NI00	191219	7.53333	4.05	-2024291	4	Osun, Nigeria (general), Nigeria	NI	NI00	191219	7.53333	4.05	-2024291	20171105020000	http://thenationonlineng.net/kogi-bayelsa-benue-worst-states-defaulting-salaries-nlc-boss/
703988769	20171006	201710	2017	2017.7562	BUS	COMPANY						BUS			CVL	PROPERTY OWNER						CVL			0	046	046	04	1	7.0	20	2	20	-0.83263946711074	3	Berkshire, Ohio, United States	US	USOH	OH041	40.2653	-82.9088	1064418	3	Berkshire, Ohio, United States	US	USOH	OH041	40.2653	-82.9088	1064418	3	Berkshire, Ohio, United States	US	USOH	OH041	40.2653	-82.9088	1064418	20171105020000	http://www.washingtontimesreporter.com/news/20171104/amid-portillos-controversy-what-exactly-is-ssa
703988770	20171006	201710	2017	2017.7562	CVL	PROPERTY OWNER						CVL			BUS	COMPANY						BUS			0	046	046	04	1	7.0	20	2	20	-0.83263946711074	3	Berkshire, Ohio, United States	US	USOH	OH041	40.2653	-82.9088	1064418	3	Berkshire, Ohio, United States	US	USOH	OH041	40.2653	-82.9088	1064418	3	Berkshire, Ohio, United States	US	USOH	OH041	40.2653	-82.9088	1064418	20171105020000	http://www.washingtontimesreporter.com/news/20171104/amid-portillos-controversy-what-exactly-is-ssa
703988771	20171006	201710	2017	2017.7562	GOV	FIREFIGHTER						GOV			USA	UNITED STATES	USA								0	040	040	04	1	1.0	2	1	2	-2.5	3	World Trade Center, Illinois, United States	US	USIL	IL031	41.8889	-87.6303	1837285	3	World Trade Center, Illinois, United States	US	USIL		41.8889	-87.6303	1837285	3	World Trade Center, Illinois, United States	US	USIL		41.8889	-87.6303	1837285	20171105020000	http://www.dailymail.co.uk/news/article-5050837/Son-convicted-terrorist-New-York-firefighter.html
703988772	20171006	201710	2017	2017.7562	GOV	FIREFIGHTER						GOV			USA	UNITED STATES	USA								0	111	111	11	3	-2.0	2	1	2	-2.5	3	World Trade Center, Illinois, United States	US	USIL	IL031	41.8889	-87.6303	1837285	3	World Trade Center, Illinois, United States	US	USIL		41.8889	-87.6303	1837285	3	World Trade Center, Illinois, United States	US	USIL		41.8889	-87.6303	1837285	20171105020000	http://www.dailymail.co.uk/news/article-5050837/Son-convicted-terrorist-New-York-firefighter.html
703988773	20171006	201710	2017	2017.7562	LAB	WORKER						LAB													0	036	036	03	1	4.0	10	1	10	-1.97072072072072	4	Osun, Nigeria (general), Nigeria	NI	NI00	191219	7.53333	4.05	-2024291	0								4	Osun, Nigeria (general), Nigeria	NI	NI00	191219	7.53333	4.05	-2024291	20171105020000	http://thenationonlineng.net/kogi-bayelsa-benue-worst-states-defaulting-salaries-nlc-boss/
703988774	20171006	201710	2017	2017.7562	USA	UNITED STATES	USA								GOV	FIREFIGHTER						GOV			0	040	040	04	1	1.0	2	1	2	-2.5	3	World Trade Center, Illinois, United States	US	USIL	IL031	41.8889	-87.6303	1837285	3	World Trade Center, Illinois, United States	US	USIL		41.8889	-87.6303	1837285	3	World Trade Center, Illinois, United States	US	USIL		41.8889	-87.6303	1837285	20171105020000	http://www.dailymail.co.uk/news/article-5050837/Son-convicted-terrorist-New-York-firefighter.html
703988775	20171029	201710	2017	2017.8192	EUR	EUROPEAN	EUR																		0	051	051	05	1	3.4	6	1	6	0.69790628115653	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	0								4	Hebron, Israel (general), Israel	IS	IS00	18315	31.5333	35.1	-793097	20171105020000	http://www.palestinemonitor.org/details.php?id=wx3s4pa16504yw0c61gs7j
703988776	20171029	201710	2017	2017.8192	EUR	EUROPEAN	EUR								GBR	UNITED KINGDOM	GBR								0	051	051	05	1	3.4	2	1	2	0.69790628115653	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171105020000	http://www.palestinemonitor.org/details.php?id=wx3s4pa16504yw0c61gs7j
703988777	20171029	201710	2017	2017.8192	EUR	EUROPEAN	EUR								GBR	UNITED KINGDOM	GBR								0	051	051	05	1	3.4	2	1	2	0.69790628115653	4	Hebron, Israel (general), Israel	IS	IS00	18315	31.5333	35.1	-793097	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Hebron, Israel (general), Israel	IS	IS00	18315	31.5333	35.1	-793097	20171105020000	http://www.palestinemonitor.org/details.php?id=wx3s4pa16504yw0c61gs7j
703988778	20171029	201710	2017	2017.8192	ISRGOV	ISRAEL	ISR					GOV			GBR	UNITED KINGDOM	GBR								0	115	115	11	3	-2.0	4	1	4	0.69790628115653	4	Hebron, Israel (general), Israel	IS	IS00	18315	31.5333	35.1	-793097	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Hebron, Israel (general), Israel	IS	IS00	18315	31.5333	35.1	-793097	20171105020000	http://www.palestinemonitor.org/details.php?id=wx3s4pa16504yw0c61gs7j
703988779	20171029	201710	2017	2017.8192	PSE	PALESTINIAN	PSE								GBR	UNITED KINGDOM	GBR								0	115	115	11	3	-2.0	2	1	2	0.69790628115653	4	Hebron, Israel (general), Israel	IS	IS00	18315	31.5333	35.1	-793097	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Hebron, Israel (general), Israel	IS	IS00	18315	31.5333	35.1	-793097	20171105020000	http://www.palestinemonitor.org/details.php?id=wx3s4pa16504yw0c61gs7j
703988780	20171029	201710	2017	2017.8192	PSE	PALESTINIAN	PSE								GBR	UNITED KINGDOM	GBR								0	115	115	11	3	-2.0	2	1	2	0.69790628115653	4	Hebron, Israel (general), Israel	IS	IS00	18315	31.5333	35.1	-793097	4	Hebron, Israel (general), Israel	IS	IS00	18315	31.5333	35.1	-793097	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171105020000	http://www.palestinemonitor.org/details.php?id=wx3s4pa16504yw0c61gs7j
703988781	20171029	201710	2017	2017.8192	PSEGOV	PALESTINIAN	PSE					GOV			GBR	UNITED KINGDOM	GBR								0	115	115	11	3	-2.0	2	1	2	0.69790628115653	4	Hebron, Israel (general), Israel	IS	IS00	18315	31.5333	35.1	-793097	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Hebron, Israel (general), Israel	IS	IS00	18315	31.5333	35.1	-793097	20171105020000	http://www.palestinemonitor.org/details.php?id=wx3s4pa16504yw0c61gs7j
703988782	20171029	201710	2017	2017.8192	RUS	RUSSIA	RUS																		1	172	172	17	4	-5.0	5	1	5	-5.07614213197969	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171105020000	https://www.theguardian.com/news/2017/nov/05/for-the-record
703988783	20171029	201710	2017	2017.8192	USA	UNITED STATES	USA																		1	110	110	11	3	-2.0	2	1	2	-3.93939393939394	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	0								1	Russia	RS	RS		60	100	RS	20171105020000	https://www.washingtonpost.com/local/virginia-politics/did-bots-inflame-online-anger-over-controversial-ad-in-va-governors-race/2017/11/04/e2127c30-c186-11e7-959c-fe2b598d8c00_story.html
703988784	20171104	201711	2017	2017.8329	GOV	PRESIDENT						GOV			UAF	TERRORIST						UAF			0	190	190	19	4	-10.0	2	1	2	-3.37988826815642	4	Aleppo, ?alab, Syria	SY	SY09	26319	36.2028	37.1586	-2541857	4	Aleppo, ?alab, Syria	SY	SY09	26319	36.2028	37.1586	-2541857	4	Aleppo, ?alab, Syria	SY	SY09	26319	36.2028	37.1586	-2541857	20171105020000	http://en.shafaqna.com/president-bashar-al-assad-u-s-western-allies-blame-failure-latest-ceasefire/
703988785	20171104	201711	2017	2017.8329	KOR	SOUTH KOREA	KOR								JPN	JAPAN	JPN								1	010	010	01	1	0.0	4	1	4	-1.23152709359606	1	South Korea	KS	KS		37	127.5	KS	1	Japan	JA	JA		36	138	JA	1	South Korea	KS	KS		37	127.5	KS	20171105020000	http://banana1015.com/reys-parents-star-wars-last-jedi/
703988786	20171105	201711	2017	2017.8356											AFGINSTAL	TALIBAN	AFG	TAL				INS			0	046	046	04	1	7.0	4	1	4	-2.6173285198556	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20171105020000	http://www.thestatesman.com/books-education/the-afghan-connection-3-1502522870.html
703988787	20171105	201711	2017	2017.8356											AFR	AFRICA	AFR								0	190	190	19	4	-10.0	10	1	10	-3.65408038976858	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171105020000	http://www.vdare.com/posts/70-black-baltimore-challenged-to-go-3-days-murder-free-fails-again
703988788	20171105	201711	2017	2017.8356											AGR	FISHER						AGR			1	043	043	04	1	2.8	6	1	6	1.98473282442748	0								3	Riverfront Park, Minnesota, United States	US	USMN		46.8806	-96.7722	2080979	3	Riverfront Park, Minnesota, United States	US	USMN		46.8806	-96.7722	2080979	20171105020000	http://www.mankatofreepress.com/news/we-can-do-more-to-enjoy-our-rivers/article_1130b2cc-bf3c-11e7-a119-1ff84996e801.html
703988789	20171105	201711	2017	2017.8356											AGR	FARMER						AGR			0	060	060	06	2	6.0	10	1	10	-3.00166759310728	0								1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	20171105020000	http://www.thestatesman.com/features/trapped-tiny-cages-1502522864.html
703988790	20171105	201711	2017	2017.8356											AUS	AUSTRALIA	AUS								1	010	010	01	1	0.0	1	1	1	-3.71621621621621	0								4	Airlie Beach, Queensland, Australia	AS	AS04	40197	-20.2672	148.716	11430433	4	Airlie Beach, Queensland, Australia	AS	AS04	40197	-20.2672	148.716	11430433	20171105020000	https://www.whitsundaytimes.com.au/news/central-coast-doctor-suspended-by-health-watchdog-/3257428/
703988791	20171105	201711	2017	2017.8356											AUS	PERTH	AUS								1	012	012	01	1	-0.4	10	1	10	-7.51633986928105	0								4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	20171105020000	http://www.smh.com.au/wa-news/perth-man-was-stabbed-to-death-in-front-of-distressed-partner-20171105-gzf1nx.html
703988792	20171105	201711	2017	2017.8356											AUS	AUSTRALIA	AUS								0	020	020	02	1	3.0	4	1	4	-1.00603621730382	0								4	Kirribilli, New South Wales, Australia	AS	AS02	5060	-33.85	151.217	-1581910	4	Kirribilli, New South Wales, Australia	AS	AS02	5060	-33.85	151.217	-1581910	20171105020000	http://www.radionz.co.nz/news/political/343121/australia-declines-nz-refugee-offer
703988793	20171105	201711	2017	2017.8356											AUS	SYDNEY	AUS								1	030	030	03	1	4.0	10	1	10	-3.65853658536585	0								4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20171105020000	http://worldmaritimenews.com/archives/234124/dp-world-australia-calls-for-end-to-pilot-cutter-crew-strikes/
703988794	20171105	201711	2017	2017.8356											AUS	AUSTRALIA	AUS								0	040	040	04	1	1.0	4	1	4	-7.51633986928105	0								4	Gosnells, Western Australia, Australia	AS	AS08	5493	-32.0833	116	-1576121	4	Gosnells, Western Australia, Australia	AS	AS08	5493	-32.0833	116	-1576121	20171105020000	http://www.smh.com.au/wa-news/perth-man-was-stabbed-to-death-in-front-of-distressed-partner-20171105-gzf1nx.html
703988795	20171105	201711	2017	2017.8356											AUS	AUSTRALIA	AUS								0	040	040	04	1	1.0	4	1	4	-7.51633986928105	0								4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	20171105020000	http://www.smh.com.au/wa-news/perth-man-was-stabbed-to-death-in-front-of-distressed-partner-20171105-gzf1nx.html
703988796	20171105	201711	2017	2017.8356											AUS	AUSTRALIA	AUS								1	042	042	04	1	1.9	29	1	29	-2.27391466179943	0								4	Byron Bay, New South Wales, Australia	AS	AS02	4968	-28.642	153.612	-1563414	4	Byron Bay, New South Wales, Australia	AS	AS02	4968	-28.642	153.612	-1563414	20171105020000	https://www.northernstar.com.au/news/why-sophie-wont-stop-breastfeeding-any-time-soon/3257222/
703988797	20171105	201711	2017	2017.8356											AUS	AUSTRALIA	AUS								0	042	042	04	1	1.9	1	1	1	-2.03160270880361	0								4	West Ham, Western Australia, Australia	AS	AS08	5489	-33.266	115.786	11461023	4	West Ham, Western Australia, Australia	AS	AS08	5489	-33.266	115.786	11461023	20171105020000	https://www.northernstar.com.au/news/managers-under-pressure-after-string-of-bad-result/3257599/
703988798	20171105	201711	2017	2017.8356											AUS	AUSTRALIAN	AUS								1	046	046	04	1	7.0	2	1	2	0.90634441087613	0								1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20171105020000	http://news.navy.gov.au/en/Nov2017/People/4195/Operational-experience-for-Navy-newbies.htm
703988799	20171105	201711	2017	2017.8356											AUS	AUSTRALIA	AUS								1	051	051	05	1	3.4	2	1	2	-3.71621621621621	0								4	Airlie Beach, Queensland, Australia	AS	AS04	40197	-20.2672	148.716	11430433	4	Airlie Beach, Queensland, Australia	AS	AS04	40197	-20.2672	148.716	11430433	20171105020000	https://www.whitsundaytimes.com.au/news/central-coast-doctor-suspended-by-health-watchdog-/3257428/
703988800	20171105	201711	2017	2017.8356											AUS	PERTH	AUS								1	1823	182	18	4	-10.0	10	1	10	-7.51633986928105	0								4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	20171105020000	http://www.smh.com.au/wa-news/perth-man-was-stabbed-to-death-in-front-of-distressed-partner-20171105-gzf1nx.html
703988801	20171105	201711	2017	2017.8356											AUSMIL	AUSTRALIAN	AUS					MIL			1	046	046	04	1	7.0	6	1	6	0.90634441087613	0								1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20171105020000	http://news.navy.gov.au/en/Nov2017/People/4195/Operational-experience-for-Navy-newbies.htm
703988802	20171105	201711	2017	2017.8356											BGD	BANGLADESH	BGD								0	040	040	04	1	1.0	4	1	4	-4.03225806451613	0								1	Bangladesh	BG	BG		24	90	BG	1	Bangladesh	BG	BG		24	90	BG	20171105020000	http://barrie.ctvnews.ca/bob-rae-on-rohingyas-somebody-has-to-be-held-responsible-1.3663974
703988803	20171105	201711	2017	2017.8356											BUS	AIRLINE						BUS			0	014	014	01	1	0.0	6	1	6	-2.53968253968254	0								4	Bombay, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Bombay, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20171105020000	https://www.newkerala.com/news/fullnews-285635.html
703988804	20171105	201711	2017	2017.8356											BUS	COMPANIES						BUS			1	031	031	03	1	5.2	10	1	10	-1.33155792276964	0								4	Ikoyi, Nigeria (general), Nigeria	NI	NI00	23034	8.25	4.16667	-2011927	4	Ikoyi, Nigeria (general), Nigeria	NI	NI00	23034	8.25	4.16667	-2011927	20171105020000	http://sunnewsonline.com/the-dismissal-of-lawal-oke/
703988805	20171105	201711	2017	2017.8356											CAN	CANADA	CAN								0	036	036	03	1	4.0	2	1	2	-0.18348623853211	0								4	Peace River, Alberta, Canada	CA	CA01	154724	56.2333	-117.283	-571025	4	Peace River, Alberta, Canada	CA	CA01	154724	56.2333	-117.283	-571025	20171105020000	http://infotel.ca/newsitem/bc-premier-says-site-c-could-end-up-in-supreme-court-over-indigenous-rights/it47415
703988806	20171105	201711	2017	2017.8356											CAN	CANADIAN	CAN								1	036	036	03	1	4.0	5	1	5	-0.15220700152207	0								4	Vimy Ridge, Ontario, Canada	CA	CA08	12645	48.4833	-80.3833	-575393	4	Vimy Ridge, Ontario, Canada	CA	CA08	12645	48.4833	-80.3833	-575393	20171105020000	http://www.chathamdailynews.ca/2017/11/04/one-of-vimy-oaks-now-planted-in-chatham
703988807	20171105	201711	2017	2017.8356											CAN	CANADIAN	CAN								0	043	043	04	1	2.8	8	1	8	-0.15220700152207	0								4	Vimy Ridge, Ontario, Canada	CA	CA08	12645	48.4833	-80.3833	-575393	4	Chatham, New Brunswick, Canada	CA	CA04	12600	47.0333	-65.4333	-562474	20171105020000	http://www.chathamdailynews.ca/2017/11/04/one-of-vimy-oaks-now-planted-in-chatham
