704806527	20071111	200711	2007	2007.8521											SAU	SAUDI ARABIA	SAU								0	190	190	19	4	-10.0	14	2	14	-4.2069166899148	0								4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20171108000000	http://www.air1.com/news/2017/11/07/Saudi-Arabia-And-Iran-Lock-Into-A-Test-Of-Wills-Spreading-Across-Entire-Middle-East.aspx
704806528	20071111	200711	2007	2007.8521											SAU	SAUDI ARABIA	SAU								0	190	190	19	4	-10.0	4	2	4	-4.37176584120423	0								4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171108000000	http://www.air1.com/news/2017/11/07/Saudi-Arabia-And-Iran-Lock-Into-A-Test-Of-Wills-Spreading-Across-Entire-Middle-East.aspx
704806529	20071111	200711	2007	2007.8521											SAU	SAUDI	SAU								0	190	190	19	4	-10.0	2	1	2	-5.52570990023024	0								4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171108000000	http://www.air1.com/news/2017/11/07/Saudi-Arabia-And-Iran-Lock-Into-A-Test-Of-Wills-Spreading-Across-Entire-Middle-East.aspx
704806530	20071111	200711	2007	2007.8521	SAU	SAUDI ARABIA	SAU																		0	190	190	19	4	-10.0	14	2	14	-4.2069166899148	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	0								4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20171108000000	http://www.air1.com/news/2017/11/07/Saudi-Arabia-And-Iran-Lock-Into-A-Test-Of-Wills-Spreading-Across-Entire-Middle-East.aspx
704806531	20071111	200711	2007	2007.8521	SAU	SAUDI ARABIA	SAU																		0	190	190	19	4	-10.0	4	2	4	-4.37176584120423	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	0								4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171108000000	http://www.air1.com/news/2017/11/07/Saudi-Arabia-And-Iran-Lock-Into-A-Test-Of-Wills-Spreading-Across-Entire-Middle-East.aspx
704806532	20071111	200711	2007	2007.8521	SAU	SAUDI	SAU																		0	190	190	19	4	-10.0	2	1	2	-5.52570990023024	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	0								4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171108000000	http://www.air1.com/news/2017/11/07/Saudi-Arabia-And-Iran-Lock-Into-A-Test-Of-Wills-Spreading-Across-Entire-Middle-East.aspx
704806533	20161108	201611	2016	2016.8438											USA	UNITED STATES	USA								1	084	084	08	2	7.0	4	1	4	2.62172284644195	0								3	Baton Rouge, Louisiana, United States	US	USLA		30.4507	-91.1545	1629914	3	Baton Rouge, Louisiana, United States	US	USLA		30.4507	-91.1545	1629914	20171108000000	http://985theriver.com/news/articles/2017/nov/07/look-what-santa-dragged-in-bret-michaels-releasing-his-first-ever-holiday-single-next-week/
704806534	20161108	201611	2016	2016.8438	AUS	AUSTRALIA	AUS								GRCLEG	GREECE	GRC					LEG			0	190	190	19	4	-10.0	1	1	1	-0.17889087656529	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	1	Greece	GR	GR		39	22	GR	1	Greece	GR	GR		39	22	GR	20171108000000	http://www.theland.com.au/story/5041297/disqualified-fiona-nash-has-unfinished-business-in-canberra/?cs=4963
704806535	20161108	201611	2016	2016.8438	AUS	AUSTRALIAN	AUS								IGOEUREEC	THE EU	EUR	EEC				IGO			1	061	061	06	2	6.4	16	1	16	-2.38365493757094	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20171108000000	http://www.theland.com.au/story/5041402/aussie-canola-sector-sweat-on-eu-glypho-ruling/?cs=4963
704806536	20161108	201611	2016	2016.8438	AUS	AUSTRALIA	AUS								LEG	SENATOR						LEG			0	190	190	19	4	-10.0	1	1	1	-0.17889087656529	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	1	Greece	GR	GR		39	22	GR	1	Greece	GR	GR		39	22	GR	20171108000000	http://www.theland.com.au/story/5041297/disqualified-fiona-nash-has-unfinished-business-in-canberra/?cs=4963
