703755283	20161103	201611	2016	2016.8301	CAN	ONTARIO	CAN																		1	010	010	01	1	0.0	2	1	2	-6.15384615384616	4	Parry Sound, Ontario, Canada	CA	CA08	12673	45.3333	-80.0333	-570949	0								4	Parry Sound, Ontario, Canada	CA	CA08	12673	45.3333	-80.0333	-570949	20171103231500	https://www.parrysound.com/news-story/7771158-simcoe-muskoka-may-be-added-to-risk-area-for-black-legged-ticks/
703755284	20161103	201611	2016	2016.8301	CAN	ONTARIO	CAN																		1	010	010	01	1	0.0	8	1	8	-6.15384615384616	1	Syria	SY	SY		35	38	SY	0								1	Syria	SY	SY		35	38	SY	20171103231500	https://www.parrysound.com/news-story/7771158-simcoe-muskoka-may-be-added-to-risk-area-for-black-legged-ticks/
703755285	20161103	201611	2016	2016.8301	GOV	PRESIDENT						GOV			AFG	AFGHANISTAN	AFG								1	186	186	18	4	-10.0	4	1	4	-8.48765432098762	5	Paktika, Paktika, Afghanistan	AF	AF29	3688	32.4167	68.75	-3386222	5	Paktika, Paktika, Afghanistan	AF	AF29	3688	32.4167	68.75	-3386222	5	Paktika, Paktika, Afghanistan	AF	AF29	3688	32.4167	68.75	-3386222	20171103231500	http://www.radioaustralia.net.au/international/2017-11-04/bowe-bergdahl-us-army-deserter-spared-prison-time-trump-says-ruling-a-total-disgrace/1714460
703755286	20161103	201611	2016	2016.8301	JUD	ATTORNEY						JUD													1	110	110	11	3	-2.0	10	1	10	-4.61215932914046	3	Denver, Colorado, United States	US	USCO	CO031	39.7392	-104.985	201738	0								3	Denver, Colorado, United States	US	USCO	CO031	39.7392	-104.985	201738	20171103231500	http://www.nrn.com/news/lawsuit-chipotle-hid-earlier-outbreaks-public
703755287	20161103	201611	2016	2016.8301	JUD	JUDGE						JUD			USA	KENTUCKY	USA								1	110	110	11	3	-2.0	8	1	8	-5.20984081041968	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20171103231500	http://www.wdrb.com/story/36759805/experts-intervention-by-juvenile-detention-center-officer-would-have-likely-saved-gynnya-mcmillens-life
703755288	20161103	201611	2016	2016.8301	MNCUSA	WELLS FARGO	USA					MNC													0	084	084	08	2	7.0	10	1	10	3.99500624219725	3	Grinnell College, Iowa, United States	US	USIA	IA157	41.7486	-92.7202	457151	0								3	Grinnell College, Iowa, United States	US	USIA		41.7486	-92.7202	457151	20171103231500	http://www.wealthmanagement.com/technology/weekly-wealthtech-report-first-cefex-certified-robo
703755289	20161103	201611	2016	2016.8301	USA	UNITED STATES	USA																		1	010	010	01	1	0.0	1	1	1	-9.87654320987652	1	Afghanistan	AF	AF		33	66	AF	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171103231500	https://www.washingtontimes.com/news/2017/nov/3/trump-bergdahl-sentence-complete-total-disgrace/
703755290	20161103	201611	2016	2016.8301	USA	MASSACHUSETTS	USA																		0	081	081	08	2	5.0	2	1	2	-1.23239436619718	2	Maine, United States	US	USME		44.6074	-69.3977	ME	0								2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	20171103231500	http://www.pressreleasepoint.com/maine-governor-vetoes-marijuana-regulation-and-implementation-bill
703755291	20161103	201611	2016	2016.8301	USA	UNITED STATES	USA																		1	112	112	11	3	-2.0	2	1	2	-0.51387461459404	3	Isle La Plume, Wisconsin, United States	US	USWI	WI063	43.793	-91.2576	1567044	0								3	Isle La Plume, Wisconsin, United States	US	USWI		43.793	-91.2576	1567044	20171103231500	http://lacrossetribune.com/news/local/la-crosse-boat-harbor-residents-scramble-after-order-to-vacate/article_0a5f1050-b0ef-5a74-917d-d5f2c851b6d7.html
703755292	20171004	201710	2017	2017.7507											IRNGOV	IRANIAN	IRN					GOV			1	173	173	17	4	-5.0	3	1	3	-9.73084886128362	0								1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20171103231500	https://ncr-iran.org/en/news/human-rights/23812-scientist-sentenced-to-death-in-iran-for-refusing-to-spy-on-the-west
