702961456	20161101	201611	2016	2016.8247	AFG	AFGHAN	AFG								CHN	CHINESE	CHN								1	040	040	04	1	1.0	4	1	4	-1.50289017341041	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	1	China	CH	CH		35	105	CH	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20171101134500	http://lobelog.com/omans-diplomatic-bridge-in-afghanistan/
702961457	20161101	201611	2016	2016.8247	AFG	AFGHAN	AFG								CHN	CHINESE	CHN								1	040	040	04	1	1.0	4	1	4	-1.50289017341041	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	1	China	CH	CH		35	105	CH	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20171101134500	http://lobelog.com/omans-diplomatic-bridge-in-afghanistan/
702961458	20161101	201611	2016	2016.8247	AFG	AFGHANISTAN	AFG								CHN	CHINA	CHN								1	040	040	04	1	1.0	2	1	2	-1.50289017341041	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20171101134500	http://lobelog.com/omans-diplomatic-bridge-in-afghanistan/
702961459	20161101	201611	2016	2016.8247	AFG	AFGHAN	AFG								CHN	CHINESE	CHN								1	046	046	04	1	7.0	4	1	4	-1.50289017341041	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	1	China	CH	CH		35	105	CH	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20171101134500	http://lobelog.com/omans-diplomatic-bridge-in-afghanistan/
702961460	20161101	201611	2016	2016.8247	AFG	AFGHANISTAN	AFG								CHN	CHINA	CHN								1	046	046	04	1	7.0	2	1	2	-1.50289017341041	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20171101134500	http://lobelog.com/omans-diplomatic-bridge-in-afghanistan/
702961461	20161101	201611	2016	2016.8247	AFG	AFGHANISTAN	AFG								OMN	OMAN	OMN								1	046	046	04	1	7.0	10	1	10	-1.50289017341041	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	1	Oman	MU	MU		21	57	MU	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20171101134500	http://lobelog.com/omans-diplomatic-bridge-in-afghanistan/
702961462	20161101	201611	2016	2016.8247	AFG	AFGHAN	AFG								PAK	PAKISTANI	PAK								1	040	040	04	1	1.0	4	1	4	-1.50289017341041	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20171101134500	http://lobelog.com/omans-diplomatic-bridge-in-afghanistan/
702961463	20161101	201611	2016	2016.8247	AFG	KABUL	AFG								PAK	ISLAMABAD	PAK								1	112	112	11	3	-2.0	2	1	2	-1.50289017341041	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20171101134500	http://lobelog.com/omans-diplomatic-bridge-in-afghanistan/
702961464	20161101	201611	2016	2016.8247	AFG	AFGHANISTAN	AFG								PAK	PAKISTAN	PAK								1	112	112	11	3	-2.0	1	1	1	-1.50289017341041	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20171101134500	http://lobelog.com/omans-diplomatic-bridge-in-afghanistan/
702961465	20161101	201611	2016	2016.8247	AFG	AFGHAN	AFG								PAKGOV	PAKISTANI	PAK					GOV			1	040	040	04	1	1.0	4	1	4	-1.50289017341041	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20171101134500	http://lobelog.com/omans-diplomatic-bridge-in-afghanistan/
