704570558	20161107	201611	2016	2016.8411											SWE	SWEDEN	SWE								0	061	061	06	2	6.4	5	1	5	3.03030303030303	0								1	Sweden	SW	SW		62	15	SW	1	Sweden	SW	SW		62	15	SW	20171107081500	https://www.azernews.az/nation/121800.html
704570559	20161107	201611	2016	2016.8411	CYP	CYPRUS	CYP								USA	NEW YORK	USA								0	040	040	04	1	1.0	2	1	2	-4.03489640130862	1	Cyprus	CY	CY		35	33	CY	1	Cyprus	CY	CY		35	33	CY	1	Cyprus	CY	CY		35	33	CY	20171107081500	http://gearsofbiz.com/how-cases-of-paul-manafort-and-sergei-magnitsky-are-linked-money-laundering-through-cyprus/178723
704570560	20161107	201611	2016	2016.8411	CYP	CYPRUS	CYP								USA	NEW YORK	USA								0	040	040	04	1	1.0	2	1	2	-4.03489640130862	1	Cyprus	CY	CY		35	33	CY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	1	Cyprus	CY	CY		35	33	CY	20171107081500	http://gearsofbiz.com/how-cases-of-paul-manafort-and-sergei-magnitsky-are-linked-money-laundering-through-cyprus/178723
704570561	20161107	201611	2016	2016.8411	NGA	NIGERIAN	NGA								NGAMIL	NIGERIA	NGA					MIL			0	175	175	17	4	-9.0	2	1	2	-7.24637681159421	4	Kano, Kano, Nigeria	NI	NI29	191030	11.9964	8.51667	-2014610	4	Kano, Kano, Nigeria	NI	NI29	191030	11.9964	8.51667	-2014610	4	Kano, Kano, Nigeria	NI	NI29	191030	11.9964	8.51667	-2014610	20171107081500	http://www.presstv.com/Detail/2017/11/07/541286/Nigeria-Islamic-Movement-IMN-Arbaeen-Kano-Zaria-Zakzaky
704570562	20161107	201611	2016	2016.8411	PAN	PANAMA	PAN																		0	128	128	12	3	-5.0	6	1	6	-1.6839378238342	1	Panama	PM	PM		9	-80	PM	0								1	Panama	PM	PM		9	-80	PM	20171107081500	https://www.scmagazineuk.com/pirates-of-the-caribbean-66-years-of-secrets-dug-up-in-paradise-papers/article/705514/
704570563	20161107	201611	2016	2016.8411	RUS	RUSSIA	RUS																		0	128	128	12	3	-5.0	4	1	4	-1.6839378238342	1	Russia	RS	RS		60	100	RS	0								1	Panama	PM	PM		9	-80	PM	20171107081500	https://www.scmagazineuk.com/pirates-of-the-caribbean-66-years-of-secrets-dug-up-in-paradise-papers/article/705514/
704570564	20161107	201611	2016	2016.8411	RUS	RUSSIA	RUS								PAN	PANAMA	PAN								0	128	128	12	3	-5.0	2	1	2	-1.6839378238342	1	Panama	PM	PM		9	-80	PM	1	Panama	PM	PM		9	-80	PM	1	Panama	PM	PM		9	-80	PM	20171107081500	https://www.scmagazineuk.com/pirates-of-the-caribbean-66-years-of-secrets-dug-up-in-paradise-papers/article/705514/
704570565	20161107	201611	2016	2016.8411	RUS	RUSSIA	RUS								PAN	PANAMA	PAN								0	128	128	12	3	-5.0	1	1	1	-1.6839378238342	1	Russia	RS	RS		60	100	RS	1	Panama	PM	PM		9	-80	PM	1	Panama	PM	PM		9	-80	PM	20171107081500	https://www.scmagazineuk.com/pirates-of-the-caribbean-66-years-of-secrets-dug-up-in-paradise-papers/article/705514/
704570566	20161107	201611	2016	2016.8411	RUS	RUSSIA	RUS								PAN	PANAMA	PAN								0	128	128	12	3	-5.0	1	1	1	-1.6839378238342	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20171107081500	https://www.scmagazineuk.com/pirates-of-the-caribbean-66-years-of-secrets-dug-up-in-paradise-papers/article/705514/
704570567	20161107	201611	2016	2016.8411	SDN	SUDANESE	SDN								GOV	PRIME MINISTER						GOV			0	050	050	05	1	3.5	2	1	2	2.14592274678112	4	Khartoum, Al Khartum, Sudan	SU	SU29	37069	15.5881	32.5342	-1987	4	Kordofan, Shamal Kurdufan, Sudan	SU	SU56	37089	13.0833	30.35	-9440	4	Kordofan, Shamal Kurdufan, Sudan	SU	SU56	37089	13.0833	30.35	-9440	20171107081500	http://allafrica.com/stories/201711070144.html
704570568	20161107	201611	2016	2016.8411	SDN	SUDANESE	SDN								GOV	PRIME MINISTER						GOV			0	050	050	05	1	3.5	8	1	8	2.14592274678112	4	Kordofan, Shamal Kurdufan, Sudan	SU	SU56	37089	13.0833	30.35	-9440	4	Kordofan, Shamal Kurdufan, Sudan	SU	SU56	37089	13.0833	30.35	-9440	4	Kordofan, Shamal Kurdufan, Sudan	SU	SU56	37089	13.0833	30.35	-9440	20171107081500	http://allafrica.com/stories/201711070144.html
704570569	20161107	201611	2016	2016.8411	THA	THAILAND	THA								PTY	POLITICAL PARTY									0	138	138	13	3	-7.0	1	1	1	-1.60919540229886	1	Thailand	TH	TH		15	100	TH	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171107081500	http://www.themalaymailonline.com/world/article/hong-kong-pro-democracy-activists-allowed-to-appeal-jail-terms
704570570	20161107	201611	2016	2016.8411	THA	THAILAND	THA								PTY	POLITICAL PARTY									0	138	138	13	3	-7.0	1	1	1	-1.60919540229886	1	Thailand	TH	TH		15	100	TH	1	Thailand	TH	TH		15	100	TH	1	Thailand	TH	TH		15	100	TH	20171107081500	http://www.themalaymailonline.com/world/article/hong-kong-pro-democracy-activists-allowed-to-appeal-jail-terms
704570571	20161107	201611	2016	2016.8411	USA	NEW YORK	USA								CYP	CYPRUS	CYP								0	040	040	04	1	1.0	2	1	2	-4.03489640130862	1	Cyprus	CY	CY		35	33	CY	1	Cyprus	CY	CY		35	33	CY	1	Cyprus	CY	CY		35	33	CY	20171107081500	http://gearsofbiz.com/how-cases-of-paul-manafort-and-sergei-magnitsky-are-linked-money-laundering-through-cyprus/178723
704570572	20161107	201611	2016	2016.8411	USA	NEW YORK	USA								CYP	CYPRUS	CYP								0	040	040	04	1	1.0	2	1	2	-4.03489640130862	2	New York, United States	US	USNY		42.1497	-74.9384	NY	1	Cyprus	CY	CY		35	33	CY	1	Cyprus	CY	CY		35	33	CY	20171107081500	http://gearsofbiz.com/how-cases-of-paul-manafort-and-sergei-magnitsky-are-linked-money-laundering-through-cyprus/178723
704570573	20171008	201710	2017	2017.7616											CHN	CHINA	CHN								1	061	061	06	2	6.4	10	1	10	0.977198697068404	0								1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	20171107081500	https://www.in-pharmatechnologist.com/Article/2017/11/06/Intermediates-the-answer-to-China-API-dependence-says-Indian-export-delegate
704570574	20171008	201710	2017	2017.7616	CHN	CHINA	CHN								BUS	BUSINESS						BUS			0	010	010	01	1	0.0	1	1	1	-0.56497175141243	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171107081500	http://www.scmp.com/news/china/policies-politics/article/2118753/chinas-human-rights-record-wont-be-trumps-agenda
704570575	20171008	201710	2017	2017.7616	CHN	CHINA	CHN								BUS	BUSINESS						BUS			0	010	010	01	1	0.0	1	1	1	-0.56497175141243	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171107081500	http://www.scmp.com/news/china/policies-politics/article/2118753/chinas-human-rights-record-wont-be-trumps-agenda
704570576	20171008	201710	2017	2017.7616	GOV	MINIST						GOV													1	060	060	06	2	6.0	5	1	5	-7.96116504854369	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	0								4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	20171107081500	http://www.thezimbabwean.co/2017/11/american-charged-subversion-zimbabwe-goes-court/
704570577	20171008	201710	2017	2017.7616	GOV	MINIST						GOV													1	173	173	17	4	-5.0	5	1	5	-7.96116504854369	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	0								4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	20171107081500	http://www.thezimbabwean.co/2017/11/american-charged-subversion-zimbabwe-goes-court/
704570578	20171008	201710	2017	2017.7616	GOV	MINIST						GOV			OPP	ACTIVIST						OPP			1	060	060	06	2	6.0	5	1	5	-7.96116504854369	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	20171107081500	http://www.thezimbabwean.co/2017/11/american-charged-subversion-zimbabwe-goes-court/
704570579	20171008	201710	2017	2017.7616	GOV	MINIST						GOV			OPP	ACTIVIST						OPP			1	111	111	11	3	-2.0	5	1	5	-7.96116504854369	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	20171107081500	http://www.thezimbabwean.co/2017/11/american-charged-subversion-zimbabwe-goes-court/
704570580	20171008	201710	2017	2017.7616	GOV	MINIST						GOV			OPP	ACTIVIST						OPP			1	173	173	17	4	-5.0	5	1	5	-7.96116504854369	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	20171107081500	http://www.thezimbabwean.co/2017/11/american-charged-subversion-zimbabwe-goes-court/
704570581	20171008	201710	2017	2017.7616	IGOEUREEC	THE EU	EUR	EEC				IGO			BUS	COMPANIES						BUS			1	090	090	09	2	-2.0	10	1	10	-0.924024640657089	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20171107081500	http://www.bbc.co.uk/news/uk-41888614
704570582	20171008	201710	2017	2017.7616	SOM	SOMALI	SOM								USA	AMERICAN	USA								0	190	190	19	4	-10.0	2	1	2	-3.92749244712991	4	Mogadishu, Banaadir, Somalia	SO	SO02	25691	2.06667	45.3667	-3227437	4	Mogadishu, Banaadir, Somalia	SO	SO02	25691	2.06667	45.3667	-3227437	4	Mogadishu, Banaadir, Somalia	SO	SO02	25691	2.06667	45.3667	-3227437	20171107081500	https://www.newdelhitimes.com/us-orders-staffers-to-leave-somalia-over-specific-threat/
704570583	20171008	201710	2017	2017.7616	SOM	SOMALI	SOM								USA	AMERICAN	USA								0	190	190	19	4	-10.0	3	1	3	-3.92749244712991	4	Mogadishu, Banaadir, Somalia	SO	SO02	25691	2.06667	45.3667	-3227437	1	United States	US	US		39.828175	-98.5795	US	4	Mogadishu, Banaadir, Somalia	SO	SO02	25691	2.06667	45.3667	-3227437	20171107081500	https://www.newdelhitimes.com/us-orders-staffers-to-leave-somalia-over-specific-threat/
704570584	20171008	201710	2017	2017.7616	USA	UNITED STATES	USA																		1	0831	083	08	2	5.0	2	1	2	-2.60223048327138	3	Wise County, Virginia, United States	US	USVA	VA195	36.9668	-82.5999	1496656	0								3	Wise County, Virginia, United States	US	USVA		36.9668	-82.5999	1496656	20171107081500	http://www.heraldcourier.com/news/voting-officials-slightly-unsure-of-turnout-due-to-tight-races/article_38126fda-c378-11e7-9f71-cb2221f0c935.html
704570585	20171008	201710	2017	2017.7616	USA	UNITED STATES	USA																		1	0831	083	08	2	5.0	2	1	2	-2.60223048327138	3	Tazewell County, Virginia, United States	US	USVA	VA185	37.1001	-81.5665	1497748	0								3	Tazewell County, Virginia, United States	US	USVA		37.1001	-81.5665	1497748	20171107081500	http://www.heraldcourier.com/news/voting-officials-slightly-unsure-of-turnout-due-to-tight-races/article_38126fda-c378-11e7-9f71-cb2221f0c935.html
704570586	20171031	201710	2017	2017.8247											GOV	MAYOR						GOV			1	040	040	04	1	1.0	6	1	6	1.14942528735632	0								2	Alaska, United States	US	USAK		61.385	-152.268	AK	2	Alaska, United States	US	USAK		61.385	-152.268	AK	20171107081500	http://peninsulaclarion.com/news/local/2017-11-06/pierce-takes-helm-borough
