703121429	20071105	200711	2007	2007.8356											USA	JACKSONVILLE	USA								0	173	173	17	4	-5.0	5	1	5	1.56046814044213	0								1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20171102003000	http://www.tbo.com/opinion/letters/thursdays-letters-united-effort-needed-to-fix-health-care/2343101
703121430	20071105	200711	2007	2007.8356											USA	JACKSONVILLE	USA								0	190	190	19	4	-10.0	5	1	5	1.56046814044213	0								3	Jacksonville, Florida, United States	US	USFL	FL031	30.3322	-81.6556	295003	3	Jacksonville, Florida, United States	US	USFL	FL031	30.3322	-81.6556	295003	20171102003000	http://www.tbo.com/opinion/letters/thursdays-letters-united-effort-needed-to-fix-health-care/2343101
703121431	20161102	201611	2016	2016.8274											BUS	COMPANY						BUS			1	046	046	04	1	7.0	10	1	10	-1.03092783505154	0								4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	20171102003000	https://www.bangkokpost.com/business/telecom/1352811/reserve-prices-set-for-5g-bids
703121432	20161102	201611	2016	2016.8274											EDU	COLLEGE						EDU			1	052	052	05	1	3.5	2	1	2	0.19417475728155	0								2	North Dakota, United States	US	USND		47.5362	-99.793	ND	3	Mount Wachusett Community College, Massachusetts, United States	US	USMA		42.5765	-71.9829	602281	20171102003000	http://www.ledgertranscript.com/Two-men-who-died-in-Rindge-crash-remembered-13452640
703121433	20161102	201611	2016	2016.8274											EDU	COLLEGE						EDU			1	052	052	05	1	3.5	8	1	8	0.19417475728155	0								2	North Dakota, United States	US	USND		47.5362	-99.793	ND	2	North Dakota, United States	US	USND		47.5362	-99.793	ND	20171102003000	http://www.ledgertranscript.com/Two-men-who-died-in-Rindge-crash-remembered-13452640
703121434	20161102	201611	2016	2016.8274											SEA	SOUTH EAST ASIA	SEA								0	042	042	04	1	1.9	8	1	8	2.13483146067416	0								4	Da Nang, Ð N?ng, Vietnam, Republic Of	VM	VM78	73992	16.0678	108.221	-3712125	4	Da Nang, Ð N?ng, Vietnam, Republic Of	VM	VM78	73992	16.0678	108.221	-3712125	20171102003000	http://english.vietnamnet.vn/fms/business/189409/apec--a-golden-chance--for-da-nang-firms.html
703121435	20161102	201611	2016	2016.8274	BUS	COMPANY						BUS													1	046	046	04	1	7.0	10	1	10	-1.03092783505154	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	0								4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	20171102003000	https://www.bangkokpost.com/business/telecom/1352811/reserve-prices-set-for-5g-bids
703121436	20161102	201611	2016	2016.8274	BUS	INVESTOR						BUS			USA	WYOMING	USA								1	100	100	10	3	-5.0	8	1	8	1.08695652173913	2	Wyoming, United States	US	USWY		42.7475	-107.209	WY	2	Wyoming, United States	US	USWY		42.7475	-107.209	WY	2	Wyoming, United States	US	USWY		42.7475	-107.209	WY	20171102003000	http://trib.com/news/state-and-regional/govt-and-politics/federal/wyoming-investor-foster-friess-explains-why-he-s-considering-a/article_378fceea-20e5-5008-a392-f2473a268ba0.html
703121437	20161102	201611	2016	2016.8274	CAN	CANADIAN	CAN								AFR	AFRICA	AFR								0	0334	033	03	1	6.0	3	3	3	1.14572384137602	1	Mali	ML	ML		17	-4	ML	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	1	Mali	ML	ML		17	-4	ML	20171102003000	http://rdnewsnow.com/article/559641/federal-government-provides-millions-promote-womens-rights-around-world
703121438	20161102	201611	2016	2016.8274	GBR	UNITED KINGDOM	GBR								EDU	UNIVERSITY						EDU			1	013	013	01	1	0.4	1	1	1	-1.54577883472057	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20171102003000	https://www.timeshighereducation.com/news/universities-pressured-cut-myanmar-ties-over-rohingya-crisis
