704351813	20161106	201611	2016	2016.8384											AFR	AFRICA	AFR								1	112	112	11	3	-2.0	2	1	2	-8.65800865800866	0								5	Gauteng, Gauteng, South Africa	SF	SF06	77346	-26.0833	28.25	204226	5	Gauteng, Gauteng, South Africa	SF	SF06	77346	-26.0833	28.25	204226	20171106153000	https://www.iol.co.za/pretoria-news/zinde-trial-to-start-may-next-year-11876821
704351814	20161106	201611	2016	2016.8384											AFR	AFRICA	AFR								1	190	190	19	4	-10.0	2	1	2	-8.65800865800866	0								5	Gauteng, Gauteng, South Africa	SF	SF06	77346	-26.0833	28.25	204226	5	Gauteng, Gauteng, South Africa	SF	SF06	77346	-26.0833	28.25	204226	20171106153000	https://www.iol.co.za/pretoria-news/zinde-trial-to-start-may-next-year-11876821
704351815	20161106	201611	2016	2016.8384											GOV	MAYOR						GOV			0	040	040	04	1	1.0	10	1	10	-0.51282051282051	0								4	Marble Arch, Fermanagh, United Kingdom	UK	UKS2	18294	54.25	-7.8	-2602560	4	Marble Arch, Fermanagh, United Kingdom	UK	UKS2	18294	54.25	-7.8	-2602560	20171106153000	https://www.standard.co.uk/comment/comment/evening-standard-comment-we-do-have-the-means-to-go-after-tax-cheats-a3677361.html
704351816	20161106	201611	2016	2016.8384	AFGOPP	AFGHANISTAN	AFG					OPP													1	1121	112	11	3	-2.0	10	1	10	-10.0946372239747	1	Afghanistan	AF	AF		33	66	AF	0								1	Afghanistan	AF	AF		33	66	AF	20171106153000	https://www.belfasttelegraph.co.uk/news/world-news/international-criminal-court-seeking-afghanistan-war-crimes-probe-36286861.html
704351817	20161106	201611	2016	2016.8384	CRM	CRIMINAL						CRM			EDU	SCHOOL						EDU			0	090	090	09	2	-2.0	6	1	6	-6.52818991097923	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	20171106153000	http://freebeacon.com/politics/anthony-weiner-heads-prison-sexting-minor/
704351818	20161106	201611	2016	2016.8384	CRM	CRIMINAL						CRM			USA	UNITED STATES	USA								0	090	090	09	2	-2.0	4	1	4	-6.52818991097923	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171106153000	http://freebeacon.com/politics/anthony-weiner-heads-prison-sexting-minor/
704351819	20161106	201611	2016	2016.8384	EUR	EUROPEAN	EUR																		0	070	070	07	2	7.0	10	1	10	-1.47255689424365	1	Turkmenistan	TX	TX		40	60	TX	0								1	Turkmenistan	TX	TX		40	60	TX	20171106153000	http://www.paneuropeannetworks.com/health/women-and-hiv/
704351820	20161106	201611	2016	2016.8384	GBR	UNITED KINGDOM	GBR								IRN	IRAN	IRN								1	043	043	04	1	2.8	2	1	2	-4.86577181208054	4	Hampstead, Camden, United Kingdom	UK	UKC4	40110	51.55	-0.183333	-2598069	4	Hampstead, Camden, United Kingdom	UK	UKC4	40110	51.55	-0.183333	-2598069	4	Hampstead, Camden, United Kingdom	UK	UKC4	40110	51.55	-0.183333	-2598069	20171106153000	http://www.dailymail.co.uk/news/article-5054801/Boris-Johnson-gaffe-Nazanin-Zaghari-Ratcliffe.html
704351821	20161106	201611	2016	2016.8384	GBR	UNITED KINGDOM	GBR								IRN	IRAN	IRN								1	043	043	04	1	2.8	2	1	2	-4.86577181208054	4	Hampstead, Camden, United Kingdom	UK	UKC4	40110	51.55	-0.183333	-2598069	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171106153000	http://www.dailymail.co.uk/news/article-5054801/Boris-Johnson-gaffe-Nazanin-Zaghari-Ratcliffe.html
704351822	20161106	201611	2016	2016.8384	GOV	PRESIDENT						GOV													1	010	010	01	1	0.0	6	1	6	-2.46913580246913	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	0								1	Iraq	IZ	IZ		33	44	IZ	20171106153000	https://politicalwire.com/2017/11/06/democrats-open-wide-lead-generic-ballot-3/
704351823	20161106	201611	2016	2016.8384	GOV	MAYOR						GOV													0	040	040	04	1	1.0	8	1	8	-0.51282051282051	4	Marble Arch, Fermanagh, United Kingdom	UK	UKS2	18294	54.25	-7.8	-2602560	0								4	Marble Arch, Fermanagh, United Kingdom	UK	UKS2	18294	54.25	-7.8	-2602560	20171106153000	https://www.standard.co.uk/comment/comment/evening-standard-comment-we-do-have-the-means-to-go-after-tax-cheats-a3677361.html
704351824	20161106	201611	2016	2016.8384	GOV	GOVERNMENT						GOV			TWN	TAIWAN	TWN								1	051	051	05	1	3.4	2	1	2	5.05415162454874	1	Kiribati	KR	KR		-5	-170	KR	1	Taiwan	TW	TW		24	121	TW	1	Kiribati	KR	KR		-5	-170	KR	20171106153000	http://focustaiwan.tw/news/aipl/201711060027.aspx
704351825	20161106	201611	2016	2016.8384	GOV	GOVERNMENT						GOV			TWN	TAIWAN	TWN								1	051	051	05	1	3.4	1	1	1	5.05415162454874	1	Taiwan	TW	TW		24	121	TW	1	Kiribati	KR	KR		-5	-170	KR	1	Taiwan	TW	TW		24	121	TW	20171106153000	http://focustaiwan.tw/news/aipl/201711060027.aspx
