705620462	20161110	201611	2016	2016.8493											USA	UNITED STATES	USA								1	173	173	17	4	-5.0	2	1	2	-11.3475177304965	0								3	Kanawha County, West Virginia, United States	US	USWV		38.3334	-81.5665	1550026	2	West Virginia, United States	US	USWV		38.468	-80.9696	WV	20171110090000	http://www.sfgate.com/news/crime/article/West-Virginia-police-officer-charged-with-battery-12346801.php
705620463	20161110	201611	2016	2016.8493	BUS	PRODUCER						BUS			GBR	LONDON	GBR								0	042	042	04	1	1.9	8	1	8	-0.70721357850071	1	Saudi Arabia	SA	SA		25	45	SA	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171110090000	https://themarketmogul.com/trump-xi/
705620464	20161110	201611	2016	2016.8493	COP	POLICE						COP													1	193	193	19	4	-10.0	6	1	6	-4.97592295345104	1	Jordan	JO	JO		31	36	JO	0								1	Jordan	JO	JO		31	36	JO	20171110090000	http://ktul.com/news/investigations/behind-the-scenes-24-hours-with-the-tulsa-homicide-squad
705620465	20161110	201611	2016	2016.8493	COP	POLICE						COP			JOR	JORDAN	JOR								1	193	193	19	4	-10.0	4	1	4	-4.97592295345104	1	Jordan	JO	JO		31	36	JO	1	Jordan	JO	JO		31	36	JO	1	Jordan	JO	JO		31	36	JO	20171110090000	http://ktul.com/news/investigations/behind-the-scenes-24-hours-with-the-tulsa-homicide-squad
705620466	20161110	201611	2016	2016.8493	EDU	UNIVERSITY						EDU			ESP	SPAIN	ESP								1	046	046	04	1	7.0	2	1	2	2.63157894736842	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	20171110090000	http://www.menshealth.co.uk/food-nutrition/drink-recipes/health-boosting-tipples
705620467	20161110	201611	2016	2016.8493	ESP	SPAIN	ESP								EDU	UNIVERSITY						EDU			1	046	046	04	1	7.0	2	1	2	2.63157894736842	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	20171110090000	http://www.menshealth.co.uk/food-nutrition/drink-recipes/health-boosting-tipples
705620468	20161110	201611	2016	2016.8493	GBR	LONDON	GBR								BUS	PRODUCER						BUS			0	043	043	04	1	2.8	8	1	8	-0.70721357850071	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	1	Saudi Arabia	SA	SA		25	45	SA	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171110090000	https://themarketmogul.com/trump-xi/
705620469	20161110	201611	2016	2016.8493	GBR	LONDON	GBR								BUS	PRODUCER						BUS			0	051	051	05	1	3.4	8	1	8	-0.70721357850071	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	1	Saudi Arabia	SA	SA		25	45	SA	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171110090000	https://themarketmogul.com/trump-xi/
705620470	20161110	201611	2016	2016.8493	RUS	RUSSIAN	RUS								USA	AMERICAN	USA								0	090	090	09	2	-2.0	8	1	8	-0.6993006993007	1	Russia	RS	RS		60	100	RS	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	1	Russia	RS	RS		60	100	RS	20171110090000	http://www.sanfordherald.com/opinion/local_columns/carolina-needs-civil-curious-leaders/article_b81f06c8-c569-11e7-8b16-73b7ccf265d6.html
705620471	20161110	201611	2016	2016.8493	USA	UNITED STATES	USA																		0	010	010	01	1	0.0	4	1	4	-3.3457249070632	3	New Britain, Connecticut, United States	US	USCT	CT003	41.6612	-72.7795	209217	0								3	New Britain, Connecticut, United States	US	USCT		41.6612	-72.7795	209217	20171110090000	http://www.ivpressonline.com/news/nation/after-nearly-years-son-pushes-to-find-wwii-crash-site/article_643cbe84-e656-5fe0-8332-48d5f9716f07.html
