703326727	20161102	201611	2016	2016.8274											USA	UNITED STATES	USA								1	043	043	04	1	2.8	2	1	2	-0.408163265306123	0								3	High Plains, Kansas, United States	US	USKS		39.4167	-101.292	480171	2	Missouri, United States	US	USMO		38.4623	-92.302	MO	20171102154500	http://www.hpj.com/markets/high-plains-direct-slaughter-cattle-sales-report/article_5a80aee2-638a-5839-b468-ca3a01a565be.html
703326728	20161102	201611	2016	2016.8274	AFRJUD	AFRICA	AFR					JUD													0	050	050	05	1	3.5	10	1	10	-5.4054054054054	1	South Africa	SF	SF		-30	26	SF	0								1	South Africa	SF	SF		-30	26	SF	20171102154500	https://www.msn.com/en-us/news/world/opposition-mps-walk-out-on-south-africas-zuma-over-corruption/ar-AAum7P8
703326729	20161102	201611	2016	2016.8274	AFRJUD	AFRICA	AFR					JUD			AFR	AFRICA	AFR								0	1241	124	12	3	-4.0	1	1	1	-5.4054054054054	1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	20171102154500	https://www.msn.com/en-us/news/world/opposition-mps-walk-out-on-south-africas-zuma-over-corruption/ar-AAum7P8
703326730	20161102	201611	2016	2016.8274	AFRJUD	AFRICA	AFR					JUD			ZAFGOV	JACOB ZUMA	ZAF					GOV			0	1241	124	12	3	-4.0	5	1	5	-5.4054054054054	1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	20171102154500	https://www.msn.com/en-us/news/world/opposition-mps-walk-out-on-south-africas-zuma-over-corruption/ar-AAum7P8
703326731	20161102	201611	2016	2016.8274	USA	UNITED STATES	USA																		1	042	042	04	1	1.9	2	1	2	-0.408163265306123	3	High Plains, Kansas, United States	US	USKS	KS193	39.4167	-101.292	480171	0								2	Missouri, United States	US	USMO		38.4623	-92.302	MO	20171102154500	http://www.hpj.com/markets/high-plains-direct-slaughter-cattle-sales-report/article_5a80aee2-638a-5839-b468-ca3a01a565be.html
703326732	20171003	201710	2017	2017.7479	IND	BHUBANESWAR	IND								dal	DALIT			dal						1	141	141	14	3	-6.5	5	1	5	-1.93798449612403	0								0								0								20171102154500	http://ptinews.com/news/9203508_Cong-seeks-justice-for-Koraput-gangrape-survivor.html
703326733	20171003	201710	2017	2017.7479	LEG	CONGRESS						LEG			dal	DALIT			dal						1	141	141	14	3	-6.5	5	1	5	-1.93798449612403	0								0								0								20171102154500	http://ptinews.com/news/9203508_Cong-seeks-justice-for-Koraput-gangrape-survivor.html
703326734	20171003	201710	2017	2017.7479	dal	DALIT			dal						LEG	CONGRESS						LEG			1	112	112	11	3	-2.0	10	1	10	-1.93798449612403	0								0								0								20171102154500	http://ptinews.com/news/9203508_Cong-seeks-justice-for-Koraput-gangrape-survivor.html
703326735	20171003	201710	2017	2017.7479	dal	DALIT			dal						LEG	CONGRESS						LEG			1	173	173	17	4	-5.0	10	1	10	-1.93798449612403	0								0								0								20171102154500	http://ptinews.com/news/9203508_Cong-seeks-justice-for-Koraput-gangrape-survivor.html
703326736	20171101	201711	2017	2017.8247											USA	UNITED STATES	USA								0	111	111	11	3	-2.0	2	1	2	-10.958904109589	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	1	Cuba	CU	CU		22	-79.5	CU	20171102154500	http://ptinews.com/news/9203251_Trump-calls-for-death-penalty-for-NYC-terror-attacker.html
703326737	20171101	201711	2017	2017.8247	GRC	GREEK	GRC								BUS	TANKER						BUS			1	090	090	09	2	-2.0	4	1	4	-5.26315789473684	4	Agia, Perifereia Thessalias, Greece	GR	GR64	16721	39.7178	22.7636	-814991	4	Agia, Perifereia Thessalias, Greece	GR	GR64	16721	39.7178	22.7636	-814991	4	Agia, Perifereia Thessalias, Greece	GR	GR64	16721	39.7178	22.7636	-814991	20171102154500	http://www.tovima.gr/en/article/?aid=912550
703326738	20171101	201711	2017	2017.8247	GRCGOV	GREEK	GRC					GOV			BUS	TANKER						BUS			1	090	090	09	2	-2.0	6	1	6	-5.26315789473684	4	Agia, Perifereia Thessalias, Greece	GR	GR64	16721	39.7178	22.7636	-814991	4	Agia, Perifereia Thessalias, Greece	GR	GR64	16721	39.7178	22.7636	-814991	4	Agia, Perifereia Thessalias, Greece	GR	GR64	16721	39.7178	22.7636	-814991	20171102154500	http://www.tovima.gr/en/article/?aid=912550
703326739	20171101	201711	2017	2017.8247	USA	UNITED STATES	USA								UAF	TERRORIST						UAF			1	051	051	05	1	3.4	1	1	1	-10.958904109589	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	1	Cuba	CU	CU		22	-79.5	CU	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171102154500	http://ptinews.com/news/9203251_Trump-calls-for-death-penalty-for-NYC-terror-attacker.html
