705100830	20071111	200711	2007	2007.8521	GOV	KINGDOM						GOV			PSE	WEST BANK	PSE								1	050	050	05	1	3.5	2	1	2	-2.1021021021021	4	Unrwa, West Bank (general), West Bank	WE	WE00	68767	31.8984	35.1773	11289236	4	Unrwa, West Bank (general), West Bank	WE	WE00	68767	31.8984	35.1773	11289236	4	Unrwa, West Bank (general), West Bank	WE	WE00	68767	31.8984	35.1773	11289236	20171108200000	http://saudigazette.com.sa/article/521415/SAUDI-ARABIA/Full-support-for-Palestinian-refugees-Saudi-Arabia
705100831	20071111	200711	2007	2007.8521	GOV	KINGDOM						GOV			PSE	WEST BANK	PSE								1	051	051	05	1	3.4	2	1	2	-2.1021021021021	4	Unrwa, West Bank (general), West Bank	WE	WE00	68767	31.8984	35.1773	11289236	4	Unrwa, West Bank (general), West Bank	WE	WE00	68767	31.8984	35.1773	11289236	4	Unrwa, West Bank (general), West Bank	WE	WE00	68767	31.8984	35.1773	11289236	20171108200000	http://saudigazette.com.sa/article/521415/SAUDI-ARABIA/Full-support-for-Palestinian-refugees-Saudi-Arabia
705100832	20161108	201611	2016	2016.8438											CVL	TOURIST						CVL			0	042	042	04	1	1.9	10	1	10	3.02521008403361	0								4	Visayas, Philippines (general), Philippines	RP	RP00	24253	11	123.5	-2459959	4	Visayas, Philippines (general), Philippines	RP	RP00	24253	11	123.5	-2459959	20171108200000	http://www.philstar.com/cebu-business/2017/11/09/1757000/boi-gives-green-light-new-hotel-project
705100833	20161108	201611	2016	2016.8438	CVL	TOURIST						CVL													0	043	043	04	1	2.8	10	1	10	3.02521008403361	4	Visayas, Philippines (general), Philippines	RP	RP00	24253	11	123.5	-2459959	0								4	Visayas, Philippines (general), Philippines	RP	RP00	24253	11	123.5	-2459959	20171108200000	http://www.philstar.com/cebu-business/2017/11/09/1757000/boi-gives-green-light-new-hotel-project
705100834	20161108	201611	2016	2016.8438	CVL	TOURIST						CVL			PHL	VISAYAS	PHL								0	042	042	04	1	1.9	8	1	8	3.02521008403361	4	Visayas, Philippines (general), Philippines	RP	RP00	24253	11	123.5	-2459959	4	Visayas, Philippines (general), Philippines	RP	RP00	24253	11	123.5	-2459959	4	Visayas, Philippines (general), Philippines	RP	RP00	24253	11	123.5	-2459959	20171108200000	http://www.philstar.com/cebu-business/2017/11/09/1757000/boi-gives-green-light-new-hotel-project
705100835	20161108	201611	2016	2016.8438	GBR	UNITED KINGDOM	GBR																		1	040	040	04	1	1.0	2	1	2	2.65486725663717	4	Baidyanath, Jharkhand, India	IN	IN38	17600	24.4833	86.7	-2089728	0								4	Baidyanath, Jharkhand, India	IN	IN38	17600	24.4833	86.7	-2089728	20171108200000	http://www.thehindu.com/news/cities/mumbai/ayurveda-with-a-modern-twist/article20006245.ece
705100836	20161108	201611	2016	2016.8438	GOV	MAYOR						GOV			LEG	CONGRESS						LEG			1	090	090	09	2	-2.0	3	1	3	0.13315579227696	2	Utah, United States	US	USUT		40.1135	-111.854	UT	2	Utah, United States	US	USUT		40.1135	-111.854	UT	2	Utah, United States	US	USUT		40.1135	-111.854	UT	20171108200000	http://www.ctpost.com/news/article/After-easy-win-Curtis-faces-divided-Congress-12340305.php
705100837	20161108	201611	2016	2016.8438	GOV	PRESIDENT						GOV			USA	UNITED STATES	USA								0	100	100	10	3	-5.0	4	1	4	-1.57958687727825	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171108200000	http://www.delcotimes.com/business/20171108/philadelphia-regions-business-interests-tout-benefits-of-tax-cuts
705100838	20161108	201611	2016	2016.8438	GRC	GREECE	GRC								QATBUS	QATAR	QAT					BUS			1	060	060	06	2	6.0	4	1	4	1.56862745098039	4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25307	25.2867	51.5333	-785169	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25307	25.2867	51.5333	-785169	20171108200000	http://www.gulf-times.com/story/570431/Qatar-Airways-to-launch-service-to-Thessaloniki-in
705100839	20161108	201611	2016	2016.8438	GRC	GREECE	GRC								QATBUS	QATAR	QAT					BUS			1	060	060	06	2	6.0	1	1	1	1.56862745098039	4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25307	25.2867	51.5333	-785169	20171108200000	http://www.gulf-times.com/story/570431/Qatar-Airways-to-launch-service-to-Thessaloniki-in
705100840	20161108	201611	2016	2016.8438	HLH	DOCTOR						HLH													1	020	020	02	1	3.0	6	1	6	-1.1965811965812	2	Utah, United States	US	USUT		40.1135	-111.854	UT	0								2	Utah, United States	US	USUT		40.1135	-111.854	UT	20171108200000	http://www.lifenews.com/2017/11/08/conjoined-twins-sharing-a-single-set-of-legs-saved-from-abortion-now-theyre-learning-to-walk/
705100841	20161108	201611	2016	2016.8438	HLH	DOCTOR						HLH			USA	UNITED STATES	USA								1	020	020	02	1	3.0	4	1	4	-1.1965811965812	2	Utah, United States	US	USUT		40.1135	-111.854	UT	2	Utah, United States	US	USUT		40.1135	-111.854	UT	2	Utah, United States	US	USUT		40.1135	-111.854	UT	20171108200000	http://www.lifenews.com/2017/11/08/conjoined-twins-sharing-a-single-set-of-legs-saved-from-abortion-now-theyre-learning-to-walk/
705100842	20161108	201611	2016	2016.8438	LEG	CONGRESS						LEG													1	090	090	09	2	-2.0	3	1	3	0.13315579227696	2	Utah, United States	US	USUT		40.1135	-111.854	UT	0								2	Utah, United States	US	USUT		40.1135	-111.854	UT	20171108200000	http://www.ctpost.com/news/article/After-easy-win-Curtis-faces-divided-Congress-12340305.php
705100843	20161108	201611	2016	2016.8438	PHL	VISAYAS	PHL								CVL	TOURIST						CVL			0	043	043	04	1	2.8	8	1	8	3.02521008403361	4	Visayas, Philippines (general), Philippines	RP	RP00	24253	11	123.5	-2459959	4	Visayas, Philippines (general), Philippines	RP	RP00	24253	11	123.5	-2459959	4	Visayas, Philippines (general), Philippines	RP	RP00	24253	11	123.5	-2459959	20171108200000	http://www.philstar.com/cebu-business/2017/11/09/1757000/boi-gives-green-light-new-hotel-project
705100844	20161108	201611	2016	2016.8438	QATBUS	QATAR	QAT					BUS			GRC	GREECE	GRC								1	060	060	06	2	6.0	5	1	5	1.56862745098039	4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	20171108200000	http://www.gulf-times.com/story/570431/Qatar-Airways-to-launch-service-to-Thessaloniki-in
705100845	20161108	201611	2016	2016.8438	USA	OHIO	USA								EDU	STUDENT						EDU			1	030	030	03	1	4.0	5	1	5	1.35135135135135	3	Shawnee, Ohio, United States	US	USOH	OH127	39.6048	-82.2115	1076869	3	Shawnee, Ohio, United States	US	USOH	OH127	39.6048	-82.2115	1076869	3	Shawnee, Ohio, United States	US	USOH	OH127	39.6048	-82.2115	1076869	20171108200000	https://www.ems1.com/certification/articles/359978048-Ohio-EMS-agency-offers-scholarships-for-students-in-EMT-program/
705100846	20161108	201611	2016	2016.8438	USA	UNITED STATES	USA								LEG	LEGISLATOR						LEG			0	030	030	03	1	4.0	4	1	4	-1.30272952853598	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20171108200000	http://www.crainsdetroit.com/article/20171108/blog010/644441/as-electric-capacity-is-debated-a-primer-on-power
705100847	20161108	201611	2016	2016.8438	USA	UNITED STATES	USA								LEG	CONGRESS						LEG			1	090	090	09	2	-2.0	4	1	4	0.13315579227696	2	Utah, United States	US	USUT		40.1135	-111.854	UT	2	Utah, United States	US	USUT		40.1135	-111.854	UT	2	Utah, United States	US	USUT		40.1135	-111.854	UT	20171108200000	http://www.ctpost.com/news/article/After-easy-win-Curtis-faces-divided-Congress-12340305.php
705100848	20161108	201611	2016	2016.8438	USA	TEXAS	USA								MEX	MEXICAN	MEX								1	120	120	12	3	-4.0	1	1	1	0.14619883040936	1	Mexico	MX	MX		23	-102	MX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	1	Mexico	MX	MX		23	-102	MX	20171108200000	http://www.bigcountryhomepage.com/news/main-news/texas-education-officials-reject-another-mexican-american-studies-textbook/853655992
