704253937	20071109	200711	2007	2007.8466	AGO	LUANDA	AGO																		1	1712	171	17	4	-9.2	10	1	10	-5.86080586080586	4	Huambo, Huambo, Angola	AO	AO08	4266	-12.7761	15.7392	-2865335	0								4	Huambo, Huambo, Angola	AO	AO08	4266	-12.7761	15.7392	-2865335	20171106084500	http://allafrica.com/stories/201711060176.html
704253938	20161106	201611	2016	2016.8384	FRA	FRENCH	FRA								FRAGOV	FRANCE	FRA					GOV			0	057	057	05	1	8.0	1	1	1	2.88288288288288	5	Himachal Pradesh, Himachal Pradesh, India	IN	IN11	17673	31.9167	77.25	-2097441	5	Himachal Pradesh, Himachal Pradesh, India	IN	IN11	17673	31.9167	77.25	-2097441	5	Himachal Pradesh, Himachal Pradesh, India	IN	IN11	17673	31.9167	77.25	-2097441	20171106084500	http://www.brahmand.com/news/JV-between-Saab-Adani-group-to-produce-UAVs-military-copters/16057/1/13.html
704253939	20161106	201611	2016	2016.8384	FRA	FRENCH	FRA								FRAGOV	FRANCE	FRA					GOV			0	057	057	05	1	8.0	1	1	1	2.88288288288288	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	5	Himachal Pradesh, Himachal Pradesh, India	IN	IN11	17673	31.9167	77.25	-2097441	20171106084500	http://www.brahmand.com/news/JV-between-Saab-Adani-group-to-produce-UAVs-military-copters/16057/1/13.html
704253940	20161106	201611	2016	2016.8384	FRAGOV	FRANCE	FRA					GOV			FRA	FRENCH	FRA								0	057	057	05	1	8.0	1	1	1	2.88288288288288	5	Himachal Pradesh, Himachal Pradesh, India	IN	IN11	17673	31.9167	77.25	-2097441	5	Himachal Pradesh, Himachal Pradesh, India	IN	IN11	17673	31.9167	77.25	-2097441	1	Kazakhstan	KZ	KZ		48	68	KZ	20171106084500	http://www.brahmand.com/news/JV-between-Saab-Adani-group-to-produce-UAVs-military-copters/16057/1/13.html
704253941	20161106	201611	2016	2016.8384	FRAGOV	FRANCE	FRA					GOV			FRA	FRENCH	FRA								0	057	057	05	1	8.0	1	1	1	2.88288288288288	1	Kazakhstan	KZ	KZ		48	68	KZ	1	Kazakhstan	KZ	KZ		48	68	KZ	1	Kazakhstan	KZ	KZ		48	68	KZ	20171106084500	http://www.brahmand.com/news/JV-between-Saab-Adani-group-to-produce-UAVs-military-copters/16057/1/13.html
704253942	20161106	201611	2016	2016.8384	FRAGOV	FRENCH	FRA					GOV			MIL	FIGHTER JET						MIL			0	057	057	05	1	8.0	3	1	3	2.88288288288288	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	5	Himachal Pradesh, Himachal Pradesh, India	IN	IN11	17673	31.9167	77.25	-2097441	20171106084500	http://www.brahmand.com/news/JV-between-Saab-Adani-group-to-produce-UAVs-military-copters/16057/1/13.html
704253943	20161106	201611	2016	2016.8384	GRC	GREECE	GRC								BUS	COMPANIES						BUS			0	100	100	10	3	-5.0	10	1	10	-2.51207729468599	4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	20171106084500	http://www.ekathimerini.com/222979/article/ekathimerini/business/reform-drive-needed-for-doing-business
704253944	20161106	201611	2016	2016.8384	IGOUNO	UNITED NATIONS		UNO				IGO			GBR	UNITED KINGDOM	GBR								0	0241	024	02	1	-0.3	4	1	4	-6.40176600441501	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20171106084500	https://www.news24.com/Africa/News/drc-sets-elections-for-december-2018-20171106
704253945	20161106	201611	2016	2016.8384	IGOUNO	UNITED NATIONS		UNO				IGO			USAGOV	US AMBASSADOR	USA					GOV			0	010	010	01	1	0.0	10	1	10	-6.40176600441501	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20171106084500	https://www.news24.com/Africa/News/drc-sets-elections-for-december-2018-20171106
704253946	20161106	201611	2016	2016.8384	IGOUNO	UNITED NATIONS		UNO				IGO			USAGOV	US AMBASSADOR	USA					GOV			0	0241	024	02	1	-0.3	6	1	6	-6.40176600441501	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20171106084500	https://www.news24.com/Africa/News/drc-sets-elections-for-december-2018-20171106
