705416881	20161109	201611	2016	2016.8466											CVL	POPULATION						CVL			1	061	061	06	2	6.4	10	1	10	-0.88932806324111	0								3	Georgetown University, District of Columbia, United States	US	USDC		38.9073	-77.0726	531568	1	Thailand	TH	TH		15	100	TH	20171109180000	https://www.newstarget.com/2017-11-09-the-united-states-role-in-assisting-food-independence-in-developing-countries.html
705416882	20161109	201611	2016	2016.8466											SGP	SINGAPORE	SGP								0	040	040	04	1	1.0	2	1	2	-0.489396411092986	0								1	Singapore	SN	SN		1.366667	103.8	SN	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20171109180000	https://timesofindia.indiatimes.com/business/india-business/pm-to-begin-3-day-visit-to-philippines-on-sunday/articleshow/61582164.cms
705416883	20161109	201611	2016	2016.8466											VAT	VATICAN	VAT								1	042	042	04	1	1.9	10	1	10	0.99009900990099	0								1	Vatican City	VT	VT		41.9	12.45	VT	1	Vatican City	VT	VT		41.9	12.45	VT	20171109180000	https://www.npr.org/sections/thetwo-way/2017/11/09/563066304/a-request-from-the-pope-lift-up-your-hearts-put-down-your-phones
705416884	20161109	201611	2016	2016.8466	LBR	LIBERIA	LBR								EDU	SCHOOL						EDU			0	080	080	08	2	5.0	10	1	10	-0.1247660636307	1	Liberia	LI	LI		6.5	-9.5	LI	1	Liberia	LI	LI		6.5	-9.5	LI	1	Liberia	LI	LI		6.5	-9.5	LI	20171109180000	https://www.economist.com/news/special-report/21731038-technology-africa-making-huge-advances-says-jonathan-rosenthal-its-full
705416885	20161109	201611	2016	2016.8466	REB	REBEL						REB			SYR	SYRIA	SYR								0	042	042	04	1	1.9	10	1	10	-6.40748740100792	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	20171109180000	http://syriadirect.org/news/%E2%80%98no-such-thing-as-finished%E2%80%99-residents-of-north-damascus-suburb-stay-close-to-home-after-reconciliation-amid-fears-of-arrest-conscription/
705416886	20161109	201611	2016	2016.8466	SGP	SINGAPORE	SGP																		0	040	040	04	1	1.0	2	1	2	-0.489396411092986	1	Singapore	SN	SN		1.366667	103.8	SN	0								4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20171109180000	https://timesofindia.indiatimes.com/business/india-business/pm-to-begin-3-day-visit-to-philippines-on-sunday/articleshow/61582164.cms
705416887	20161109	201611	2016	2016.8466	SYR	SYRIA	SYR								REB	REBEL						REB			0	043	043	04	1	2.8	10	1	10	-6.40748740100792	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	20171109180000	http://syriadirect.org/news/%E2%80%98no-such-thing-as-finished%E2%80%99-residents-of-north-damascus-suburb-stay-close-to-home-after-reconciliation-amid-fears-of-arrest-conscription/
705416888	20161109	201611	2016	2016.8466	USAGOV	THE WHITE HOUSE	USA					GOV			PTY	PRESIDENTIAL CANDIDATE									1	100	100	10	3	-5.0	2	1	2	-2.46153846153847	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20171109180000	http://observer.com/2017/11/morning-joe-host-says-of-donald-trumps-interest-in-cnn-just-shut-up/
705416889	20161109	201611	2016	2016.8466	VAT	VATICAN	VAT																		1	043	043	04	1	2.8	10	1	10	0.99009900990099	1	Vatican City	VT	VT		41.9	12.45	VT	0								1	Vatican City	VT	VT		41.9	12.45	VT	20171109180000	https://www.npr.org/sections/thetwo-way/2017/11/09/563066304/a-request-from-the-pope-lift-up-your-hearts-put-down-your-phones
705416890	20171010	201710	2017	2017.7671											USA	UNITED STATES	USA								0	130	130	13	3	-4.4	2	2	2	1.69768255687733	0								3	Capitol Hill, District of Columbia, United States	US	USDC		38.889	-77.0003	529313	3	Capitol Hill, District of Columbia, United States	US	USDC		38.889	-77.0003	529313	20171109180000	http://www.nydailynews.com/newswires/news/national/20-gop-house-members-urge-speaker-ryan-act-immigration-article-1.3621784
705416891	20171102	201711	2017	2017.8274	ESP	SPANISH	ESP								ESPJUD	SPAIN	ESP					JUD			0	100	100	10	3	-5.0	4	1	4	-3.82775119617225	4	Salamanca, Castilla y LeóP, Spain	SP	SP55	25796	40.9681	-5.66202	-400105	4	Salamanca, Castilla y LeóP, Spain	SP	SP55	25796	40.9681	-5.66202	-400105	4	Salamanca, Castilla y LeóP, Spain	SP	SP55	25796	40.9681	-5.66202	-400105	20171109180000	http://news.trust.org/item/20171109174308-tk83o
705416892	20171102	201711	2017	2017.8274	ESPJUD	SPANISH	ESP					JUD													0	100	100	10	3	-5.0	6	1	6	-3.82775119617225	4	Salamanca, Castilla y LeóP, Spain	SP	SP55	25796	40.9681	-5.66202	-400105	0								4	Salamanca, Castilla y LeóP, Spain	SP	SP55	25796	40.9681	-5.66202	-400105	20171109180000	http://news.trust.org/item/20171109174308-tk83o
705416893	20171102	201711	2017	2017.8274	JUD	HIGH COURT						JUD			LEG	SENATOR						LEG			1	030	030	03	1	4.0	10	1	10	0.952380952380948	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	20171109180000	https://www.9news.com.au/national/2017/11/10/03/32/high-court-to-name-four-new-senators
705416894	20171102	201711	2017	2017.8274	LBNCHRMAR	LEBANON	LBN			CHR					SAU	SAUDI ARABIA	SAU								0	036	036	03	1	4.0	3	1	3	-2.17391304347826	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20171109180000	http://www.channelnewsasia.com/news/world/exclusive---lebanon-believes-saudi-holds-hariri--demands-return-9392300
705416895	20171102	201711	2017	2017.8274	LBNCHRMAR	LEBANON	LBN			CHR					SAU	SAUDI ARABIA	SAU								0	036	036	03	1	4.0	1	1	1	-2.17391304347826	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	20171109180000	http://www.channelnewsasia.com/news/world/exclusive---lebanon-believes-saudi-holds-hariri--demands-return-9392300
705416896	20171102	201711	2017	2017.8274	LBNCHRMAR	LEBANON	LBN			CHR					SAU	SAUDI	SAU								0	036	036	03	1	4.0	1	1	1	-2.17391304347826	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	20171109180000	http://www.channelnewsasia.com/news/world/exclusive---lebanon-believes-saudi-holds-hariri--demands-return-9392300
705416897	20171102	201711	2017	2017.8274	LEG	SENATOR						LEG			CVL	IMMIGRANT						CVL			0	030	030	03	1	4.0	1	1	1	1.9690576652602	3	Capitol Hill, District of Columbia, United States	US	USDC	DC001	38.889	-77.0003	529313	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20171109180000	http://www.miamiherald.com/news/business/article183653311.html
705416898	20171102	201711	2017	2017.8274	RUS	RUSSIA	RUS								MED	MEDIA						MED			1	190	190	19	4	-10.0	10	1	10	-4.83271375464684	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20171109180000	BBC Monitoring in Russian/BBC Monitoring/(c) BBC
705416899	20171102	201711	2017	2017.8274	USA	UNITED STATES	USA																		0	010	010	01	1	0.0	1	1	1	1.77453027139875	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	0								2	Arkansas, United States	US	USAR		34.9513	-92.3809	AR	20171109180000	http://www.ivpressonline.com/news/politics/gop-house-members-urge-speaker-ryan-to-act-on-immigration/article_94e96e06-a5cb-5814-a6de-c3cf441aba2c.html
705416900	20171102	201711	2017	2017.8274	USA	ARKANSAS	USA																		0	010	010	01	1	0.0	1	1	1	1.9690576652602	2	Arkansas, United States	US	USAR		34.9513	-92.3809	AR	0								3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20171109180000	http://www.miamiherald.com/news/business/article183653311.html
705416901	20171108	201711	2017	2017.8438	CHN	CHINA	CHN								PHL	FILIPINO	PHL								1	010	010	01	1	0.0	2	1	2	-0.74404761904762	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171109180000	http://www.philstar.com/headlines/2017/11/10/1757470/duterte-press-china-sea-code-conduct
705416902	20171108	201711	2017	2017.8438	CHN	CHINA	CHN								PHL	FILIPINO	PHL								1	010	010	01	1	0.0	2	1	2	-0.74404761904762	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20171109180000	http://www.philstar.com/headlines/2017/11/10/1757470/duterte-press-china-sea-code-conduct
705416903	20171108	201711	2017	2017.8438	CHN	CHINA	CHN								PHLCVL	PHILIPPINE	PHL					CVL			1	010	010	01	1	0.0	2	1	2	-0.74404761904762	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171109180000	http://www.philstar.com/headlines/2017/11/10/1757470/duterte-press-china-sea-code-conduct
705416904	20171108	201711	2017	2017.8438	CHN	CHINA	CHN								PHLCVL	FILIPINO	PHL					CVL			1	010	010	01	1	0.0	4	1	4	-0.74404761904762	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20171109180000	http://www.philstar.com/headlines/2017/11/10/1757470/duterte-press-china-sea-code-conduct
705416905	20171108	201711	2017	2017.8438	VNM	VIETNAM	VNM								PHL	FILIPINO	PHL								0	013	013	01	1	0.4	2	1	2	-0.29615004935835	4	Da Nang, Ð N?ng, Vietnam, Republic Of	VM	VM78	73992	16.0678	108.221	-3712125	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	20171109180000	http://www.philstar.com/opinion/2017/11/10/1757431/great-chemistry
705416906	20171108	201711	2017	2017.8438	VNM	VIETNAM	VNM								PHL	FILIPINO	PHL								0	013	013	01	1	0.4	2	1	2	-0.29615004935835	1	United States	US	US		39.828175	-98.5795	US	4	Da Nang, Ð N?ng, Vietnam, Republic Of	VM	VM78	73992	16.0678	108.221	-3712125	1	United States	US	US		39.828175	-98.5795	US	20171109180000	http://www.philstar.com/opinion/2017/11/10/1757431/great-chemistry
705416907	20171108	201711	2017	2017.8438	VNM	VIETNAM	VNM								PHLCVL	FILIPINO	PHL					CVL			0	010	010	01	1	0.0	2	1	2	-0.29615004935835	4	Batangas, Batangas City, Philippines	RP	RPA7	24231	13.7567	121.058	-2413040	4	Batangas, Batangas City, Philippines	RP	RPA7	24231	13.7567	121.058	-2413040	4	Batangas, Batangas City, Philippines	RP	RPA7	24231	13.7567	121.058	-2413040	20171109180000	http://www.philstar.com/opinion/2017/11/10/1757431/great-chemistry
705416908	20171108	201711	2017	2017.8438	VNM	VIETNAM	VNM								PHLCVL	PHILIPPINE	PHL					CVL			0	013	013	01	1	0.4	4	1	4	-0.29615004935835	4	Batangas, Batangas City, Philippines	RP	RPA7	24231	13.7567	121.058	-2413040	4	Batangas, Batangas City, Philippines	RP	RPA7	24231	13.7567	121.058	-2413040	4	Batangas, Batangas City, Philippines	RP	RPA7	24231	13.7567	121.058	-2413040	20171109180000	http://www.philstar.com/opinion/2017/11/10/1757431/great-chemistry
705416909	20171109	201711	2017	2017.8466											AGR	FARMER						AGR			1	036	036	03	1	4.0	3	1	3	4.09356725146199	0								2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	20171109180000	http://www.4-traders.com/news/Indiana-Soybean-Alliance-Farmer-Selected-for-National-Leadership-Program--25476691/
