704982617	20161108	201611	2016	2016.8438											AUS	AUSTRALIA	AUS								1	043	043	04	1	2.8	2	1	2	3.17460317460317	0								4	Essex, Queensland, Australia	AS	AS04	5230	-25.85	145.15	-1572465	4	Essex, Queensland, Australia	AS	AS04	5230	-25.85	145.15	-1572465	20171108124500	http://www.heart.co.uk/showbiz/has-towie-star-revealed-theyre-in-im-a-celeb-2017/
704982618	20161108	201611	2016	2016.8438											BUS	PRODUCER						BUS			1	057	057	05	1	8.0	1	1	1	-3.81830151415405	0								1	India	IN	IN		20	77	IN	1	Chile	CI	CI		-30	-71	CI	20171108124500	http://www.myajc.com/lifestyles/food--cooking/wild-salmon-decline-norway-pressures-its-giant-fish-farms/Pzf9DxSJ2kbX9pHAw89XcK/
704982619	20161108	201611	2016	2016.8438											BUS	PRODUCER						BUS			1	057	057	05	1	8.0	2	1	2	-3.81830151415405	0								1	Norway	NO	NO		62	10	NO	1	Norway	NO	NO		62	10	NO	20171108124500	http://www.myajc.com/lifestyles/food--cooking/wild-salmon-decline-norway-pressures-its-giant-fish-farms/Pzf9DxSJ2kbX9pHAw89XcK/
704982620	20161108	201611	2016	2016.8438											IRN	IRANIAN	IRN								1	040	040	04	1	1.0	10	1	10	1.81818181818181	0								4	Asaluyeh, Bushehr, Iran	IR	IR22	25307	27.4761	52.6074	-3053811	4	Asaluyeh, Bushehr, Iran	IR	IR22	25307	27.4761	52.6074	-3053811	20171108124500	Vision of the Islamic Republic of Iran Bushehr Provincial TV in Persian/BBC Monitoring/(c) BBC
704982621	20161108	201611	2016	2016.8438	AUS	AUSTRALIA	AUS																		1	042	042	04	1	1.9	2	1	2	3.17460317460317	4	Essex, Queensland, Australia	AS	AS04	5230	-25.85	145.15	-1572465	0								4	Essex, Queensland, Australia	AS	AS04	5230	-25.85	145.15	-1572465	20171108124500	http://www.heart.co.uk/showbiz/has-towie-star-revealed-theyre-in-im-a-celeb-2017/
704982622	20161108	201611	2016	2016.8438	AUS	AUSTRALIAN	AUS								AUSLEG	AUSTRALIA	AUS					LEG			0	051	051	05	1	3.4	4	1	4	-1.37741046831956	4	Maryborough, Queensland, Australia	AS	AS04	154665	-25.5407	152.705	-1586158	4	Maryborough, Queensland, Australia	AS	AS04	154665	-25.5407	152.705	-1586158	4	Maryborough, Queensland, Australia	AS	AS04	154665	-25.5407	152.705	-1586158	20171108124500	http://www.dailymail.co.uk/news/article-5061683/Greens-predict-Malcolm-Turnbull-gone-PM-Christmas.html
704982623	20161108	201611	2016	2016.8438	AUSLEG	AUSTRALIAN	AUS					LEG			AUS	AUSTRALIAN	AUS								0	051	051	05	1	3.4	6	1	6	-1.37741046831956	4	Maryborough, Queensland, Australia	AS	AS04	154665	-25.5407	152.705	-1586158	4	Maryborough, Queensland, Australia	AS	AS04	154665	-25.5407	152.705	-1586158	4	Maryborough, Queensland, Australia	AS	AS04	154665	-25.5407	152.705	-1586158	20171108124500	http://www.dailymail.co.uk/news/article-5061683/Greens-predict-Malcolm-Turnbull-gone-PM-Christmas.html
704982624	20161108	201611	2016	2016.8438	BUS	PRODUCER						BUS													1	057	057	05	1	8.0	5	1	5	-3.81830151415405	1	Norway	NO	NO		62	10	NO	0								1	Norway	NO	NO		62	10	NO	20171108124500	http://www.myajc.com/lifestyles/food--cooking/wild-salmon-decline-norway-pressures-its-giant-fish-farms/Pzf9DxSJ2kbX9pHAw89XcK/
704982625	20161108	201611	2016	2016.8438	BUS	TYCOON						BUS			HRVJUD	CROATIA	HRV					JUD			0	110	110	11	3	-2.0	2	1	2	-6.54205607476636	4	Zagreb, Zagreb, Grad, Croatia	HR	HR21	14571	45.8	16	-101579	4	Zagreb, Zagreb, Grad, Croatia	HR	HR21	14571	45.8	16	-101579	4	Zagreb, Zagreb, Grad, Croatia	HR	HR21	14571	45.8	16	-101579	20171108124500	https://sputniknews.com/europe/201711081058914679-ivica-todoric-croatia-extradition/
704982626	20161108	201611	2016	2016.8438	BUS	TYCOON						BUS			JUD	JUDGE						JUD			0	110	110	11	3	-2.0	8	1	8	-6.54205607476636	4	Zagreb, Zagreb, Grad, Croatia	HR	HR21	14571	45.8	16	-101579	4	Zagreb, Zagreb, Grad, Croatia	HR	HR21	14571	45.8	16	-101579	4	Zagreb, Zagreb, Grad, Croatia	HR	HR21	14571	45.8	16	-101579	20171108124500	https://sputniknews.com/europe/201711081058914679-ivica-todoric-croatia-extradition/
