705013456	20071111	200711	2007	2007.8521	MIL	ARMY						MIL													1	020	020	02	1	3.0	10	1	10	3.23159784560144	1	Djibouti	DJ	DJ		11.5	42.5	DJ	0								1	Djibouti	DJ	DJ		11.5	42.5	DJ	20171108143000	http://www.theredstonerocket.com/military_scene/article_29095a9c-c48d-11e7-b071-c35dc648e4c0.html
705013457	20161108	201611	2016	2016.8438	BMUGOVBUS	DAVID ALLEN	BMU					GOV	BUS		EUR	EUROPEAN	EUR								1	071	071	07	2	7.4	5	1	5	3.53982300884956	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20171108143000	http://www.kitco.com/news/2017-11-08/LPC-AlbaCore-raises-855m-for-credit-investment-strategy.html
705013458	20161108	201611	2016	2016.8438	DNK	DENMARK	DNK								USAMED	REUTERS	USA					MED			1	013	013	01	1	0.4	3	1	3	-0.58823529411764	4	Copenhagen, Køavn*, Denmark	DA	DA05	15213	55.6667	12.5833	-2745636	4	Copenhagen, Køavn*, Denmark	DA	DA05	15213	55.6667	12.5833	-2745636	4	Copenhagen, Køavn*, Denmark	DA	DA05	15213	55.6667	12.5833	-2745636	20171108143000	https://business.mb.com.ph/2017/11/08/danish-group-maersk-steers-annual-shipping-profit-forecast-lower/
705013459	20161108	201611	2016	2016.8438	FRA	FRANCE	FRA																		0	020	020	02	1	3.0	3	1	3	-1.15961800818554	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171108143000	https://www.huffingtonpost.com/entry/donald-trump-one-year-world-perspective_us_5a029dc4e4b06ff32c9456ac?ncid=inblnkushpmg00000009
705013460	20161108	201611	2016	2016.8438	FRA	FRANCE	FRA								DEU	GERMANY	DEU								0	020	020	02	1	3.0	1	1	1	-1.15961800818554	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20171108143000	https://www.huffingtonpost.com/entry/donald-trump-one-year-world-perspective_us_5a029dc4e4b06ff32c9456ac?ncid=inblnkushpmg00000009
705013461	20161108	201611	2016	2016.8438	FRA	FRANCE	FRA								DEU	GERMANY	DEU								0	020	020	02	1	3.0	1	1	1	-1.15961800818554	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20171108143000	https://www.huffingtonpost.com/entry/donald-trump-one-year-world-perspective_us_5a029dc4e4b06ff32c9456ac?ncid=inblnkushpmg00000009
705013462	20161108	201611	2016	2016.8438	IGOSEAASN	ASEAN	SEA	ASN				IGO			JPN	JAPAN	JPN								0	057	057	05	1	8.0	2	1	2	-0.30381944444444	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20171108143000	http://econintersect.com/pages/contributors/contributor.php?post=201711080429
705013463	20161108	201611	2016	2016.8438	IGOSEAASN	ASEAN	SEA	ASN				IGO			JPN	JAPAN	JPN								0	057	057	05	1	8.0	8	1	8	-0.30381944444444	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20171108143000	http://econintersect.com/pages/contributors/contributor.php?post=201711080429
705013464	20161108	201611	2016	2016.8438	IGOUNO	UNITED NATIONS		UNO				IGO			LEG	REPRESENTATIVES						LEG			0	044	044	04	1	2.5	20	1	10	3.32996972754793	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	20171108143000	https://www.trbusiness.com/regional-news/middle-east/minister-reassures-meadfa-that-beirut-is-safe-and-stable/131087
705013465	20161108	201611	2016	2016.8438	IND	BIHAR	IND																		0	1822	182	18	4	-9.0	2	1	2	-5.9322033898305	4	Bihar, Bihar, India	IN	IN34	17615	25.1833	85.5167	-2091797	0								4	Bihar, Bihar, India	IN	IN34	17615	25.1833	85.5167	-2091797	20171108143000	http://gulfnews.com/news/asia/india/woman-left-at-mercy-of-tigers-over-dowry-1.2121133
