703156582	20071105	200711	2007	2007.8356	IRN	IRAN	IRN								RUS	RUSSIA	RUS								0	043	043	04	1	2.8	5	1	5	1.25628140703517	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171102030000	https://america.cgtn.com/2017/11/01/russia-vows-support-for-iran-nuclear-agreement-at-tri-nation-summit-in-tehran
703156583	20071105	200711	2007	2007.8356	RUS	RUSSIA	RUS																		0	045	045	04	1	5.0	5	1	5	1.25628140703517	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	0								4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171102030000	https://america.cgtn.com/2017/11/01/russia-vows-support-for-iran-nuclear-agreement-at-tri-nation-summit-in-tehran
703156584	20071105	200711	2007	2007.8356	RUS	RUSSIA	RUS								IRN	IRAN	IRN								0	042	042	04	1	1.9	5	1	5	1.25628140703517	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171102030000	https://america.cgtn.com/2017/11/01/russia-vows-support-for-iran-nuclear-agreement-at-tri-nation-summit-in-tehran
703156585	20161102	201611	2016	2016.8274											RUS	RUSSIA	RUS								0	040	040	04	1	1.0	2	1	2	-0.950369588173181	0								4	Bushehr, Bushehr, Iran	IR	IR22	25307	28.9684	50.8385	-3057164	4	Bushehr, Bushehr, Iran	IR	IR22	25307	28.9684	50.8385	-3057164	20171102030000	https://www.globalsecurity.org/wmd/library/news/iran/2017/iran-171101-rferl01.htm
703156586	20161102	201611	2016	2016.8274	CRM	DEALER						CRM			COP	PRISON						COP			1	173	173	17	4	-5.0	10	1	10	-3.21252059308072	4	Bethlehem, West Bank (general), West Bank	WE	WE00	18315	31.7049	35.2038	-793854	4	Bethlehem, West Bank (general), West Bank	WE	WE00	18315	31.7049	35.2038	-793854	4	Bethlehem, West Bank (general), West Bank	WE	WE00	18315	31.7049	35.2038	-793854	20171102030000	http://www.rep-am.com/news/news-local/2017/10/31/waterbury-heroin-dealer-sentenced-to-3-years-for-winsted-womans-fatal-overdose/
703156587	20161102	201611	2016	2016.8274	FRACOP	FRANCE	FRA					COP			FRA	FRANCE	FRA								1	173	173	17	4	-5.0	4	1	4	-13.9896373056995	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	20171102030000	https://www.northernstar.com.au/news/man-31-to-stand-trial-over-child-porn-assault-char/3255245/
703156588	20161102	201611	2016	2016.8274	KAZ	ASTANA	KAZ								USA	WASHINGTON	USA								0	046	046	04	1	7.0	1	1	1	2.08667736757624	4	Astana, Gorod Astana, Kazakhstan	KZ	KZ05	37174	51.1811	71.4278	-2334218	4	Astana, Gorod Astana, Kazakhstan	KZ	KZ05	37174	51.1811	71.4278	-2334218	4	Astana, Gorod Astana, Kazakhstan	KZ	KZ05	37174	51.1811	71.4278	-2334218	20171102030000	http://www.laht.com/article.asp?ArticleId=2445625&CategoryId=13304
703156589	20161102	201611	2016	2016.8274	KAZ	ASTANA	KAZ								USA	WASHINGTON	USA								0	046	046	04	1	7.0	7	1	7	2.08667736757624	4	Astana, Gorod Astana, Kazakhstan	KZ	KZ05	37174	51.1811	71.4278	-2334218	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Astana, Gorod Astana, Kazakhstan	KZ	KZ05	37174	51.1811	71.4278	-2334218	20171102030000	http://www.laht.com/article.asp?ArticleId=2445625&CategoryId=13304
703156590	20161102	201611	2016	2016.8274	RUS	RUSSIA	RUS																		0	040	040	04	1	1.0	2	1	2	-0.950369588173181	4	Bushehr, Bushehr, Iran	IR	IR22	25307	28.9684	50.8385	-3057164	0								4	Bushehr, Bushehr, Iran	IR	IR22	25307	28.9684	50.8385	-3057164	20171102030000	https://www.globalsecurity.org/wmd/library/news/iran/2017/iran-171101-rferl01.htm
703156591	20161102	201611	2016	2016.8274	USA	WASHINGTON	USA								KAZ	ASTANA	KAZ								0	046	046	04	1	7.0	1	1	1	2.08667736757624	4	Astana, Gorod Astana, Kazakhstan	KZ	KZ05	37174	51.1811	71.4278	-2334218	4	Astana, Gorod Astana, Kazakhstan	KZ	KZ05	37174	51.1811	71.4278	-2334218	4	Astana, Gorod Astana, Kazakhstan	KZ	KZ05	37174	51.1811	71.4278	-2334218	20171102030000	http://www.laht.com/article.asp?ArticleId=2445625&CategoryId=13304
